pert_iname,norm_cs,moa
adoprazine,-0.2783,Dopamine receptor antagonist|Serotonin receptor agonist
AEE-788,0.4564,EGFR inhibitor|VEGFR inhibitor
AEG-3482,-0.49364,HSP inducer|Protein kinase inhibitor
afatinib,0.173488235,EGFR inhibitor
aflatoxin-b1,-0.200475,Carcinogen
afloqualone,-0.0950125,Acetylcholine receptor antagonist
AG-1024,0,IGF-1 inhibitor
AG-14361,0.035007143,PARP inhibitor
AG-370,-0.025285714,PDGFR inhibitor
AG-490,0.061525,EGFR inhibitor|ERBB2 inhibitor|JAK inhibitor
AG-494,0.027875,EGFR inhibitor|Tyrosine kinase inhibitor
AG-592,0.288166667,Tyrosine kinase inhibitor
AG-879,0.3858375,Tyrosine kinase inhibitor|Angiogenesis inhibitor|VEGFR inhibitor
AG-957,0.263155556,Protein tyrosine kinase inhibitor
AG-99,-0.548033333,Tyrosine kinase inhibitor
AGI-5198,-0.683642857,Isocitrate dehydrogenase inhibitor
AGI-6780,-0.0605,Isocitrate dehydrogenase inhibitor
AGK-2,-0.190013636,SIRT inhibitor
AGN-192403,0,Imidazoline receptor ligand
agomelatine,-0.0312,Melatonin receptor agonist|Serotonin receptor antagonist
AGP-103,0.18685,Membrane integrity inhibitor
AH-11110,-0.61705,Adrenergic receptor antagonist
AICA-ribonucleotide,-0.278308333,AMPK activator
ajmaline,0,Sodium channel inhibitor
alagebrium,-0.306033333,Glycosylation inhibitor
alaproclate,0.4011,Serotonin receptor antagonist
albendazole,0.306983333,Tubulin inhibitor
alclometasone,0.1287,Glucocorticoid receptor agonist
alda-1,-0.536976923,Aldehyde dehydrogenase activator
alectinib,-0.299257143,ALK inhibitor
alendronic-acid,0,Bone resorption inhibitor
alfadolone-acetate,0.256711111,GABA receptor agonist
alfaxalone,-0.342483333,Chloride channel activator|GABA receptor agonist
alfuzosin,-0.132825,Adrenergic receptor antagonist
alimemazine,0.334414286,Histamine receptor agonist
alisertib,0.458081818,Aurora kinase inhibitor
aliskiren,0.185855556,Antihypertensive|Peptidase inhibitor|Protease inhibitor|Renin inhibitor
alitretinoin,-0.26727,Retinoid receptor agonist
alizapride,-0.45425,Dopamine receptor antagonist
allantoin,0.3464,Product of purine catabolism used in cosmetics
allopurinol,-0.170372727,Xanthine oxidase inhibitor
almitrine,-0.077585714,Neurotransmitter agonist
almorexant,0.179911111,Orexin receptor antagonist
alogliptin,-0.39256,Dipeptidyl peptidase inhibitor
aloisine,0.337028571,CDK inhibitor|CFTR channel agonist|GSK inhibitor
alosetron,0.177016667,Serotonin receptor antagonist
alpelisib,-0.167959091,PI3K inhibitor
alpha-estradiol,0.01465,Estrogen receptor agonist
alpha-methylserotonin,0,Serotonin receptor agonist
alprazolam,0,Benzodiazepine receptor agonist
alprenolol,-0.374571429,Adrenergic receptor antagonist
alprostadil,-0.17022,Prostanoid receptor agonist
alrestatin,-0.000722222,Aldose reductase inhibitor
altanserin,0.0237,Serotonin receptor antagonist
altizide,-0.27086,Diuretic
altrenogest,-0.326525,Progestogen hormone
altretamine,0.012484615,DNA inhibitor
alverine,-0.055142857,Muscle relaxant
alvespimycin,0.211677778,HSP inhibitor
alvimopan,-0.359377778,Opioid receptor antagonist
alvocidib,-0.11693125,CDK inhibitor
ALW-II-38-3,-0.045294444,Ephrin inhibitor
ALW-II-49-7,-0.153204762,Ephrin inhibitor
ALX-5407,-0.035890909,Glycine transporter inhibitor
AM-24,-0.001209091,Lipoxygenase inhibitor
AM-251,-0.00965,Cannabinoid receptor antagonist
AM-281,0.0619,Cannabinoid receptor antagonist
AM-404,0.537066667,Cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist
AM-580,-0.045073333,Retinoid receptor agonist
AM-630,-0.00793,Cannabinoid receptor antagonist
AM-92016,0.3989875,Potassium channel antagonist
amantadine,-0.0917,Glutamate receptor antagonist
ambelline,0.375,Plant alkaloid
ambrisentan,-0.12696,Endothelin receptor antagonist
ambroxol,-0.448630769,Sodium channel inhibitor
amcinonide,-0.568533333,Glucocorticoid receptor agonist
AMD-11070,0.026116667,CC chemokine receptor antagonist
amfepramone,0.2135,Adrenergic receptor agonist
AMG-208,0.006425,Tyrosine kinase inhibitor
AMG-232,1.42565,MDM inhibitor
AMG-487,0.035342857,CC chemokine receptor antagonist
AMG-517,-0.172816667,TRPV antagonist
AMG-837,-0.22415,Fatty acid receptor agonist
AMG-900,1.1967,Aurora kinase inhibitor
AMG-9810,0.6948,TRPV antagonist
amifostine,-0.028716667,Reducing agent
amikacin,0.9433,Bacterial 30S ribosomal subunit inhibitor
amiloride,-0.012746154,Sodium channel inhibitor
amineptine,-0.2377,Dopamine receptor agonist
aminocaproic-acid,-0.059066667,Plasminogen activator inhibitor
aminogenistein,-0.037011111,Src inhibitor
aminoglutethimide,0.1816,Glucocorticoid receptor antagonist
aminoguanidine,-0.811375,Nitric oxide synthase inhibitor
aminoindazole,-0.084125,Ionophore
aminolevulinic-acid,0.191746667,Oxidizing agent
aminomethyltransferase,0,Nitric oxide synthase inhibitor
aminopentamide,-0.56488,Acetylcholine receptor antagonist
aminopurvalanol-a,0.457025,Tyrosine kinase inhibitor|CDK inhibitor
aminosalicylic-acid,-0.142133333,Cyclooxygenase inhibitor
amiodarone,0.231675,Potassium channel antagonist
amiprilose,-0.038833333,CD antagonist
amisulpride,-0.34355,Dopamine receptor antagonist
amitifadine,-0.2903,Serotonin receptor antagonist
amitriptyline,1.15325,Norepinephrine inhibitor|Norepinephrine reuptake inhibitor|Serotonin receptor antagonist|Serotonin reuptake inhibitor
amlexanox,0.12018,Histamine receptor antagonist
amlodipine,0.228314286,Calcium channel blocker
ammonium-perfluorocaprylate,0,PIM inhibitor
AMN-082,-0.06472,Glutamate receptor antagonist
amodiaquine,-0.0509,Histamine receptor agonist
amonafide,0.649681818,Topoisomerase inhibitor
amoxapine,0.187716667,Norepinephrine inhibitor
amoxicillin,-0.66475,Penicillin binding protein inhibitor
ampalex,0.00035,Glutamate receptor agonist
amperozide,0.117057143,Dopamine receptor antagonist
ampicillin,-0.878025,Bacterial cell wall synthesis inhibitor
ampiroxicam,-0.17775,Cyclooxygenase inhibitor
amprenavir,0,HIV inhibitor
ampyrone,0,Cyclooxygenase inhibitor
amrinone,0.3131,Phosphodiesterase inhibitor
amsacrine,0.6972,Topoisomerase inhibitor
amthamine,0.01203,Histamine receptor agonist
amtolmetin-guacil,0.070122222,Cyclooxygenase inhibitor
amuvatinib,0.29504,FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
amygdalin,0.0909,Caspase activator
amyleine,0.418942857,Anesthetic - local
AMZ-30,0.147885714,Protein phosphatase inhibitor
anacardic-acid,-0.2595,Glyceraldehyde 3-phosphate dehydrogenase inhibitor
anacetrapib,-0.12546,Cholesterol inhibitor
anagrelide,-0.068966667,Phosphodiesterase inhibitor
anamorelin,0.2139,Growth hormone secretagogue receptor agonist
anandamide,-0.036014286,Cannabinoid receptor agonist
anastrozole,0.079042857,Aromatase inhibitor
andarine,-0.246755556,Androgen receptor antagonist
androstanol,-0.8032,CAR antagonist
androstenedione,-0.7017625,Cytochrome P450 inhibitor
androstenol,-0.342114286,GABA receptor antagonist
anecortave-acetate,0.132190909,Corticosteroid agonist|Angiogenesis inhibitor
anethole,0,Glutathione transferase stimulant
angiogenesis-inhibitor,0.1372125,Angiogenesis inhibitor
anidulafungin,-0.0224875,"Fungal 1,3-beta-D-glucan synthase inhibitor"
aniracetam,-0.302955556,Glutamate receptor agonist
anisodamine,-0.410125,Lipid peroxidase inhibitor
anisomycin,-0.143442857,DNA inhibitor
anpirtoline,-0.2173,Serotonin receptor agonist
antazoline,0.5482,Antihistamine
anthothecol,-0.7336,Antimalarial
antimycin-a,0.1671,ATP synthase inhibitor
AP-26113,0.60578,ALK inhibitor
apafant,-0.200891667,Platelet activating factor receptor antagonist
APD-668,0.460925,Glucose dependent insulinotropic receptor agonist
aphidicolin,0.55832,RNA synthesis inhibitor
API-001,-0.40745,Sigma receptor antagonist
apicidin,1.0718,HDAC inhibitor
apigenin,-0.237411111,Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor
apixaban,-0.313016667,Coagulation factor inhibitor
APO-866,-0.257613333,NAMPT inhibitor
apocynin,-0.260625,NADPH inhibitor
apomorphine,-0.5586,Dopamine receptor agonist
apremilast,-0.0114,Phosphodiesterase inhibitor
aprepitant,0.083228571,Tachykinin antagonist
AQ-RA741,0.1041,Acetylcholine receptor antagonist
AR-A014418,-0.15227,GSK inhibitor
AR-C133057XX,-0.522666667,Nitric oxide synthase inhibitor
arachidonamide,0.09705,Cannabinoid receptor agonist
arbidol,-0.24382,Cytochrome P450 inhibitor
arbutin,0.226025,Melanin inhibitor
ARC-239,-0.015228571,Adrenergic receptor antagonist
arctigenin,0.146688889,MEK inhibitor
arcyriaflavin-a,-0.001966667,CDK inhibitor
argatroban,0.014688889,Thrombin inhibitor
arglabin,0.346042857,Farnesyltransferase inhibitor
aripiprazole,0.118928571,Serotonin receptor agonist|Serotonin receptor antagonist
aristolochic-acid,0.003944444,Phospholipase inhibitor
armodafinil,-0.502533333,Adrenergic receptor agonist
ARN-509,0,Androgen receptor antagonist
arofylline,0.53435,Phosphodiesterase inhibitor
ARRY-334543,0.6665375,EGFR inhibitor
artemether,-0.54548,Antimalarial
artemisinin,0.6936,DNA inhibitor
artesunate,-0.26875,DNA synthesis inhibitor
articaine,-0.375942857,Anesthetic - local
arvanil,0.290711111,TRPV agonist
AS-1949490,0.58045,SHIP2 phosphatase inhibitor
AS-601245,0.272733333,JNK inhibitor
AS-604850,-0.233685714,PI3K inhibitor
AS-605240,0.168730769,PI3K inhibitor
AS-703026,0.686644444,MEK inhibitor
ASA-404,0.2475,Angiogenesis inhibitor
ASC-J9,0,Androgen receptor agonist
asenapine,-0.40538,Dopamine receptor antagonist|Serotonin receptor antagonist
asiatic-acid,0.8879,Apoptosis stimulant
asiaticoside,-0.25845,Carcinogen
ASP-3026,0.6124,ALK inhibitor
aspirin,0.10314,Cyclooxygenase inhibitor
AST-1306,0.2983,EGFR inhibitor
astemizole,1.15205,Histamine receptor antagonist
asymmetrical-dimethylarginine,-0.33565,Nitric oxide synthase inhibitor
AT-13387,0.767442857,HSP inhibitor
AT-406,-0.435957143,IAP antagonist
AT-7519,0.07942,CDK inhibitor|Cell cycle inhibitor
AT-7867,0.804173333,AKT inhibitor
AT-9283,-0.006233333,Aurora kinase inhibitor|Abl inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor|Protein kinase inhibitor|Tubulin inhibitor
ataluren,-0.275166667,CFTR channel agonist|Dystrophin stimulant
atazanavir,0,HIV inhibitor
atipamezole,-0.291271429,Adrenergic receptor antagonist
ATN-161,-0.04975,Integrin inhibitor
atomoxetine,0,Norepinephrine inhibitor
atorvastatin,0.65069375,HMGCR inhibitor
atovaquone,0,Mitochondrial inhibitor
ATPA,-0.5263625,Glutamate receptor agonist
atracurium,0.3539,Acetylcholine receptor antagonist
atrasentan,0.024514286,Endothelin receptor antagonist
auranofin,0.6177,NFKB inhibitor
auraptene,0.002833333,Nitric oxide production inhibitor
austricine,0.314266667,Hypolipidemic
AV-412,0.94096,Receptor tyrosine protein kinase inhibitor
AV-608,0.029283333,Tachykinin antagonist
AVA,-0.1285125,Nucleophosmin inhibitor
avagacestat,0.179136364,Gamma secretase inhibitor
avanafil,-0.51055,Phosphodiesterase inhibitor
avasimibe,-0.337590909,ACAT inhibitor
avicin-d,-0.6743,NFKB inhibitor
avicin-g,-0.36975,NFKB inhibitor
AVL-292,0.341736364,BTK inhibitor
AVN-944,0.889433333,Inosine monophosphate dehydrogenase inhibitor
axitinib,0.3973875,VEGFR inhibitor|PDGFR inhibitor
AZ-10417808,-0.490688889,Caspase inhibitor
AZ-20,0.05175,ATR kinase inhibitor
AZ-628,0.279235294,RAF inhibitor
AZ-960,1.273,JAK inhibitor
azacitidine,-0.693992308,DNA inhibitor
azacyclonol,-0.069628571,Histamine receptor antagonist
azaperone,-0.3329,Dopamine receptor antagonist
azasetron,-0.135385714,Serotonin receptor antagonist
azathioprine,-0.2576875,Dehydrogenase inhibitor
azauridine,0.293575,Antiviral
AZD-1208,-0.29115,PIM inhibitor
AZD-1283,0.8059,Purinergic receptor antagonist
AZD-1480,-0.609008333,JAK inhibitor
AZD-1981,-0.13712,CRTH receptor antagonist
AZD-2014,0.273766667,MTOR inhibitor
AZD-2461,0.547133333,PARP inhibitor
AZD-3463,1.4498,ALK inhibitor|IGF-1 inhibitor
AZD-3514,0.325275,Drugs Acting on Androgen Receptor
AZD-4547,0.616441667,FGFR inhibitor
AZD-5363,0.5244,AKT inhibitor
AZD-5438,-0.071747368,CDK inhibitor
AZD-6482,0.006185714,PI3K inhibitor
AZD-7545,0,PDK inhibitor
AZD-7687,-0.313585714,Diacylglycerol O acyltransferase inhibitor
AZD-7762,0.33185,CHK inhibitor
AZD-8055,0.133775,MTOR inhibitor
AZD-8330,0.858173333,MEK inhibitor
AZD-8931,0.2521,EGFR inhibitor
AZD-9291,0.691541667,EGFR inhibitor
AZD-9668,-0.361214286,Elastase inhibitor
azelaic-acid,-0.32315,Tyrosinase inhibitor
azelastine,0.03951,Histamine receptor antagonist
azilsartan,0.3784,Angiotensin receptor antagonist
azilsartan-medoxomil,0.53075,ACE inhibitor|Angiotensin receptor antagonist|Insulin sensitizer
azithromycin,0.1181125,Bacterial 50S ribosomal subunit inhibitor
baccatin-III,-0.1593375,Paclitaxel precursor
baclofen,0.400433333,GABA receptor agonist
BADGE,-0.63505,PPAR receptor antagonist
baeomycesic-acid,-0.46328,Lipoxygenase inhibitor
BAFILOMYCIN-A1,0.3418,ATPase inhibitor
baicalin,0.07025,Beta glucuronidase inhibitor
balaglitazone,0.427142857,Insulin sensitizer|PPAR receptor agonist
balapiravir,0.31844,RNA polymerase inhibitor
balicatib,0,Cathepsin inhibitor
balsalazide,0.0973625,Cyclooxygenase inhibitor
BAM-7,0.063933333,BAX activator
bambuterol,0,Adrenergic receptor agonist
BAPTA-AM,-0.1303375,Potassium channel antagonist
barasertib,0.7316,Aurora kinase inhibitor
barasertib-HQPA,0.172789474,Aurora kinase inhibitor
baricitinib,-0.102247059,JAK inhibitor
BAS-09104376,-0.3226,HIV inhibitor
basimglurant,0.229963636,Glutamate receptor antagonist
batimastat,-0.309641176,Matrix metalloprotease inhibitor
bavisant,0.39276,Histamine receptor antagonist
BAY-11-7082,-0.1843,NFKB inhibitor
BAY-36-7620,0.074928571,Glutamate receptor antagonist
BAY-59-3074,0.2052,Cannabinoid receptor antagonist
BAY-61-3606,-0.2422,Syk inhibitor
BAY-87-2243,0.4728125,HIF Inhibitor
BAY-K8644,-0.230983333,Calcium channel activator
BAZ2-ICR,0,Bromodomain inhibitor
bazedoxifene,0.0616,Selective estrogen receptor modulator (SERM)
BCI-540,0.287,Glutamate receptor agonist
BCI-hydrochloride,0.054955556,Protein phosphatase inhibitor
BCL2-inhibitor,-0.124888889,BCL inhibitor
BD-1008,0.282157143,Sigma receptor antagonist
BD-1047,-0.068425,Adrenergic receptor antagonist
BD-1063,-0.4305875,Sigma receptor antagonist
BE-2254,-0.023342857,Adrenergic receptor antagonist
beclometasone,0.1018375,Glucocorticoid receptor agonist
beclomethasone-dipropionate,0.189471429,Immunosuppressant|Glucocorticoid receptor agonist
belinostat,0.945969231,HDAC inhibitor
bemegride,-0.07935,Chemoreceptor agonist
bemesetron,-0.151833333,Serotonin receptor antagonist
benactyzine,-0.01735,Butyrylcholinesterase inhibitor
benazepril,-0.37726,ACE inhibitor
bendamustine,0.705866667,DNA inhibitor
bendroflumethiazide,-0.188872727,Sodium channel inhibitor
benfluorex,0.201375,Gluconeogenesis inhibitor
benperidol,0.076175,Dopamine receptor antagonist
benproperine,0.2374,Antitussive
benzamil,-0.392866667,Sodium channel inhibitor
benzanthrone,0,Aromatic hydrocarbon derivative
benzbromarone,-0.143916667,Chloride channel blocker
benzethonium,0.5422,Sodium channel inhibitor
benzocaine,-1.1069,Sodium channel inhibitor
benzofuran,-0.13558,Carcinogen
benzohydroxamic-acid,0.32248,Antifungal
benzonatate,-0.02938,Anesthetic - local
benzopurpurin-4b,-0.2361,Binds HIV gp120 and inhibits HIV-1 entry into the neural cell line SK-N-MC
benzotript,0,CCK receptor antagonist
benzoxiquine,-0.03784,Anti-inflammatory
benzthiazide,0.009083333,Carbonic anhydrase inhibitor
benzydamine,-0.2942,Prostanoid receptor antagonist
benzyl-alcohol,-0.3024,Anesthetic - local
benzylpenicillin,-0.214492857,Penicillin binding protein inhibitor
bepotastine,-0.068244444,Histamine receptor antagonist
bepridil,0.016525,Calcium channel blocker
berbamine,0.440357143,Calmodulin inhibitor
berberine,-0.17714,LDL receptor activator
beta-alanine,0.7506,Glycine receptor agonist
beta-CCP,0.16019,"Indoleamine 2,3-dioxygenase inhibitor"
beta-funaltrexamine,0.38685,Opioid receptor antagonist
betaescin,-1.2353,Interleukin inhibitor
betahistine,0.1186,Histamine receptor agonist|Histamine receptor antagonist
betamethasone,0.18226,Glucocorticoid receptor agonist
betamethasone-acetate,0.54405,Glucocorticoid receptor agonist
betamethasone-valerate,0.822,Glucocorticoid receptor agonist
betaxolol,-0.404733333,Adrenergic receptor antagonist
betazole,0,Histamine receptor agonist
bethanechol,-0.260985714,Acetylcholine receptor agonist
betrixaban,-0.319688889,Coagulation factor inhibitor
betulinic-acid,-0.265490909,Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor
bevirimat-dimeglumine,0.541375,HIV inhibitor
bexarotene,-0.4909,Retinoid receptor agonist
bezafibrate,0.09739,PPAR receptor agonist
BGT-226,0.566907692,PI3K inhibitor
BH3I-1,-0.0422625,BCL inhibitor
BI-2536,0.4488,PLK inhibitor
BI-78D3,-0.366877778,JNK inhibitor
BI-D1870,0.44384,Ribosomal protein inhibitor
BIBR-1532,-0.092828571,Telomerase inhibitor
BIBU-1361,0.720528571,EGFR inhibitor
BIBX-1382,0.10491,EGFR inhibitor|Tyrosine kinase inhibitor
bicalutamide,-0.0227,Androgen receptor antagonist
bicuculline,-0.7686,GABA receptor antagonist
bietaserpine,0,Vesicular monoamine transporter inhibitor
bifemelane,0.327485714,Acetylcholine receptor agonist
bifonazole,-0.16612,Sterol demethylase inhibitor
BIIB-021,0.222427273,HSP inhibitor
bilobalide,0,GABA receptor modulator
bimatoprost,0.143825,Prostanoid receptor agonist
bindarit,0.6582,NFKB inhibitor
biochanin-a,-0.335255556,Estrogen receptor agonist
biotin,-0.055533333,Vitamin B
biperiden,-0.06945,Acetylcholine receptor antagonist
birinapant,-0.51615,XIAP inhibitor
bis-tyrphostin,-0.3132125,EGFR inhibitor
bisacodyl,0.117457143,Laxative
bisbenzimide,0.416914286,DNA binding agent
bisindolylmaleimide-ix,0.655583333,PKC inhibitor
bisoprolol,-0.2963,Adrenergic receptor antagonist
bisphenol-a,0.322175,Synthetic estrogen
bithionol,-0.03536,Autotaxin inhibitor
bitopertin,-0.05515,Glycine transporter inhibitor
BIX-01294,0.506335714,DNA inhibitor|Histone lysine methyltransferase inhibitor
BIX-01338,-0.168725,Histone lysine methyltransferase inhibitor
BIX-02188,-0.136842857,MEK inhibitor
BIX-02189,0.0878,MEK inhibitor
blebbistatin,0.088128571,ATPase inhibitor
blonanserin,-0.02945,Dopamine receptor antagonist|Serotonin receptor antagonist
BML-190,-0.2469625,Cannabinoid receptor antagonist
BML-210,1.1934,HDAC inhibitor
BML-257,-0.14635,AKT inhibitor|HCV inhibitor
BML-259,-0.0067,CDK inhibitor
BML-266,-0.8281,SIRT inhibitor
BML-284,1.2583,WNT agonist
BML-286,0,WNT inhibitor
BMS-182874,-0.1715,Endothelin receptor antagonist
BMS-191011,-0.3387,Potassium channel activator
BMS-265246,0.224925,CDK inhibitor
BMS-299897,0.167746667,Gamma secretase inhibitor
BMS-345541,0.275947368,IKK inhibitor
BMS-387032,0.02684375,CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor
BMS-509744,0.637073333,ITK inhibitor
BMS-536924,0.437507692,IGF-1 inhibitor
BMS-599626,0.30045,EGFR inhibitor|Receptor tyrosine protein kinase inhibitor
BMS-641988,-0.019875,Androgen receptor antagonist
BMS-707035,0,HIV inhibitor
BMS-754807,0.739553333,IGF-1 inhibitor
BMS-777607,0.203388889,AXL kinase inhibitor|FLT3 inhibitor|HGF receptor inhibitor|Macrophage inhibitor|MET inhibitor|Tyrosine kinase inhibitor
BMS-833923,0.901366667,Smoothened receptor antagonist
BMS-906024,-0.6452,Gamma secretase inhibitor
BMS-927711,0.067875,Calcitonin antagonist
BMY-14802,0.22298,Sigma receptor antagonist
BMY-45778,-0.030166667,IP1 prostacyclin receptor agonist
BMY-7378,-0.1115,Adrenergic receptor antagonist|Serotonin receptor antagonist
BNTX,0.668,Opioid receptor antagonist
boldine,-0.418944444,Acetylcholine receptor antagonist|Dopamine receptor antagonist
bongkrek-acid,0.0134,Mitochondrial inhibitor
bopindolol,-0.867933333,Adrenergic receptor antagonist
bortezomib,0.767578571,NFKB inhibitor|Proteasome inhibitor
bosentan,-0.55432,Endothelin receptor antagonist
bosutinib,0.329576,Src inhibitor|Abl inhibitor|Bcr-Abl inhibitor
BP-554,-0.04482,Serotonin receptor agonist
BP-897,-0.026375,Dopamine receptor agonist
brazilin,-0.0083625,Nitric oxide production inhibitor
BRD-A01295252,0.1883,Dopamine receptor antagonist
BRD-A01317026,-0.268057143,Dihydroneopterin aldolase inhibitor
BRD-A01593789,0.14005,5-alpha reductase inhibitor
BRD-A02367930,-0.126328571,Estrogen receptor agonist|DNA directed DNA polymerase stimunlant|Estrogenic component in oral contraceptives
BRD-A04553218,-0.24705,Histamine receptor antagonist
BRD-A07765530,0,Carbonic anhydrase activator
BRD-A13133631,0.207275,Glucocorticoid receptor agonist
BRD-A15914070,0.518033333,Carcinogen
BRD-A18763547,0.411076923,Cytochrome P450 inhibitor
BRD-A20131130,-0.454771429,Adenylyl cyclase inhibitor
BRD-A20239487,-0.38526,Adrenergic receptor antagonist
BRD-A27924917,-0.362933333,GABA receptor antagonist
BRD-A29731977,0.112957143,Progesterone receptor agonist
BRD-A36707673,-0.0656875,LXR agonist
BRD-A38706605,0.13125,Androgen receptor antagonist
BRD-A39415247,-0.180733333,Progesterone receptor agonist
BRD-A39747742,0.0349,Estrogen receptor agonist
BRD-A42831637,0.180125,Anti-inflammatory|Cannabinoid metabolite
BRD-A47144777,-0.156357143,HSP inhibitor
BRD-A47364545,-0.037257143,Sigma receptor agonist
BRD-A48015106,0,Serotonin receptor agonist
BRD-A49447682,-0.075883333,Glucocorticoid receptor agonist
BRD-A49544621,-1.0627,Urotensin receptor agonist
BRD-A49680073,0.1583125,JAK inhibitor|Lipocortin synthesis stimulant|STAT inhibitor
BRD-A49765801,0.242188889,Glucocorticoid receptor agonist
BRD-A49906757,-0.516677778,Acetylcholine receptor antagonist
BRD-A53131506,0.330033333,Inactive testosterone analog
BRD-A57798559,-0.295133333,GABA receptor antagonist
BRD-A63236097,-0.283955556,Tumor necrosis factor production inhibitor
BRD-A66025870,-0.8536,Bacterial cell wall synthesis inhibitor
BRD-A66861218,-0.4323375,Anti-inflammatory agent
BRD-A68039575,-0.040733333,Aromatase inhibitor
BRD-A70731303,0.8487,Nucleophosmin inhibitor
BRD-A71657825,-0.026442857,Matrix metalloprotease inhibitor
BRD-A77577770,-0.13755,Protein kinase inhibitor
BRD-A79314293,0.324666667,Bacterial cell wall synthesis inhibitor
