pert_iname,norm_cs,moa
anacardic-acid,0.13635,Glyceraldehyde 3-phosphate dehydrogenase inhibitor
anacetrapib,0.18574,Cholesterol inhibitor
anagrelide,-0.296066667,Phosphodiesterase inhibitor
anamorelin,0.285633333,Growth hormone secretagogue receptor agonist
anandamide,-0.129128571,Cannabinoid receptor agonist
anastrozole,-0.2083,Aromatase inhibitor
andarine,0.229533333,Androgen receptor antagonist
androstanol,0,CAR antagonist
androstenedione,0.031425,Cytochrome P450 inhibitor
androstenol,-0.3949,GABA receptor antagonist
anecortave-acetate,-0.105981818,Corticosteroid agonist|Angiogenesis inhibitor
anethole,0.3921,Glutathione transferase stimulant
angiogenesis-inhibitor,-0.3168625,Angiogenesis inhibitor
anidulafungin,-0.4002,"Fungal 1,3-beta-D-glucan synthase inhibitor"
aniracetam,-0.017888889,Glutamate receptor agonist
anisodamine,-0.4331,Lipid peroxidase inhibitor
anisomycin,-0.324385714,DNA inhibitor
anpirtoline,0.228366667,Serotonin receptor agonist
antazoline,0.5703,Antihistamine
anthothecol,1.1034,Antimalarial
antimycin-a,1.11195,ATP synthase inhibitor
AP-26113,1.11814,ALK inhibitor
apafant,-0.3475,Platelet activating factor receptor antagonist
APD-668,0.6513,Glucose dependent insulinotropic receptor agonist
aphidicolin,0.17812,RNA synthesis inhibitor
API-001,0.095816667,Sigma receptor antagonist
apicidin,1.2912625,HDAC inhibitor
apigenin,0.068066667,Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor
apixaban,0.1138,Coagulation factor inhibitor
APO-866,-0.161393333,NAMPT inhibitor
apocynin,0.019016667,NADPH inhibitor
apomorphine,0.41485,Dopamine receptor agonist
apremilast,-0.151185714,Phosphodiesterase inhibitor
aprepitant,-0.210271429,Tachykinin antagonist
AQ-RA741,0.383211111,Acetylcholine receptor antagonist
AR-A014418,-0.69358,GSK inhibitor
AR-C133057XX,-0.104058333,Nitric oxide synthase inhibitor
arachidonamide,-0.227825,Cannabinoid receptor agonist
arbidol,0.2603,Cytochrome P450 inhibitor
arbutin,-0.201975,Melanin inhibitor
ARC-239,0.211014286,Adrenergic receptor antagonist
arctigenin,-0.542122222,MEK inhibitor
arcyriaflavin-a,-0.199866667,CDK inhibitor
argatroban,0.037311111,Thrombin inhibitor
arglabin,-0.676357143,Farnesyltransferase inhibitor
aripiprazole,0.137257143,Serotonin receptor agonist|Serotonin receptor antagonist
aristolochic-acid,-0.086044444,Phospholipase inhibitor
armodafinil,0.1372,Adrenergic receptor agonist
ARN-509,0.436233333,Androgen receptor antagonist
arofylline,0,Phosphodiesterase inhibitor
ARRY-334543,0.3600125,EGFR inhibitor
artemether,-0.18046,Antimalarial
artemisinin,-0.8609,DNA inhibitor
artesunate,-0.396075,DNA synthesis inhibitor
articaine,-0.07,Anesthetic - local
arvanil,-0.470622222,TRPV agonist
AS-1949490,-0.4315,SHIP2 phosphatase inhibitor
AS-601245,-0.406041667,JNK inhibitor
AS-604850,-0.211942857,PI3K inhibitor
AS-605240,1.036992308,PI3K inhibitor
AS-703026,1.445177778,MEK inhibitor
ASA-404,-0.071225,Angiogenesis inhibitor
ASC-J9,-0.642675,Androgen receptor agonist
asenapine,0.15362,Dopamine receptor antagonist|Serotonin receptor antagonist
asiatic-acid,0,Apoptosis stimulant
asiaticoside,-0.1060625,Carcinogen
ASP-3026,1.1387,ALK inhibitor
aspirin,-0.04718,Cyclooxygenase inhibitor
AST-1306,0.520392857,EGFR inhibitor
astemizole,1.1923,Histamine receptor antagonist
asymmetrical-dimethylarginine,0.293616667,Nitric oxide synthase inhibitor
AT-13387,0.3991,HSP inhibitor
AT-406,-0.668771429,IAP antagonist
AT-7519,-0.26558,CDK inhibitor|Cell cycle inhibitor
AT-7867,0.10838,AKT inhibitor
AT-9283,-0.043266667,Aurora kinase inhibitor|Abl inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor|Protein kinase inhibitor|Tubulin inhibitor
ataluren,-0.275166667,CFTR channel agonist|Dystrophin stimulant
atazanavir,0,HIV inhibitor
atipamezole,-0.1218,Adrenergic receptor antagonist
ATN-161,0.09065,Integrin inhibitor
atomoxetine,0.1231,Norepinephrine inhibitor
atorvastatin,0.53254375,HMGCR inhibitor
atovaquone,0.327333333,Mitochondrial inhibitor
ATPA,-0.114825,Glutamate receptor agonist
atracurium,-0.168244444,Acetylcholine receptor antagonist
atrasentan,0.069714286,Endothelin receptor antagonist
auranofin,0.18625,NFKB inhibitor
auraptene,-0.218822222,Nitric oxide production inhibitor
austricine,0.266933333,Hypolipidemic
AV-412,0.23546,Receptor tyrosine protein kinase inhibitor
AV-608,0.15345,Tachykinin antagonist
AVA,0.38165,Nucleophosmin inhibitor
avagacestat,0.009654545,Gamma secretase inhibitor
avanafil,0.60145,Phosphodiesterase inhibitor
avasimibe,-0.336363636,ACAT inhibitor
avicin-d,0.36405,NFKB inhibitor
avicin-g,0,NFKB inhibitor
AVL-292,0.434127273,BTK inhibitor
AVN-944,0,Inosine monophosphate dehydrogenase inhibitor
axitinib,0.3425125,VEGFR inhibitor|PDGFR inhibitor
AZ-10417808,-0.044311111,Caspase inhibitor
AZ-20,-0.274641667,ATR kinase inhibitor
AZ-628,1.449852941,RAF inhibitor
AZ-960,0,JAK inhibitor
azacitidine,-0.152384615,DNA inhibitor
azacyclonol,0.4645,Histamine receptor antagonist
azaperone,-0.006033333,Dopamine receptor antagonist
azasetron,-0.3698,Serotonin receptor antagonist
azathioprine,-0.043675,Dehydrogenase inhibitor
azauridine,0.1241375,Antiviral
AZD-1208,-0.20355,PIM inhibitor
AZD-1283,0.38435,Purinergic receptor antagonist
AZD-1480,-0.32375,JAK inhibitor
AZD-1981,0.6696,CRTH receptor antagonist
AZD-2014,-0.081583333,MTOR inhibitor
AZD-2461,-0.305833333,PARP inhibitor
AZD-3463,1.572633333,ALK inhibitor|IGF-1 inhibitor
AZD-3514,0.6584875,Drugs Acting on Androgen Receptor
AZD-4547,1.009866667,FGFR inhibitor
AZD-5363,0.012475,AKT inhibitor
AZD-5438,-0.564289474,CDK inhibitor
AZD-6482,0.52945,PI3K inhibitor
AZD-7545,0.2842,PDK inhibitor
AZD-7687,-0.179428571,Diacylglycerol O acyltransferase inhibitor
AZD-7762,0.77373,CHK inhibitor
AZD-8055,0.83331,MTOR inhibitor
AZD-8330,1.438066667,MEK inhibitor
AZD-8931,0.686266667,EGFR inhibitor
AZD-9291,0.493858333,EGFR inhibitor
AZD-9668,-0.165657143,Elastase inhibitor
azelaic-acid,0.281875,Tyrosinase inhibitor
azelastine,0.07958,Histamine receptor antagonist
azilsartan,0.5148,Angiotensin receptor antagonist
azilsartan-medoxomil,1.03035,ACE inhibitor|Angiotensin receptor antagonist|Insulin sensitizer
azithromycin,-0.1623375,Bacterial 50S ribosomal subunit inhibitor
baccatin-III,-0.1323375,Paclitaxel precursor
baclofen,0.268666667,GABA receptor agonist
BADGE,-0.317116667,PPAR receptor antagonist
baeomycesic-acid,0.4027,Lipoxygenase inhibitor
BAFILOMYCIN-A1,-0.013816667,ATPase inhibitor
baicalin,0.0357625,Beta glucuronidase inhibitor
balaglitazone,0.201157143,Insulin sensitizer|PPAR receptor agonist
balapiravir,0.34514,RNA polymerase inhibitor
balicatib,0.1899,Cathepsin inhibitor
balsalazide,0.009025,Cyclooxygenase inhibitor
BAM-7,-1.064066667,BAX activator
bambuterol,-0.28175,Adrenergic receptor agonist
BAPTA-AM,-0.1307125,Potassium channel antagonist
barasertib,0.462775,Aurora kinase inhibitor
barasertib-HQPA,-0.103310526,Aurora kinase inhibitor
baricitinib,0.116152941,JAK inhibitor
BAS-09104376,-0.167533333,HIV inhibitor
basimglurant,-0.291245455,Glutamate receptor antagonist
batimastat,0.312417647,Matrix metalloprotease inhibitor
bavisant,-0.05669,Histamine receptor antagonist
BAY-11-7082,-0.422216667,NFKB inhibitor
BAY-36-7620,0.517942857,Glutamate receptor antagonist
BAY-59-3074,-0.385811111,Cannabinoid receptor antagonist
BAY-61-3606,-0.167192308,Syk inhibitor
BAY-87-2243,0.065425,HIF Inhibitor
BAY-K8644,0.0803,Calcium channel activator
BAZ2-ICR,-0.84045,Bromodomain inhibitor
bazedoxifene,0.9085,Selective estrogen receptor modulator (SERM)
BCI-540,-0.64965,Glutamate receptor agonist
BCI-hydrochloride,-0.004488889,Protein phosphatase inhibitor
BCL2-inhibitor,-0.512233333,BCL inhibitor
BD-1008,0.442642857,Sigma receptor antagonist
BD-1047,0.4232125,Adrenergic receptor antagonist
BD-1063,0.081475,Sigma receptor antagonist
BE-2254,-0.622628571,Adrenergic receptor antagonist
beclometasone,0.333,Glucocorticoid receptor agonist
beclomethasone-dipropionate,0.367635714,Immunosuppressant|Glucocorticoid receptor agonist
belinostat,0.4341,HDAC inhibitor
bemegride,0.20804,Chemoreceptor agonist
bemesetron,0.218355556,Serotonin receptor antagonist
benactyzine,0.4146,Butyrylcholinesterase inhibitor
benazepril,0.16568,ACE inhibitor
bendamustine,0.244383333,DNA inhibitor
bendroflumethiazide,-0.1144,Sodium channel inhibitor
benfluorex,0.52815,Gluconeogenesis inhibitor
benperidol,-0.184725,Dopamine receptor antagonist
benproperine,0.67164,Antitussive
benzamil,0.27755,Sodium channel inhibitor
benzanthrone,-0.017466667,Aromatic hydrocarbon derivative
benzbromarone,0.48715,Chloride channel blocker
benzethonium,1.28035,Sodium channel inhibitor
benzocaine,0,Sodium channel inhibitor
benzofuran,-0.37178,Carcinogen
benzohydroxamic-acid,0.29948,Antifungal
benzonatate,0.34246,Anesthetic - local
benzopurpurin-4b,0.136371429,Binds HIV gp120 and inhibits HIV-1 entry into the neural cell line SK-N-MC
benzotript,-0.1808,CCK receptor antagonist
benzoxiquine,0.69104,Anti-inflammatory
benzthiazide,-0.027566667,Carbonic anhydrase inhibitor
benzydamine,-0.579975,Prostanoid receptor antagonist
benzyl-alcohol,-0.290833333,Anesthetic - local
benzylpenicillin,0.201157143,Penicillin binding protein inhibitor
bepotastine,-0.345766667,Histamine receptor antagonist
bepridil,0.27625,Calcium channel blocker
berbamine,0.596414286,Calmodulin inhibitor
berberine,-0.03958,LDL receptor activator
beta-alanine,0,Glycine receptor agonist
beta-CCP,-0.21672,"Indoleamine 2,3-dioxygenase inhibitor"
beta-funaltrexamine,-0.4064,Opioid receptor antagonist
betaescin,0,Interleukin inhibitor
betahistine,0.479071429,Histamine receptor agonist|Histamine receptor antagonist
betamethasone,0.36814,Glucocorticoid receptor agonist
betamethasone-acetate,0.239,Glucocorticoid receptor agonist
betamethasone-valerate,0,Glucocorticoid receptor agonist
betaxolol,0.264433333,Adrenergic receptor antagonist
betazole,0.72335,Histamine receptor agonist
bethanechol,0.357985714,Acetylcholine receptor agonist
betrixaban,0.010722222,Coagulation factor inhibitor
betulinic-acid,-0.183254545,Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor
bevirimat-dimeglumine,-0.612025,HIV inhibitor
bexarotene,0.05147,Retinoid receptor agonist
bezafibrate,-0.17713,PPAR receptor agonist
BGT-226,0.130838462,PI3K inhibitor
BH3I-1,-0.196775,BCL inhibitor
BI-2536,0.25565,PLK inhibitor
BI-78D3,0.218088889,JNK inhibitor
BI-D1870,0.51404,Ribosomal protein inhibitor
BIBR-1532,0.276135714,Telomerase inhibitor
BIBU-1361,1.353085714,EGFR inhibitor
BIBX-1382,0.59203,EGFR inhibitor|Tyrosine kinase inhibitor
bicalutamide,-0.018922222,Androgen receptor antagonist
bicuculline,-0.633866667,GABA receptor antagonist
bietaserpine,0,Vesicular monoamine transporter inhibitor
bifemelane,0.620357143,Acetylcholine receptor agonist
bifonazole,0.08252,Sterol demethylase inhibitor
BIIB-021,0.536109091,HSP inhibitor
bilobalide,0.91465,GABA receptor modulator
bimatoprost,-0.104275,Prostanoid receptor agonist
bindarit,0.281333333,NFKB inhibitor
biochanin-a,-0.147255556,Estrogen receptor agonist
biotin,0.023933333,Vitamin B
biperiden,-0.0033625,Acetylcholine receptor antagonist
birinapant,-0.5902,XIAP inhibitor
bis-tyrphostin,0.120775,EGFR inhibitor
bisacodyl,-0.014042857,Laxative
bisbenzimide,0.580842857,DNA binding agent
bisindolylmaleimide-ix,0.46715,PKC inhibitor
bisoprolol,0.061458333,Adrenergic receptor antagonist
bisphenol-a,0.2371,Synthetic estrogen
bithionol,-0.209,Autotaxin inhibitor
bitopertin,0.304125,Glycine transporter inhibitor
BIX-01294,0.113392857,DNA inhibitor|Histone lysine methyltransferase inhibitor
BIX-01338,0.12335,Histone lysine methyltransferase inhibitor
BIX-02188,0.034071429,MEK inhibitor
BIX-02189,0.6006375,MEK inhibitor
blebbistatin,0.303557143,ATPase inhibitor
blonanserin,0.160875,Dopamine receptor antagonist|Serotonin receptor antagonist
BML-190,0.0871875,Cannabinoid receptor antagonist
BML-210,1.484,HDAC inhibitor
BML-257,-0.03185,AKT inhibitor|HCV inhibitor
BML-259,-0.302508333,CDK inhibitor
BML-266,0,SIRT inhibitor
BML-284,-1.2972,WNT agonist
BML-286,0,WNT inhibitor
BMS-182874,-0.502014286,Endothelin receptor antagonist
BMS-191011,-0.0396,Potassium channel activator
BMS-265246,0.009325,CDK inhibitor
BMS-299897,-0.100833333,Gamma secretase inhibitor
BMS-345541,0.056831579,IKK inhibitor
BMS-387032,-0.6029875,CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor
BMS-509744,0.645613333,ITK inhibitor
BMS-536924,1.195353846,IGF-1 inhibitor
BMS-599626,0.61315,EGFR inhibitor|Receptor tyrosine protein kinase inhibitor
BMS-641988,0.130858333,Androgen receptor antagonist
BMS-707035,-0.1442,HIV inhibitor
BMS-754807,0.417113333,IGF-1 inhibitor
BMS-777607,-0.25,AXL kinase inhibitor|FLT3 inhibitor|HGF receptor inhibitor|Macrophage inhibitor|MET inhibitor|Tyrosine kinase inhibitor
BMS-833923,0.4959,Smoothened receptor antagonist
BMS-906024,0.2148,Gamma secretase inhibitor
BMS-927711,-0.3289875,Calcitonin antagonist
BMY-14802,-0.19738,Sigma receptor antagonist
BMY-45778,-0.147616667,IP1 prostacyclin receptor agonist
BMY-7378,-0.10053,Adrenergic receptor antagonist|Serotonin receptor antagonist
BNTX,0,Opioid receptor antagonist
boldine,-0.463988889,Acetylcholine receptor antagonist|Dopamine receptor antagonist
bongkrek-acid,0.55344,Mitochondrial inhibitor
bopindolol,-0.267533333,Adrenergic receptor antagonist
bortezomib,0.188778571,NFKB inhibitor|Proteasome inhibitor
bosentan,-0.12384,Endothelin receptor antagonist
bosutinib,0.849484,Src inhibitor|Abl inhibitor|Bcr-Abl inhibitor
BP-554,0.42087,Serotonin receptor agonist
BP-897,0.5882875,Dopamine receptor agonist
brazilin,0.393725,Nitric oxide production inhibitor
BRD-A01295252,-0.653,Dopamine receptor antagonist
BRD-A01317026,-0.384971429,Dihydroneopterin aldolase inhibitor
BRD-A01593789,0.346183333,5-alpha reductase inhibitor
BRD-A02367930,-0.157771429,Estrogen receptor agonist|DNA directed DNA polymerase stimunlant|Estrogenic component in oral contraceptives
BRD-A04553218,0.236275,Histamine receptor antagonist
BRD-A07765530,0.141116667,Carbonic anhydrase activator
BRD-A13133631,0.4096375,Glucocorticoid receptor agonist
BRD-A15914070,0.8304,Carcinogen
BRD-A18763547,0.526223077,Cytochrome P450 inhibitor
BRD-A20131130,-0.406342857,Adenylyl cyclase inhibitor
BRD-A20239487,0.01329,Adrenergic receptor antagonist
BRD-A27924917,0.2967,GABA receptor antagonist
BRD-A29731977,0.207514286,Progesterone receptor agonist
BRD-A36707673,-0.989075,LXR agonist
BRD-A38706605,0,Androgen receptor antagonist
BRD-A39415247,-0.367141667,Progesterone receptor agonist
BRD-A39747742,-0.155185714,Estrogen receptor agonist
BRD-A42831637,0.1436875,Anti-inflammatory|Cannabinoid metabolite
BRD-A47144777,-0.084957143,HSP inhibitor
BRD-A47364545,0.249928571,Sigma receptor agonist
BRD-A48015106,0,Serotonin receptor agonist
BRD-A49447682,0.542766667,Glucocorticoid receptor agonist
BRD-A49544621,1.3549,Urotensin receptor agonist
BRD-A49680073,-0.0229625,JAK inhibitor|Lipocortin synthesis stimulant|STAT inhibitor
BRD-A49765801,-0.487166667,Glucocorticoid receptor agonist
BRD-A49906757,0.017955556,Acetylcholine receptor antagonist
BRD-A53131506,0.154883333,Inactive testosterone analog
BRD-A57798559,0.250466667,GABA receptor antagonist
BRD-A63236097,-0.211144444,Tumor necrosis factor production inhibitor
BRD-A66025870,-0.7924,Bacterial cell wall synthesis inhibitor
BRD-A66861218,0.1193125,Anti-inflammatory agent
BRD-A68039575,0.49965,Aromatase inhibitor
BRD-A70731303,0.8542,Nucleophosmin inhibitor
BRD-A71657825,0.135014286,Matrix metalloprotease inhibitor
BRD-A77577770,-0.407516667,Protein kinase inhibitor
BRD-A79314293,0.528833333,Bacterial cell wall synthesis inhibitor
