Drug,Pearson.est,Pearson.p,Pearson.q,Spearman.est,Spearman.p,Spearman.q,Slope,Intercept,R.squared,Rank.slope,Rank.intercept,Rank.R.squared,N
AEG3482,-0.022543222,0.701755293,0.930350488,-0.054048961,0.358247509,0.698328453,-0.000114501,1.044742652,0.000508197,-0.054048961,153.8911482,0.00292129,291
afatinib,-0.412766802,1.93E-13,3.49E-11,-0.357633712,3.09E-10,3.19E-08,-0.001574069,0.866420772,0.170376433,-0.356978946,198.7974156,0.127901872,292
afobazole,0.008281161,0.886798312,0.976902139,0.028007624,0.630126314,0.863219397,4.44E-05,1.182620474,6.86E-05,0.028007624,145.3128601,0.000784427,298
AG.14361,0.127116365,0.039020014,0.24945594,0.197487755,0.001257994,0.021685415,0.000606127,1.160746154,0.01615857,0.197487755,106.3328725,0.039001413,264
ajmaline,-0.058994047,0.337827035,0.692880379,-0.034022198,0.5806524,0.840662692,-0.000365788,1.086809541,0.003480298,-0.034022198,138.0419634,0.00115751,266
albendazole,0.016064231,0.787512117,0.958346846,-0.022573454,0.704847431,0.896065918,7.18E-05,0.817975007,0.00025806,-0.022573454,145.7167173,0.000509561,284
alectinib,0.005710766,0.925030822,0.983691274,0.020337203,0.737522294,0.907334139,8.43E-06,0.961594588,3.26E-05,0.019464331,134.8236544,0.000413602,274
alexidine,-0.096871193,0.094528738,0.383261445,-0.103288366,0.074535156,0.328045305,-0.000165424,0.897568108,0.009384028,-0.103288366,165.4932549,0.010668487,299
alfacalcidol,-0.075253353,0.198214738,0.546261579,-0.110090277,0.059382865,0.297679492,-0.000412026,1.004968264,0.005663067,-0.110090277,163.7383158,0.012119869,294
alisertib,0.01756136,0.758101887,0.953404999,0.031096762,0.585454307,0.840662692,0.000105531,0.77858365,0.000308401,0.031096762,150.6644535,0.000967009,310
almorexant,0.034927943,0.552884906,0.850606443,0.060977653,0.299880935,0.645211878,0.000198556,1.31869289,0.001219961,0.060977653,137.0972627,0.003718274,291
alogliptin,0.150538429,0.018876661,0.172996237,0.14686775,0.022017324,0.16183292,0.000903775,1.216464295,0.022661819,0.14686775,104.0821345,0.021570136,243
alpelisib,-0.267982888,6.34E-06,0.000286904,-0.26273008,9.74E-06,0.00035701,-0.000608955,0.933946325,0.071814828,-0.257979196,174.2301186,0.069027095,276
altretamine,0.110682956,0.25868122,0.61444946,0.049268207,0.615992829,0.858396235,0.000828295,1.153491612,0.012250717,0.049268207,50.86415094,0.002427356,106
alvespimycin,-0.105579272,0.074639461,0.345296933,-0.093446155,0.114830249,0.411569804,-0.00028278,0.845697445,0.011146983,-0.093397488,156.9025396,0.008732184,286
alvocidib,-0.060656736,0.310100874,0.667200691,-0.037435864,0.531260983,0.819823177,-0.000184414,0.695200503,0.00367924,-0.037435443,146.7971152,0.001401444,282
AM.251,-0.008135344,0.888778585,0.976902139,-0.024662009,0.671560314,0.876053455,-3.14E-05,0.995290075,6.62E-05,-0.024662009,153.1869704,0.000608215,298
AM.404,0.010025337,0.899874045,0.979701749,-0.008604828,0.91400203,0.977654203,6.17E-05,1.052974893,0.000100507,-0.008604828,81.19268868,7.40E-05,160
AM.580,-0.032743295,0.599189249,0.874161107,-0.091162705,0.142668511,0.45805766,-0.000130257,0.961388102,0.001072123,-0.091162705,142.396733,0.008310639,260
ambazone,0.043108584,0.474882419,0.808459005,-0.024405213,0.685913334,0.884418974,0.000237954,1.150295648,0.00185835,-0.024405213,142.3923246,0.000595614,277
amfenac,-0.087256916,0.13486823,0.455300243,-0.052106725,0.372516912,0.702860635,-0.000380567,0.973529597,0.007613769,-0.052106725,155.7117952,0.002715111,295
AMG.208,0.050383299,0.40527606,0.751222527,0.050920631,0.400279247,0.726321239,0.000390288,1.302850115,0.002538477,0.050920631,130.9729529,0.002592911,275
AMG.232,0.212147102,0.00034198,0.009343154,0.245728997,3.12E-05,0.001025343,0.00134672,1.030914156,0.045006393,0.245728997,106.3522115,0.06038274,281
AMG458,0.120656479,0.037692262,0.247336027,0.137773527,0.017516966,0.142497567,0.000608391,1.07344468,0.014557986,0.137773527,128.4717445,0.018981545,297
AMG900,0.104845886,0.070715807,0.336399207,0.108557687,0.061254323,0.299693917,0.000625545,0.660973305,0.01099266,0.108557687,133.2706257,0.011784772,298
aminoglutethimide,-0.040234529,0.508755635,0.820829193,-0.042909237,0.480970286,0.786055276,-4.62E-05,0.96713664,0.001618817,-0.040382886,142.0122639,0.001841203,272
aminopurvalanol.a,-0.048673907,0.396958883,0.746125097,-0.062444805,0.276977154,0.632111154,-0.000209668,0.938832326,0.002369149,-0.062444805,162.5540552,0.003899354,305
amisulpride,0.178020759,0.004051707,0.061690736,0.187382322,0.0024625,0.035303966,0.000829563,1.140293828,0.031691391,0.187382322,105.6402981,0.035112135,259
amonafide,0.03995447,0.491290076,0.816780814,0.074146484,0.201072219,0.544210416,0.00033359,1.088492768,0.00159636,0.074146484,138.8780274,0.005497701,299
amoxicillin,0.004574115,0.939480759,0.989358646,0.006279918,0.916981741,0.977654203,2.12E-05,1.142062688,2.09E-05,0.006279918,138.6239514,3.94E-05,278
amprolium,-0.002152238,0.972502767,0.993529939,0.030192498,0.628625596,0.863219397,-1.07E-05,1.39513383,4.63E-06,0.030192498,126.0749753,0.000911587,259
amsacrine,0.071245123,0.239826949,0.595038262,0.088489904,0.144032036,0.459379711,0.000218812,0.659339508,0.005075868,0.088489904,125.3326382,0.007830463,274
anagrelide,0.220141992,0.000227811,0.006783404,0.203430421,0.00067405,0.013370201,0.000653004,0.90286603,0.048462497,0.202484554,110.4558893,0.041383936,276
anastrozole,0.047393018,0.463970887,0.79695118,0.025666129,0.691781036,0.888030975,0.000286694,1.28683532,0.002246098,0.025666129,117.8943983,0.00065875,241
anguidine,0.018756526,0.746282697,0.947697327,0.010017445,0.862818675,0.966250148,4.13E-05,0.605471269,0.000351807,0.010017445,148.9923746,0.000100349,300
anisomycin,0.093397865,0.104100087,0.398108161,0.12138537,0.034384288,0.222269861,0.000197529,0.706126981,0.008723161,0.12138537,133.9887311,0.014734408,304
AP26113,-0.079747994,0.172649091,0.513810081,-0.083084021,0.155321624,0.478250502,-0.000452484,0.940718647,0.006359743,-0.083084021,159.7548931,0.006902955,294
apatinib,0.058906018,0.316630447,0.670459581,0.007633833,0.896831602,0.974681924,0.000309604,1.035500538,0.003469919,0.007633833,144.8854604,5.83E-05,291
aphidicolin,0.059184442,0.339962153,0.695289827,0.046848097,0.450194042,0.768727562,0.000164107,0.750975,0.003502798,0.046848097,125.3394753,0.002194744,262
AR.12,-0.062682446,0.288222941,0.64898467,-0.046164439,0.434325556,0.754080822,-0.000195417,0.822019192,0.003929089,-0.046164439,151.6938437,0.002131155,289
AR.42,-0.027753769,0.629236669,0.894145925,0.020968042,0.715314758,0.899588293,-9.25E-05,0.764402712,0.000770272,0.020968042,149.7918896,0.000439659,305
arctigenin,0.061945126,0.279262246,0.636805879,-0.008705288,0.879258204,0.972942388,0.00029118,0.968179511,0.003837199,-0.008705288,155.3406144,7.58E-05,307
arcyriaflavin.a,-0.097164386,0.095770918,0.383261445,-0.114663401,0.04912084,0.275105378,-0.000562036,1.055098191,0.009440918,-0.114663401,164.9701833,0.013147695,295
aripiprazole,0.357234191,0.159224713,0.503400403,0.166666667,0.522603154,0.815561729,0.000489678,0.911804814,0.127616267,0.166666667,7.5,0.027777778,17
ARRY.334543,-0.302260633,1.61E-07,1.23E-05,-0.308931244,8.29E-08,5.45E-06,-0.000842544,0.866731351,0.09136149,-0.308842919,189.7822232,0.095438513,289
artemisinin,0.041585802,0.474501153,0.808459005,0.040213361,0.489218384,0.7929487,0.000194698,1.014315713,0.001729379,0.040213361,143.4881025,0.001617114,298
artesunate,0.059231952,0.3139555,0.669378863,0.103886067,0.076839429,0.333864455,0.000406137,1.16070463,0.003508424,0.103886067,130.8326342,0.010792315,291
AS.1949490,-0.013483143,0.821962623,0.972330627,-0.00183128,0.975619617,0.989977019,-6.65E-05,1.067841503,0.000181795,-0.00183128,141.2582105,3.35E-06,281
AS.703026,-0.051819128,0.375982553,0.729789191,-0.014130719,0.809344906,0.940740667,-0.000275151,0.8173396,0.002685222,-0.013970862,149.5607021,0.000199677,294
aspirin,-0.108109106,0.076717919,0.347904599,-0.060424652,0.323483163,0.668193466,-0.000608011,1.040872103,0.011687579,-0.060424643,143.1573267,0.003651139,269
AST.1306,-0.246672553,0.000712231,0.016114228,-0.30521777,2.39E-05,0.000806332,-0.001010844,0.925574938,0.060847349,-0.30521777,121.3852526,0.093157887,185
astemizole,-0.002205736,0.970426399,0.993529939,0.032671702,0.582810256,0.840662692,-1.15E-05,1.154952212,4.87E-06,0.032671702,138.3279466,0.00106744,285
asymmetrical.dimethylarginine,-0.074879602,0.204362986,0.553875406,-0.088457523,0.133561845,0.442557328,-0.000339259,0.871335689,0.005606955,-0.088457523,157.8263408,0.007824733,289
AT.7519,-0.224313029,9.39E-05,0.003467514,-0.176767818,0.002192652,0.032731554,-0.00063776,0.782254384,0.050316335,-0.176736955,175.9221748,0.031246861,298
AT.9283,0.073631842,0.234932049,0.593350305,0.055746443,0.36880205,0.700967004,0.00032507,0.784522438,0.005421648,0.055746443,124.1693428,0.003107666,262
AT13387,0.018557836,0.760609588,0.953404999,0.046652704,0.443503752,0.761280174,7.60E-05,0.728993585,0.000344393,0.046640385,130.1335875,0.002176475,272
AT7867,0.052267616,0.436318084,0.780950044,0.066537476,0.321505256,0.66610688,0.000354186,1.169532641,0.002731904,0.066537476,105.014534,0.004427236,224
atenolol....,0.058130929,0.358101111,0.713246779,-0.001304775,0.983557005,0.994546469,0.00046877,1.447505417,0.003379205,-0.001304775,126.6650541,1.70E-06,252
atenolol......,-0.101915656,0.095918634,0.383261445,-0.067060379,0.273987385,0.632111154,-0.000393218,1.024107777,0.010386801,-0.067060379,143.519621,0.004497094,268
atipamezole,0.085434144,0.143241136,0.475131606,0.018881524,0.746731004,0.908627305,0.000446555,1.032252752,0.007298993,0.018881524,145.2055344,0.000356512,295
atiprimod,-0.006485357,0.91258829,0.979895599,0.016028811,0.786140102,0.929921953,-1.73E-05,0.865879872,4.21E-05,0.016004206,142.6793901,0.000256923,289
atorvastatin,0.233321683,6.40E-05,0.002437312,0.283205032,1.03E-06,5.15E-05,0.001678517,1.116543064,0.054439008,0.283205032,103.5768728,0.08020509,288
aurora.a.inhibitor.i,-0.122862759,0.034000582,0.231131733,-0.111086221,0.055426394,0.290787749,-0.000274451,0.881552,0.015095258,-0.111086171,166.1073826,0.012340149,298
AV.412,-0.261442773,4.13E-06,0.000199189,-0.363877234,6.93E-11,8.36E-09,-0.00047058,0.881449708,0.068352324,-0.363877234,206.6274009,0.132406641,302
avanafil,-0.009505549,0.879231286,0.976902139,-0.026091386,0.676586448,0.880231066,-3.63E-05,1.099432045,9.04E-05,-0.026091386,132.8788345,0.00068076,258
AVL.292,-0.022848194,0.698415054,0.92977812,-0.063685727,0.279722689,0.635853145,-4.73E-05,0.923759145,0.00052204,-0.063273949,154.7063596,0.004055872,290
AVN.944,-0.020817747,0.724995332,0.939047943,-0.026089119,0.659287855,0.872382208,-5.77E-05,0.896936425,0.000433379,-0.025751621,148.2211092,0.000680642,288
axitinib,0.096158195,0.105859052,0.402162833,0.093297504,0.116702307,0.412249746,0.000246613,0.90607415,0.009246398,0.092565884,129.3093615,0.008704424,284
AZ.628,0.061978548,0.30314005,0.660966731,0.022072642,0.71405847,0.899588293,0.000205384,0.907328546,0.00384134,0.020967784,136.5749942,0.000487202,278
AZ20,0.010152066,0.860993681,0.976902139,0.020618451,0.722088465,0.902181678,2.57E-05,0.829507461,0.000103064,0.020618451,147.3969231,0.000425121,300
AZ3146,-0.068787738,0.237258168,0.593350305,-0.052596526,0.366401129,0.699932499,-0.00032867,0.957081061,0.004731753,-0.052596526,156.8368823,0.002766395,297
AZ960,0.055715753,0.336991804,0.692300483,0.019336042,0.739147819,0.907608974,0.000212758,0.817587002,0.003104245,0.019336042,147.0995937,0.000373883,299
azacitidine,-0.20877937,0.000387737,0.010208057,-0.111239707,0.060722052,0.299693917,-0.000405042,0.943561672,0.043588825,-0.108810722,158.5599333,0.012374272,285
azalomycin.b,-0.026170239,0.648392332,0.90344569,-0.028739253,0.616527683,0.858396235,-4.65E-05,0.734275877,0.000684881,-0.028739253,157.9114754,0.000825945,306
azathioprine,0.050402948,0.392458203,0.745299697,0.076820053,0.192071073,0.526740366,0.000319368,1.087276226,0.002540457,0.076820053,134.3226823,0.005901321,290
AZD1480,0.006763145,0.913576698,0.979895599,0.001663202,0.978707692,0.9917206,2.82E-05,1.010654666,4.57E-05,0.001663202,130.2829522,2.77E-06,260
AZD2014,-0.001868908,0.974676212,0.993529939,0.013126164,0.823565514,0.947198463,-6.49E-06,0.847506532,3.49E-06,0.013076762,144.0907927,0.000172296,291
AZD2461,0.029815381,0.611250995,0.883151834,0.020061332,0.732380065,0.906398576,0.000191189,1.057543389,0.000888957,0.020061332,144.0509842,0.000402457,293
AZD2858,0.043839633,0.45549973,0.791793048,0.082326738,0.160572506,0.486420479,0.000183045,0.871944343,0.001921913,0.082326738,134.4391329,0.006777692,292
AZD3463,-0.003765941,0.947948981,0.990371398,-0.005601445,0.92264578,0.977654203,-1.01E-05,0.729499089,1.42E-05,-0.005601445,152.8514196,3.14E-05,303
AZD4547,0.059254836,0.37208962,0.728584796,0.036078663,0.587020731,0.840662692,0.000453374,1.267847902,0.003511136,0.036078663,110.8509538,0.00130167,229
AZD5363,-0.042502143,0.461804887,0.796063662,-0.078524561,0.173496363,0.501442583,-0.000259417,0.986772742,0.001806432,-0.078524561,163.3964709,0.006166107,302
AZD5438,0.067451716,0.24731691,0.600863902,0.073450492,0.207652855,0.552723041,8.28E-05,0.820223408,0.004549734,0.073450492,137.5926019,0.005394975,296
AZD6482,-0.029193659,0.60804086,0.881057036,-0.01185442,0.835056821,0.952489225,-6.40E-05,0.771896492,0.00085227,-0.01185442,157.8492895,0.000140527,311
AZD7762,0.000209903,0.997087132,0.999157209,0.012643168,0.825944692,0.948428163,5.91E-07,0.543482425,4.41E-08,0.012643168,151.0655953,0.00015985,305
AZD8055,-0.026309368,0.652129159,0.904028138,-0.05699783,0.328433909,0.670153619,-6.91E-05,0.626660609,0.000692183,-0.05699783,156.9641777,0.003248753,296
AZD8330,-0.02799689,0.624529114,0.890556132,0.029571422,0.605170649,0.852419358,-0.000158982,0.538152662,0.000783826,0.029571422,149.9312154,0.000874469,308
AZD8931,-0.481319959,2.07E-17,9.98E-15,-0.500562016,6.57E-19,4.75E-16,-0.001927239,0.888936447,0.231668903,-0.482604415,205.3407115,0.250562332,276
AZD9668,0.056689301,0.335216418,0.690459991,0.036084422,0.539807268,0.82277992,0.000365162,1.030445899,0.003213677,0.036084422,140.7316744,0.001302086,291
azilsartan,-0.102776772,0.082183345,0.360610558,-0.113333313,0.055137361,0.290323269,-0.000351158,0.954303124,0.010563065,-0.113333313,160.3199971,0.01284444,287
azithromycin,-0.126699903,0.034728701,0.232810918,-0.097518166,0.104697197,0.39235902,-0.000293249,0.882315214,0.016052865,-0.097518166,153.1037841,0.009509793,278
azodicarbonamide,0.082285333,0.160783719,0.504304228,0.06803526,0.246479132,0.608009851,0.000444289,1.21623773,0.006770876,0.06803526,136.5328343,0.004628797,292
azomycin..2.nitroimidazole.,-0.003868944,0.950017867,0.990371398,-0.009312088,0.880073154,0.972942388,-1.72E-05,1.153916682,1.50E-05,-0.009312088,134.2385077,8.67E-05,265
aztreonam,-0.001003748,0.986587456,0.996006558,0.034296902,0.565576291,0.837421142,-4.56E-06,1.050066838,1.01E-06,0.034296902,137.1298399,0.001176278,283
bafetinib,0.150488976,0.009039749,0.104716448,0.19959244,0.000505799,0.010614443,0.000515658,0.961249796,0.022646932,0.19959244,120.4613378,0.039837142,300
baicalein,0.115841914,0.048742578,0.281192242,0.10021022,0.08848602,0.358901281,0.000672854,1.174671893,0.013419349,0.10021022,130.919413,0.010042088,290
baicalin,0.112099056,0.070602478,0.336399207,0.113389508,0.06740353,0.314839715,0.000559754,1.000814011,0.012566198,0.113389488,116.145977,0.01285718,261
balapiravir,-0.044878508,0.443310852,0.782733539,-0.039535902,0.499500618,0.80106043,-0.000306018,1.022908368,0.002014081,-0.039535902,153.3315456,0.001563088,294
BAM7,-0.101527246,0.083285181,0.363243803,-0.087121572,0.137497809,0.45146673,-0.000827558,1.179750607,0.010307782,-0.087121572,159.2633103,0.007590168,292
BAN.ORL.24,0.127525591,0.033554818,0.230271928,0.12106388,0.043709354,0.253340818,0.000652181,1.457830556,0.016262776,0.12106388,122.6115887,0.014656463,278
barasertib,0.051398062,0.388178197,0.743494748,0.07123859,0.231399974,0.583740701,0.000144403,0.914954331,0.002641761,0.069252188,132.6315632,0.005074937,284
barasertib.HQPA,0.008979827,0.878146623,0.976902139,0.026024747,0.656749244,0.872382208,5.62E-05,0.819893682,8.06E-05,0.026024747,143.6613499,0.000677287,294
bardoxolone,-0.065680643,0.349446134,0.702775004,-0.038371105,0.584906157,0.840662692,-0.000252729,0.729171298,0.004313947,-0.038371105,106.9522238,0.001472342,205
bardoxolone.methyl,-0.100687582,0.09148552,0.378488664,-0.104125736,0.08088923,0.341479897,-0.000283678,0.765227604,0.010137989,-0.104124566,156.2336261,0.010842169,282
baricitinib,-0.048961415,0.405339222,0.751222527,-0.086271664,0.142080169,0.45805766,-0.00026234,0.939308591,0.00239722,-0.086271664,158.595663,0.0074428,291
batimastat,-0.108169857,0.065371677,0.328510774,-0.066800847,0.255997716,0.614734149,-0.000236418,0.927798686,0.011700718,-0.065665526,155.5871667,0.004462353,291
BAY.11.7082,0.055700996,0.344561339,0.697599346,0.104906176,0.074472928,0.328045305,8.86E-05,0.911356924,0.003102601,0.104906164,130.2361532,0.011005306,290
BAY.11.7085,0.022385359,0.700827529,0.930350488,0.046028945,0.429339514,0.751440584,7.99E-05,0.849348193,0.000501104,0.046028945,142.1416871,0.002118664,297
BAY.87.2243,0.029711938,0.607635584,0.881057036,0.025090317,0.664609582,0.872382208,0.000133135,0.571617605,0.000882799,0.025090317,147.2113621,0.000629524,301
BAY.K.8644..s.....,-0.003009521,0.960815644,0.990926675,-0.011667191,0.848939651,0.960140352,-1.59E-05,1.29651907,9.06E-06,-0.011667191,136.5750707,0.000136123,269
beclomethasone.dipropionate,-0.033363836,0.59084746,0.871240626,-0.081991759,0.185823593,0.52044983,-0.000272703,1.014198926,0.001113146,-0.081991759,142.2819163,0.006722649,262
bekanamycin,0.003124943,0.957669585,0.990912094,0.033135783,0.573451317,0.840662692,2.08E-05,1.199161876,9.77E-06,0.033135783,141.1621756,0.00109798,291
belinostat,0.000975021,0.987064511,0.996006558,0.00776419,0.897272793,0.974681924,2.87E-06,0.860254802,9.51E-07,0.007750942,138.9148681,6.03E-05,279
bendamustine,0.007452012,0.897213606,0.977586228,0.007798022,0.892469277,0.974215506,3.53E-05,1.075363122,5.55E-05,0.007798022,150.8147007,6.08E-05,303
bendroflumethiazide,0.083082579,0.182556202,0.526922526,0.049224,0.430210301,0.751440584,0.000503403,1.383445276,0.006902715,0.049224,123.6008799,0.002423002,259
benfotiamine,0.137739087,0.029130628,0.218555177,0.105254411,0.096143484,0.376258822,0.000794885,1.378767717,0.018972056,0.105254411,112.7379442,0.011078491,251
bentazepam,-0.028092547,0.642159175,0.901036272,-0.043404632,0.47266,0.783976724,-7.72E-05,0.959441147,0.000789191,-0.043404632,144.5115415,0.001883962,276
benzethonium,-0.021895542,0.733097828,0.944066217,-0.011898098,0.853002496,0.960292634,-9.99E-05,0.731488033,0.000479415,-0.011898098,124.463466,0.000141565,245
benzocaine,0.007935719,0.909645644,0.979701749,-0.00930556,0.894133399,0.974285788,4.29E-05,1.218350966,6.30E-05,-0.00930556,104.9677782,8.66E-05,207
benzydamine,0.078467632,0.189683153,0.532727128,0.046416943,0.43831647,0.755793331,0.000518423,1.158526271,0.006157169,0.046416943,134.455211,0.002154533,281
benzyldimethylhexadecylammonium,-0.070132495,0.230576276,0.589063262,-0.076907385,0.188503953,0.525123292,-0.000306241,1.037788904,0.004918567,-0.076907385,158.8438392,0.005914746,294
bephenium.hydroxynaphthoate,0.045190741,0.470725132,0.806041044,0.046366703,0.459245697,0.774141757,0.000207993,1.217404419,0.002042203,0.046366703,123.0186953,0.002149871,257
berberine,-0.003614479,0.949956674,0.990371398,-0.037753184,0.511971262,0.808503985,-1.06E-05,0.823335147,1.31E-05,-0.037753184,158.2573606,0.001425303,304
beta.lapachone,-0.076224729,0.183562231,0.526922526,-0.084415602,0.14068169,0.456516896,-9.97E-05,0.77445965,0.005810209,-0.084415602,166.4577949,0.007125994,306
betamethasone,-0.082374406,0.182929339,0.526922526,-0.096975326,0.116674904,0.412249746,-0.000582268,1.107459661,0.006785543,-0.096975326,144.800743,0.009404214,263
betamethasone.dipropionate,-0.157962739,0.00646308,0.083558396,-0.134733964,0.020404504,0.15308664,-0.001200036,1.084857707,0.024952227,-0.134733964,168.5079936,0.018153241,296
betulinic.acid,0.01426247,0.820350409,0.971944163,0.034558108,0.58205312,0.840662692,6.40E-05,0.945586239,0.000203418,0.034558108,124.0592831,0.001194263,256
bexarotene,0.034720874,0.562178794,0.85507867,0.064136774,0.283971937,0.637468104,6.58E-05,0.933413957,0.001205539,0.063524213,132.0430859,0.004113526,281
BF2.649,-0.017358714,0.764612632,0.954970045,-0.001972466,0.972859983,0.989025944,-0.000152637,1.217075662,0.000301325,-0.001972466,150.7968562,3.89E-06,300
BGT226,0.004779889,0.935292189,0.987237124,-0.035883788,0.542064979,0.824485389,9.94E-06,0.411444737,2.28E-05,-0.035883788,151.2390331,0.001287646,291
BI.2536,-0.035854808,0.531403147,0.840101582,0.00467199,0.935023335,0.980386524,-0.000193866,0.554101455,0.001285567,0.00467199,153.2805135,2.18E-05,307
BI.78D3,0.001629152,0.978000667,0.993785941,-0.006115519,0.917554859,0.977654203,2.71E-06,0.856532446,2.65E-06,-0.006115519,145.8867503,3.74E-05,289
BI.D1870,-0.003428475,0.953885045,0.990912094,-0.010958046,0.853357313,0.960292634,-2.24E-05,1.217520946,1.18E-05,-0.010958046,145.5779586,0.000120079,287
BIBR.1532,0.039886116,0.48553382,0.814925547,0.025422855,0.656733898,0.872382208,0.000173607,0.91874218,0.001590902,0.025422855,150.5721689,0.000646322,308
BIBU.1361,-0.199593945,0.000528295,0.012965607,-0.175854979,0.002313323,0.033774012,-0.001173494,1.009069862,0.039837743,-0.175854979,175.7903193,0.030924973,298
BIBX.1382,-0.266940041,4.88E-06,0.000227973,-0.272088105,3.14E-06,0.000142095,-0.001242943,0.986200513,0.071256985,-0.272088105,181.908599,0.074031937,285
bicalutamide,0.10951201,0.083977409,0.365163029,0.11126002,0.079120089,0.339065269,0.00047762,1.139323179,0.01199288,0.11126002,111.5368675,0.012378792,250
bifemelane,0.017882179,0.764545351,0.954970045,0.059135128,0.321552976,0.66610688,8.32E-05,1.075590378,0.000319772,0.059135128,133.6028118,0.003496963,283
BIIB021,-0.007243984,0.901400072,0.979701749,0.013827091,0.813051596,0.941502861,-2.39E-05,0.819991256,5.25E-05,0.013799116,145.9577309,0.000191188,295
bindarit,0.039202005,0.525964316,0.83778703,-0.006454748,0.91686727,0.977654203,0.000155668,1.110168752,0.001536797,-0.006454748,133.3552541,4.17E-05,264
birinapant,0.071977984,0.217720115,0.569059074,0.105002945,0.071732958,0.324666645,0.000605401,0.956969931,0.00518083,0.105002945,132.4595642,0.011025618,295
bis.maltolato.oxovanadium.IV.,0.274300113,1.72E-06,8.92E-05,0.258101564,7.10E-06,0.000285758,0.00129404,1.021314721,0.075240552,0.258101564,109.8009685,0.066616417,295
