CCLE_ID,WGV
NCIH520_LUNG,-73.21226855
TEN_ENDOMETRIUM,-9.090182453
COLO800_SKIN,-88.30746006
NCIH747_LARGE_INTESTINE,44.42599094
K029AX_SKIN,-89.88166026
SNU685_ENDOMETRIUM,-35.48668862
TE5_OESOPHAGUS,78.68221799
SAOS2_BONE,-91.71794084
769P_KIDNEY,-76.74490195
NCIH1944_LUNG,-0.584212224
BICR6_UPPER_AERODIGESTIVE_TRACT,166.1683412
NCIH838_LUNG,-17.31211084
SNU449_LIVER,-67.76681716
SW837_LARGE_INTESTINE,53.61254142
SNU475_LIVER,-33.59827042
TC71_BONE,-77.92908276
UACC62_SKIN,-75.77231613
NCIN87_STOMACH,91.42391454
CAKI1_KIDNEY,-19.60665152
NCIH1915_LUNG,-34.58130612
EFE184_ENDOMETRIUM,40.03707067
SW1088_CENTRAL_NERVOUS_SYSTEM,-26.90856163
SH4_SKIN,-90.77936958
LU99_LUNG,-27.71536907
KNS60_CENTRAL_NERVOUS_SYSTEM,-36.2384242
MELHO_SKIN,-78.07486608
TE8_OESOPHAGUS,90.72591306
HCC95_LUNG,69.28828736
CJM_SKIN,140.6059791
TUHR10TKB_KIDNEY,-32.28494047
SNU8_OVARY,100.9854347
SNU1196_BILIARY_TRACT,57.71236922
NCIH460_LUNG,-84.24993482
CAS1_CENTRAL_NERVOUS_SYSTEM,-55.20364704
SNU216_STOMACH,49.23809009
HCC56_LARGE_INTESTINE,-8.818267206
PK45H_PANCREAS,-19.48023221
YH13_CENTRAL_NERVOUS_SYSTEM,7.22961112
SW1463_LARGE_INTESTINE,20.71690756
LI7_LIVER,-67.381663
HSC2_UPPER_AERODIGESTIVE_TRACT,173.6457936
RT112_URINARY_TRACT,126.3933231
HUH1_LIVER,-57.73733769
JHH4_LIVER,-8.738140369
MALME3M_SKIN,-70.64554477
SNU387_LIVER,-23.82706776
HUH7_LIVER,-16.3381792
NCIH2170_LUNG,-83.34637839
SNU182_LIVER,24.88527338
VMRCRCW_KIDNEY,-70.64559562
GSU_STOMACH,19.63230943
KU1919_URINARY_TRACT,79.86195042
TE11_OESOPHAGUS,168.5938802
SF767_CENTRAL_NERVOUS_SYSTEM,150.7961891
NCIH716_LARGE_INTESTINE,-94.9526272
SNU423_LIVER,-48.33307672
TUHR4TKB_KIDNEY,-54.81277685
NCIH1792_LUNG,-39.82414288
EW8_BONE,-38.51325878
SNU46_UPPER_AERODIGESTIVE_TRACT,100.9343335
TCCPAN2_PANCREAS,2.071207671
BICR16_UPPER_AERODIGESTIVE_TRACT,125.1967653
SNB75_CENTRAL_NERVOUS_SYSTEM,-34.80505424
RKN_SOFT_TISSUE,15.99762694
KE39_STOMACH,-11.74965834
NCIH1299_LUNG,-17.63271186
CALU1_LUNG,-6.954055369
CAL78_BONE,-21.05318228
SNU410_PANCREAS,20.41658471
59M_OVARY,21.81645495
NCIH2030_LUNG,-71.40143505
UMUC3_URINARY_TRACT,-48.59463193
KURAMOCHI_OVARY,20.65958383
OVISE_OVARY,13.0207844
ABC1_LUNG,-30.05678589
BXPC3_PANCREAS,237.852344
SNU761_LIVER,-34.85202335
HEYA8_OVARY,43.04267527
OE21_OESOPHAGUS,150.7696226
VMCUB1_URINARY_TRACT,192.4180727
HT1197_URINARY_TRACT,135.2572852
BHY_UPPER_AERODIGESTIVE_TRACT,279.2251324
IGR39_SKIN,-82.21760513
HT29_LARGE_INTESTINE,-8.583266313
SIHA_CERVIX,-4.803536924
YKG1_CENTRAL_NERVOUS_SYSTEM,-52.67711227
T98G_CENTRAL_NERVOUS_SYSTEM,-82.76801723
MDAMB436_BREAST,19.89376443
JHH2_LIVER,56.27881238
UACC257_SKIN,-85.78010398
C32_SKIN,-97.20527433
JHOS4_OVARY,36.7706217
EPLC272H_LUNG,134.0965201
NCIH1975_LUNG,-56.69596774
NCIH1437_LUNG,-31.95725518
LN235_CENTRAL_NERVOUS_SYSTEM,-100.6073117
TM31_CENTRAL_NERVOUS_SYSTEM,-5.010364301
BC3C_URINARY_TRACT,70.57101731
LCLC97TM1_LUNG,-24.38288392
PATU8902_PANCREAS,100.8806734
SLR26_KIDNEY,-71.1523965
MIAPACA2_PANCREAS,-65.76423886
TE6_OESOPHAGUS,15.11256774
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,227.5467909
COV644_OVARY,99.66827151
RVH421_SKIN,-95.89482142
HS746T_STOMACH,-1.957702126
SNU1041_UPPER_AERODIGESTIVE_TRACT,130.5201291
JHH1_LIVER,5.295984867
MDAMB157_BREAST,-39.65659439
KNS42_CENTRAL_NERVOUS_SYSTEM,-74.69889648
SNU201_CENTRAL_NERVOUS_SYSTEM,-56.78941531
LCLC103H_LUNG,-22.04190475
YD8_UPPER_AERODIGESTIVE_TRACT,95.98465373
HS944T_SKIN,-6.267983011
FU97_STOMACH,-59.46293995
KYSE520_OESOPHAGUS,161.2888659
NCIH441_LUNG,-19.18941701
NCIH211_LUNG,-95.44791286
JL1_PLEURA,15.14178743
OVMANA_OVARY,56.96926288
TE1_OESOPHAGUS,66.26017402
NCIH28_PLEURA,-102.2744829
786O_KIDNEY,-65.11300184
SW620_LARGE_INTESTINE,-5.327257243
SUIT2_PANCREAS,-36.56907805
SF268_CENTRAL_NERVOUS_SYSTEM,-57.46565466
A2780_OVARY,-69.31597119
WM1799_SKIN,-66.56667032
CORL23_LUNG,77.31564219
OVTOKO_OVARY,-19.41925523
SKMES1_LUNG,28.34420495
HCC44_LUNG,9.407084109
HUH6_LIVER,-25.39879072
LN443_CENTRAL_NERVOUS_SYSTEM,-72.58834551
LN464_CENTRAL_NERVOUS_SYSTEM,-80.1202227
SW1573_LUNG,-53.86524692
SW948_LARGE_INTESTINE,-0.472161574
A549_LUNG,-25.69592483
SNU1066_UPPER_AERODIGESTIVE_TRACT,209.1551876
SNU503_LARGE_INTESTINE,91.58538812
KMRC1_KIDNEY,-29.0299426
OV7_OVARY,-43.70570603
KYSE180_OESOPHAGUS,126.7503271
TE9_OESOPHAGUS,205.873839
OVCAR8_OVARY,-14.82731568
DMS53_LUNG,-6.021631326
HCC1395_BREAST,-61.88120564
NCIH2882_LUNG,-9.914943852
RMUGS_OVARY,1.811052843
EKVX_LUNG,36.17519933
JIMT1_BREAST,37.57235496
CAOV3_OVARY,70.33259038
NCIH2291_LUNG,46.43432763
RMGI_OVARY,-35.42670975
TCCSUP_URINARY_TRACT,0.469635501
HMC18_BREAST,-49.5045516
HT1376_URINARY_TRACT,150.7069171
HCC202_BREAST,-106.550982
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,183.0549794
JHH5_LIVER,-43.3840264
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,186.4437821
SNU601_STOMACH,65.75577647
GB1_CENTRAL_NERVOUS_SYSTEM,-25.81553446
HEPG2_LIVER,-50.75041669
A253_SALIVARY_GLAND,233.3900094
NCIH1703_LUNG,-85.15870986
SJSA1_BONE,-55.48653188
JMSU1_URINARY_TRACT,36.71039813
GI1_CENTRAL_NERVOUS_SYSTEM,-43.54369805
A427_LUNG,-61.03179681
MKN74_STOMACH,27.35034066
LNZ308_CENTRAL_NERVOUS_SYSTEM,-87.55735352
YD38_UPPER_AERODIGESTIVE_TRACT,164.9814624
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-41.3847318
SH10TC_STOMACH,-33.35504366
WM983B_SKIN,-88.90057628
NCIH1648_LUNG,138.9888551
LK2_LUNG,-40.21422034
RERFLCAD2_LUNG,157.8565449
ONS76_CENTRAL_NERVOUS_SYSTEM,-11.43094416
KYSE30_OESOPHAGUS,68.53382302
HSC3_UPPER_AERODIGESTIVE_TRACT,205.465417
NCIH2023_LUNG,24.48967044
KYSE70_OESOPHAGUS,27.96367767
NCIH2126_LUNG,40.4075198
LXF289_LUNG,73.30418859
A2058_SKIN,-37.52724149
SHP77_LUNG,-63.60155152
RERFLCAD1_LUNG,52.62566885
BFTC909_KIDNEY,-28.45183191
KATOIII_STOMACH,69.79655971
BICR22_UPPER_AERODIGESTIVE_TRACT,226.443143
MCAS_OVARY,103.0128968
HS695T_SKIN,-69.0685383
NCIH446_LUNG,-110.4021092
HS936T_SKIN,-94.30511392
BFTC905_URINARY_TRACT,208.0516387
NB1_AUTONOMIC_GANGLIA,-103.5826544
COLO679_SKIN,-64.22524768
KYSE410_OESOPHAGUS,79.21958205
SKMEL30_SKIN,-94.04082617
SKOV3_OVARY,47.43190936
HS939T_SKIN,-66.56695611
LN18_CENTRAL_NERVOUS_SYSTEM,-61.73291068
SW403_LARGE_INTESTINE,9.846353486
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-2.813637899
SKMEL24_SKIN,-26.63378912
KYSE140_OESOPHAGUS,96.53885388
KYSE510_OESOPHAGUS,73.45255328
CAL12T_LUNG,144.103812
WM793_SKIN,8.444919662
HEC50B_ENDOMETRIUM,-44.64842982
RH30_SOFT_TISSUE,-90.16689774
UMUC1_URINARY_TRACT,161.9218507
GCT_SOFT_TISSUE,51.59948804
YD15_SALIVARY_GLAND,172.4885302
NCIH322_LUNG,6.298691111
SCABER_URINARY_TRACT,218.3247585
HCC366_LUNG,113.8651172
NCIH2087_LUNG,-5.36291541
HARA_LUNG,121.2257358
HGC27_STOMACH,-79.22236394
JHH7_LIVER,-53.22106866
MDAMB468_BREAST,41.40914993
MORCPR_LUNG,-63.16904535
NCIH661_LUNG,-17.04718894
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11.66242332
KYSE150_OESOPHAGUS,62.75026248
KNS62_LUNG,147.8799086
HOP62_LUNG,3.482308712
KMBC2_URINARY_TRACT,187.1558264
KYSE450_OESOPHAGUS,24.07255954
NCIH1048_LUNG,-71.79669044
CHAGOK1_LUNG,-9.922432237
NCIH1568_LUNG,39.94721696
HCC515_LUNG,-17.95863379
KYSE270_OESOPHAGUS,104.7664752
HCC15_LUNG,-57.575585
AGS_STOMACH,1.448179415
MELJUSO_SKIN,-79.67896978
IGR1_SKIN,-73.51820656
MDAMB435S_SKIN,-50.29065571
TOV21G_OVARY,-14.42247021
SF172_CENTRAL_NERVOUS_SYSTEM,81.25092931
SW1271_LUNG,-48.57946099
647V_URINARY_TRACT,43.26660982
SNU719_STOMACH,10.98639274
NCIH23_LUNG,-20.3992154
ES2_OVARY,-20.70109169
SNU349_KIDNEY,-46.30561885
NUGC3_STOMACH,102.9372516
NCIH2286_LUNG,-24.03209549
ESS1_ENDOMETRIUM,41.55871409
IPC298_SKIN,-93.67784586
NCIH1573_LUNG,36.63290145
TE4_OESOPHAGUS,-4.656879384
NCIH1339_LUNG,44.75059966
NCIH2172_LUNG,-62.92775334
HT55_LARGE_INTESTINE,9.301293555
JHUEM1_ENDOMETRIUM,-51.79585417
NCIH2110_LUNG,16.1552517
MDST8_LARGE_INTESTINE,-45.85626158
EFO27_OVARY,81.2265146
SKUT1_SOFT_TISSUE,-79.42690844
HEC1B_ENDOMETRIUM,-79.37946477
RKO_LARGE_INTESTINE,-103.256309
HEC265_ENDOMETRIUM,31.11312749
OVK18_OVARY,-130.3079718
2313287_STOMACH,19.86688132
LOVO_LARGE_INTESTINE,47.97839593
LS180_LARGE_INTESTINE,47.80652576
SW48_LARGE_INTESTINE,31.4941272
CCK81_LARGE_INTESTINE,-62.25513807
RL952_ENDOMETRIUM,-23.39086898
COLO792_SKIN,-91.9055265
KM12_LARGE_INTESTINE,8.568716282
639V_URINARY_TRACT,-54.08832896
SNGM_ENDOMETRIUM,-44.40509043
HCC2450_LUNG,-61.49312618
HUCCT1_BILIARY_TRACT,86.2273509
LNCAPCLONEFGC_PROSTATE,-100.8602196
EN_ENDOMETRIUM,-13.96782836
NCIH1155_LUNG,-60.74668294
HEC6_ENDOMETRIUM,-55.60502433
HT115_LARGE_INTESTINE,48.20547288
MFE319_ENDOMETRIUM,-81.49908377
JHUEM7_ENDOMETRIUM,8.613490153
HEC59_ENDOMETRIUM,-35.61068519
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-34.02112432
HEC251_ENDOMETRIUM,45.19485623
143B_BONE,-25.17391976
BT16_SOFT_TISSUE,-57.07659592
CHLA266_SOFT_TISSUE,-29.18664938
COV504_OVARY,136.2247282
CW9019_SOFT_TISSUE,-29.30897941
D425_CENTRAL_NERVOUS_SYSTEM,-77.25887102
D458_CENTRAL_NERVOUS_SYSTEM,-93.44738745
DLD1_LARGE_INTESTINE,11.76445951
F5_CENTRAL_NERVOUS_SYSTEM,-51.0484911
NCIH292_LUNG,113.2372776
JR_SOFT_TISSUE,-79.2005169
CCLFPEDS0001T_KIDNEY,-63.03704756
CCLFPEDS0003T_SOFT_TISSUE,-26.3011991
R262_CENTRAL_NERVOUS_SYSTEM,-30.32307099
RT11284_URINARY_TRACT,134.5603343
SCMCRM2_SOFT_TISSUE,-67.97126037
SKMEL2_SKIN,-76.14649592
SKPNDW_BONE,-60.06227731
SMSCTR_SOFT_TISSUE,-94.10925373
TC32_BONE,-56.67818171
TTC549_SOFT_TISSUE,-59.02983735
TTC642_SOFT_TISSUE,-59.38317358
UW228_CENTRAL_NERVOUS_SYSTEM,-44.39558042
WM2664_SKIN,-68.56171811
SW982_SOFT_TISSUE,25.68991102
SYO1_SOFT_TISSUE,-108.1465447
YAMATO_SOFT_TISSUE,-90.91352746
BIN67_OVARY,-3.482184668
SCCOHT1_OVARY,-61.16359578
SCS214_SOFT_TISSUE,-117.5696742
TC106_BONE,-61.86728632
CHLA15_AUTONOMIC_GANGLIA,-101.4563269
COGN278_AUTONOMIC_GANGLIA,-77.70245969
COGN305_AUTONOMIC_GANGLIA,-92.37533401
NB1643_AUTONOMIC_GANGLIA,-97.75836177
8305C_THYROID,27.08293685
PLCPRF5_LIVER,-19.43460141
CME1_SOFT_TISSUE,-96.79134796
A431_SKIN,204.4706862
ANGMCSS_CENTRAL_NERVOUS_SYSTEM,-53.70580443
BICR78_UPPER_AERODIGESTIVE_TRACT,180.0037015
C33A_CERVIX,-74.68433677
CASKI_CERVIX,119.2331
COV413A_OVARY,45.62469355
DOTC24510_CERVIX,152.7112251
GIMEN_AUTONOMIC_GANGLIA,-52.04380292
GP5D_LARGE_INTESTINE,-45.54332232
H103_UPPER_AERODIGESTIVE_TRACT,278.3089654
JOPACA1_PANCREAS,149.198125
LAN2_AUTONOMIC_GANGLIA,-61.85575418
OCIC5X_OVARY,59.33161517
PA1_OVARY,-62.22592929
PACADD119_PANCREAS,37.53928283
PACADD137_PANCREAS,-42.57304182
PACADD161_PANCREAS,140.9435791
PACADD165_PANCREAS,-20.39607997
PACADD188_PANCREAS,79.70184969
SUM149PT_BREAST,43.08990806
SUM159PT_BREAST,-44.64780147
SUM229PE_BREAST,83.80531583
SUM52PE_BREAST,-100.3120006
SW756_CERVIX,-62.29605729
TO14_OVARY,9.02031577
UMUC13_URINARY_TRACT,23.03915341
UMUC14_URINARY_TRACT,123.3590835
UMUC16_URINARY_TRACT,158.5542848
UMUC5_URINARY_TRACT,79.44287563
UMUC10_URINARY_TRACT,109.2553471
UMUC11_URINARY_TRACT,18.77965945
UMUC6_URINARY_TRACT,87.14879823
UMUC7_URINARY_TRACT,62.13051362
UMUC9_URINARY_TRACT,16.45314911
TC205_BONE,-58.25632428
CCLFPEDS0008T_SOFT_TISSUE,-27.7146122
C10_LARGE_INTESTINE,-19.8239683
C75_LARGE_INTESTINE,-23.75442989
C80_LARGE_INTESTINE,-66.59458561
C84_LARGE_INTESTINE,55.03771975
CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,15.51998592
EGI1_BILIARY_TRACT,120.5820144
ESO26_OESOPHAGUS,41.04651499
FLO1_OESOPHAGUS,-57.13025081
H357_UPPER_AERODIGESTIVE_TRACT,234.7720184
H376_UPPER_AERODIGESTIVE_TRACT,77.09418917
H413_UPPER_AERODIGESTIVE_TRACT,162.4461271
HKA1_SKIN,139.8775278
HMY1_SKIN,-75.78019706
HSC1_SKIN,202.7820011
HSC5_SKIN,83.38075873
HUO9_BONE,-98.97916125
JAR_PLACENTA,-36.24144629
JEG3_PLACENTA,-37.33175785
JMURTK2_SOFT_TISSUE,-86.66637478
KKU100_BILIARY_TRACT,-1.309756253
KKU213_BILIARY_TRACT,107.417764
LS_AUTONOMIC_GANGLIA,-102.0977151
MCC13_SKIN,-9.625814623
MCC142_SKIN,16.51808172
MCC26_SKIN,3.176785937
MEL202_UVEA,-101.3878497
MERO14_PLEURA,19.50978572
MERO82_PLEURA,-5.105108299
MM127_SKIN,-43.01198073
MM370_SKIN,-59.8364778
MM383_SKIN,-84.81592612
MM386_SKIN,-91.19754207
MM426_SKIN,-54.26449738
NOZ_LIVER,22.03668786
NP5_CENTRAL_NERVOUS_SYSTEM,-89.89864216
NP8_CENTRAL_NERVOUS_SYSTEM,-41.27977969
OCUG1_BILIARY_TRACT,-8.824105614
ONDA9_CENTRAL_NERVOUS_SYSTEM,-97.35105965
PEA1_OVARY,-61.09662682
SISO_CERVIX,5.110385993
SKGT2_STOMACH,43.08266323
SKGT4_OESOPHAGUS,140.8116271
SNU638_STOMACH,-34.01169002
SUSA_TESTIS,-9.244437968
TFK1_BILIARY_TRACT,48.61483638
TGW_AUTONOMIC_GANGLIA,-98.89127255
VAESBJ_SOFT_TISSUE,-56.57723622
PFSK1_CENTRAL_NERVOUS_SYSTEM,-68.66176699
CAL72_BONE,-38.55748366
RH28_SOFT_TISSUE,-80.76552392
RHJT_SOFT_TISSUE,-65.23902647
TTC442_SOFT_TISSUE,-20.90650908
RH4_SOFT_TISSUE,-78.28910906
RH18DM_SOFT_TISSUE,-85.14534348
LPS6_SOFT_TISSUE,-48.92710681
LPS27_SOFT_TISSUE,46.1633793
93T449_SOFT_TISSUE,-57.0752594
94T778_SOFT_TISSUE,13.0852736
95T1000_SOFT_TISSUE,-66.45246509
LPS141_SOFT_TISSUE,-38.25537858
OS252_BONE,-63.92321377
ICC106_BILIARY_TRACT,21.32511489
ICC2_BILIARY_TRACT,59.62538173
ICC9_BILIARY_TRACT,11.25838232
SSP25_BILIARY_TRACT,25.31373006
YSCCC_BILIARY_TRACT,17.41165671
CCSW1_BILIARY_TRACT,153.2312448
A375_SKIN_CJ1_RESISTANT,-22.50426884
A375_SKIN_CJ2_RESISTANT,37.96451978
SKMEL19_SKIN,-73.49995481
MEL285_UVEA,-62.81620733
MEL290_UVEA,-40.25506724
