pert_iname,norm_cs,moa
ammonium-perfluorocaprylate,-0.9254,PIM inhibitor
AMN-082,-0.01684,Glutamate receptor antagonist
amodiaquine,-0.1007125,Histamine receptor agonist
amonafide,-0.219572727,Topoisomerase inhibitor
amoxapine,-0.044483333,Norepinephrine inhibitor
amoxicillin,-0.250975,Penicillin binding protein inhibitor
ampalex,-0.368325,Glutamate receptor agonist
amperozide,-0.140757143,Dopamine receptor antagonist
ampicillin,-0.4937,Bacterial cell wall synthesis inhibitor
ampiroxicam,-0.1708,Cyclooxygenase inhibitor
amprenavir,0.2862,HIV inhibitor
ampyrone,0,Cyclooxygenase inhibitor
amrinone,-0.459866667,Phosphodiesterase inhibitor
amsacrine,0.3,Topoisomerase inhibitor
amthamine,-0.44111,Histamine receptor agonist
amtolmetin-guacil,-0.014177778,Cyclooxygenase inhibitor
amuvatinib,0.366866667,FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
amygdalin,0.35055,Caspase activator
amyleine,0.475814286,Anesthetic - local
AMZ-30,0.373771429,Protein phosphatase inhibitor
anacardic-acid,0.05235,Glyceraldehyde 3-phosphate dehydrogenase inhibitor
anacetrapib,-0.83222,Cholesterol inhibitor
anagrelide,-0.309477778,Phosphodiesterase inhibitor
anamorelin,0.043733333,Growth hormone secretagogue receptor agonist
anandamide,0.049785714,Cannabinoid receptor agonist
anastrozole,-0.2644,Aromatase inhibitor
andarine,-0.224044444,Androgen receptor antagonist
androstanol,0.609,CAR antagonist
androstenedione,-0.635675,Cytochrome P450 inhibitor
androstenol,-0.4107,GABA receptor antagonist
anecortave-acetate,0.371045455,Corticosteroid agonist|Angiogenesis inhibitor
anethole,-0.12,Glutathione transferase stimulant
angiogenesis-inhibitor,0.8612125,Angiogenesis inhibitor
anidulafungin,-0.261275,"Fungal 1,3-beta-D-glucan synthase inhibitor"
aniracetam,-0.295077778,Glutamate receptor agonist
anisodamine,-0.076425,Lipid peroxidase inhibitor
anisomycin,0.936242857,DNA inhibitor
anpirtoline,-0.48835,Serotonin receptor agonist
antazoline,-0.5272,Antihistamine
anthothecol,0,Antimalarial
antimycin-a,0.6681,ATP synthase inhibitor
AP-26113,-0.3617,ALK inhibitor
apafant,0.160258333,Platelet activating factor receptor antagonist
APD-668,-0.5388,Glucose dependent insulinotropic receptor agonist
aphidicolin,-0.4969,RNA synthesis inhibitor
API-001,0.143683333,Sigma receptor antagonist
apicidin,-0.2622625,HDAC inhibitor
apigenin,-0.025711111,Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor
apixaban,-0.05985,Coagulation factor inhibitor
APO-866,-0.41672,NAMPT inhibitor
apocynin,-0.501325,NADPH inhibitor
apomorphine,0.2214,Dopamine receptor agonist
apremilast,-0.030971429,Phosphodiesterase inhibitor
aprepitant,-0.298742857,Tachykinin antagonist
AQ-RA741,-0.223022222,Acetylcholine receptor antagonist
AR-A014418,0.02494,GSK inhibitor
AR-C133057XX,-0.94115,Nitric oxide synthase inhibitor
arachidonamide,-0.01055,Cannabinoid receptor agonist
arbidol,0.78312,Cytochrome P450 inhibitor
arbutin,0.17935,Melanin inhibitor
ARC-239,-0.461542857,Adrenergic receptor antagonist
arctigenin,0.160444444,MEK inhibitor
arcyriaflavin-a,-0.157,CDK inhibitor
argatroban,-0.313433333,Thrombin inhibitor
arglabin,-0.263014286,Farnesyltransferase inhibitor
aripiprazole,0.3996,Serotonin receptor agonist|Serotonin receptor antagonist
aristolochic-acid,-0.281411111,Phospholipase inhibitor
armodafinil,0.5917,Adrenergic receptor agonist
ARN-509,0.257066667,Androgen receptor antagonist
arofylline,-0.345275,Phosphodiesterase inhibitor
ARRY-334543,0,EGFR inhibitor
artemether,-0.03624,Antimalarial
artemisinin,-1.0208,DNA inhibitor
artesunate,1.4664,DNA synthesis inhibitor
articaine,-0.170985714,Anesthetic - local
arvanil,1.132322222,TRPV agonist
AS-1949490,1.1714,SHIP2 phosphatase inhibitor
AS-601245,0.33545,JNK inhibitor
AS-604850,-0.4454,PI3K inhibitor
AS-605240,-0.443576923,PI3K inhibitor
AS-703026,-0.136511111,MEK inhibitor
ASA-404,-0.857475,Angiogenesis inhibitor
ASC-J9,1.3963,Androgen receptor agonist
asenapine,-0.19358,Dopamine receptor antagonist|Serotonin receptor antagonist
asiatic-acid,1.646,Apoptosis stimulant
asiaticoside,-0.1835375,Carcinogen
ASP-3026,0,ALK inhibitor
aspirin,-0.19005,Cyclooxygenase inhibitor
AST-1306,0.124235714,EGFR inhibitor
astemizole,1.29105,Histamine receptor antagonist
asymmetrical-dimethylarginine,-0.3651,Nitric oxide synthase inhibitor
AT-13387,0.8,HSP inhibitor
AT-406,0.5569,IAP antagonist
AT-7519,-0.10932,CDK inhibitor|Cell cycle inhibitor
AT-7867,0.514966667,AKT inhibitor
AT-9283,-0.160455556,Aurora kinase inhibitor|Abl inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor|Protein kinase inhibitor|Tubulin inhibitor
ataluren,0.25655,CFTR channel agonist|Dystrophin stimulant
atazanavir,0,HIV inhibitor
atipamezole,-0.597242857,Adrenergic receptor antagonist
ATN-161,-0.2544375,Integrin inhibitor
atomoxetine,-0.33035,Norepinephrine inhibitor
atorvastatin,-0.04951875,HMGCR inhibitor
atovaquone,0.268866667,Mitochondrial inhibitor
ATPA,-0.42285,Glutamate receptor agonist
atracurium,0.262133333,Acetylcholine receptor antagonist
atrasentan,0.001371429,Endothelin receptor antagonist
auranofin,0.842316667,NFKB inhibitor
auraptene,-0.321833333,Nitric oxide production inhibitor
austricine,-1.0209,Hypolipidemic
AV-412,-0.38156,Receptor tyrosine protein kinase inhibitor
AV-608,-0.452183333,Tachykinin antagonist
AVA,0.2859375,Nucleophosmin inhibitor
avagacestat,-0.384981818,Gamma secretase inhibitor
avanafil,-0.3848,Phosphodiesterase inhibitor
avasimibe,0.5046,ACAT inhibitor
avicin-d,0.42655,NFKB inhibitor
avicin-g,0,NFKB inhibitor
AVL-292,0.809772727,BTK inhibitor
AVN-944,-1.155933333,Inosine monophosphate dehydrogenase inhibitor
axitinib,0.2536375,VEGFR inhibitor|PDGFR inhibitor
AZ-10417808,-0.105844444,Caspase inhibitor
AZ-20,0.017033333,ATR kinase inhibitor
AZ-628,-0.625435294,RAF inhibitor
AZ-960,0,JAK inhibitor
azacitidine,1.127907692,DNA inhibitor
azacyclonol,-0.0446,Histamine receptor antagonist
azaperone,0.0551,Dopamine receptor antagonist
azasetron,-0.727528571,Serotonin receptor antagonist
azathioprine,0.2196875,Dehydrogenase inhibitor
azauridine,-0.2952625,Antiviral
AZD-1208,-1.138125,PIM inhibitor
AZD-1283,-0.47145,Purinergic receptor antagonist
AZD-1480,-0.226775,JAK inhibitor
AZD-1981,-0.07022,CRTH receptor antagonist
AZD-2014,-0.195033333,MTOR inhibitor
AZD-2461,-0.592033333,PARP inhibitor
AZD-3463,0,ALK inhibitor|IGF-1 inhibitor
AZD-3514,-0.261825,Drugs Acting on Androgen Receptor
AZD-4547,0.439391667,FGFR inhibitor
AZD-5363,-0.638975,AKT inhibitor
AZD-5438,-0.180531579,CDK inhibitor
AZD-6482,-0.312164286,PI3K inhibitor
AZD-7545,-0.436666667,PDK inhibitor
AZD-7687,-0.027028571,Diacylglycerol O acyltransferase inhibitor
AZD-7762,0.48869,CHK inhibitor
AZD-8055,-0.2526,MTOR inhibitor
AZD-8330,0.102133333,MEK inhibitor
AZD-8931,-0.617133333,EGFR inhibitor
AZD-9291,0.344675,EGFR inhibitor
AZD-9668,0.102414286,Elastase inhibitor
azelaic-acid,0.1617,Tyrosinase inhibitor
azelastine,0.07778,Histamine receptor antagonist
azilsartan,0.38195,Angiotensin receptor antagonist
azilsartan-medoxomil,1.2106,ACE inhibitor|Angiotensin receptor antagonist|Insulin sensitizer
azithromycin,-0.155425,Bacterial 50S ribosomal subunit inhibitor
baccatin-III,0.0866625,Paclitaxel precursor
baclofen,-0.6634,GABA receptor agonist
BADGE,0.180133333,PPAR receptor antagonist
baeomycesic-acid,0.02566,Lipoxygenase inhibitor
BAFILOMYCIN-A1,-0.16035,ATPase inhibitor
baicalin,-0.359675,Beta glucuronidase inhibitor
balaglitazone,0.286442857,Insulin sensitizer|PPAR receptor agonist
balapiravir,-0.3964,RNA polymerase inhibitor
balicatib,-0.503375,Cathepsin inhibitor
balsalazide,-0.200925,Cyclooxygenase inhibitor
BAM-7,0.2346,BAX activator
bambuterol,-0.46125,Adrenergic receptor agonist
BAPTA-AM,-0.0218125,Potassium channel antagonist
barasertib,0.19415,Aurora kinase inhibitor
barasertib-HQPA,0.075236842,Aurora kinase inhibitor
baricitinib,-0.243894118,JAK inhibitor
BAS-09104376,-0.088583333,HIV inhibitor
basimglurant,0.112136364,Glutamate receptor antagonist
batimastat,0.192711765,Matrix metalloprotease inhibitor
bavisant,-0.05402,Histamine receptor antagonist
BAY-11-7082,0.842608333,NFKB inhibitor
BAY-36-7620,-0.119828571,Glutamate receptor antagonist
BAY-59-3074,0.121811111,Cannabinoid receptor antagonist
BAY-61-3606,0.704807692,Syk inhibitor
BAY-87-2243,0.3413875,HIF Inhibitor
BAY-K8644,-0.524983333,Calcium channel activator
BAZ2-ICR,-1.17115,Bromodomain inhibitor
bazedoxifene,0.05488,Selective estrogen receptor modulator (SERM)
BCI-540,-0.484175,Glutamate receptor agonist
BCI-hydrochloride,0.896088889,Protein phosphatase inhibitor
BCL2-inhibitor,0.742344444,BCL inhibitor
BD-1008,0.128142857,Sigma receptor antagonist
BD-1047,-0.2021,Adrenergic receptor antagonist
BD-1063,-0.33355,Sigma receptor antagonist
BE-2254,0.228057143,Adrenergic receptor antagonist
beclometasone,-0.1491875,Glucocorticoid receptor agonist
beclomethasone-dipropionate,0.144635714,Immunosuppressant|Glucocorticoid receptor agonist
belinostat,-0.529261538,HDAC inhibitor
bemegride,-0.29881,Chemoreceptor agonist
bemesetron,-0.010366667,Serotonin receptor antagonist
benactyzine,0.129816667,Butyrylcholinesterase inhibitor
benazepril,-0.27298,ACE inhibitor
bendamustine,-0.3334,DNA inhibitor
bendroflumethiazide,-0.017545455,Sodium channel inhibitor
benfluorex,-0.816975,Gluconeogenesis inhibitor
benperidol,0.00175,Dopamine receptor antagonist
benproperine,-0.4277,Antitussive
benzamil,0.059916667,Sodium channel inhibitor
benzanthrone,-0.4535,Aromatic hydrocarbon derivative
benzbromarone,0.053433333,Chloride channel blocker
benzethonium,1.6857,Sodium channel inhibitor
benzocaine,-0.9555,Sodium channel inhibitor
benzofuran,0.0345,Carcinogen
benzohydroxamic-acid,-0.12784,Antifungal
benzonatate,-0.40842,Anesthetic - local
benzopurpurin-4b,-0.028871429,Binds HIV gp120 and inhibits HIV-1 entry into the neural cell line SK-N-MC
benzotript,-0.050283333,CCK receptor antagonist
benzoxiquine,0.43218,Anti-inflammatory
benzthiazide,-0.244433333,Carbonic anhydrase inhibitor
benzydamine,0,Prostanoid receptor antagonist
benzyl-alcohol,-0.5698,Anesthetic - local
benzylpenicillin,-0.191678571,Penicillin binding protein inhibitor
bepotastine,-0.322355556,Histamine receptor antagonist
bepridil,-0.1509875,Calcium channel blocker
berbamine,0.493228571,Calmodulin inhibitor
berberine,0.24846,LDL receptor activator
beta-alanine,-0.7307,Glycine receptor agonist
beta-CCP,-0.1283,"Indoleamine 2,3-dioxygenase inhibitor"
beta-funaltrexamine,0.68605,Opioid receptor antagonist
betaescin,1.558,Interleukin inhibitor
betahistine,-0.600885714,Histamine receptor agonist|Histamine receptor antagonist
betamethasone,-0.394826667,Glucocorticoid receptor agonist
betamethasone-acetate,-0.05855,Glucocorticoid receptor agonist
betamethasone-valerate,0,Glucocorticoid receptor agonist
betaxolol,-0.233166667,Adrenergic receptor antagonist
betazole,-0.47735,Histamine receptor agonist
bethanechol,-0.160957143,Acetylcholine receptor agonist
betrixaban,-0.037977778,Coagulation factor inhibitor
betulinic-acid,0.114209091,Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor
bevirimat-dimeglumine,1.806,HIV inhibitor
bexarotene,0.12422,Retinoid receptor agonist
bezafibrate,0.05635,PPAR receptor agonist
BGT-226,0.4942,PI3K inhibitor
BH3I-1,-0.5205625,BCL inhibitor
BI-2536,0.081845,PLK inhibitor
BI-78D3,0.108,JNK inhibitor
BI-D1870,0.182,Ribosomal protein inhibitor
BIBR-1532,-0.251435714,Telomerase inhibitor
BIBU-1361,0.1819,EGFR inhibitor
BIBX-1382,-0.3212,EGFR inhibitor|Tyrosine kinase inhibitor
bicalutamide,-0.207777778,Androgen receptor antagonist
bicuculline,-0.398433333,GABA receptor antagonist
bietaserpine,0,Vesicular monoamine transporter inhibitor
bifemelane,-0.010757143,Acetylcholine receptor agonist
bifonazole,0.03699,Sterol demethylase inhibitor
BIIB-021,0.778036364,HSP inhibitor
bilobalide,-0.4615,GABA receptor modulator
bimatoprost,-0.4315375,Prostanoid receptor agonist
bindarit,1.8832,NFKB inhibitor
biochanin-a,-0.4378,Estrogen receptor agonist
biotin,-0.592966667,Vitamin B
biperiden,-0.29765,Acetylcholine receptor antagonist
birinapant,0.35076,XIAP inhibitor
bis-tyrphostin,-0.5351625,EGFR inhibitor
bisacodyl,0.164085714,Laxative
bisbenzimide,-0.279957143,DNA binding agent
bisindolylmaleimide-ix,-0.258333333,PKC inhibitor
bisoprolol,-0.310466667,Adrenergic receptor antagonist
bisphenol-a,0.05555,Synthetic estrogen
bithionol,1.20616,Autotaxin inhibitor
bitopertin,-0.121375,Glycine transporter inhibitor
BIX-01294,0.219128571,DNA inhibitor|Histone lysine methyltransferase inhibitor
BIX-01338,-0.2649375,Histone lysine methyltransferase inhibitor
BIX-02188,-0.033028571,MEK inhibitor
BIX-02189,0.4750125,MEK inhibitor
blebbistatin,-0.979192857,ATPase inhibitor
blonanserin,-0.8403,Dopamine receptor antagonist|Serotonin receptor antagonist
BML-190,0.0956375,Cannabinoid receptor antagonist
BML-210,0,HDAC inhibitor
BML-257,-0.2552375,AKT inhibitor|HCV inhibitor
BML-259,-0.691533333,CDK inhibitor
BML-266,0.8151,SIRT inhibitor
BML-284,1.8426,WNT agonist
BML-286,0,WNT inhibitor
BMS-182874,-0.040685714,Endothelin receptor antagonist
BMS-191011,-0.680538462,Potassium channel activator
BMS-265246,-0.4283,CDK inhibitor
BMS-299897,0.490133333,Gamma secretase inhibitor
BMS-345541,-0.157342105,IKK inhibitor
BMS-387032,0.13233125,CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor
BMS-509744,0.114566667,ITK inhibitor
BMS-536924,-0.400161538,IGF-1 inhibitor
BMS-599626,-0.20925,EGFR inhibitor|Receptor tyrosine protein kinase inhibitor
BMS-641988,-0.703425,Androgen receptor antagonist
BMS-707035,-0.163128571,HIV inhibitor
BMS-754807,-0.142913333,IGF-1 inhibitor
BMS-777607,0.064511111,AXL kinase inhibitor|FLT3 inhibitor|HGF receptor inhibitor|Macrophage inhibitor|MET inhibitor|Tyrosine kinase inhibitor
BMS-833923,0,Smoothened receptor antagonist
BMS-906024,-0.660975,Gamma secretase inhibitor
BMS-927711,-0.563025,Calcitonin antagonist
BMY-14802,-0.41623,Sigma receptor antagonist
BMY-45778,0.922083333,IP1 prostacyclin receptor agonist
BMY-7378,-0.49642,Adrenergic receptor antagonist|Serotonin receptor antagonist
BNTX,1.8383,Opioid receptor antagonist
boldine,-0.328433333,Acetylcholine receptor antagonist|Dopamine receptor antagonist
bongkrek-acid,-0.1433,Mitochondrial inhibitor
bopindolol,-0.3354,Adrenergic receptor antagonist
bortezomib,1.716571429,NFKB inhibitor|Proteasome inhibitor
bosentan,-0.02292,Endothelin receptor antagonist
bosutinib,0.397176,Src inhibitor|Abl inhibitor|Bcr-Abl inhibitor
BP-554,-0.24171,Serotonin receptor agonist
BP-897,-0.4922375,Dopamine receptor agonist
brazilin,1.0272125,Nitric oxide production inhibitor
BRD-A01295252,-0.38095,Dopamine receptor antagonist
BRD-A01317026,-0.674242857,Dihydroneopterin aldolase inhibitor
BRD-A01593789,0.302766667,5-alpha reductase inhibitor
BRD-A02367930,0.269371429,Estrogen receptor agonist|DNA directed DNA polymerase stimunlant|Estrogenic component in oral contraceptives
BRD-A04553218,-0.01825,Histamine receptor antagonist
BRD-A07765530,0.283916667,Carbonic anhydrase activator
BRD-A13133631,0.2690375,Glucocorticoid receptor agonist
BRD-A15914070,0.970266667,Carcinogen
BRD-A18763547,0.509515385,Cytochrome P450 inhibitor
BRD-A20131130,-0.709385714,Adenylyl cyclase inhibitor
BRD-A20239487,-0.23555,Adrenergic receptor antagonist
BRD-A27924917,-0.0543,GABA receptor antagonist
BRD-A29731977,0.059242857,Progesterone receptor agonist
BRD-A36707673,0.4409375,LXR agonist
BRD-A38706605,0.0077,Androgen receptor antagonist
BRD-A39415247,0.081358333,Progesterone receptor agonist
BRD-A39747742,0.0858,Estrogen receptor agonist
BRD-A42831637,-0.4337,Anti-inflammatory|Cannabinoid metabolite
BRD-A47144777,0.355371429,HSP inhibitor
BRD-A47364545,-0.1822,Sigma receptor agonist
BRD-A48015106,-1.0691,Serotonin receptor agonist
BRD-A49447682,0.473316667,Glucocorticoid receptor agonist
BRD-A49544621,0,Urotensin receptor agonist
BRD-A49680073,1.6588625,JAK inhibitor|Lipocortin synthesis stimulant|STAT inhibitor
BRD-A49765801,0.551633333,Glucocorticoid receptor agonist
BRD-A49906757,-0.663588889,Acetylcholine receptor antagonist
BRD-A53131506,-1.001066667,Inactive testosterone analog
BRD-A57798559,-0.614033333,GABA receptor antagonist
BRD-A63236097,0.620611111,Tumor necrosis factor production inhibitor
BRD-A66025870,-0.823,Bacterial cell wall synthesis inhibitor
BRD-A66861218,-0.1971625,Anti-inflammatory agent
BRD-A68039575,-0.36605,Aromatase inhibitor
BRD-A70731303,0.837366667,Nucleophosmin inhibitor
