"","Simulation Number","values.to.vary","ES","NES","p","pos_at_max","q"
"76",9,-0.25,-0.52195,-1.33,0.179,969,1
"77",9,0,-0.32009,-0.797,0.706,1060,0.99
"78",9,0.25,-0.49143,-1.24,0.215,1332,0.895
"79",9,0.5,0.7502,1.86,0.00929,334,0.476
"80",9,0.75,0.92051,2.38,0,112,0
"81",9,1,0.94354,2.37,0,81,0
"82",10,-1,-0.74869,-1.82,0.0125,1122,0.622
"83",10,-0.75,-0.93611,-2.36,0,1260,0
"84",10,-0.5,-0.76895,-1.91,0.00529,1035,0.288
"85",10,-0.25,-0.69564,-1.74,0.0312,1172,1
"86",10,0,-0.40789,-1.04,0.404,1279,0.85
"87",10,0.25,0.85759,2.25,0.00222,118,0.013
"88",10,0.5,0.74111,1.9,0.0136,50,0.384
"89",10,0.75,0.67369,1.71,0.021,13,0.452
"90",10,1,0.9687,2.49,0,23,0
"91",11,-1,-0.97251,-2.42,0,1309,0
"92",11,-0.75,-0.9101,-2.3,0,1225,0
"93",11,-0.5,-0.78432,-2.01,0.00368,1123,0.133
"94",11,-0.25,-0.29765,-0.746,0.758,870,1
"95",11,0,0.4872,1.23,0.214,184,0.729
"96",11,0.25,0.66939,1.68,0.0383,450,0.633
"97",11,0.5,0.44106,1.12,0.309,320,0.713
"98",11,0.75,0.75005,1.95,0.00828,251,0.163
"99",11,1,0.96657,2.39,0,50,0.000814
"100",12,-1,-0.90883,-2.31,0.00171,1314,0.000994
"101",12,-0.75,-0.88482,-2.21,0,1281,0.011
"102",12,-0.5,-0.71397,-1.82,0.018,961,0.715
"103",12,-0.25,-0.59508,-1.54,0.068,1349,0.806
"104",12,0,0.54689,1.42,0.119,212,1
"105",12,0.25,-0.31204,-0.802,0.664,420,1
"106",12,0.5,0.77624,1.98,0.00222,143,0.22
"107",12,0.75,0.84774,2.21,0,86,0.0167
"108",12,1,0.91018,2.41,0,35,0
"109",13,-1,-0.96657,-2.41,0,1301,0
"110",13,-0.75,-0.86042,-2.22,0,1299,0.0106
"111",13,-0.5,-0.87186,-2.23,0,1319,0.00783
"112",13,-0.25,-0.61192,-1.52,0.0794,1171,0.899
"113",13,0,-0.42537,-1.08,0.346,1264,0.661
"114",13,0.25,0.64847,1.65,0.0462,175,0.473
"115",13,0.5,0.73322,1.9,0.00428,261,0.395
"116",13,0.75,0.73902,1.87,0.0221,170,0.507
"117",13,1,0.94018,2.45,0,76,0
"118",14,-1,-0.88039,-2.28,0,1185,0.00309
"119",14,-0.75,-0.44285,-1.14,0.292,1056,1
"120",14,-0.5,-0.57735,-1.45,0.105,923,0.553
"121",14,-0.25,-0.63296,-1.6,0.0611,1092,0.63
"122",14,0,-0.38476,-0.989,0.448,1196,0.997
"123",14,0.25,0.35352,0.917,0.563,370,0.878
"124",14,0.5,0.57099,1.42,0.127,506,0.716
"125",14,0.75,0.76746,1.95,0.00194,318,0.225
"126",14,1,0.90789,2.27,0,74,0.00198
"127",15,-1,-0.82102,-2.08,0.00195,1240,0.0439
"128",15,-0.75,-0.8781,-2.16,0.00196,1237,0.0185
"129",15,-0.5,-0.75199,-1.89,0.00954,1244,0.316
"130",15,-0.25,-0.53194,-1.36,0.153,1018,0.618
"131",15,0,-0.50452,-1.25,0.246,1021,0.665
"132",15,0.25,0.6402,1.6,0.0634,407,0.58
"133",15,0.5,0.8051,2.04,0.00205,36,0.0865
"134",15,0.75,0.80375,2.03,0.00593,150,0.11
"135",15,1,0.8893,2.3,0,154,0
"136",16,-1,-0.85884,-2.13,0,1156,0.0393
"137",16,-0.75,-0.65983,-1.67,0.0423,1342,0.605
"138",16,-0.5,-0.84734,-2.18,0.00212,1208,0.0187
"139",16,-0.25,-0.61616,-1.58,0.0481,995,0.588
"140",16,0,0.45714,1.14,0.3,252,0.693
"141",16,0.25,0.38478,0.986,0.455,501,0.757
"142",16,0.5,0.86666,2.23,0,56,0.00356
"143",16,0.75,0.81352,2.05,0.00382,256,0.0723
"144",16,1,0.81798,1.98,0,250,0.06
"145",17,-1,-0.80561,-2.02,0.00786,1207,0.118
"146",17,-0.75,-0.83822,-2.12,0,1295,0.0347
"147",17,-0.5,-0.81502,-2.06,0.0039,1257,0.0836
"148",17,-0.25,-0.69688,-1.75,0.0212,938,0.994
"149",17,0,0.42681,1.09,0.35,114,1
"150",17,0.25,0.26329,0.663,0.869,387,0.958
"151",17,0.5,0.4795,1.19,0.261,28,1
"152",17,0.75,0.91753,2.26,0,116,0.00926
"153",17,1,0.8857,2.21,0,47,0.0102
"154",18,-1,-0.86404,-2.18,0,1163,0.02
"155",18,-0.75,-0.82739,-2.12,0,1292,0.0332
"156",18,-0.5,-0.87519,-2.21,0,1178,0.00951
"157",18,-0.25,-0.60763,-1.58,0.0692,839,0.692
"158",18,0,-0.59827,-1.53,0.0801,1153,0.869
"159",18,0.25,0.45116,1.16,0.284,285,0.749
"160",18,0.5,0.80647,2.05,0.00798,71,0.0981
"161",18,0.75,0.70261,1.82,0.0204,232,0.328
"162",18,1,0.86692,2.26,0,55,0.00201
"163",19,-1,-0.84028,-2.2,0,1262,0.0127
"164",19,-0.75,-0.8895,-2.29,0,1220,0
"165",19,-0.5,-0.79639,-2.03,0.00391,1340,0.145
"166",19,-0.25,0.28356,0.73,0.783,291,0.95
"167",19,0,-0.69417,-1.83,0.0243,1009,0.232
"168",19,0.25,0.60976,1.6,0.0538,49,0.79
"169",19,0.5,0.60917,1.57,0.0704,298,0.716
"170",19,0.75,0.84888,2.18,0,46,0.0254
"171",19,1,0.87147,2.29,0,178,0.00196
"172",20,-1,-0.92923,-2.37,0,1306,0.00105
"173",20,-0.75,-0.85736,-2.24,0.00202,1154,0.00961
"174",20,-0.5,-0.72698,-1.87,0.0171,1134,0.49
"175",20,-0.25,-0.7643,-1.96,0.00588,1084,0.24
"176",20,0,-0.69589,-1.76,0.0126,984,0.522
"177",20,0.25,0.72022,1.82,0.0136,374,0.203
"178",20,0.5,0.5831,1.47,0.0893,477,0.863
"179",20,0.75,0.75356,1.9,0.00193,110,0.297
"180",20,1,0.95617,2.44,0,64,0
"181",21,-1,-0.98588,-2.51,0,1327,0
"182",21,-0.75,-0.66084,-1.71,0.0249,944,0.513
"183",21,-0.5,-0.52423,-1.35,0.164,1194,1
"184",21,-0.25,-0.61151,-1.6,0.0496,1094,0.678
"185",21,0,-0.44,-1.12,0.324,1098,1
"186",21,0.25,0.5608,1.42,0.121,34,0.524
"187",21,0.5,0.73342,1.87,0.00394,139,0.133
"188",21,0.75,0.84496,2.12,0.00198,191,0.0156
"189",21,1,0.91331,2.27,0,21,0.00186
"190",22,-1,-0.94915,-2.47,0,1301,0
"191",22,-0.75,-0.90639,-2.34,0,1220,0.00212
"192",22,-0.5,-0.61728,-1.57,0.0632,908,0.783
"193",22,-0.25,0.34018,0.874,0.563,78,0.945
"194",22,0,0.29409,0.741,0.779,126,0.952
"195",22,0.25,0.73394,1.92,0.006,219,0.14
"196",22,0.5,0.77692,1.99,0.00193,279,0.17
"197",22,0.75,0.87681,2.24,0.00196,157,0.00823
"198",22,1,0.79718,2.06,0,278,0.0825
"199",23,-1,-0.83772,-2.18,0,1272,0.0153
"200",23,-0.75,-0.90193,-2.32,0,1214,0.00383
"201",23,-0.5,-0.85046,-2.18,0,1191,0.0173
"202",23,-0.25,-0.32306,-0.825,0.646,1052,0.988
"203",23,0,-0.42198,-1.09,0.328,1049,0.82
"204",23,0.25,0.61235,1.53,0.0578,347,1
"205",23,0.5,0.75168,1.82,0.0152,25,0.597
"206",23,0.75,0.75085,1.86,0.00708,250,0.47
"207",23,1,0.854,2.2,0.00185,112,0.00634
"208",24,-1,-0.7704,-1.94,0.00564,1087,0.317
"209",24,-0.75,-0.98886,-2.51,0,1331,0
"210",24,-0.5,-0.78338,-1.97,0.00205,1139,0.189
"211",24,-0.25,-0.23731,-0.594,0.933,987,0.965
"212",24,0,0.25854,0.659,0.872,1003,1
"213",24,0.25,0.57272,1.43,0.111,145,0.705
"214",24,0.5,0.68796,1.77,0.018,425,0.775
"215",24,0.75,0.82904,2.11,0,78,0.0226
"216",24,1,0.92681,2.38,0,101,0
"217",25,-1,-0.84461,-2.13,0,1343,0.0209
"218",25,-0.75,-0.8194,-2.02,0.00204,1194,0.098
"219",25,-0.5,-0.78079,-1.97,0.0103,1083,0.181
"220",25,-0.25,-0.51309,-1.28,0.2,1048,0.863
"221",25,0,-0.74813,-1.85,0.0124,1144,0.262
"222",25,0.25,0.68227,1.72,0.0414,324,0.614
"223",25,0.5,0.71387,1.77,0.0179,310,0.44
"224",25,0.75,0.67477,1.69,0.03,211,0.726
"225",25,1,0.86067,2.17,0,68,0.0105
"226",26,-1,-0.94313,-2.37,0,1323,0
"227",26,-0.75,-0.76824,-1.93,0.0146,1065,0.296
"228",26,-0.5,-0.64713,-1.62,0.0541,1086,0.576
"229",26,-0.25,-0.30292,-0.763,0.747,775,0.979
"230",26,0,-0.48559,-1.28,0.194,770,0.861
"231",26,0.25,0.66995,1.71,0.0277,383,0.656
"232",26,0.5,0.7379,1.95,0.00602,118,0.201
"233",26,0.75,0.82521,2.09,0.0019,144,0.0602
"234",26,1,0.98143,2.49,0,30,0
"235",27,-1,-0.90765,-2.39,0,1332,0
"236",27,-0.75,-0.75295,-1.95,0.0143,1148,0.29
"237",27,-0.5,-0.81608,-2.12,0,1213,0.0423
"238",27,-0.25,-0.63353,-1.66,0.0447,1207,1
"239",27,0,-0.55634,-1.46,0.114,1189,1
"240",27,0.25,0.39233,1.01,0.411,80,1
"241",27,0.5,0.35115,0.906,0.543,364,1
"242",27,0.75,0.70877,1.84,0.0151,397,0.285
"243",27,1,0.96062,2.46,0,58,0.00104
"244",28,-1,-0.9215,-2.25,0,1324,0.00945
"245",28,-0.75,-0.86622,-2.17,0,1338,0.0197
"246",28,-0.5,-0.70362,-1.8,0.0225,1145,0.267
"247",28,-0.25,-0.36012,-0.938,0.515,1070,0.861
"248",28,0,0.76028,1.95,0.00607,258,0.23
"249",28,0.25,0.61834,1.59,0.0619,435,0.896
"250",28,0.5,0.82541,2.17,0.00204,240,0.0306
"251",28,0.75,0.82296,2.11,0,44,0.0403
"252",28,1,0.87221,2.27,0,177,0.00914
"253",29,-1,-0.92125,-2.32,0,1240,0.00207
"254",29,-0.75,-0.84168,-2.13,0.00194,1227,0.0269
"255",29,-0.5,-0.57666,-1.44,0.118,1152,1
"256",29,-0.25,-0.49745,-1.24,0.222,1034,1
"257",29,0,-0.52096,-1.32,0.161,1243,1
"258",29,0.25,0.64104,1.62,0.0508,197,1
"259",29,0.5,0.6687,1.7,0.0393,360,0.694
"260",29,0.75,0.71817,1.83,0.0181,284,0.622
"261",29,1,0.97251,2.45,0,42,0
"262",30,-1,-0.89153,-2.19,0,1200,0.00827
"263",30,-0.75,-0.75334,-1.86,0.00546,1014,0.487
"264",30,-0.5,-0.84186,-2.11,0,1183,0.0351
"265",30,-0.25,-0.59568,-1.48,0.0951,933,1
"266",30,0,-0.41481,-1.02,0.425,797,1
"267",30,0.25,0.80155,2.05,0.00445,82,0.0846
"268",30,0.5,0.77656,2.04,0,25,0.0811
"269",30,0.75,0.91159,2.29,0,124,0.00259
"270",30,1,0.91562,2.36,0,78,0.000871
"271",31,-1,-0.78083,-1.95,0.00584,1051,0.225
"272",31,-0.75,-0.83338,-2.09,0.0021,1164,0.0495
"273",31,-0.5,-0.76665,-1.95,0.00206,1285,0.208
"274",31,-0.25,-0.69527,-1.79,0.0279,1033,0.824
"275",31,0,0.35067,0.895,0.576,879,0.889
"276",31,0.25,0.4575,1.15,0.3,154,0.802
"277",31,0.5,0.60579,1.53,0.0739,54,1
"278",31,0.75,0.83885,2.13,0.00197,56,0.0279
"279",31,1,0.87637,2.21,0,47,0.0112
"280",32,-1,-0.85141,-2.11,0.00363,1146,0.0205
"281",32,-0.75,-0.84459,-2.12,0.00184,1263,0.0264
"282",32,-0.5,-0.73992,-1.81,0.0214,1205,0.309
"283",32,-0.25,-0.58177,-1.45,0.112,1348,1
"284",32,0,-0.37522,-0.937,0.492,818,1
"285",32,0.25,0.90186,2.33,0,71,0.00106
"286",32,0.5,0.64376,1.64,0.0546,300,0.398
"287",32,0.75,0.66611,1.71,0.0346,422,0.274
"288",32,1,0.9317,2.37,0,55,0
"289",33,-1,-0.86528,-2.29,0,1277,0.00685
"290",33,-0.75,-0.84175,-2.18,0,1133,0.0155
"291",33,-0.5,-0.88388,-2.27,0,1214,0.00486
"292",33,-0.25,-0.64554,-1.62,0.0481,892,0.517
"293",33,0,0.39599,1.01,0.447,818,0.777
"294",33,0.25,0.65552,1.67,0.0318,313,0.571
"295",33,0.5,0.66261,1.66,0.0366,449,0.443
"296",33,0.75,0.78232,1.99,0.00192,298,0.0618
"297",33,1,0.94354,2.35,0,81,0
"298",34,-1,-0.88971,-2.24,0,1279,0.00383
"299",34,-0.75,-0.89148,-2.25,0,1278,0.00285
"300",34,-0.5,-0.74937,-1.86,0.0184,1066,0.415
"301",34,-0.25,-0.70681,-1.78,0.0101,1282,0.752
"302",34,0,-0.57341,-1.44,0.104,827,0.951
"303",34,0.25,0.46272,1.18,0.265,58,1
"304",34,0.5,0.71824,1.83,0.0164,55,0.687
"305",34,0.75,0.78538,1.99,0,86,0.169
"306",34,1,0.87296,2.24,0,176,0.0104
"307",35,-1,-0.91686,-2.3,0,1312,0.00211
"308",35,-0.75,-0.75854,-1.9,0.00805,1021,0.348
"309",35,-0.5,-0.65936,-1.69,0.0385,1015,0.512
"310",35,-0.25,-0.60253,-1.54,0.0782,811,0.836
"311",35,0,-0.8088,-2.03,0.00383,1163,0.0894
"312",35,0.25,0.31149,0.801,0.68,322,1
"313",35,0.5,0.64041,1.65,0.052,488,0.425
"314",35,0.75,0.82686,2.08,0.00195,93,0.0522
"315",35,1,0.85016,2.1,0,80,0.0371
"316",36,-1,-0.96285,-2.42,0,1296,0
"317",36,-0.75,-0.75615,-1.88,0.00402,1244,0.326
"318",36,-0.5,-0.49988,-1.26,0.202,965,0.824
"319",36,-0.25,-0.80572,-2.08,0.00386,1247,0.0358
"320",36,0,-0.66562,-1.7,0.0459,1231,0.636
"321",36,0.25,-0.42504,-1.08,0.35,1053,0.764
"322",36,0.5,0.72078,1.82,0.0142,86,0.685
"323",36,0.75,0.87422,2.26,0,45,0.00442
"324",36,1,0.956,2.42,0,63,0
"325",37,-1,-0.83876,-2.15,0,1151,0.0319
"326",37,-0.75,-0.59045,-1.52,0.0787,1307,1
"327",37,-0.5,-0.80742,-2.12,0,1146,0.0408
"328",37,-0.25,-0.35429,-0.921,0.528,1090,1
"329",37,0,0.38817,0.984,0.46,435,0.919
"330",37,0.25,0.52074,1.34,0.158,449,0.815
"331",37,0.5,0.74288,1.88,0.00561,283,0.373
"332",37,0.75,0.91307,2.36,0,68,0
"333",37,1,0.87284,2.23,0,85,0.00454
"334",38,-1,-0.9153,-2.33,0,1232,0
"335",38,-0.75,-0.72745,-1.8,0.0135,1048,0.335
"336",38,-0.5,-0.77533,-1.94,0.00795,1273,0.224
"337",38,-0.25,-0.79367,-1.97,0.00398,1290,0.152
"338",38,0,-0.27786,-0.706,0.808,374,1
"339",38,0.25,0.59407,1.47,0.0983,210,0.525
"340",38,0.5,0.76226,1.92,0.00385,325,0.126
"341",38,0.75,0.68065,1.74,0.0175,135,0.337
"342",38,1,0.76523,1.89,0.0163,321,0.162
"343",39,-1,-0.99108,-2.55,0,1334,0
"344",39,-0.75,-0.82577,-2.13,0,1332,0.0416
"345",39,-0.5,-0.70458,-1.81,0.0157,1160,0.735
"346",39,-0.25,-0.60525,-1.56,0.0644,1045,0.536
"347",39,0,0.44787,1.13,0.323,251,0.958
"348",39,0.25,-0.48519,-1.26,0.21,1184,0.997
"349",39,0.5,0.88179,2.23,0,162,0.00333
"350",39,0.75,0.84938,2.15,0,168,0.0251
"351",39,1,0.79421,1.98,0.00368,282,0.168
"352",40,-1,-0.96023,-2.48,0,1333,0
"353",40,-0.75,-0.78023,-2.01,0.00792,1171,0.0582
"354",40,-0.5,-0.8425,-2.11,0,1134,0.0287
"355",40,-0.25,-0.45108,-1.15,0.281,1123,1
"356",40,0,0.46536,1.21,0.239,82,0.817
"357",40,0.25,0.35233,0.919,0.512,509,1
"358",40,0.5,0.86539,2.19,0,73,0.0262
"359",40,0.75,0.90454,2.38,0,86,0.00121
"360",40,1,0.88456,2.25,0,17,0.0121
"361",41,-1,-0.9084,-2.28,0,1329,0.000905
"362",41,-0.75,-0.87147,-2.18,0,1173,0.00503
"363",41,-0.5,-0.83375,-2.09,0,1275,0.0404
"364",41,-0.25,-0.31616,-0.819,0.664,932,1
"365",41,0,0.35661,0.91,0.522,871,1
"366",41,0.25,0.5389,1.34,0.163,207,1
"367",41,0.5,0.80008,2.07,0,140,0.0697
"368",41,0.75,0.67876,1.73,0.0233,270,1
"369",41,1,0.91679,2.34,0,117,0
"370",42,-1,-0.90045,-2.28,0,1212,0.000921
"371",42,-0.75,-0.65511,-1.62,0.0501,1318,0.493
"372",42,-0.5,-0.49282,-1.25,0.21,1183,0.66
"373",42,-0.25,-0.81886,-1.99,0.00581,1107,0.143
"374",42,0,0.79743,2.02,0.00616,149,0.122
"375",42,0.25,0.79265,2.03,0.00423,21,0.102
"376",42,0.5,0.77973,1.96,0.00209,158,0.213
"377",42,0.75,0.48583,1.2,0.268,93,1
"378",42,1,0.88195,2.19,0.00204,6,0.0172
"379",43,-1,-0.86896,-2.23,0,1268,0.00386
"380",43,-0.75,-0.80535,-2.09,0.00198,1084,0.0481
"381",43,-0.5,0.27281,0.716,0.802,465,1
"382",43,-0.25,-0.36476,-0.916,0.511,1145,0.869
"383",43,0,-0.4187,-1.1,0.312,1293,0.62
"384",43,0.25,0.77162,1.99,0.00408,290,0.241
"385",43,0.5,0.55458,1.46,0.0984,271,0.932
"386",43,0.75,0.83429,2.15,0,123,0.0328
"387",43,1,0.93002,2.43,0,19,0.00125
"388",44,-1,-0.86057,-2.22,0,1270,0.00803
"389",44,-0.75,-0.7201,-1.86,0.0156,1250,0.248
"390",44,-0.5,-0.77356,-1.98,0.00389,1324,0.145
"391",44,-0.25,-0.77163,-1.95,0.00414,1156,0.23
"392",44,0,0.37049,0.958,0.482,192,1
"393",44,0.25,0.50174,1.29,0.192,153,1
"394",44,0.5,0.56296,1.45,0.105,353,1
"395",44,0.75,0.75166,1.93,0.0125,208,0.341
"396",44,1,0.8945,2.28,0.00204,147,0.00313
"397",45,-1,-0.84655,-2.12,0,1231,0.033
"398",45,-0.75,-0.76288,-1.98,0.002,1139,0.146
"399",45,-0.5,-0.78198,-1.95,0.00187,1259,0.168
"400",45,-0.25,-0.76262,-1.92,0.00545,1139,0.125
"401",45,0,0.58094,1.49,0.111,299,1
"402",45,0.25,0.5903,1.51,0.0771,31,1
"403",45,0.5,0.7803,1.99,0.0063,191,0.155
"404",45,0.75,0.84785,2.21,0.00215,90,0.00449
"405",45,1,0.98143,2.57,0,30,0
"406",46,-1,-0.9386,-2.37,0,1328,0.000987
"407",46,-0.75,-0.83878,-2.09,0.00195,1129,0.0711
"408",46,-0.5,-0.79009,-2.01,0.00196,1188,0.129
"409",46,-0.25,-0.55757,-1.41,0.136,1091,1
"410",46,0,-0.64814,-1.67,0.0339,1195,0.893
"411",46,0.25,0.66726,1.72,0.0248,15,0.641
"412",46,0.5,0.80015,2.05,0.00195,274,0.0807
"413",46,0.75,0.85757,2.12,0,62,0.0502
"414",46,1,0.97474,2.45,0,39,0.00101
"415",47,-1,-0.88782,-2.21,0,1195,0.0204
"416",47,-0.75,-0.83083,-2.11,0.00189,1250,0.0362
"417",47,-0.5,-0.88484,-2.21,0,1191,0.0103
"418",47,-0.25,-0.33754,-0.839,0.652,1188,1
"419",47,0,0.39237,0.995,0.427,41,0.732
"420",47,0.25,0.71214,1.81,0.0162,80,0.304
"421",47,0.5,0.6923,1.78,0.0402,377,0.335
"422",47,0.75,0.65585,1.64,0.0503,3,0.824
"423",47,1,0.9688,2.52,0,47,0
"424",48,-1,-0.87667,-2.16,0,1180,0.0173
"425",48,-0.75,-0.80752,-2.02,0.00202,1284,0.102
"426",48,-0.5,-0.58464,-1.47,0.094,1187,1
"427",48,-0.25,-0.60735,-1.55,0.0556,1028,1
"428",48,0,0.53868,1.36,0.153,49,0.854
"429",48,0.25,0.53578,1.36,0.164,455,1
"430",48,0.5,0.62086,1.54,0.0549,238,0.859
"431",48,0.75,0.94166,2.36,0,64,0
"432",48,1,0.73374,1.85,0.00542,129,0.482
"433",49,-1,-0.84398,-2.12,0,1136,0.0253
"434",49,-0.75,-0.71943,-1.83,0.0256,1053,0.604
"435",49,-0.5,-0.59159,-1.46,0.101,1018,0.649
"436",49,-0.25,-0.62436,-1.56,0.0582,1339,0.422
"437",49,0,0.47962,1.17,0.289,193,0.671
"438",49,0.25,0.68921,1.71,0.0348,354,0.582
"439",49,0.5,0.8737,2.17,0,175,0.00945
"440",49,0.75,0.80809,2.05,0.00188,151,0.0579
"441",49,1,0.95319,2.43,0,68,0
"442",50,-1,-0.83719,-2.06,0.00181,1225,0.0524
"443",50,-0.75,-0.86068,-2.15,0,1219,0.0176
"444",50,-0.5,-0.81379,-2.11,0.00179,1174,0.0341
"445",50,-0.25,-0.4775,-1.18,0.265,828,1
"446",50,0,0.36813,0.935,0.516,41,0.985
"447",50,0.25,0.68381,1.76,0.0328,195,0.479
"448",50,0.5,0.86018,2.21,0,163,0.0178
"449",50,0.75,0.78054,1.95,0.00423,253,0.248
"450",50,1,0.97623,2.45,0,37,0
