"","Simulation Number","Value Added","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"31",1,"-1","Cell_No_1","DNA synthesis inhibitor",0.37743,0.963,0.471,98,1
"32",1,"-1","Cell_No_1","dopamine receptor antagonist",-0.22403,-0.568,0.932,828,0.944
"33",1,"-1","Cell_No_1","estrogen receptor agonist",-0.39227,-1.01,0.429,968,0.968
"34",1,"-1","Cell_No_1","estrogen receptor antagonist",-0.27361,-0.688,0.824,368,0.991
"35",1,"-1","Cell_No_1","FGFR inhibitor",0.34966,0.881,0.611,220,0.998
"36",1,"-1","Cell_No_1","FLT3 inhibitor",0.22254,0.543,0.953,383,1
"37",1,"-1","Cell_No_1","glucocorticoid receptor agonist",0.36786,0.947,0.519,314,0.976
"38",1,"-1","Cell_No_1","glutamate receptor antagonist",-0.44854,-1.15,0.279,1232,0.841
"39",1,"-1","Cell_No_1","glycogen synthase kinase inhibitor",-0.39639,-1.01,0.406,1131,0.968
"40",1,"-1","Cell_No_1","growth factor receptor inhibitor",0.19884,0.501,0.979,139,0.978
"41",1,"-1","Cell_No_1","HCV inhibitor",0.27223,0.683,0.834,227,0.918
"42",1,"-1","Cell_No_1","HDAC inhibitor",-0.25103,-0.624,0.91,1268,0.965
"43",1,"-1","Cell_No_1","histamine receptor antagonist",-0.39053,-1,0.423,983,0.898
"44",1,"-1","Cell_No_1","histone lysine methyltransferase inhibitor",0.45679,1.15,0.287,102,1
"45",1,"-1","Cell_No_1","HMGCR inhibitor",-0.38199,-0.945,0.49,944,0.829
"46",1,"-1","Cell_No_1","HSP inhibitor",0.2872,0.733,0.784,453,0.923
"47",1,"-1","Cell_No_1","JAK inhibitor",-0.38363,-0.962,0.488,1254,0.862
"48",1,"-1","Cell_No_1","KIT inhibitor",-0.35324,-0.891,0.564,1113,0.843
"49",1,"-1","Cell_No_1","MDM inhibitor",-0.51575,-1.28,0.194,1277,0.845
"50",1,"-1","Cell_No_1","MEK inhibitor",-0.24262,-0.626,0.88,1060,0.988
"51",1,"-1","Cell_No_1","MET inhibitor",0.58907,1.48,0.09,140,1
"52",1,"-1","Cell_No_1","microtubule inhibitor",-0.37864,-0.967,0.467,1177,0.887
"53",1,"-1","Cell_No_1","mTOR inhibitor",0.27434,0.699,0.799,306,0.922
"54",1,"-1","Cell_No_1","NFkB pathway inhibitor",0.41997,1.05,0.364,313,1
"55",1,"-1","Cell_No_1","opioid receptor agonist",-0.56503,-1.45,0.109,1246,0.929
"56",1,"-1","Cell_No_1","p38 MAPK inhibitor",-0.37401,-0.947,0.501,1252,0.858
"57",1,"-1","Cell_No_1","PARP inhibitor",0.45339,1.18,0.246,379,1
"58",1,"-1","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.3339,-0.836,0.64,1048,0.834
"59",1,"-1","Cell_No_1","phosphatase inhibitor",0.30899,0.799,0.692,84,0.987
"60",1,"-1","Cell_No_1","phosphodiesterase inhibitor",-0.36541,-0.926,0.523,1318,0.835
"61",1,"-1","Cell_No_1","PI3K inhibitor",0.32453,0.82,0.692,282,0.98
"62",1,"-1","Cell_No_1","PLK inhibitor",0.46914,1.21,0.256,178,1
"63",1,"-1","Cell_No_1","potassium channel blocker",0.59146,1.49,0.102,138,1
"64",1,"-1","Cell_No_1","PPAR receptor agonist",0.47195,1.23,0.231,371,1
"65",1,"-1","Cell_No_1","progesterone receptor agonist",0.37871,0.963,0.468,144,1
"66",1,"-1","Cell_No_1","proteasome inhibitor",-0.4836,-1.23,0.234,1099,0.826
"67",1,"-1","Cell_No_1","protein synthesis inhibitor",0.30337,0.781,0.687,96,0.956
"68",1,"-1","Cell_No_1","protein tyrosine kinase inhibitor",-0.4559,-1.13,0.319,1222,0.835
"69",1,"-1","Cell_No_1","RAF inhibitor",-0.24484,-0.619,0.92,1334,0.946
"70",1,"-1","Cell_No_1","RET tyrosine kinase inhibitor",0.43625,1.12,0.335,339,1
"71",1,"-1","Cell_No_1","retinoid receptor agonist",-0.50122,-1.29,0.181,1171,1
"72",1,"-1","Cell_No_1","ribonucleotide reductase inhibitor",-0.34944,-0.897,0.537,1157,0.863
"73",1,"-1","Cell_No_1","serotonin receptor agonist",0.33908,0.839,0.633,22,0.976
"74",1,"-1","Cell_No_1","serotonin receptor antagonist",-0.39571,-1,0.452,840,0.898
"75",1,"-1","Cell_No_1","sodium channel blocker",-0.45729,-1.17,0.289,930,0.85
"76",1,"-1","Cell_No_1","src inhibitor",-0.54511,-1.37,0.159,1168,0.891
"77",1,"-1","Cell_No_1","sterol demethylase inhibitor",0.44869,1.16,0.288,189,1
"78",1,"-1","Cell_No_1","SYK inhibitor",0.74781,1.91,0.00965,273,0.299
"79",1,"-1","Cell_No_1","TGF beta receptor inhibitor",0.2958,0.741,0.782,373,0.937
"80",1,"-1","Cell_No_1","thymidylate synthase inhibitor",-0.51109,-1.28,0.183,1169,0.845
"81",1,"-1","Cell_No_1","topoisomerase inhibitor",0.28832,0.729,0.77,356,0.904
"82",1,"-1","Cell_No_1","tubulin polymerization inhibitor",0.2148,0.541,0.958,477,0.983
"83",1,"-1","Cell_No_1","tyrosine kinase inhibitor",-0.26014,-0.646,0.878,1093,0.992
"84",1,"-1","Cell_No_1","VEGFR inhibitor",-0.23397,-0.598,0.915,1014,0.942
"85",1,"-1","Cell_No_1","vitamin D receptor agonist",0.30643,0.767,0.736,304,0.951
"86",1,"-1","Cell_No_1","30_random_drugs",-0.84362,-2.18,0,1268,0.0128
"87",1,"-0.75","Cell_No_1","EGFR inhibitor",0.35392,0.91,0.533,302,1
"88",1,"-0.75","Cell_No_1","Abl kinase inhibitor",0.3333,0.858,0.587,271,1
"89",1,"-0.75","Cell_No_1","acetylcholine receptor agonist",0.49831,1.27,0.21,217,1
"90",1,"-0.75","Cell_No_1","acetylcholine receptor antagonist",-0.33773,-0.863,0.6,1298,0.823
"91",1,"-0.75","Cell_No_1","adenosine receptor antagonist",0.37845,0.968,0.437,3,1
"92",1,"-0.75","Cell_No_1","adrenergic receptor agonist",0.31268,0.788,0.698,341,1
"93",1,"-0.75","Cell_No_1","adrenergic receptor antagonist",0.44469,1.11,0.307,92,1
"94",1,"-0.75","Cell_No_1","AKT inhibitor",-0.40892,-1.05,0.387,996,0.966
"95",1,"-0.75","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.34806,-0.893,0.576,1129,0.899
"96",1,"-0.75","Cell_No_1","androgen receptor antagonist",-0.59238,-1.49,0.0947,1300,0.689
"97",1,"-0.75","Cell_No_1","antioxidant",0.29689,0.748,0.757,33,0.962
"98",1,"-0.75","Cell_No_1","AP inhibitor",-0.60709,-1.54,0.0857,977,0.697
"99",1,"-0.75","Cell_No_1","ATPase inhibitor",-0.32805,-0.822,0.683,1285,0.837
"100",1,"-0.75","Cell_No_1","Aurora kinase inhibitor",0.4275,1.11,0.321,40,1
"101",1,"-0.75","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.55773,-1.42,0.113,1169,0.571
"102",1,"-0.75","Cell_No_1","bacterial DNA gyrase inhibitor",0.43566,1.12,0.299,435,1
"103",1,"-0.75","Cell_No_1","BCL inhibitor",-0.62042,-1.56,0.0648,1344,1
"104",1,"-0.75","Cell_No_1","Bcr.Abl kinase inhibitor",0.39693,0.996,0.438,271,1
"105",1,"-0.75","Cell_No_1","benzodiazepine receptor agonist",0.30603,0.782,0.736,390,1
"106",1,"-0.75","Cell_No_1","bromodomain inhibitor",0.40336,1.02,0.423,322,1
"107",1,"-0.75","Cell_No_1","calcium channel blocker",-0.61258,-1.55,0.0789,1338,0.89
"108",1,"-0.75","Cell_No_1","CC chemokine receptor antagonist",-0.26689,-0.683,0.822,966,0.966
"109",1,"-0.75","Cell_No_1","CDK inhibitor",0.34162,0.874,0.581,15,1
"110",1,"-0.75","Cell_No_1","CHK inhibitor",-0.34171,-0.877,0.609,954,0.86
"111",1,"-0.75","Cell_No_1","cyclooxygenase inhibitor",0.37025,0.942,0.493,195,1
"112",1,"-0.75","Cell_No_1","cytochrome P450 inhibitor",-0.38633,-0.972,0.44,1159,0.888
"113",1,"-0.75","Cell_No_1","DNA alkylating agent",0.49941,1.27,0.196,55,1
"114",1,"-0.75","Cell_No_1","DNA inhibitor",0.21928,0.548,0.954,293,0.977
"115",1,"-0.75","Cell_No_1","DNA methyltransferase inhibitor",0.6924,1.75,0.0101,10,0.541
"116",1,"-0.75","Cell_No_1","DNA polymerase inhibitor",0.38829,0.981,0.448,42,1
"117",1,"-0.75","Cell_No_1","DNA synthesis inhibitor",0.37743,0.953,0.489,98,1
"118",1,"-0.75","Cell_No_1","dopamine receptor antagonist",-0.22928,-0.581,0.93,835,0.961
"119",1,"-0.75","Cell_No_1","estrogen receptor agonist",-0.33613,-0.851,0.63,975,0.815
"120",1,"-0.75","Cell_No_1","estrogen receptor antagonist",-0.27361,-0.694,0.824,368,0.981
"121",1,"-0.75","Cell_No_1","FGFR inhibitor",0.34966,0.892,0.565,220,1
"122",1,"-0.75","Cell_No_1","FLT3 inhibitor",0.22254,0.557,0.956,383,0.993
"123",1,"-0.75","Cell_No_1","glucocorticoid receptor agonist",0.36786,0.9,0.566,314,1
"124",1,"-0.75","Cell_No_1","glutamate receptor antagonist",-0.44034,-1.14,0.299,1239,0.867
"125",1,"-0.75","Cell_No_1","glycogen synthase kinase inhibitor",-0.40086,-1.02,0.424,1137,0.983
"126",1,"-0.75","Cell_No_1","growth factor receptor inhibitor",0.19884,0.504,0.975,139,0.977
"127",1,"-0.75","Cell_No_1","HCV inhibitor",0.27223,0.7,0.811,227,0.959
"128",1,"-0.75","Cell_No_1","HDAC inhibitor",-0.20788,-0.529,0.964,1086,0.967
"129",1,"-0.75","Cell_No_1","histamine receptor antagonist",-0.39653,-1,0.437,991,0.918
"130",1,"-0.75","Cell_No_1","histone lysine methyltransferase inhibitor",0.45679,1.19,0.26,102,1
"131",1,"-0.75","Cell_No_1","HMGCR inhibitor",-0.38719,-0.948,0.509,951,0.9
"132",1,"-0.75","Cell_No_1","HSP inhibitor",0.2872,0.715,0.812,453,0.962
"133",1,"-0.75","Cell_No_1","JAK inhibitor",-0.44364,-1.09,0.379,1263,0.929
"134",1,"-0.75","Cell_No_1","KIT inhibitor",-0.35774,-0.905,0.553,1119,0.913
"135",1,"-0.75","Cell_No_1","MDM inhibitor",-0.52022,-1.3,0.17,1283,0.691
"136",1,"-0.75","Cell_No_1","MEK inhibitor",-0.24937,-0.64,0.903,1069,0.988
"137",1,"-0.75","Cell_No_1","MET inhibitor",0.58907,1.51,0.0726,140,1
"138",1,"-0.75","Cell_No_1","microtubule inhibitor",-0.2838,-0.721,0.793,1055,0.974
"139",1,"-0.75","Cell_No_1","mTOR inhibitor",0.27434,0.692,0.832,306,0.948
"140",1,"-0.75","Cell_No_1","NFkB pathway inhibitor",0.41997,1.09,0.362,313,1
"141",1,"-0.75","Cell_No_1","opioid receptor agonist",-0.57098,-1.45,0.0926,1254,0.582
"142",1,"-0.75","Cell_No_1","p38 MAPK inhibitor",-0.3807,-0.974,0.455,1261,0.931
"143",1,"-0.75","Cell_No_1","PARP inhibitor",0.45339,1.12,0.323,379,1
"144",1,"-0.75","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.33993,-0.867,0.616,1056,0.846
"145",1,"-0.75","Cell_No_1","phosphatase inhibitor",0.30899,0.776,0.715,84,0.993
"146",1,"-0.75","Cell_No_1","phosphodiesterase inhibitor",0.26882,0.667,0.862,289,0.914
"147",1,"-0.75","Cell_No_1","PI3K inhibitor",0.34349,0.847,0.626,282,1
"148",1,"-0.75","Cell_No_1","PLK inhibitor",0.46914,1.18,0.253,178,1
"149",1,"-0.75","Cell_No_1","potassium channel blocker",0.59146,1.5,0.0929,138,1
"150",1,"-0.75","Cell_No_1","PPAR receptor agonist",0.47195,1.18,0.259,371,1
"151",1,"-0.75","Cell_No_1","progesterone receptor agonist",0.37871,0.972,0.428,144,1
"152",1,"-0.75","Cell_No_1","proteasome inhibitor",-0.45299,-1.17,0.27,1064,0.861
"153",1,"-0.75","Cell_No_1","protein synthesis inhibitor",0.30337,0.796,0.705,96,1
"154",1,"-0.75","Cell_No_1","protein tyrosine kinase inhibitor",0.35243,0.891,0.578,34,1
"155",1,"-0.75","Cell_No_1","RAF inhibitor",-0.24484,-0.604,0.914,1334,0.969
"156",1,"-0.75","Cell_No_1","RET tyrosine kinase inhibitor",0.43625,1.12,0.309,339,1
"157",1,"-0.75","Cell_No_1","retinoid receptor agonist",-0.3558,-0.91,0.535,985,0.943
"158",1,"-0.75","Cell_No_1","ribonucleotide reductase inhibitor",-0.35392,-0.889,0.562,1163,0.872
"159",1,"-0.75","Cell_No_1","serotonin receptor agonist",0.33908,0.832,0.654,22,1
"160",1,"-0.75","Cell_No_1","serotonin receptor antagonist",-0.40094,-1.01,0.446,847,0.948
"161",1,"-0.75","Cell_No_1","sodium channel blocker",-0.46178,-1.17,0.268,936,0.861
"162",1,"-0.75","Cell_No_1","src inhibitor",-0.55033,-1.41,0.117,1175,0.527
"163",1,"-0.75","Cell_No_1","sterol demethylase inhibitor",0.44869,1.15,0.293,189,1
"164",1,"-0.75","Cell_No_1","SYK inhibitor",0.74781,1.89,0.00184,273,0.403
"165",1,"-0.75","Cell_No_1","TGF beta receptor inhibitor",0.2958,0.749,0.744,373,0.986
"166",1,"-0.75","Cell_No_1","thymidylate synthase inhibitor",-0.56365,-1.45,0.0943,1176,0.582
"167",1,"-0.75","Cell_No_1","topoisomerase inhibitor",0.28832,0.716,0.802,356,0.986
"168",1,"-0.75","Cell_No_1","tubulin polymerization inhibitor",0.26248,0.667,0.846,477,0.914
"169",1,"-0.75","Cell_No_1","tyrosine kinase inhibitor",0.26147,0.671,0.875,281,0.952
"170",1,"-0.75","Cell_No_1","VEGFR inhibitor",-0.24005,-0.633,0.902,1022,0.967
"171",1,"-0.75","Cell_No_1","vitamin D receptor agonist",0.30643,0.76,0.724,304,0.993
"172",1,"-0.75","Cell_No_1","30_random_drugs",-0.81164,-2.07,0.00204,1162,0.0653
"173",1,"-0.5","Cell_No_1","EGFR inhibitor",0.36478,0.935,0.508,304,0.99
"174",1,"-0.5","Cell_No_1","Abl kinase inhibitor",0.33181,0.85,0.641,273,0.964
"175",1,"-0.5","Cell_No_1","acetylcholine receptor agonist",0.49757,1.25,0.227,218,1
"176",1,"-0.5","Cell_No_1","acetylcholine receptor antagonist",-0.3407,-0.89,0.55,1302,0.828
"177",1,"-0.5","Cell_No_1","adenosine receptor antagonist",0.37845,0.978,0.472,3,1
"178",1,"-0.5","Cell_No_1","adrenergic receptor agonist",0.31118,0.762,0.73,343,0.958
"179",1,"-0.5","Cell_No_1","adrenergic receptor antagonist",0.44469,1.12,0.313,92,1
"180",1,"-0.5","Cell_No_1","AKT inhibitor",-0.41414,-1.03,0.406,1003,0.955
"181",1,"-0.5","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.35403,-0.906,0.538,1137,0.867
"182",1,"-0.5","Cell_No_1","androgen receptor antagonist",-0.59536,-1.53,0.0655,1304,0.757
"183",1,"-0.5","Cell_No_1","antioxidant",0.29689,0.735,0.776,33,0.951
"184",1,"-0.5","Cell_No_1","AP inhibitor",-0.6123,-1.57,0.0558,984,0.845
"185",1,"-0.5","Cell_No_1","ATPase inhibitor",-0.33178,-0.848,0.609,1290,0.815
"186",1,"-0.5","Cell_No_1","Aurora kinase inhibitor",0.43671,1.07,0.38,40,1
"187",1,"-0.5","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.56295,-1.42,0.129,1176,0.662
"188",1,"-0.5","Cell_No_1","bacterial DNA gyrase inhibitor",0.43418,1.09,0.358,437,1
"189",1,"-0.5","Cell_No_1","BCL inhibitor",-0.62191,-1.6,0.0512,1346,1
"190",1,"-0.5","Cell_No_1","Bcr.Abl kinase inhibitor",0.39544,1.01,0.441,273,1
"191",1,"-0.5","Cell_No_1","benzodiazepine receptor agonist",0.40297,0.988,0.464,496,1
"192",1,"-0.5","Cell_No_1","bromodomain inhibitor",0.40187,1.01,0.432,324,1
"193",1,"-0.5","Cell_No_1","calcium channel blocker",-0.33333,-0.869,0.608,447,0.806
"194",1,"-0.5","Cell_No_1","CC chemokine receptor antagonist",-0.27209,-0.719,0.791,973,1
"195",1,"-0.5","Cell_No_1","CDK inhibitor",0.3598,0.908,0.567,15,0.942
"196",1,"-0.5","Cell_No_1","CHK inhibitor",-0.34691,-0.9,0.556,961,0.844
"197",1,"-0.5","Cell_No_1","cyclooxygenase inhibitor",0.35922,0.916,0.549,196,0.959
"198",1,"-0.5","Cell_No_1","cytochrome P450 inhibitor",-0.39228,-1.02,0.385,1167,0.784
"199",1,"-0.5","Cell_No_1","DNA alkylating agent",0.49651,1.24,0.223,55,1
"200",1,"-0.5","Cell_No_1","DNA inhibitor",0.21778,0.556,0.957,295,0.992
"201",1,"-0.5","Cell_No_1","DNA methyltransferase inhibitor",0.61697,1.57,0.0686,10,1
"202",1,"-0.5","Cell_No_1","DNA polymerase inhibitor",0.38829,0.987,0.442,42,1
"203",1,"-0.5","Cell_No_1","DNA synthesis inhibitor",0.37743,0.938,0.514,98,1
"204",1,"-0.5","Cell_No_1","dopamine receptor antagonist",-0.23153,-0.594,0.923,838,0.976
"205",1,"-0.5","Cell_No_1","estrogen receptor agonist",-0.23266,-0.589,0.928,982,0.954
"206",1,"-0.5","Cell_No_1","estrogen receptor antagonist",-0.27509,-0.698,0.82,370,1
"207",1,"-0.5","Cell_No_1","FGFR inhibitor",0.34891,0.855,0.609,221,0.986
"208",1,"-0.5","Cell_No_1","FLT3 inhibitor",0.22104,0.546,0.955,385,0.977
"209",1,"-0.5","Cell_No_1","glucocorticoid receptor agonist",0.36635,0.919,0.548,316,0.989
"210",1,"-0.5","Cell_No_1","glutamate receptor antagonist",-0.46714,-1.2,0.24,1246,0.732
"211",1,"-0.5","Cell_No_1","glycogen synthase kinase inhibitor",-0.40682,-1.05,0.385,1145,1
"212",1,"-0.5","Cell_No_1","growth factor receptor inhibitor",0.19809,0.496,0.972,140,0.98
"213",1,"-0.5","Cell_No_1","HCV inhibitor",0.27149,0.692,0.795,228,0.943
"214",1,"-0.5","Cell_No_1","HDAC inhibitor",-0.19073,-0.479,0.985,1291,0.986
"215",1,"-0.5","Cell_No_1","histamine receptor antagonist",-0.40103,-1.02,0.392,997,0.784
"216",1,"-0.5","Cell_No_1","histone lysine methyltransferase inhibitor",0.45679,1.18,0.256,102,1
"217",1,"-0.5","Cell_No_1","HMGCR inhibitor",-0.39239,-1.02,0.408,958,0.784
"218",1,"-0.5","Cell_No_1","HSP inhibitor",0.28571,0.727,0.776,455,0.918
"219",1,"-0.5","Cell_No_1","JAK inhibitor",-0.40301,-1.02,0.405,1222,0.784
"220",1,"-0.5","Cell_No_1","KIT inhibitor",-0.36373,-0.955,0.494,1127,0.839
"221",1,"-0.5","Cell_No_1","MDM inhibitor",-0.52468,-1.32,0.192,1289,0.733
"222",1,"-0.5","Cell_No_1","MEK inhibitor",-0.25388,-0.659,0.863,1075,0.993
"223",1,"-0.5","Cell_No_1","MET inhibitor",0.58833,1.47,0.108,141,1
"224",1,"-0.5","Cell_No_1","microtubule inhibitor",-0.27014,-0.693,0.827,1062,0.976
"225",1,"-0.5","Cell_No_1","mTOR inhibitor",0.27283,0.673,0.861,308,0.944
"226",1,"-0.5","Cell_No_1","NFkB pathway inhibitor",0.41847,1.05,0.391,315,1
"227",1,"-0.5","Cell_No_1","opioid receptor agonist",-0.57544,-1.45,0.126,1260,0.836
"228",1,"-0.5","Cell_No_1","p38 MAPK inhibitor",-0.38517,-0.974,0.499,1267,0.841
"229",1,"-0.5","Cell_No_1","PARP inhibitor",0.4519,1.15,0.285,381,1
"230",1,"-0.5","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.3452,-0.879,0.593,1063,0.818
"231",1,"-0.5","Cell_No_1","phosphatase inhibitor",0.30899,0.801,0.676,84,1
"232",1,"-0.5","Cell_No_1","phosphodiesterase inhibitor",0.30629,0.777,0.716,291,1
"233",1,"-0.5","Cell_No_1","PI3K inhibitor",0.36634,0.942,0.504,284,1
"234",1,"-0.5","Cell_No_1","PLK inhibitor",0.46839,1.21,0.241,179,1
"235",1,"-0.5","Cell_No_1","potassium channel blocker",0.59071,1.54,0.0615,139,1
"236",1,"-0.5","Cell_No_1","PPAR receptor agonist",0.47046,1.2,0.255,373,1
"237",1,"-0.5","Cell_No_1","progesterone receptor agonist",0.37796,0.976,0.472,145,1
"238",1,"-0.5","Cell_No_1","proteasome inhibitor",-0.50368,-1.28,0.198,1115,0.749
"239",1,"-0.5","Cell_No_1","protein synthesis inhibitor",0.30337,0.765,0.734,96,0.98
"240",1,"-0.5","Cell_No_1","protein tyrosine kinase inhibitor",0.33139,0.832,0.661,34,0.971
"241",1,"-0.5","Cell_No_1","RAF inhibitor",-0.24857,-0.643,0.878,1339,0.983
"242",1,"-0.5","Cell_No_1","RET tyrosine kinase inhibitor",0.43476,1.11,0.338,341,1
"243",1,"-0.5","Cell_No_1","retinoid receptor agonist",-0.48506,-1.24,0.218,1184,0.769
"244",1,"-0.5","Cell_No_1","ribonucleotide reductase inhibitor",-0.35914,-0.92,0.521,1170,0.876
"245",1,"-0.5","Cell_No_1","serotonin receptor agonist",0.33908,0.864,0.593,22,1
"246",1,"-0.5","Cell_No_1","serotonin receptor antagonist",-0.40318,-1.03,0.413,850,0.955
"247",1,"-0.5","Cell_No_1","sodium channel blocker",-0.46551,-1.2,0.262,941,0.732
"248",1,"-0.5","Cell_No_1","src inhibitor",-0.5548,-1.4,0.129,1181,0.624
"249",1,"-0.5","Cell_No_1","sterol demethylase inhibitor",0.44795,1.13,0.309,190,1
"250",1,"-0.5","Cell_No_1","SYK inhibitor",0.74633,1.88,0.00383,275,0.426
"251",1,"-0.5","Cell_No_1","TGF beta receptor inhibitor",0.29432,0.738,0.759,375,0.972
"252",1,"-0.5","Cell_No_1","thymidylate synthase inhibitor",-0.56995,-1.42,0.132,1182,0.662
"253",1,"-0.5","Cell_No_1","topoisomerase inhibitor",0.28682,0.728,0.801,358,0.939
"254",1,"-0.5","Cell_No_1","tubulin polymerization inhibitor",0.25297,0.656,0.86,479,0.944
"255",1,"-0.5","Cell_No_1","tyrosine kinase inhibitor",0.25157,0.643,0.877,283,0.937
"256",1,"-0.5","Cell_No_1","VEGFR inhibitor",-0.24537,-0.631,0.882,1029,0.968
"257",1,"-0.5","Cell_No_1","vitamin D receptor agonist",0.30494,0.767,0.738,306,1
"258",1,"-0.5","Cell_No_1","30_random_drugs",-0.62779,-1.62,0.0451,1193,1
"259",1,"-0.25","Cell_No_1","EGFR inhibitor",0.33866,0.862,0.603,305,0.98
"260",1,"-0.25","Cell_No_1","Abl kinase inhibitor",0.33106,0.848,0.62,274,0.947
"261",1,"-0.25","Cell_No_1","acetylcholine receptor agonist",0.49757,1.26,0.18,218,1
"262",1,"-0.25","Cell_No_1","acetylcholine receptor antagonist",-0.34442,-0.897,0.564,1307,0.869
"263",1,"-0.25","Cell_No_1","adenosine receptor antagonist",0.37845,0.934,0.527,3,0.957
"264",1,"-0.25","Cell_No_1","adrenergic receptor agonist",0.31044,0.79,0.706,344,0.975
"265",1,"-0.25","Cell_No_1","adrenergic receptor antagonist",0.44469,1.12,0.313,92,1
"266",1,"-0.25","Cell_No_1","AKT inhibitor",-0.41339,-1.07,0.369,1002,1
"267",1,"-0.25","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.35702,-0.929,0.502,1141,0.884
"268",1,"-0.25","Cell_No_1","androgen receptor antagonist",-0.59908,-1.52,0.0852,1309,0.76
"269",1,"-0.25","Cell_No_1","antioxidant",0.29689,0.736,0.769,33,0.963
"270",1,"-0.25","Cell_No_1","AP inhibitor",-0.61156,-1.62,0.051,983,1
"271",1,"-0.25","Cell_No_1","ATPase inhibitor",-0.33552,-0.862,0.576,1295,0.833
"272",1,"-0.25","Cell_No_1","Aurora kinase inhibitor",0.45408,1.15,0.302,40,1
"273",1,"-0.25","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.56667,-1.42,0.127,1181,0.738
"274",1,"-0.25","Cell_No_1","bacterial DNA gyrase inhibitor",0.43045,1.09,0.345,442,1
"275",1,"-0.25","Cell_No_1","BCL inhibitor",-0.62265,-1.61,0.0518,1347,1
"276",1,"-0.25","Cell_No_1","Bcr.Abl kinase inhibitor",0.3947,0.994,0.444,274,1
"277",1,"-0.25","Cell_No_1","benzodiazepine receptor agonist",0.52182,1.32,0.14,502,1
"278",1,"-0.25","Cell_No_1","bromodomain inhibitor",0.40113,1.01,0.415,325,1
"279",1,"-0.25","Cell_No_1","calcium channel blocker",-0.23849,-0.611,0.88,917,0.936
