"","Simulation Number","values.to.vary","ES","NES","p","pos_at_max","q"
"83",10,-0.75,-0.76579,-1.93,0.00587,1156,0.219
"84",10,-0.5,-0.71373,-1.8,0.0147,1117,0.387
"85",10,-0.25,-0.64214,-1.6,0.0533,1040,0.481
"86",10,0,-0.39925,-1.03,0.399,1092,0.852
"87",10,0.25,0.55431,1.42,0.13,222,0.639
"88",10,0.5,0.71184,1.76,0.0116,266,0.957
"89",10,0.75,0.71538,1.8,0.00792,257,0.711
"90",10,1,0.87299,2.21,0,162,0.00972
"91",11,-1,-0.88212,-2.26,0.00195,1273,0.004
"92",11,-0.75,-0.79357,-1.99,0.00197,1154,0.185
"93",11,-0.5,-0.62445,-1.66,0.0399,1157,1
"94",11,-0.25,-0.42595,-1.12,0.31,974,0.646
"95",11,0,-0.338,-0.87,0.611,1177,0.762
"96",11,0.25,0.53388,1.4,0.113,421,1
"97",11,0.5,0.61405,1.54,0.065,154,1
"98",11,0.75,0.79438,1.97,0.00559,136,0.204
"99",11,1,0.85829,2.2,0,107,0.0167
"100",12,-1,-0.78158,-1.96,0.004,1199,0.149
"101",12,-0.75,-0.75121,-1.91,0.00385,1050,0.29
"102",12,-0.5,-0.59606,-1.48,0.0913,1098,0.804
"103",12,-0.25,-0.58653,-1.52,0.0668,1026,0.704
"104",12,0,0.31741,0.792,0.669,61,0.992
"105",12,0.25,0.52468,1.33,0.154,471,1
"106",12,0.5,0.48739,1.23,0.23,441,1
"107",12,0.75,0.76871,1.92,0.00432,198,0.246
"108",12,1,0.83752,2.08,0,139,0.0305
"109",13,-1,-0.83853,-2.06,0,1163,0.0527
"110",13,-0.75,-0.68825,-1.75,0.00945,1049,0.326
"111",13,-0.5,-0.65698,-1.68,0.034,1061,0.378
"112",13,-0.25,-0.51548,-1.31,0.168,1117,0.857
"113",13,0,-0.24398,-0.631,0.889,798,0.982
"114",13,0.25,0.57021,1.44,0.0961,327,0.688
"115",13,0.5,0.72423,1.79,0.0212,194,0.278
"116",13,0.75,0.70162,1.82,0.0142,194,0.232
"117",13,1,0.85816,2.15,0,140,0.0177
"118",14,-1,-0.87656,-2.25,0,1253,0.00532
"119",14,-0.75,-0.73731,-1.91,0.00556,1028,0.312
"120",14,-0.5,-0.72969,-1.86,0.00718,1072,0.224
"121",14,-0.25,-0.39902,-1.03,0.393,994,0.852
"122",14,0,-0.32876,-0.851,0.602,1250,0.958
"123",14,0.25,0.4491,1.15,0.303,267,1
"124",14,0.5,0.68617,1.75,0.0247,136,0.587
"125",14,0.75,0.87764,2.21,0,109,0.0117
"126",14,1,0.8771,2.27,0,123,0.0043
"127",15,-1,-0.84618,-2.12,0,1194,0.0276
"128",15,-0.75,-0.73619,-1.86,0.0133,1141,0.253
"129",15,-0.5,-0.60053,-1.51,0.0869,1120,0.652
"130",15,-0.25,-0.44352,-1.1,0.341,898,0.777
"131",15,0,0.30766,0.8,0.688,185,1
"132",15,0.25,0.72393,1.85,0.0138,280,0.515
"133",15,0.5,0.59498,1.55,0.0786,180,1
"134",15,0.75,0.82214,2.15,0,226,0.0221
"135",15,1,0.85211,2.21,0,112,0.0103
"136",16,-1,-0.83745,-2.16,0.0019,1268,0.0261
"137",16,-0.75,-0.72251,-1.88,0.00587,1146,0.458
"138",16,-0.5,-0.65903,-1.75,0.0333,1019,1
"139",16,-0.25,-0.55312,-1.45,0.0953,1074,0.943
"140",16,0,-0.34376,-0.885,0.565,1154,1
"141",16,0.25,0.35238,0.912,0.528,118,0.94
"142",16,0.5,0.66115,1.72,0.0217,308,0.635
"143",16,0.75,0.78774,2,0.00556,172,0.155
"144",16,1,0.83041,2.09,0.00357,164,0.0348
"145",17,-1,-0.83157,-2.09,0.00192,1146,0.0669
"146",17,-0.75,-0.80205,-2.02,0.00563,1175,0.115
"147",17,-0.5,-0.72918,-1.82,0.0121,1180,0.324
"148",17,-0.25,-0.47364,-1.21,0.248,1078,0.811
"149",17,0,0.37372,0.936,0.483,147,1
"150",17,0.25,0.29345,0.748,0.757,173,1
"151",17,0.5,0.69784,1.78,0.0111,287,0.289
"152",17,0.75,0.69074,1.76,0.0272,208,0.171
"153",17,1,0.85803,2.08,0.00188,121,0.0449
"154",18,-1,-0.82758,-2.13,0,1229,0.0284
"155",18,-0.75,-0.77648,-1.94,0.00411,1092,0.118
"156",18,-0.5,-0.75963,-1.96,0.00625,1120,0.0852
"157",18,-0.25,-0.45356,-1.15,0.296,872,1
"158",18,0,0.25051,0.618,0.906,536,0.925
"159",18,0.25,0.40619,1.02,0.427,284,0.863
"160",18,0.5,0.6266,1.6,0.0554,302,0.715
"161",18,0.75,0.76059,1.89,0.00361,237,0.401
"162",18,1,0.92055,2.28,0,112,0
"163",19,-1,-0.8435,-2.12,0.00198,1228,0.0291
"164",19,-0.75,-0.80439,-2.05,0.00372,1141,0.0714
"165",19,-0.5,-0.59075,-1.48,0.0983,1208,0.679
"166",19,-0.25,-0.51943,-1.29,0.189,1083,0.832
"167",19,0,0.53376,1.34,0.16,386,0.508
"168",19,0.25,0.46559,1.18,0.275,63,0.645
"169",19,0.5,0.75596,1.94,0.00821,224,0.235
"170",19,0.75,0.77618,2,0.00207,217,0.123
"171",19,1,0.8518,2.18,0,205,0.00625
"172",20,-1,-0.80015,-2,0.0101,1173,0.0938
"173",20,-0.75,-0.73613,-1.88,0.0176,1121,0.264
"174",20,-0.5,-0.63675,-1.63,0.0568,1111,0.517
"175",20,-0.25,-0.42749,-1.09,0.372,1325,0.953
"176",20,0,-0.43065,-1.11,0.354,1184,0.854
"177",20,0.25,0.5282,1.34,0.159,39,0.607
"178",20,0.5,0.70739,1.75,0.0299,193,0.819
"179",20,0.75,0.83444,2.1,0,177,0.0305
"180",20,1,0.87493,2.16,0,143,0.0129
"181",21,-1,-0.84066,-2.15,0,1193,0.0214
"182",21,-0.75,-0.7798,-1.98,0.00375,1186,0.138
"183",21,-0.5,-0.72873,-1.83,0.0096,1129,0.553
"184",21,-0.25,-0.45401,-1.17,0.287,1271,0.849
"185",21,0,-0.26748,-0.68,0.828,984,1
"186",21,0.25,0.45663,1.16,0.273,178,1
"187",21,0.5,0.66981,1.67,0.052,248,0.576
"188",21,0.75,0.76449,1.94,0.00402,150,0.219
"189",21,1,0.84823,2.12,0.00186,222,0.024
"190",22,-1,-0.74627,-1.91,0.00936,1129,0.33
"191",22,-0.75,-0.74225,-1.88,0.00798,1227,0.381
"192",22,-0.5,-0.57509,-1.47,0.0909,1042,0.916
"193",22,-0.25,0.28745,0.747,0.795,65,1
"194",22,0,0.47401,1.21,0.275,119,0.872
"195",22,0.25,0.47885,1.27,0.21,315,0.973
"196",22,0.5,0.72625,1.91,0.00992,221,0.191
"197",22,0.75,0.77382,2.01,0.00194,266,0.155
"198",22,1,0.84823,2.19,0,222,0.0219
"199",23,-1,-0.85555,-2.19,0.00191,1261,0.0108
"200",23,-0.75,-0.73674,-1.88,0.00716,1009,0.37
"201",23,-0.5,-0.71648,-1.82,0.0188,1140,0.616
"202",23,-0.25,-0.4301,-1.11,0.311,1139,0.961
"203",23,0,0.26223,0.687,0.819,81,1
"204",23,0.25,0.59317,1.55,0.084,442,0.634
"205",23,0.5,0.68935,1.77,0.0207,223,0.502
"206",23,0.75,0.74205,1.92,0.0117,258,0.301
"207",23,1,0.88166,2.23,0,112,0.00403
"208",24,-1,-0.88627,-2.28,0,1220,0.00192
"209",24,-0.75,-0.74233,-1.94,0.00566,1252,0.227
"210",24,-0.5,-0.71323,-1.9,0.0126,1189,0.331
"211",24,-0.25,-0.67005,-1.75,0.0225,1109,0.938
"212",24,0,-0.21455,-0.561,0.966,931,0.998
"213",24,0.25,0.55243,1.4,0.138,316,0.589
"214",24,0.5,0.68678,1.76,0.0194,365,0.498
"215",24,0.75,0.80345,2.09,0,125,0.0469
"216",24,1,0.79783,2.05,0,132,0.0852
"217",25,-1,-0.80293,-2,0,1165,0.125
"218",25,-0.75,-0.806,-2.04,0.00178,1164,0.074
"219",25,-0.5,-0.32067,-0.828,0.654,942,0.895
"220",25,-0.25,-0.46451,-1.17,0.278,1071,0.935
"221",25,0,0.3561,0.907,0.544,204,1
"222",25,0.25,0.16681,0.432,0.998,491,0.994
"223",25,0.5,0.62706,1.56,0.0727,224,0.763
"224",25,0.75,0.80438,2.03,0.00199,219,0.0448
"225",25,1,0.88532,2.24,0,98,0.00619
"226",26,-1,-0.84713,-2.18,0.00193,1263,0.012
"227",26,-0.75,-0.67775,-1.75,0.0112,1205,0.985
"228",26,-0.5,-0.67576,-1.69,0.0378,1025,0.692
"229",26,-0.25,-0.72892,-1.91,0.00386,1181,0.324
"230",26,0,0.36302,0.907,0.537,148,0.757
"231",26,0.25,0.43667,1.09,0.35,206,0.98
"232",26,0.5,0.65523,1.62,0.0668,397,0.482
"233",26,0.75,0.7338,1.84,0.011,235,0.532
"234",26,1,0.86613,2.2,0,126,0.00661
"235",27,-1,-0.81825,-2.03,0,1127,0.0894
"236",27,-0.75,-0.84867,-2.14,0,1184,0.0205
"237",27,-0.5,-0.70469,-1.75,0.0317,1076,0.595
"238",27,-0.25,-0.39977,-1.03,0.409,954,1
"239",27,0,0.33278,0.872,0.593,322,0.981
"240",27,0.25,0.24032,0.633,0.871,153,0.975
"241",27,0.5,0.70158,1.78,0.0187,287,0.703
"242",27,0.75,0.80913,2.12,0.00209,260,0.0353
"243",27,1,0.8549,2.22,0,202,0.0077
"244",28,-1,-0.84587,-2.11,0.00176,1227,0.026
"245",28,-0.75,-0.78535,-1.91,0.00576,1158,0.112
"246",28,-0.5,-0.70655,-1.78,0.0192,1056,0.329
"247",28,-0.25,-0.62308,-1.56,0.0581,1156,0.839
"248",28,0,0.3213,0.811,0.658,291,1
"249",28,0.25,0.21702,0.556,0.946,89,0.992
"250",28,0.5,0.61036,1.51,0.0881,245,1
"251",28,0.75,0.79486,1.98,0.00193,218,0.0822
"252",28,1,0.85417,2.08,0,119,0.0274
"253",29,-1,-0.9,-2.21,0,1278,0.00254
"254",29,-0.75,-0.75591,-1.86,0.00581,1146,0.179
"255",29,-0.5,-0.75962,-1.91,0.00364,1046,0.113
"256",29,-0.25,-0.44883,-1.12,0.312,1109,0.93
"257",29,0,0.26224,0.68,0.847,111,0.912
"258",29,0.25,0.43083,1.1,0.356,48,1
"259",29,0.5,0.743,1.88,0.00617,87,0.463
"260",29,0.75,0.83983,2.09,0,103,0.0448
"261",29,1,0.82821,2.06,0,183,0.0862
"262",30,-1,-0.85311,-2.15,0,1298,0.0275
"263",30,-0.75,-0.81975,-2.1,0,1217,0.0517
"264",30,-0.5,-0.65655,-1.67,0.0528,1091,0.37
"265",30,-0.25,-0.50821,-1.28,0.213,1036,1
"266",30,0,-0.32229,-0.83,0.661,1276,1
"267",30,0.25,0.35152,0.917,0.54,307,0.814
"268",30,0.5,0.66718,1.71,0.0346,128,0.601
"269",30,0.75,0.79128,1.99,0,107,0.127
"270",30,1,0.83235,2.1,0,87,0.0483
"271",31,-1,-0.72308,-1.8,0.0187,1063,0.342
"272",31,-0.75,-0.77952,-1.95,0.00565,1143,0.187
"273",31,-0.5,-0.5963,-1.5,0.0769,1000,0.895
"274",31,-0.25,-0.62645,-1.61,0.0453,1120,0.711
"275",31,0,0.39516,1.01,0.421,131,0.887
"276",31,0.25,0.34021,0.9,0.557,345,0.895
"277",31,0.5,0.64584,1.61,0.0455,300,0.352
"278",31,0.75,0.7084,1.83,0.0147,176,0.217
"279",31,1,0.82493,2.06,0,79,0.0287
"280",32,-1,-0.82183,-2.03,0.00192,1231,0.0716
"281",32,-0.75,-0.87294,-2.21,0.00189,1240,0.00565
"282",32,-0.5,-0.61263,-1.57,0.0618,1042,0.589
"283",32,-0.25,-0.51015,-1.3,0.175,1173,1
"284",32,0,0.40269,1.02,0.432,427,0.919
"285",32,0.25,0.427,1.06,0.356,244,0.966
"286",32,0.5,0.72254,1.83,0.00762,199,0.344
"287",32,0.75,0.84181,2.11,0,219,0.0385
"288",32,1,0.8547,2.16,0,111,0.0202
"289",33,-1,-0.87446,-2.23,0,1238,0.00726
"290",33,-0.75,-0.80503,-2.08,0,1134,0.0582
"291",33,-0.5,-0.63341,-1.65,0.0514,1201,0.956
"292",33,-0.25,-0.61107,-1.59,0.0572,1180,1
"293",33,0,-0.24874,-0.651,0.858,1185,0.933
"294",33,0.25,0.57959,1.49,0.0866,458,1
"295",33,0.5,0.72465,1.85,0.0139,79,0.565
"296",33,0.75,0.836,2.18,0.00201,83,0.018
"297",33,1,0.8246,2.1,0,163,0.0672
"298",34,-1,-0.82233,-2.11,0,1209,0.0264
"299",34,-0.75,-0.70973,-1.76,0.0147,1066,0.956
"300",34,-0.5,-0.62358,-1.56,0.0636,1135,1
"301",34,-0.25,-0.42007,-1.05,0.411,1135,0.767
"302",34,0,-0.54196,-1.39,0.126,1246,0.678
"303",34,0.25,0.48858,1.23,0.233,429,0.839
"304",34,0.5,0.66302,1.69,0.0296,123,0.485
"305",34,0.75,0.73351,1.87,0.0098,263,0.431
"306",34,1,0.79857,2,0,67,0.129
"307",35,-1,-0.97052,-2.35,0,1294,0
"308",35,-0.75,-0.75117,-1.92,0.00802,1123,0.16
"309",35,-0.5,-0.74063,-1.94,0.00388,1142,0.253
"310",35,-0.25,-0.55772,-1.44,0.121,1018,1
"311",35,0,0.47045,1.21,0.246,385,0.973
"312",35,0.25,0.50652,1.31,0.16,388,0.973
"313",35,0.5,0.72798,1.86,0.00952,121,0.257
"314",35,0.75,0.7567,1.91,0.00181,303,0.0942
"315",35,1,0.89248,2.18,0,77,0.00952
"316",36,-1,-0.82507,-2.06,0,1227,0.0678
"317",36,-0.75,-0.79903,-2.08,0,1119,0.045
"318",36,-0.5,-0.6531,-1.68,0.03,1065,0.661
"319",36,-0.25,-0.23485,-0.597,0.926,948,0.975
"320",36,0,0.31313,0.824,0.642,233,1
"321",36,0.25,0.31324,0.816,0.663,499,1
"322",36,0.5,0.78071,2,0.0019,253,0.174
"323",36,0.75,0.74288,1.95,0.0078,269,0.266
"324",36,1,0.82223,2.07,0,151,0.0922
"325",37,-1,-0.85561,-2.18,0.00181,1166,0.0154
"326",37,-0.75,-0.6128,-1.56,0.0592,1235,0.602
"327",37,-0.5,-0.75135,-1.91,0.00379,1126,0.142
"328",37,-0.25,-0.54186,-1.39,0.143,1074,0.967
"329",37,0,0.42331,1.09,0.341,283,0.8
"330",37,0.25,0.47474,1.24,0.22,57,0.754
"331",37,0.5,0.71039,1.83,0.0142,167,0.308
"332",37,0.75,0.79697,2.05,0,46,0.0751
"333",37,1,0.79708,2.02,0.00725,43,0.124
"334",38,-1,-0.83085,-2.12,0,1179,0.0414
"335",38,-0.75,-0.69311,-1.78,0.023,1102,0.88
"336",38,-0.5,-0.74375,-1.87,0.00198,1104,0.496
"337",38,-0.25,-0.40368,-1.03,0.414,1119,1
"338",38,0,-0.25828,-0.654,0.869,1312,0.989
"339",38,0.25,0.47938,1.22,0.245,339,0.634
"340",38,0.5,0.68297,1.74,0.0231,166,0.24
"341",38,0.75,0.78422,1.99,0.0019,169,0.108
"342",38,1,0.84692,2.13,0.00181,152,0.0218
"343",39,-1,-0.90001,-2.3,0,1218,0.00096
"344",39,-0.75,-0.76228,-1.99,0.00192,1160,0.146
"345",39,-0.5,-0.76079,-2.01,0.00196,1219,0.0972
"346",39,-0.25,-0.61402,-1.57,0.0599,1215,0.531
"347",39,0,-0.35503,-0.921,0.533,1270,0.798
"348",39,0.25,0.57917,1.5,0.0824,150,1
"349",39,0.5,0.59292,1.52,0.0864,312,1
"350",39,0.75,0.80801,2.04,0.00196,214,0.0381
"351",39,1,0.85824,2.15,0.00186,193,0.0176
"352",40,-1,-0.82319,-2.12,0,1282,0.0331
"353",40,-0.75,-0.66979,-1.73,0.0318,1157,0.518
"354",40,-0.5,-0.69072,-1.82,0.0153,1073,0.584
"355",40,-0.25,-0.60294,-1.59,0.0664,1106,0.452
"356",40,0,-0.23099,-0.612,0.928,1289,0.985
"357",40,0.25,0.55716,1.49,0.0889,380,0.572
"358",40,0.5,0.76675,2.04,0.00568,171,0.13
"359",40,0.75,0.83322,2.17,0,149,0.037
"360",40,1,0.78192,2.04,0.00191,192,0.117
"361",41,-1,-0.81699,-2.07,0.00359,1254,0.0403
"362",41,-0.75,-0.72675,-1.85,0.0143,1140,0.16
"363",41,-0.5,-0.60154,-1.5,0.103,904,0.432
"364",41,-0.25,-0.37329,-0.927,0.539,1041,0.851
"365",41,0,0.15366,0.4,1,31,0.998
"366",41,0.25,0.58424,1.5,0.089,364,0.597
"367",41,0.5,0.65178,1.67,0.0333,387,0.807
"368",41,0.75,0.71454,1.83,0.0082,262,0.292
"369",41,1,0.86659,2.21,0,101,0.00479
"370",42,-1,-0.93312,-2.34,0,1270,0
"371",42,-0.75,-0.70882,-1.8,0.0194,1027,0.323
"372",42,-0.5,-0.49379,-1.25,0.224,1035,1
"373",42,-0.25,-0.3741,-0.95,0.492,1280,0.993
"374",42,0,-0.19385,-0.507,0.984,1078,0.998
"375",42,0.25,0.2947,0.742,0.756,112,0.86
"376",42,0.5,0.61526,1.56,0.0632,225,1
"377",42,0.75,0.66698,1.73,0.0311,340,1
"378",42,1,0.85329,2.15,0,189,0.0222
"379",43,-1,-0.84786,-2.13,0,1220,0.0293
"380",43,-0.75,-0.85265,-2.19,0,1210,0.00681
"381",43,-0.5,-0.51794,-1.34,0.162,1102,0.994
"382",43,-0.25,-0.59609,-1.49,0.0958,1041,1
"383",43,0,-0.40255,-1.04,0.405,1228,0.829
"384",43,0.25,0.48523,1.23,0.246,299,1
"385",43,0.5,0.70939,1.81,0.00394,384,0.717
"386",43,0.75,0.76428,1.9,0.00193,103,0.341
"387",43,1,0.76457,1.94,0.00879,215,0.257
"388",44,-1,-0.81994,-2.08,0.00388,1255,0.0197
"389",44,-0.75,-0.85244,-2.12,0,1224,0.0257
"390",44,-0.5,-0.75837,-1.88,0.00596,1189,0.175
"391",44,-0.25,-0.17796,-0.453,0.998,1338,0.992
"392",44,0,0.52492,1.3,0.184,205,1
"393",44,0.25,0.48376,1.19,0.256,307,1
"394",44,0.5,0.52035,1.3,0.194,335,1
"395",44,0.75,0.74948,1.87,0.00727,115,0.379
"396",44,1,0.89375,2.16,0,143,0.014
"397",45,-1,-0.84056,-2.11,0,1178,0.0271
"398",45,-0.75,-0.77512,-1.96,0.002,1198,0.197
"399",45,-0.5,-0.75406,-1.93,0.00774,1118,0.252
"400",45,-0.25,-0.53848,-1.4,0.114,1135,0.921
"401",45,0,0.35374,0.911,0.547,205,1
"402",45,0.25,0.44273,1.11,0.328,298,0.936
"403",45,0.5,0.55251,1.4,0.132,193,0.809
"404",45,0.75,0.80232,2.01,0,161,0.12
"405",45,1,0.83754,2.08,0.00184,165,0.0433
"406",46,-1,-0.79224,-2.09,0.00196,1196,0.0387
"407",46,-0.75,-0.76673,-1.97,0.00737,1271,0.184
"408",46,-0.5,-0.46179,-1.2,0.244,1102,1
"409",46,-0.25,-0.38946,-0.988,0.458,1118,1
"410",46,0,0.47155,1.2,0.261,250,1
"411",46,0.25,0.45837,1.17,0.272,445,0.876
"412",46,0.5,0.64959,1.68,0.0452,353,0.343
"413",46,0.75,0.87762,2.25,0,95,0.0109
"414",46,1,0.84393,2.13,0,90,0.0323
"415",47,-1,-0.90141,-2.28,0,1245,0.00303
"416",47,-0.75,-0.76427,-1.96,0.00605,1162,0.217
"417",47,-0.5,-0.61091,-1.58,0.0498,1115,1
"418",47,-0.25,-0.44296,-1.14,0.305,1073,0.989
"419",47,0,0.25831,0.661,0.864,89,1
"420",47,0.25,0.38872,0.959,0.477,82,0.931
"421",47,0.5,0.60434,1.53,0.0683,334,0.665
"422",47,0.75,0.72946,1.88,0.00921,220,0.339
"423",47,1,0.82731,2.06,0,133,0.0587
"424",48,-1,-0.69667,-1.75,0.0294,1193,0.758
"425",48,-0.75,-0.734,-1.88,0.00601,1088,0.27
"426",48,-0.5,-0.66737,-1.68,0.0392,1155,1
"427",48,-0.25,-0.58196,-1.5,0.0789,1101,1
"428",48,0,0.38598,0.981,0.439,253,1
"429",48,0.25,0.52663,1.35,0.143,227,1
"430",48,0.5,0.68119,1.75,0.019,219,0.625
"431",48,0.75,0.78167,1.93,0.00381,263,0.142
"432",48,1,0.905,2.26,0,97,0.00487
"433",49,-1,-0.83895,-2.08,0,1157,0.0577
"434",49,-0.75,-0.73006,-1.84,0.00969,1117,0.567
"435",49,-0.5,-0.68864,-1.75,0.0266,1102,1
"436",49,-0.25,-0.51079,-1.27,0.202,1324,0.688
"437",49,0,0.24111,0.607,0.923,128,1
"438",49,0.25,0.69535,1.79,0.0173,196,0.384
"439",49,0.5,0.49539,1.27,0.198,279,1
"440",49,0.75,0.79517,2,0.00354,249,0.122
"441",49,1,0.87148,2.28,0,109,0.00357
"442",50,-1,-0.88244,-2.3,0,1225,0
"443",50,-0.75,-0.83205,-2.12,0.00188,1206,0.0445
"444",50,-0.5,-0.68458,-1.76,0.0165,1139,0.277
"445",50,-0.25,-0.48388,-1.26,0.207,1019,0.902
"446",50,0,0.32162,0.833,0.65,157,0.989
"447",50,0.25,0.50872,1.32,0.175,255,1
"448",50,0.5,0.53477,1.38,0.147,177,1
"449",50,0.75,0.77999,2.03,0.00187,302,0.0268
"450",50,1,0.86242,2.26,0,146,0.00355
