"","Simulation Number","values.to.vary","ES","NES","p","pos_at_max","q"
"282",32,-0.5,-0.69444,-1.71,0.0275,1132,1
"283",32,-0.25,-0.34578,-0.868,0.588,994,1
"284",32,0,-0.21862,-0.559,0.952,1032,0.995
"285",32,0.25,0.4682,1.16,0.291,95,1
"286",32,0.5,0.62026,1.52,0.0714,351,0.906
"287",32,0.75,0.74509,1.86,0.0112,216,0.389
"288",32,1,0.83915,2.01,0.00528,170,0.0792
"289",33,-1,-0.83085,-2.08,0,1159,0.0558
"290",33,-0.75,-0.77036,-1.95,0,1201,0.217
"291",33,-0.5,-0.68412,-1.77,0.0185,1106,0.505
"292",33,-0.25,-0.56351,-1.46,0.102,1128,0.461
"293",33,0,0.23579,0.605,0.929,301,1
"294",33,0.25,0.33693,0.864,0.587,302,0.888
"295",33,0.5,0.52855,1.37,0.138,424,0.733
"296",33,0.75,0.72418,1.91,0.00725,257,0.299
"297",33,1,0.85233,2.18,0,86,0.0167
"298",34,-1,-0.82954,-2.04,0.00164,1226,0.0523
"299",34,-0.75,-0.76162,-1.89,0.00719,1181,0.311
"300",34,-0.5,-0.64479,-1.59,0.0604,921,0.644
"301",34,-0.25,-0.50182,-1.24,0.22,1058,0.928
"302",34,0,0.27461,0.701,0.812,74,1
"303",34,0.25,0.49511,1.26,0.194,301,1
"304",34,0.5,0.64069,1.64,0.0443,199,0.445
"305",34,0.75,0.76441,1.92,0.00633,237,0.259
"306",34,1,0.83215,2.07,0.00195,183,0.0536
"307",35,-1,-0.78537,-1.97,0.00703,1280,0.171
"308",35,-0.75,-0.73791,-1.87,0.00594,1146,0.421
"309",35,-0.5,-0.59714,-1.52,0.0776,1087,0.614
"310",35,-0.25,-0.43871,-1.11,0.326,1137,0.76
"311",35,0,-0.18744,-0.479,0.981,1205,1
"312",35,0.25,0.45717,1.19,0.255,304,0.699
"313",35,0.5,0.57688,1.51,0.0695,254,0.657
"314",35,0.75,0.82944,2.1,0,169,0.0371
"315",35,1,0.83391,2.09,0,210,0.0325
"316",36,-1,-0.81813,-2.01,0.00366,1213,0.105
"317",36,-0.75,-0.82811,-2.08,0.00602,1118,0.0464
"318",36,-0.5,-0.65857,-1.62,0.0446,1094,1
"319",36,-0.25,-0.49609,-1.23,0.232,1080,0.558
"320",36,0,-0.18781,-0.473,0.996,1014,0.988
"321",36,0.25,0.48135,1.24,0.221,110,0.891
"322",36,0.5,0.70877,1.79,0.0178,159,0.814
"323",36,0.75,0.7528,1.91,0.00576,257,0.323
"324",36,1,0.8442,2.09,0,121,0.0457
"325",37,-1,-0.82296,-2.08,0,1221,0.0494
"326",37,-0.75,-0.76213,-1.89,0.00717,1121,0.353
"327",37,-0.5,-0.67092,-1.69,0.0358,1091,0.858
"328",37,-0.25,-0.42116,-1.06,0.383,1064,0.895
"329",37,0,0.19754,0.495,0.987,462,0.981
"330",37,0.25,0.45285,1.16,0.272,276,1
"331",37,0.5,0.53776,1.38,0.158,247,0.658
"332",37,0.75,0.74935,1.9,0.0105,257,0.345
"333",37,1,0.87559,2.22,0,153,0.00536
"334",38,-1,-0.82981,-2.13,0,1157,0.0361
"335",38,-0.75,-0.74256,-1.92,0.00634,1081,0.319
"336",38,-0.5,-0.68369,-1.73,0.0244,1081,0.418
"337",38,-0.25,-0.45035,-1.18,0.274,1075,0.659
"338",38,0,0.15723,0.407,0.994,62,0.997
"339",38,0.25,0.54256,1.4,0.121,177,0.789
"340",38,0.5,0.68879,1.76,0.0277,262,0.446
"341",38,0.75,0.78548,2.02,0.00179,225,0.0886
"342",38,1,0.81183,2.04,0,236,0.0605
"343",39,-1,-0.82428,-2.12,0,1212,0.0251
"344",39,-0.75,-0.79873,-2.03,0.0057,1137,0.0962
"345",39,-0.5,-0.70719,-1.83,0.0165,1085,0.613
"346",39,-0.25,-0.47399,-1.23,0.227,1048,0.958
"347",39,0,-0.2823,-0.733,0.761,1039,0.881
"348",39,0.25,0.65103,1.68,0.0399,323,0.523
"349",39,0.5,0.58622,1.47,0.0957,363,0.75
"350",39,0.75,0.70698,1.76,0.0269,267,0.472
"351",39,1,0.8287,2.11,0,199,0.0285
"352",40,-1,-0.81622,-2.11,0.0019,1139,0.0335
"353",40,-0.75,-0.75629,-1.96,0.00198,1126,0.212
"354",40,-0.5,-0.64107,-1.65,0.0461,965,1
"355",40,-0.25,-0.54341,-1.42,0.103,1109,0.596
"356",40,0,0.38774,1.01,0.438,326,0.875
"357",40,0.25,0.40445,1.04,0.404,110,0.844
"358",40,0.5,0.65681,1.71,0.0365,234,0.334
"359",40,0.75,0.77094,1.98,0,270,0.125
"360",40,1,0.82354,2.1,0.00181,140,0.0429
"361",41,-1,-0.79622,-1.99,0,1117,0.0763
"362",41,-0.75,-0.77144,-1.97,0.00374,1110,0.106
"363",41,-0.5,-0.79915,-1.99,0.00185,1191,0.0798
"364",41,-0.25,-0.41169,-1.06,0.365,1026,1
"365",41,0,0.29075,0.739,0.767,232,0.98
"366",41,0.25,0.43085,1.11,0.331,289,0.622
"367",41,0.5,0.68163,1.73,0.0189,104,0.365
"368",41,0.75,0.75067,1.94,0.00579,249,0.213
"369",41,1,0.82971,2.13,0.0019,178,0.0249
"370",42,-1,-0.80112,-2,0.00734,1098,0.12
"371",42,-0.75,-0.73154,-1.83,0.0205,1096,0.611
"372",42,-0.5,-0.63678,-1.59,0.0558,1079,0.515
"373",42,-0.25,-0.30887,-0.783,0.715,1050,0.895
"374",42,0,-0.29239,-0.741,0.787,1194,0.958
"375",42,0.25,0.42119,1.08,0.348,363,0.949
"376",42,0.5,0.67003,1.7,0.0208,179,0.411
"377",42,0.75,0.80637,1.99,0.00185,221,0.0953
"378",42,1,0.85116,2.15,0.00181,128,0.00846
"379",43,-1,-0.88042,-2.23,0,1203,0.00542
"380",43,-0.75,-0.77515,-1.91,0.0018,1197,0.133
"381",43,-0.5,-0.59368,-1.5,0.0871,1087,0.513
"382",43,-0.25,-0.32543,-0.843,0.653,1072,0.916
"383",43,0,0.33832,0.873,0.589,279,1
"384",43,0.25,0.51478,1.32,0.194,275,1
"385",43,0.5,0.65083,1.72,0.0329,291,0.688
"386",43,0.75,0.79862,2.05,0.00191,123,0.0903
"387",43,1,0.85614,2.17,0,136,0.0207
"388",44,-1,-0.80158,-2,0.00565,1121,0.113
"389",44,-0.75,-0.68169,-1.71,0.0178,1077,0.644
"390",44,-0.5,-0.61706,-1.56,0.0636,1128,0.747
"391",44,-0.25,-0.46895,-1.17,0.261,1149,1
"392",44,0,-0.21244,-0.548,0.957,912,0.978
"393",44,0.25,0.51873,1.34,0.161,282,0.92
"394",44,0.5,0.60742,1.54,0.0791,272,0.581
"395",44,0.75,0.80146,2.03,0.00382,208,0.0892
"396",44,1,0.85107,2.11,0.00189,128,0.0344
"397",45,-1,-0.76767,-1.91,0.00535,1121,0.259
"398",45,-0.75,-0.7906,-1.98,0.0018,1139,0.125
"399",45,-0.5,-0.5825,-1.49,0.0734,1002,0.977
"400",45,-0.25,-0.4478,-1.14,0.295,1041,1
"401",45,0,0.41817,1.08,0.368,262,0.721
"402",45,0.25,0.45265,1.16,0.287,343,0.873
"403",45,0.5,0.70453,1.86,0.0126,179,0.55
"404",45,0.75,0.80746,2.06,0,219,0.104
"405",45,1,0.82043,2.12,0,120,0.0546
"406",46,-1,-0.86935,-2.2,0,1212,0.00323
"407",46,-0.75,-0.7456,-1.89,0.013,1141,0.413
"408",46,-0.5,-0.6673,-1.71,0.0481,1069,1
"409",46,-0.25,-0.40718,-1.05,0.383,1040,1
"410",46,0,0.32058,0.823,0.63,313,0.862
"411",46,0.25,0.44565,1.16,0.286,216,0.549
"412",46,0.5,0.6668,1.74,0.0304,301,0.478
"413",46,0.75,0.69183,1.79,0.0159,249,0.679
"414",46,1,0.82016,2.08,0,117,0.0342
"415",47,-1,-0.77448,-1.97,0.00394,1103,0.0913
"416",47,-0.75,-0.74685,-1.89,0.0094,1111,0.193
"417",47,-0.5,-0.66228,-1.68,0.0516,1170,0.306
"418",47,-0.25,-0.32659,-0.824,0.624,1107,1
"419",47,0,-0.22945,-0.593,0.93,995,1
"420",47,0.25,0.36852,0.952,0.495,372,0.982
"421",47,0.5,0.57295,1.47,0.0827,228,0.811
"422",47,0.75,0.77169,1.95,0.00552,162,0.187
"423",47,1,0.8373,2.11,0,101,0.0182
"424",48,-1,-0.83526,-2.1,0.0037,1153,0.0525
"425",48,-0.75,-0.73311,-1.85,0.0156,1157,0.253
"426",48,-0.5,-0.58291,-1.48,0.112,1092,1
"427",48,-0.25,-0.36868,-0.952,0.501,941,0.83
"428",48,0,0.34853,0.885,0.578,247,0.985
"429",48,0.25,0.52209,1.39,0.151,374,0.979
"430",48,0.5,0.71362,1.84,0.00583,222,0.52
"431",48,0.75,0.78762,2,0.00385,230,0.121
"432",48,1,0.78873,2.05,0.00181,200,0.0741
"433",49,-1,-0.88917,-2.26,0,1238,0.00752
"434",49,-0.75,-0.76671,-1.95,0.00775,1098,0.107
"435",49,-0.5,-0.66805,-1.75,0.0317,1045,0.314
"436",49,-0.25,-0.48951,-1.27,0.2,1164,1
"437",49,0,0.23335,0.612,0.894,255,0.987
"438",49,0.25,0.51813,1.35,0.168,284,1
"439",49,0.5,0.66696,1.73,0.039,146,0.682
"440",49,0.75,0.76071,1.97,0.00182,260,0.223
"441",49,1,0.85136,2.16,0,98,0.0272
"442",50,-1,-0.84074,-2.16,0,1144,0.0145
"443",50,-0.75,-0.82464,-2.1,0,1182,0.0426
"444",50,-0.5,-0.68584,-1.72,0.0363,1171,0.68
"445",50,-0.25,-0.54556,-1.37,0.136,1141,1
"446",50,0,0.2221,0.556,0.941,552,0.994
"447",50,0.25,0.46229,1.18,0.258,310,0.905
"448",50,0.5,0.7219,1.87,0.00969,184,0.475
"449",50,0.75,0.74599,1.9,0.00568,164,0.33
"450",50,1,0.82467,2.1,0,194,0.0455
