"","Simulation Number","values.to.vary","ES","NES","p","pos_at_max","q"
"76",9,-0.25,-0.48283,-1.23,0.215,1150,1
"77",9,0,0.23899,0.596,0.934,304,1
"78",9,0.25,0.57748,1.48,0.0899,263,0.731
"79",9,0.5,0.7264,1.84,0.0153,289,0.262
"80",9,0.75,0.67879,1.68,0.0315,229,0.31
"81",9,1,0.82981,2.06,0,130,0.0604
"82",10,-1,-0.8093,-2.04,0,1141,0.0787
"83",10,-0.75,-0.74695,-1.9,0.00368,1067,0.318
"84",10,-0.5,-0.70028,-1.77,0.0254,1157,0.966
"85",10,-0.25,-0.5194,-1.32,0.175,1020,1
"86",10,0,-0.31797,-0.812,0.681,951,0.887
"87",10,0.25,0.49294,1.25,0.231,300,1
"88",10,0.5,0.6277,1.58,0.0566,396,0.873
"89",10,0.75,0.76205,1.85,0.00184,249,0.218
"90",10,1,0.86585,2.15,0,190,0.00733
"91",11,-1,-0.84369,-2.15,0,1248,0.0142
"92",11,-0.75,-0.78099,-2,0.00174,1155,0.113
"93",11,-0.5,-0.68048,-1.67,0.0321,1143,1
"94",11,-0.25,-0.47093,-1.18,0.263,1076,1
"95",11,0,0.3959,1.03,0.404,132,1
"96",11,0.25,0.41117,1.07,0.367,166,0.952
"97",11,0.5,0.72264,1.86,0.00615,251,0.458
"98",11,0.75,0.74192,1.91,0.00629,197,0.337
"99",11,1,0.85268,2.12,0,200,0.0304
"100",12,-1,-0.77869,-1.91,0,1211,0.293
"101",12,-0.75,-0.74286,-1.88,0.00917,1083,0.37
"102",12,-0.5,-0.67148,-1.72,0.0354,1100,0.608
"103",12,-0.25,-0.44599,-1.14,0.296,1139,1
"104",12,0,-0.24519,-0.615,0.916,988,1
"105",12,0.25,0.43976,1.13,0.31,289,1
"106",12,0.5,0.64767,1.62,0.0634,298,0.702
"107",12,0.75,0.77936,1.94,0.00191,288,0.214
"108",12,1,0.86096,2.21,0,129,0.00931
"109",13,-1,-0.82756,-2.07,0,1166,0.0347
"110",13,-0.75,-0.72022,-1.82,0.0173,1178,0.178
"111",13,-0.5,-0.54549,-1.39,0.137,1114,0.651
"112",13,-0.25,-0.2913,-0.752,0.727,872,0.918
"113",13,0,0.38523,0.995,0.427,250,0.902
"114",13,0.25,0.51508,1.34,0.155,434,1
"115",13,0.5,0.57481,1.5,0.0852,314,0.794
"116",13,0.75,0.74772,1.9,0.00372,259,0.196
"117",13,1,0.86403,2.18,0,137,0.0119
"118",14,-1,-0.81807,-2.05,0,1133,0.0776
"119",14,-0.75,-0.76763,-1.96,0.00556,1122,0.206
"120",14,-0.5,-0.66623,-1.71,0.0377,1053,0.722
"121",14,-0.25,-0.45485,-1.18,0.266,1017,0.695
"122",14,0,0.2626,0.684,0.834,341,0.991
"123",14,0.25,0.45375,1.17,0.269,180,0.887
"124",14,0.5,0.65245,1.66,0.0365,286,0.427
"125",14,0.75,0.79426,2.01,0.00351,210,0.124
"126",14,1,0.84668,2.12,0,172,0.0206
"127",15,-1,-0.83334,-2.06,0,1208,0.0523
"128",15,-0.75,-0.78719,-1.99,0.00183,1110,0.0717
"129",15,-0.5,-0.64273,-1.63,0.0494,1115,0.518
"130",15,-0.25,-0.53667,-1.36,0.141,1086,0.789
"131",15,0,0.2848,0.711,0.816,172,1
"132",15,0.25,0.36741,0.932,0.506,223,0.99
"133",15,0.5,0.62133,1.61,0.0474,234,1
"134",15,0.75,0.81376,2.02,0.00347,172,0.0744
"135",15,1,0.81599,2.04,0,214,0.0599
"136",16,-1,-0.8239,-2.09,0,1219,0.0326
"137",16,-0.75,-0.74978,-1.88,0.00888,1083,0.359
"138",16,-0.5,-0.61184,-1.57,0.0701,1139,0.939
"139",16,-0.25,-0.47059,-1.2,0.254,956,1
"140",16,0,0.19556,0.516,0.968,235,1
"141",16,0.25,0.44718,1.18,0.257,384,0.915
"142",16,0.5,0.6643,1.73,0.0257,266,0.559
"143",16,0.75,0.78263,1.99,0,134,0.151
"144",16,1,0.83409,2.09,0,188,0.0229
"145",17,-1,-0.89114,-2.26,0,1210,0.00281
"146",17,-0.75,-0.72906,-1.87,0.00805,1196,0.223
"147",17,-0.5,-0.59178,-1.55,0.0676,1200,0.625
"148",17,-0.25,-0.52579,-1.37,0.159,1117,0.794
"149",17,0,0.26716,0.676,0.834,257,1
"150",17,0.25,0.49178,1.28,0.195,346,1
"151",17,0.5,0.62269,1.59,0.0553,257,1
"152",17,0.75,0.77653,1.95,0.00353,217,0.206
"153",17,1,0.80718,2.03,0.00567,142,0.0871
"154",18,-1,-0.84535,-2.13,0,1150,0.0197
"155",18,-0.75,-0.7806,-1.99,0.00187,1122,0.144
"156",18,-0.5,-0.64925,-1.69,0.0424,1055,1
"157",18,-0.25,-0.42102,-1.08,0.352,949,0.904
"158",18,0,-0.22543,-0.59,0.924,1232,0.998
"159",18,0.25,0.41666,1.04,0.396,432,1
"160",18,0.5,0.68169,1.72,0.0305,245,0.451
"161",18,0.75,0.68444,1.75,0.0158,140,0.377
"162",18,1,0.83962,2.08,0,219,0.0484
"163",19,-1,-0.82795,-2.04,0,1176,0.0733
"164",19,-0.75,-0.6902,-1.76,0.021,1081,0.962
"165",19,-0.5,-0.68105,-1.77,0.0175,1070,0.985
"166",19,-0.25,-0.50192,-1.29,0.179,961,1
"167",19,0,-0.22933,-0.574,0.939,1104,0.959
"168",19,0.25,0.5053,1.29,0.195,361,0.936
"169",19,0.5,0.61404,1.56,0.0597,462,0.479
"170",19,0.75,0.75578,1.92,0.00391,148,0.141
"171",19,1,0.83459,2.14,0,122,0.0253
"172",20,-1,-0.88732,-2.29,0,1211,0.00205
"173",20,-0.75,-0.74007,-1.87,0.00598,1068,0.192
"174",20,-0.5,-0.66738,-1.74,0.0281,1029,0.261
"175",20,-0.25,-0.25194,-0.64,0.919,1229,0.931
"176",20,0,0.35451,0.908,0.573,262,0.947
"177",20,0.25,0.42903,1.07,0.373,281,0.881
"178",20,0.5,0.63894,1.66,0.0573,285,0.604
"179",20,0.75,0.71922,1.81,0.0122,209,0.626
"180",20,1,0.76351,1.87,0.00355,168,0.377
"181",21,-1,-0.83927,-2.11,0,1123,0.0243
"182",21,-0.75,-0.77942,-1.96,0.00193,1144,0.179
"183",21,-0.5,-0.66303,-1.69,0.0282,1058,1
"184",21,-0.25,-0.49472,-1.25,0.213,940,1
"185",21,0,-0.27968,-0.697,0.82,1161,1
"186",21,0.25,0.46458,1.17,0.283,313,0.906
"187",21,0.5,0.59296,1.48,0.0823,138,0.518
"188",21,0.75,0.7723,1.93,0.0055,203,0.0829
"189",21,1,0.85818,2.11,0,153,0.0226
"190",22,-1,-0.84603,-2.12,0,1235,0.0209
"191",22,-0.75,-0.71246,-1.83,0.00368,1005,0.266
"192",22,-0.5,-0.69558,-1.78,0.0145,1093,0.26
"193",22,-0.25,-0.55336,-1.4,0.125,1082,0.702
"194",22,0,0.24226,0.618,0.893,353,1
"195",22,0.25,0.36266,0.948,0.48,313,0.989
"196",22,0.5,0.63576,1.66,0.0439,177,0.535
"197",22,0.75,0.75043,1.88,0.00763,147,0.361
"198",22,1,0.82184,2.04,0.00387,198,0.0541
"199",23,-1,-0.85801,-2.18,0,1243,0.00873
"200",23,-0.75,-0.72161,-1.79,0.0133,1028,0.803
"201",23,-0.5,-0.71373,-1.83,0.0113,1170,0.542
"202",23,-0.25,-0.54091,-1.33,0.169,1039,1
"203",23,0,0.31857,0.821,0.655,293,1
"204",23,0.25,0.52263,1.37,0.154,361,1
"205",23,0.5,0.73418,1.84,0.0164,301,0.515
"206",23,0.75,0.75636,1.91,0.00969,263,0.34
"207",23,1,0.86159,2.14,0.0018,117,0.0234
"208",24,-1,-0.81304,-2.05,0,1226,0.0565
"209",24,-0.75,-0.72829,-1.84,0.0155,1162,0.485
"210",24,-0.5,-0.61579,-1.58,0.0621,1152,1
"211",24,-0.25,-0.5772,-1.47,0.107,998,0.879
"212",24,0,-0.23233,-0.59,0.925,956,1
"213",24,0.25,0.45174,1.15,0.288,180,1
"214",24,0.5,0.68708,1.72,0.00912,214,0.438
"215",24,0.75,0.73559,1.8,0.0218,125,0.258
"216",24,1,0.84698,2.1,0.00175,194,0.0263
"217",25,-1,-0.84255,-2.1,0.00375,1170,0.0177
"218",25,-0.75,-0.80766,-2.07,0.00204,1188,0.0293
"219",25,-0.5,-0.67573,-1.71,0.0293,1063,0.412
"220",25,-0.25,-0.35653,-0.897,0.552,1246,0.952
"221",25,0,0.19614,0.504,0.982,380,0.977
"222",25,0.25,0.49805,1.25,0.234,338,1
"223",25,0.5,0.66099,1.67,0.0325,358,0.802
"224",25,0.75,0.7491,1.86,0.0161,221,0.42
"225",25,1,0.83138,2.06,0,172,0.044
"226",26,-1,-0.81051,-2.07,0.00559,1104,0.0507
"227",26,-0.75,-0.79798,-2,0.00187,1190,0.146
"228",26,-0.5,-0.51919,-1.32,0.183,1064,0.683
"229",26,-0.25,-0.34537,-0.894,0.573,933,1
"230",26,0,0.30627,0.795,0.706,176,1
"231",26,0.25,0.57931,1.53,0.0819,322,0.836
"232",26,0.5,0.50596,1.3,0.186,279,0.844
"233",26,0.75,0.76799,1.98,0.00917,269,0.166
"234",26,1,0.8488,2.13,0.00179,178,0.026
"235",27,-1,-0.84164,-2.06,0,1183,0.0451
"236",27,-0.75,-0.75389,-1.91,0.0036,1115,0.129
"237",27,-0.5,-0.68471,-1.75,0.03,1187,0.447
"238",27,-0.25,-0.48109,-1.22,0.257,988,0.879
"239",27,0,0.31472,0.809,0.687,98,1
"240",27,0.25,0.578,1.5,0.0916,131,0.709
"241",27,0.5,0.59149,1.53,0.0708,232,0.708
"242",27,0.75,0.74189,1.92,0.00576,149,0.325
"243",27,1,0.83809,2.11,0,146,0.0322
"244",28,-1,-0.76753,-1.9,0.01,1280,0.337
"245",28,-0.75,-0.74645,-1.91,0.00396,1125,0.336
"246",28,-0.5,-0.62312,-1.6,0.0561,1090,0.608
"247",28,-0.25,-0.27954,-0.723,0.769,1095,1
"248",28,0,-0.26614,-0.705,0.805,842,1
"249",28,0.25,0.47054,1.2,0.258,317,1
"250",28,0.5,0.59406,1.53,0.0907,305,1
"251",28,0.75,0.7624,1.9,0.0123,156,0.364
"252",28,1,0.78612,1.96,0.00186,223,0.207
"253",29,-1,-0.84855,-2.11,0,1237,0.0165
"254",29,-0.75,-0.77457,-1.92,0.0113,1219,0.267
"255",29,-0.5,-0.68649,-1.75,0.017,1083,0.909
"256",29,-0.25,-0.48172,-1.23,0.239,864,0.873
"257",29,0,0.25897,0.645,0.863,225,0.991
"258",29,0.25,0.46411,1.18,0.256,305,1
"259",29,0.5,0.65101,1.62,0.0345,297,0.738
"260",29,0.75,0.77663,1.96,0,142,0.0779
"261",29,1,0.82907,2.08,0,130,0.0425
"262",30,-1,-0.82541,-2.07,0,1199,0.0495
"263",30,-0.75,-0.82009,-2.1,0.00192,1184,0.0326
"264",30,-0.5,-0.56065,-1.44,0.123,879,0.84
"265",30,-0.25,-0.59088,-1.54,0.0739,1059,0.645
"266",30,0,0.22634,0.581,0.944,215,1
"267",30,0.25,0.39569,1.01,0.428,281,1
"268",30,0.5,0.70151,1.74,0.0198,164,0.529
"269",30,0.75,0.77285,1.97,0.00539,202,0.157
"270",30,1,0.85377,2.15,0,118,0.0136
"271",31,-1,-0.8136,-2.06,0.0036,1169,0.0628
"272",31,-0.75,-0.77402,-1.96,0.00364,1096,0.156
"273",31,-0.5,-0.74326,-1.89,0.0108,1117,0.299
"274",31,-0.25,-0.37708,-0.966,0.453,1216,0.767
"275",31,0,-0.22577,-0.574,0.941,1210,1
"276",31,0.25,0.61728,1.58,0.0633,220,1
"277",31,0.5,0.62047,1.59,0.0445,266,1
"278",31,0.75,0.69026,1.78,0.0113,349,0.916
"279",31,1,0.85843,2.18,0,161,0.0204
"280",32,-1,-0.82447,-2.02,0.00185,1223,0.112
"281",32,-0.75,-0.79269,-2,0.00188,1203,0.154
"282",32,-0.5,-0.57925,-1.51,0.0766,955,1
"283",32,-0.25,-0.50152,-1.32,0.157,1150,0.911
"284",32,0,0.26996,0.675,0.824,325,0.919
"285",32,0.25,0.36666,0.937,0.503,365,0.88
"286",32,0.5,0.61312,1.56,0.0656,375,1
"287",32,0.75,0.71035,1.79,0.0164,317,0.677
"288",32,1,0.81392,2.03,0.00183,198,0.0588
"289",33,-1,-0.84139,-2.08,0.00174,1234,0.0292
"290",33,-0.75,-0.76169,-1.88,0.00373,1182,0.166
"291",33,-0.5,-0.62736,-1.58,0.066,1079,0.85
"292",33,-0.25,-0.43847,-1.1,0.336,977,0.93
"293",33,0,0.29422,0.74,0.751,176,0.983
"294",33,0.25,0.56624,1.44,0.12,194,1
"295",33,0.5,0.68311,1.7,0.0363,266,0.727
"296",33,0.75,0.78472,1.97,0.00366,213,0.155
"297",33,1,0.83248,2.11,0,184,0.0225
"298",34,-1,-0.82838,-2.02,0.0017,1150,0.07
"299",34,-0.75,-0.66041,-1.65,0.0423,1129,0.605
"300",34,-0.5,-0.68151,-1.66,0.04,1093,0.564
"301",34,-0.25,-0.57195,-1.4,0.136,1021,1
"302",34,0,0.2563,0.658,0.854,80,0.976
"303",34,0.25,0.44448,1.12,0.309,387,1
"304",34,0.5,0.6351,1.6,0.0606,331,0.634
"305",34,0.75,0.75878,1.9,0.0118,211,0.172
"306",34,1,0.84529,2.06,0,88,0.0457
"307",35,-1,-0.82487,-2.08,0.00192,1183,0.038
"308",35,-0.75,-0.79453,-1.98,0.00398,1166,0.0652
"309",35,-0.5,-0.55111,-1.43,0.12,1019,0.582
"310",35,-0.25,-0.4139,-1.04,0.415,1105,0.933
"311",35,0,-0.15861,-0.404,0.994,969,0.998
"312",35,0.25,0.49399,1.21,0.245,152,1
"313",35,0.5,0.5837,1.5,0.0695,271,1
"314",35,0.75,0.75738,1.89,0.00368,269,0.332
"315",35,1,0.7671,1.93,0.00532,179,0.289
"316",36,-1,-0.82959,-2.1,0,1166,0.0497
"317",36,-0.75,-0.77555,-1.98,0.00373,1116,0.157
"318",36,-0.5,-0.6579,-1.76,0.0204,970,0.362
"319",36,-0.25,-0.28478,-0.754,0.726,1120,0.936
"320",36,0,0.26709,0.703,0.8,273,1
"321",36,0.25,0.44936,1.17,0.282,301,0.993
"322",36,0.5,0.70567,1.81,0.0203,219,0.236
"323",36,0.75,0.77473,2,0.00353,125,0.133
"324",36,1,0.82192,2.09,0.0017,194,0.0435
"325",37,-1,-0.82712,-2.04,0,1235,0.104
"326",37,-0.75,-0.72577,-1.91,0.00808,1114,0.366
"327",37,-0.5,-0.70094,-1.82,0.0211,1229,0.696
"328",37,-0.25,-0.49278,-1.27,0.195,934,0.854
"329",37,0,0.19641,0.508,0.984,222,0.975
"330",37,0.25,0.42557,1.11,0.325,161,0.913
"331",37,0.5,0.67036,1.7,0.0206,168,0.317
"332",37,0.75,0.76368,1.87,0.0068,172,0.184
"333",37,1,0.88748,2.21,0,100,0.00325
"334",38,-1,-0.84822,-2.17,0,1170,0.00864
"335",38,-0.75,-0.70696,-1.8,0.0191,1050,0.243
"336",38,-0.5,-0.58859,-1.48,0.0885,993,0.759
"337",38,-0.25,-0.35501,-0.921,0.517,991,0.974
"338",38,0,0.33254,0.852,0.624,279,1
"339",38,0.25,0.49128,1.3,0.156,362,0.873
"340",38,0.5,0.64618,1.67,0.041,369,1
"341",38,0.75,0.72799,1.87,0.00988,315,0.497
"342",38,1,0.81066,2.09,0,223,0.0503
"343",39,-1,-0.83814,-2.08,0,1133,0.0248
"344",39,-0.75,-0.77486,-1.9,0.00532,1216,0.147
"345",39,-0.5,-0.59924,-1.5,0.0848,935,0.499
"346",39,-0.25,-0.4434,-1.11,0.336,1131,0.748
"347",39,0,-0.25246,-0.639,0.895,1202,1
"348",39,0.25,0.531,1.32,0.16,371,0.782
"349",39,0.5,0.67391,1.73,0.0347,243,0.355
"350",39,0.75,0.6538,1.67,0.0289,207,0.579
"351",39,1,0.82459,2.03,0,135,0.091
"352",40,-1,-0.81531,-2.05,0,1163,0.0644
"353",40,-0.75,-0.82275,-2.11,0.00172,1228,0.034
"354",40,-0.5,-0.60813,-1.55,0.0574,1077,0.42
"355",40,-0.25,-0.48997,-1.31,0.177,963,0.579
"356",40,0,-0.16976,-0.438,0.988,969,1
"357",40,0.25,0.30759,0.809,0.652,307,0.953
"358",40,0.5,0.60967,1.63,0.0476,319,0.566
"359",40,0.75,0.74779,1.94,0.00404,266,0.301
"360",40,1,0.83813,2.11,0,120,0.0406
"361",41,-1,-0.82513,-2.13,0,1227,0.0192
"362",41,-0.75,-0.77029,-1.96,0.00743,1133,0.212
"363",41,-0.5,-0.64986,-1.63,0.0419,1104,1
"364",41,-0.25,-0.54617,-1.37,0.143,938,0.893
"365",41,0,-0.26132,-0.663,0.836,1147,0.93
"366",41,0.25,0.31651,0.825,0.663,269,1
"367",41,0.5,0.71077,1.81,0.0245,188,0.309
"368",41,0.75,0.786,1.96,0.0018,222,0.173
"369",41,1,0.88743,2.26,0,126,0.00246
"370",42,-1,-0.85357,-2.17,0,1248,0.0124
"371",42,-0.75,-0.81694,-2.12,0.00187,1128,0.0384
"372",42,-0.5,-0.65395,-1.65,0.0395,1208,0.273
"373",42,-0.25,-0.49538,-1.28,0.198,1073,0.827
"374",42,0,-0.31021,-0.795,0.682,1080,1
"375",42,0.25,0.3881,1.01,0.418,399,1
"376",42,0.5,0.5902,1.51,0.0785,362,1
"377",42,0.75,0.73763,1.9,0.00749,295,0.365
"378",42,1,0.82864,2.08,0,160,0.056
"379",43,-1,-0.78647,-1.97,0.00183,1120,0.173
"380",43,-0.75,-0.75274,-1.88,0.0175,1192,0.131
"381",43,-0.5,-0.68352,-1.73,0.0301,1024,0.26
"382",43,-0.25,-0.45594,-1.14,0.296,1099,0.787
"383",43,0,0.20422,0.523,0.97,384,0.993
"384",43,0.25,0.326,0.809,0.677,245,0.941
"385",43,0.5,0.6414,1.62,0.0466,334,0.487
"386",43,0.75,0.74674,1.9,0.0142,207,0.0875
"387",43,1,0.82648,2.05,0.00186,169,0.044
"388",44,-1,-0.84377,-2.05,0.00164,1181,0.0511
"389",44,-0.75,-0.73154,-1.81,0.0154,1207,0.484
"390",44,-0.5,-0.66334,-1.65,0.0314,1093,1
"391",44,-0.25,-0.50489,-1.26,0.211,1133,1
"392",44,0,0.23259,0.596,0.908,251,0.984
"393",44,0.25,0.52419,1.39,0.121,323,0.833
"394",44,0.5,0.65273,1.68,0.0386,302,1
"395",44,0.75,0.80164,2.03,0.002,151,0.157
"396",44,1,0.88088,2.18,0,170,0.0169
"397",45,-1,-0.84277,-2.11,0,1162,0.0226
"398",45,-0.75,-0.77861,-1.98,0.00797,1184,0.176
"399",45,-0.5,-0.62976,-1.63,0.0581,1156,1
"400",45,-0.25,-0.48957,-1.24,0.218,1231,1
"401",45,0,-0.28933,-0.749,0.752,1027,0.995
"402",45,0.25,0.51295,1.26,0.21,275,1
"403",45,0.5,0.75131,1.83,0.0157,219,0.475
"404",45,0.75,0.70203,1.76,0.0162,349,0.447
"405",45,1,0.81695,2,0.00358,248,0.104
"406",46,-1,-0.76386,-1.91,0.00341,1194,0.297
"407",46,-0.75,-0.74862,-1.9,0.00721,1095,0.295
"408",46,-0.5,-0.66838,-1.7,0.0334,1133,1
"409",46,-0.25,-0.52658,-1.35,0.16,1184,1
"410",46,0,0.278,0.728,0.78,43,0.983
"411",46,0.25,0.44052,1.13,0.306,384,0.653
"412",46,0.5,0.66645,1.73,0.0268,311,1
"413",46,0.75,0.80992,2.03,0.00203,106,0.0872
"414",46,1,0.85725,2.13,0,140,0.028
"415",47,-1,-0.84347,-2.08,0,1229,0.0529
"416",47,-0.75,-0.78748,-1.97,0.0019,1162,0.17
"417",47,-0.5,-0.5771,-1.49,0.0671,989,1
"418",47,-0.25,-0.43143,-1.1,0.342,1037,0.871
"419",47,0,0.28657,0.724,0.796,148,0.918
"420",47,0.25,0.50772,1.32,0.169,352,0.848
"421",47,0.5,0.69712,1.75,0.0266,297,0.324
"422",47,0.75,0.77767,1.89,0.0048,251,0.31
"423",47,1,0.85949,2.08,0,207,0.0312
"424",48,-1,-0.81603,-2.02,0.00383,1154,0.107
"425",48,-0.75,-0.75945,-1.93,0.00567,1154,0.251
"426",48,-0.5,-0.6138,-1.59,0.057,941,1
"427",48,-0.25,-0.41933,-1.08,0.364,994,1
"428",48,0,0.26089,0.674,0.815,389,0.979
"429",48,0.25,0.35614,0.918,0.509,356,1
"430",48,0.5,0.68607,1.76,0.0281,215,0.467
"431",48,0.75,0.8188,2.05,0.0018,194,0.0355
"432",48,1,0.8655,2.17,0,199,0.00913
"433",49,-1,-0.80047,-2.02,0,1166,0.0976
"434",49,-0.75,-0.70736,-1.82,0.0143,1000,0.553
"435",49,-0.5,-0.64171,-1.64,0.0416,894,0.61
"436",49,-0.25,-0.41472,-1.06,0.355,988,0.831
"437",49,0,0.35795,0.946,0.508,180,1
"438",49,0.25,0.41146,1.04,0.388,213,1
"439",49,0.5,0.64013,1.64,0.0429,122,0.727
"440",49,0.75,0.59992,1.55,0.0511,252,1
"441",49,1,0.87374,2.21,0,105,0.00983
"442",50,-1,-0.82621,-2.05,0.00183,1227,0.0297
"443",50,-0.75,-0.80703,-2.03,0.00783,1196,0.0364
"444",50,-0.5,-0.72163,-1.81,0.0144,1138,0.228
"445",50,-0.25,-0.50464,-1.26,0.216,917,0.685
"446",50,0,0.28929,0.726,0.793,325,1
"447",50,0.25,0.47693,1.21,0.256,232,1
"448",50,0.5,0.71791,1.77,0.0198,257,0.847
"449",50,0.75,0.78454,1.94,0.00366,137,0.191
"450",50,1,0.84418,2.12,0,166,0.0206
