"","Simulation Number","values.to.vary","ES","NES","p","pos_at_max","q"
"82",10,-1,-0.86129,-2.16,0,1207,0.00577
"83",10,-0.75,-0.7884,-2,0,1210,0.116
"84",10,-0.5,-0.64869,-1.65,0.0343,1001,0.594
"85",10,-0.25,-0.38577,-0.979,0.478,998,0.921
"86",10,0,-0.17239,-0.45,0.992,997,0.991
"87",10,0.25,0.5344,1.33,0.191,254,0.845
"88",10,0.5,0.55479,1.41,0.139,315,0.698
"89",10,0.75,0.77495,1.95,0.0034,155,0.115
"90",10,1,0.81502,2.06,0.00166,189,0.0566
"91",11,-1,-0.81946,-2.06,0.00175,1226,0.0629
"92",11,-0.75,-0.76499,-1.99,0.00186,1142,0.154
"93",11,-0.5,-0.61777,-1.61,0.0487,961,0.661
"94",11,-0.25,-0.36634,-0.948,0.504,938,0.939
"95",11,0,-0.20324,-0.514,0.964,1063,0.994
"96",11,0.25,0.43925,1.15,0.315,225,1
"97",11,0.5,0.65913,1.66,0.0312,280,0.415
"98",11,0.75,0.81227,2.08,0.00179,235,0.0645
"99",11,1,0.83822,2.09,0,165,0.0394
"100",12,-1,-0.83748,-2.03,0,1212,0.0632
"101",12,-0.75,-0.74421,-1.83,0.00533,1090,0.508
"102",12,-0.5,-0.66264,-1.63,0.0316,1027,0.537
"103",12,-0.25,-0.59156,-1.5,0.0894,1142,1
"104",12,0,0.34476,0.862,0.588,185,1
"105",12,0.25,0.48928,1.24,0.213,315,0.644
"106",12,0.5,0.70992,1.81,0.0141,164,0.17
"107",12,0.75,0.76232,1.92,0.00391,126,0.137
"108",12,1,0.82881,2.09,0,115,0.0353
"109",13,-1,-0.82123,-2.04,0.00179,1177,0.0827
"110",13,-0.75,-0.74762,-1.86,0.00951,1079,0.506
"111",13,-0.5,-0.75532,-1.95,0.0035,1132,0.113
"112",13,-0.25,-0.37677,-0.967,0.467,914,0.99
"113",13,0,0.38197,0.984,0.454,292,0.915
"114",13,0.25,0.47889,1.22,0.218,346,0.937
"115",13,0.5,0.65528,1.65,0.0282,196,0.65
"116",13,0.75,0.74519,1.87,0.0111,278,0.433
"117",13,1,0.82197,2.05,0.0019,189,0.071
"118",14,-1,-0.82619,-2.08,0,1164,0.0404
"119",14,-0.75,-0.77524,-1.95,0.00179,1104,0.219
"120",14,-0.5,-0.5584,-1.4,0.128,1026,0.989
"121",14,-0.25,-0.39404,-1.01,0.442,993,0.856
"122",14,0,0.26463,0.682,0.816,211,0.997
"123",14,0.25,0.47852,1.2,0.242,393,1
"124",14,0.5,0.69561,1.73,0.0241,222,0.498
"125",14,0.75,0.75833,1.87,0.0113,204,0.357
"126",14,1,0.82457,2.07,0.00183,191,0.0309
"127",15,-1,-0.89175,-2.25,0,1236,0.00498
"128",15,-0.75,-0.75024,-1.89,0.00368,1134,0.385
"129",15,-0.5,-0.63611,-1.59,0.0483,979,1
"130",15,-0.25,-0.48499,-1.24,0.225,1013,0.768
"131",15,0,0.19852,0.523,0.967,377,0.989
"132",15,0.25,0.49642,1.24,0.212,314,0.703
"133",15,0.5,0.57399,1.47,0.0924,234,0.592
"134",15,0.75,0.83604,2.1,0,120,0.0347
"135",15,1,0.85124,2.11,0.00167,143,0.0359
"136",16,-1,-0.81248,-2.04,0.00175,1171,0.0465
"137",16,-0.75,-0.72819,-1.9,0.00723,1089,0.144
"138",16,-0.5,-0.6478,-1.63,0.0458,1002,0.937
"139",16,-0.25,-0.57326,-1.46,0.107,1031,0.721
"140",16,0,-0.20538,-0.516,0.966,933,0.998
"141",16,0.25,0.53093,1.34,0.158,214,0.653
"142",16,0.5,0.63541,1.59,0.0564,247,0.722
"143",16,0.75,0.78977,2,0.00739,241,0.134
"144",16,1,0.82144,2.06,0.00193,161,0.0733
"145",17,-1,-0.85437,-2.1,0,1233,0.0359
"146",17,-0.75,-0.80739,-2.04,0.00186,1170,0.0784
"147",17,-0.5,-0.63222,-1.64,0.0508,1194,0.932
"148",17,-0.25,-0.58036,-1.52,0.0978,1140,1
"149",17,0,0.34638,0.86,0.615,318,1
"150",17,0.25,0.41555,1.05,0.395,329,0.732
"151",17,0.5,0.64485,1.6,0.0592,282,1
"152",17,0.75,0.78335,1.94,0.005,249,0.207
"153",17,1,0.77305,1.95,0.00348,118,0.179
"154",18,-1,-0.78983,-1.99,0.0017,1090,0.117
"155",18,-0.75,-0.73142,-1.87,0.0122,1069,0.229
"156",18,-0.5,-0.64892,-1.63,0.0465,1038,0.397
"157",18,-0.25,-0.49976,-1.3,0.171,1060,0.969
"158",18,0,0.24505,0.64,0.873,309,0.935
"159",18,0.25,0.48824,1.24,0.232,269,0.84
"160",18,0.5,0.62049,1.6,0.0544,263,1
"161",18,0.75,0.74146,1.86,0.00375,304,0.523
"162",18,1,0.81966,2.09,0.00183,223,0.0412
"163",19,-1,-0.8081,-2.03,0,1153,0.0897
"164",19,-0.75,-0.79958,-2.01,0.00371,1143,0.112
"165",19,-0.5,-0.61503,-1.6,0.056,1077,1
"166",19,-0.25,-0.46186,-1.19,0.245,1040,1
"167",19,0,0.23275,0.595,0.927,358,0.982
"168",19,0.25,0.40532,1.03,0.409,339,0.851
"169",19,0.5,0.74148,1.86,0.00901,274,0.457
"170",19,0.75,0.73263,1.84,0.0108,275,0.541
"171",19,1,0.87083,2.12,0,148,0.0335
"172",20,-1,-0.84379,-2.12,0,1221,0.0301
"173",20,-0.75,-0.72876,-1.87,0.00777,1138,0.266
"174",20,-0.5,-0.69697,-1.83,0.0173,1108,0.644
"175",20,-0.25,-0.50576,-1.36,0.155,1011,0.713
"176",20,0,-0.26583,-0.687,0.852,1205,1
"177",20,0.25,0.35015,0.894,0.559,280,0.929
"178",20,0.5,0.5903,1.5,0.0829,277,0.94
"179",20,0.75,0.75063,1.9,0.00707,307,0.294
"180",20,1,0.77617,1.92,0.00814,101,0.227
"181",21,-1,-0.86108,-2.14,0,1176,0.0166
"182",21,-0.75,-0.71935,-1.82,0.00741,1076,0.563
"183",21,-0.5,-0.64502,-1.61,0.0414,1121,1
"184",21,-0.25,-0.53102,-1.36,0.154,1005,0.81
"185",21,0,-0.32465,-0.825,0.671,1118,0.912
"186",21,0.25,0.38359,0.969,0.487,374,0.965
"187",21,0.5,0.62376,1.61,0.049,301,1
"188",21,0.75,0.80024,2.04,0.0018,216,0.0743
"189",21,1,0.84615,2.15,0,134,0.0105
"190",22,-1,-0.78215,-1.97,0.00741,1089,0.101
"191",22,-0.75,-0.75342,-1.87,0.00571,1163,0.202
"192",22,-0.5,-0.64922,-1.66,0.033,1187,0.484
"193",22,-0.25,-0.50304,-1.28,0.194,1077,1
"194",22,0,-0.22844,-0.584,0.929,946,0.992
"195",22,0.25,0.45063,1.13,0.317,229,0.657
"196",22,0.5,0.68885,1.77,0.0165,355,0.184
"197",22,0.75,0.71838,1.76,0.0109,201,0.21
"198",22,1,0.80285,2,0,240,0.116
"199",23,-1,-0.82065,-2.11,0,1178,0.0272
"200",23,-0.75,-0.6834,-1.76,0.0269,991,0.992
"201",23,-0.5,-0.63047,-1.62,0.0265,1106,1
"202",23,-0.25,-0.3586,-0.936,0.5,1076,0.907
"203",23,0,-0.25573,-0.658,0.868,1095,0.955
"204",23,0.25,0.387,0.991,0.432,188,0.749
"205",23,0.5,0.70021,1.78,0.0176,244,0.955
"206",23,0.75,0.73592,1.89,0.0131,285,0.37
"207",23,1,0.82889,2.08,0.00165,104,0.0502
"208",24,-1,-0.7908,-1.97,0.00172,1183,0.127
"209",24,-0.75,-0.73255,-1.81,0.012,1108,0.639
"210",24,-0.5,-0.6305,-1.59,0.0565,982,1
"211",24,-0.25,-0.53351,-1.33,0.163,987,1
"212",24,0,-0.44192,-1.13,0.3,1121,1
"213",24,0.25,0.55218,1.4,0.143,392,1
"214",24,0.5,0.65018,1.65,0.0405,293,1
"215",24,0.75,0.76295,1.93,0.00771,258,0.244
"216",24,1,0.83184,2.1,0.00192,149,0.0507
"217",25,-1,-0.80137,-2.04,0.00183,1078,0.0839
"218",25,-0.75,-0.69336,-1.74,0.025,1218,1
"219",25,-0.5,-0.59109,-1.51,0.101,980,0.979
"220",25,-0.25,-0.44395,-1.14,0.298,1198,1
"221",25,0,-0.2835,-0.737,0.79,1181,0.974
"222",25,0.25,0.3703,0.939,0.501,414,1
"223",25,0.5,0.72109,1.8,0.00933,289,0.361
"224",25,0.75,0.75314,1.93,0.00885,274,0.236
"225",25,1,0.80434,2,0,202,0.0993
"226",26,-1,-0.86251,-2.18,0,1182,0.0173
"227",26,-0.75,-0.7784,-2.03,0.00562,1205,0.087
"228",26,-0.5,-0.58708,-1.49,0.0797,1137,0.704
"229",26,-0.25,-0.59665,-1.5,0.0604,1079,0.889
"230",26,0,0.2109,0.537,0.959,90,1
"231",26,0.25,0.45276,1.15,0.299,262,0.758
"232",26,0.5,0.60254,1.53,0.0924,320,1
"233",26,0.75,0.81696,2.07,0.0018,206,0.0472
"234",26,1,0.8302,2.06,0,192,0.0442
"235",27,-1,-0.83826,-2.1,0.00179,1186,0.0356
"236",27,-0.75,-0.77593,-1.97,0.00567,1135,0.226
"237",27,-0.5,-0.67898,-1.74,0.0356,1119,0.633
"238",27,-0.25,-0.42673,-1.11,0.335,1051,0.825
"239",27,0,-0.371,-0.951,0.486,1041,1
"240",27,0.25,0.39609,1.03,0.4,129,0.85
"241",27,0.5,0.52958,1.35,0.153,256,0.814
"242",27,0.75,0.75121,1.94,0.0054,200,0.12
"243",27,1,0.82695,2.07,0.00532,188,0.0657
"244",28,-1,-0.79357,-2,0.00179,1113,0.129
"245",28,-0.75,-0.77846,-1.98,0.00368,1125,0.0695
"246",28,-0.5,-0.71894,-1.85,0.0116,1155,0.174
"247",28,-0.25,-0.56656,-1.42,0.119,1179,0.728
"248",28,0,0.2204,0.573,0.938,188,0.964
"249",28,0.25,0.43017,1.1,0.354,361,0.727
"250",28,0.5,0.67043,1.72,0.0324,239,0.368
"251",28,0.75,0.75148,1.89,0.00562,273,0.334
"252",28,1,0.79,1.99,0.00368,151,0.0579
"253",29,-1,-0.83146,-2.08,0.0018,1203,0.0285
"254",29,-0.75,-0.73719,-1.87,0.0125,1105,0.425
"255",29,-0.5,-0.59532,-1.49,0.084,1151,0.484
"256",29,-0.25,-0.55313,-1.43,0.1,1020,0.567
"257",29,0,-0.26245,-0.674,0.848,1158,0.997
"258",29,0.25,0.51804,1.35,0.17,170,0.759
"259",29,0.5,0.69732,1.81,0.00771,309,0.212
"260",29,0.75,0.74671,1.87,0.00357,235,0.183
"261",29,1,0.7792,1.95,0.00169,159,0.0929
"262",30,-1,-0.82131,-1.97,0.00173,1241,0.16
"263",30,-0.75,-0.71722,-1.78,0.0132,1131,0.898
"264",30,-0.5,-0.67743,-1.75,0.0285,1116,0.551
"265",30,-0.25,-0.61269,-1.55,0.0603,1118,0.743
"266",30,0,0.2724,0.706,0.797,257,1
"267",30,0.25,0.49379,1.27,0.18,341,0.65
"268",30,0.5,0.71224,1.75,0.0126,264,0.963
"269",30,0.75,0.74397,1.83,0.0126,178,0.498
"270",30,1,0.83639,2.02,0.0036,180,0.0785
"271",31,-1,-0.84712,-2.09,0,1184,0.038
"272",31,-0.75,-0.77821,-1.94,0.00378,1088,0.234
"273",31,-0.5,-0.70508,-1.81,0.011,1030,0.677
"274",31,-0.25,-0.56008,-1.44,0.116,1137,0.834
"275",31,0,-0.27139,-0.714,0.792,977,1
"276",31,0.25,0.4839,1.2,0.24,367,0.913
"277",31,0.5,0.59758,1.54,0.0763,219,1
"278",31,0.75,0.70028,1.78,0.0206,278,0.233
"279",31,1,0.82846,2.09,0.00172,212,0.0353
"280",32,-1,-0.83029,-2.06,0,1194,0.0488
"281",32,-0.75,-0.70417,-1.77,0.0204,1070,0.49
"282",32,-0.5,-0.66845,-1.7,0.033,1125,0.789
"283",32,-0.25,-0.33547,-0.852,0.628,1024,0.921
"284",32,0,0.28609,0.728,0.773,244,0.915
"285",32,0.25,0.25679,0.664,0.846,333,0.973
"286",32,0.5,0.60135,1.54,0.0971,340,1
"287",32,0.75,0.79316,2.01,0.00784,228,0.144
"288",32,1,0.81281,2.06,0,208,0.0529
"289",33,-1,-0.8713,-2.17,0,1216,0.0134
"290",33,-0.75,-0.70366,-1.81,0.0344,1106,0.699
"291",33,-0.5,-0.57444,-1.49,0.089,1095,0.537
"292",33,-0.25,-0.49946,-1.25,0.221,1106,0.781
"293",33,0,-0.29674,-0.769,0.719,1216,0.909
"294",33,0.25,0.51197,1.34,0.166,131,0.699
"295",33,0.5,0.66382,1.7,0.0258,233,0.367
"296",33,0.75,0.80983,2.09,0.00514,243,0.0577
"297",33,1,0.83807,2.07,0.00183,184,0.0705
"298",34,-1,-0.82764,-2.04,0,1139,0.0337
"299",34,-0.75,-0.77181,-1.95,0.00554,1211,0.0842
"300",34,-0.5,-0.66745,-1.71,0.029,1132,0.334
"301",34,-0.25,-0.47537,-1.22,0.241,954,0.84
"302",34,0,0.18898,0.483,0.984,199,0.983
"303",34,0.25,0.34986,0.913,0.53,219,0.839
"304",34,0.5,0.63237,1.6,0.0495,155,0.523
"305",34,0.75,0.77678,1.97,0.0018,133,0.164
"306",34,1,0.81954,2.06,0.00179,239,0.0519
"307",35,-1,-0.80619,-2.11,0,1185,0.0375
"308",35,-0.75,-0.72067,-1.91,0.00586,1145,0.338
"309",35,-0.5,-0.6171,-1.65,0.0416,929,1
"310",35,-0.25,-0.48557,-1.27,0.227,953,0.796
"311",35,0,0.23409,0.601,0.896,267,1
"312",35,0.25,0.50464,1.31,0.19,271,0.863
"313",35,0.5,0.61968,1.62,0.0471,398,0.578
"314",35,0.75,0.75457,1.91,0.00171,231,0.317
"315",35,1,0.78749,2.01,0.00166,191,0.0597
"316",36,-1,-0.83365,-2.06,0.00181,1199,0.0524
"317",36,-0.75,-0.78803,-1.98,0.00374,1167,0.131
"318",36,-0.5,-0.61885,-1.56,0.0716,1143,1
"319",36,-0.25,-0.53745,-1.37,0.156,1053,1
"320",36,0,-0.25781,-0.647,0.864,1159,1
"321",36,0.25,0.37553,0.951,0.486,342,1
"322",36,0.5,0.67577,1.69,0.0389,285,0.684
"323",36,0.75,0.71935,1.8,0.0161,260,0.651
"324",36,1,0.848,2.1,0,171,0.0274
"325",37,-1,-0.83415,-2.12,0,1172,0.0272
"326",37,-0.75,-0.7702,-1.93,0.00719,1167,0.0828
"327",37,-0.5,-0.63245,-1.6,0.0633,1012,0.613
"328",37,-0.25,-0.4539,-1.17,0.278,1151,0.666
"329",37,0,-0.19349,-0.492,0.973,1120,0.981
"330",37,0.25,0.39462,1.02,0.411,278,0.799
"331",37,0.5,0.59623,1.52,0.0864,265,0.781
"332",37,0.75,0.72153,1.8,0.00973,265,0.201
"333",37,1,0.76885,1.91,0.00538,219,0.154
"334",38,-1,-0.85858,-2.1,0,1243,0.0295
"335",38,-0.75,-0.78231,-1.94,0.0019,1207,0.213
"336",38,-0.5,-0.71458,-1.8,0.0186,1181,0.725
"337",38,-0.25,-0.47954,-1.24,0.242,992,0.989
"338",38,0,0.21116,0.527,0.967,420,0.969
"339",38,0.25,0.47744,1.18,0.263,363,0.745
"340",38,0.5,0.66544,1.67,0.0445,187,0.83
"341",38,0.75,0.71819,1.79,0.0203,292,0.251
"342",38,1,0.81863,1.97,0,121,0.125
"343",39,-1,-0.854,-2.21,0,1198,0.0101
"344",39,-0.75,-0.80084,-2.05,0,1133,0.0764
"345",39,-0.5,-0.67265,-1.71,0.0319,1148,0.633
"346",39,-0.25,-0.4826,-1.23,0.241,1165,1
"347",39,0,0.31504,0.795,0.675,206,0.968
"348",39,0.25,0.39733,1,0.432,411,0.997
"349",39,0.5,0.54339,1.37,0.138,371,1
"350",39,0.75,0.7787,1.92,0.00169,112,0.254
"351",39,1,0.78838,1.96,0.0034,253,0.174
"352",40,-1,-0.82667,-2.02,0,1099,0.0398
"353",40,-0.75,-0.69045,-1.73,0.0342,1072,0.388
"354",40,-0.5,-0.64038,-1.6,0.0693,1033,0.818
"355",40,-0.25,-0.45088,-1.15,0.289,1063,1
"356",40,0,-0.14321,-0.36,0.998,1032,0.999
"357",40,0.25,0.54859,1.4,0.128,234,0.77
"358",40,0.5,0.67667,1.67,0.0297,287,0.944
"359",40,0.75,0.68083,1.74,0.0346,190,0.553
"360",40,1,0.81467,2.08,0,169,0.0491
"361",41,-1,-0.81694,-2,0,1222,0.0887
"362",41,-0.75,-0.7773,-2,0,1085,0.108
"363",41,-0.5,-0.64159,-1.59,0.0474,1074,0.523
"364",41,-0.25,-0.37702,-0.936,0.485,954,0.815
"365",41,0,0.298,0.755,0.755,286,1
"366",41,0.25,0.40445,1.05,0.408,205,0.985
"367",41,0.5,0.71057,1.78,0.0124,205,0.786
"368",41,0.75,0.8141,2,0.00178,185,0.115
"369",41,1,0.86947,2.13,0.00176,151,0.0199
"370",42,-1,-0.78293,-1.97,0.0115,1175,0.169
"371",42,-0.75,-0.77803,-1.92,0.0123,1173,0.292
"372",42,-0.5,-0.64695,-1.68,0.0266,978,1
"373",42,-0.25,-0.46228,-1.21,0.235,1071,0.965
"374",42,0,0.2059,0.517,0.957,374,0.992
"375",42,0.25,0.45309,1.14,0.298,381,0.893
"376",42,0.5,0.62042,1.54,0.0777,292,0.567
"377",42,0.75,0.70422,1.76,0.0152,265,0.293
"378",42,1,0.76879,1.86,0.00161,170,0.19
"379",43,-1,-0.84958,-2.13,0,1186,0.023
"380",43,-0.75,-0.80243,-2.04,0,1146,0.062
"381",43,-0.5,-0.6612,-1.7,0.0268,1154,0.756
"382",43,-0.25,-0.49899,-1.29,0.202,1047,1
"383",43,0,0.34315,0.876,0.59,164,0.965
"384",43,0.25,0.54379,1.36,0.154,173,0.735
"385",43,0.5,0.7296,1.85,0.0073,276,0.522
"386",43,0.75,0.75765,1.93,0.0087,190,0.254
"387",43,1,0.83262,2.02,0,188,0.0905
"388",44,-1,-0.78111,-2.01,0,1140,0.124
"389",44,-0.75,-0.73307,-1.9,0.00372,1050,0.4
"390",44,-0.5,-0.66066,-1.67,0.0343,1105,1
"391",44,-0.25,-0.53624,-1.43,0.12,1068,1
"392",44,0,0.38742,0.994,0.439,109,0.813
"393",44,0.25,0.4194,1.11,0.322,270,0.639
"394",44,0.5,0.6591,1.65,0.0446,253,1
"395",44,0.75,0.69964,1.76,0.0192,172,0.544
"396",44,1,0.81606,2.05,0.00348,185,0.0574
"397",45,-1,-0.80092,-1.98,0.00508,1185,0.114
"398",45,-0.75,-0.72861,-1.82,0.0103,1096,0.533
"399",45,-0.5,-0.52229,-1.28,0.206,1031,0.717
"400",45,-0.25,-0.40904,-1.02,0.442,1179,0.846
"401",45,0,0.29142,0.767,0.73,298,0.952
"402",45,0.25,0.55156,1.43,0.117,281,0.492
"403",45,0.5,0.66534,1.76,0.0311,339,0.569
"404",45,0.75,0.80414,1.99,0.00192,142,0.15
"405",45,1,0.81568,2.09,0.0019,166,0.0578
"406",46,-1,-0.82278,-2.06,0.00178,1167,0.0695
"407",46,-0.75,-0.72009,-1.84,0.0108,1107,0.202
"408",46,-0.5,-0.62729,-1.63,0.0517,1068,0.557
"409",46,-0.25,-0.44905,-1.14,0.307,1055,0.795
"410",46,0,0.27034,0.695,0.811,250,0.956
"411",46,0.25,0.39309,1,0.452,225,0.8
"412",46,0.5,0.63642,1.66,0.0413,402,0.614
"413",46,0.75,0.75295,1.87,0.00752,284,0.443
"414",46,1,0.85921,2.15,0,142,0.0224
"415",47,-1,-0.82099,-2.01,0.00332,1125,0.0503
"416",47,-0.75,-0.77187,-1.93,0.00524,1159,0.104
"417",47,-0.5,-0.59176,-1.48,0.0886,1079,1
"418",47,-0.25,-0.35947,-0.892,0.561,1147,1
"419",47,0,-0.22432,-0.569,0.937,1133,0.964
"420",47,0.25,0.43381,1.12,0.294,206,0.666
"421",47,0.5,0.7052,1.82,0.0139,221,0.307
"422",47,0.75,0.77613,1.94,0.004,234,0.108
"423",47,1,0.82585,2.08,0,213,0.0443
"424",48,-1,-0.81673,-1.97,0.00175,1188,0.16
"425",48,-0.75,-0.75878,-1.88,0.00185,1208,0.369
"426",48,-0.5,-0.4527,-1.18,0.272,968,1
"427",48,-0.25,-0.48547,-1.23,0.229,1137,1
"428",48,0,-0.18837,-0.481,0.992,994,1
"429",48,0.25,0.35635,0.919,0.556,175,0.958
"430",48,0.5,0.64151,1.63,0.0571,258,1
"431",48,0.75,0.67628,1.7,0.0353,308,0.748
"432",48,1,0.84477,2.07,0,161,0.0593
"433",49,-1,-0.79984,-1.97,0.00166,1164,0.0692
"434",49,-0.75,-0.68171,-1.69,0.0351,1174,0.358
"435",49,-0.5,-0.71559,-1.8,0.0143,1061,0.313
"436",49,-0.25,-0.38772,-0.989,0.427,1063,0.886
"437",49,0,0.27047,0.697,0.799,265,1
"438",49,0.25,0.44294,1.11,0.329,393,0.745
"439",49,0.5,0.61744,1.59,0.0539,274,0.661
"440",49,0.75,0.79055,2.02,0,191,0.11
"441",49,1,0.84987,2.1,0,149,0.0339
"442",50,-1,-0.84398,-2.14,0,1267,0.0137
"443",50,-0.75,-0.75343,-1.86,0.00743,1247,0.412
"444",50,-0.5,-0.63622,-1.58,0.0695,1139,1
"445",50,-0.25,-0.46039,-1.15,0.302,1059,1
"446",50,0,0.21866,0.57,0.952,456,1
"447",50,0.25,0.46841,1.21,0.244,260,1
"448",50,0.5,0.63412,1.6,0.061,195,0.614
"449",50,0.75,0.79157,1.95,0.00708,201,0.225
"450",50,1,0.83901,2.08,0.00171,144,0.0349
