"","Simulation Number","Value Added","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"137",1,"-0.75","Cell_No_1","MET inhibitor",-0.54433,-1.37,0.159,1119,1
"138",1,"-0.75","Cell_No_1","microtubule inhibitor",-0.23876,-0.614,0.9,987,0.997
"139",1,"-0.75","Cell_No_1","mTOR inhibitor",0.21278,0.537,0.958,409,0.963
"140",1,"-0.75","Cell_No_1","NFkB pathway inhibitor",-0.18339,-0.463,0.979,1284,0.989
"141",1,"-0.75","Cell_No_1","opioid receptor agonist",-0.46232,-1.19,0.263,1096,1
"142",1,"-0.75","Cell_No_1","p38 MAPK inhibitor",0.48603,1.24,0.238,47,0.834
"143",1,"-0.75","Cell_No_1","PARP inhibitor",0.38631,0.988,0.459,149,0.741
"144",1,"-0.75","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.31247,0.812,0.658,174,0.762
"145",1,"-0.75","Cell_No_1","phosphatase inhibitor",0.52301,1.33,0.174,245,1
"146",1,"-0.75","Cell_No_1","phosphodiesterase inhibitor",0.38304,0.991,0.439,214,0.767
"147",1,"-0.75","Cell_No_1","PI3K inhibitor",-0.41551,-1.07,0.367,1202,0.816
"148",1,"-0.75","Cell_No_1","PLK inhibitor",-0.26933,-0.67,0.845,1136,1
"149",1,"-0.75","Cell_No_1","potassium channel blocker",-0.37219,-0.928,0.526,818,0.873
"150",1,"-0.75","Cell_No_1","PPAR receptor agonist",-0.39614,-0.981,0.46,1341,0.9
"151",1,"-0.75","Cell_No_1","progesterone receptor agonist",-0.34795,-0.859,0.603,978,0.888
"152",1,"-0.75","Cell_No_1","proteasome inhibitor",0.39945,1.01,0.446,423,0.762
"153",1,"-0.75","Cell_No_1","protein synthesis inhibitor",-0.23416,-0.598,0.943,1347,0.988
"154",1,"-0.75","Cell_No_1","protein tyrosine kinase inhibitor",-0.51294,-1.33,0.162,1246,1
"155",1,"-0.75","Cell_No_1","RAF inhibitor",-0.36559,-0.926,0.519,1167,0.846
"156",1,"-0.75","Cell_No_1","RET tyrosine kinase inhibitor",0.44181,1.11,0.305,123,0.786
"157",1,"-0.75","Cell_No_1","retinoid receptor agonist",-0.39424,-0.996,0.449,1234,0.905
"158",1,"-0.75","Cell_No_1","ribonucleotide reductase inhibitor",-0.29224,-0.738,0.785,1045,0.988
"159",1,"-0.75","Cell_No_1","serotonin receptor agonist",-0.25004,-0.623,0.916,894,1
"160",1,"-0.75","Cell_No_1","serotonin receptor antagonist",0.30028,0.783,0.703,504,0.763
"161",1,"-0.75","Cell_No_1","sodium channel blocker",0.39929,1.03,0.419,64,0.792
"162",1,"-0.75","Cell_No_1","src inhibitor",0.36755,0.929,0.509,191,0.76
"163",1,"-0.75","Cell_No_1","sterol demethylase inhibitor",-0.49547,-1.24,0.227,920,1
"164",1,"-0.75","Cell_No_1","SYK inhibitor",-0.46611,-1.16,0.262,1150,0.972
"165",1,"-0.75","Cell_No_1","TGF beta receptor inhibitor",0.46541,1.21,0.265,156,0.773
"166",1,"-0.75","Cell_No_1","thymidylate synthase inhibitor",0.4702,1.21,0.265,98,0.773
"167",1,"-0.75","Cell_No_1","topoisomerase inhibitor",0.31667,0.81,0.675,293,0.744
"168",1,"-0.75","Cell_No_1","tubulin polymerization inhibitor",-0.21855,-0.539,0.956,948,0.984
"169",1,"-0.75","Cell_No_1","tyrosine kinase inhibitor",-0.43697,-1.11,0.329,1212,0.857
"170",1,"-0.75","Cell_No_1","VEGFR inhibitor",0.39912,1.02,0.426,191,0.776
"171",1,"-0.75","Cell_No_1","vitamin D receptor agonist",0.3288,0.832,0.611,199,0.798
"172",1,"-0.75","Cell_No_1","5_random_drugs",-0.88268,-2.25,0,1249,0.00917
"173",1,"-0.5","Cell_No_1","EGFR inhibitor",-0.43745,-1.11,0.342,1213,0.975
"174",1,"-0.5","Cell_No_1","Abl kinase inhibitor",-0.38026,-0.991,0.446,1049,0.909
"175",1,"-0.5","Cell_No_1","acetylcholine receptor agonist",-0.57275,-1.47,0.111,1267,1
"176",1,"-0.5","Cell_No_1","acetylcholine receptor antagonist",-0.34309,-0.876,0.585,1051,0.943
"177",1,"-0.5","Cell_No_1","adenosine receptor antagonist",0.36838,0.924,0.543,195,0.72
"178",1,"-0.5","Cell_No_1","adrenergic receptor agonist",0.49911,1.29,0.166,223,0.971
"179",1,"-0.5","Cell_No_1","adrenergic receptor antagonist",-0.4949,-1.25,0.222,1148,1
"180",1,"-0.5","Cell_No_1","AKT inhibitor",0.43966,1.14,0.291,186,0.767
"181",1,"-0.5","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.39069,-0.989,0.446,960,0.874
"182",1,"-0.5","Cell_No_1","androgen receptor antagonist",-0.65413,-1.68,0.0402,1162,0.572
"183",1,"-0.5","Cell_No_1","antioxidant",0.44543,1.16,0.263,325,0.771
"184",1,"-0.5","Cell_No_1","AP inhibitor",-0.42224,-1.08,0.348,1088,0.934
"185",1,"-0.5","Cell_No_1","ATPase inhibitor",0.32828,0.84,0.649,502,0.741
"186",1,"-0.5","Cell_No_1","Aurora kinase inhibitor",0.37999,0.965,0.491,350,0.754
"187",1,"-0.5","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",0.35611,0.904,0.568,30,0.73
"188",1,"-0.5","Cell_No_1","bacterial DNA gyrase inhibitor",0.58891,1.49,0.0837,166,1
"189",1,"-0.5","Cell_No_1","BCL inhibitor",0.5013,1.31,0.182,337,1
"190",1,"-0.5","Cell_No_1","Bcr.Abl kinase inhibitor",-0.41495,-1.04,0.385,1328,0.926
"191",1,"-0.5","Cell_No_1","benzodiazepine receptor agonist",-0.45565,-1.15,0.293,1034,0.937
"192",1,"-0.5","Cell_No_1","bromodomain inhibitor",-0.75532,-1.94,0.00977,1250,0.273
"193",1,"-0.5","Cell_No_1","calcium channel blocker",0.34515,0.898,0.56,324,0.717
"194",1,"-0.5","Cell_No_1","CC chemokine receptor antagonist",0.56893,1.44,0.116,292,1
"195",1,"-0.5","Cell_No_1","CDK inhibitor",0.37414,0.952,0.485,248,0.722
"196",1,"-0.5","Cell_No_1","CHK inhibitor",0.46718,1.17,0.282,451,0.801
"197",1,"-0.5","Cell_No_1","cyclooxygenase inhibitor",-0.30765,-0.782,0.684,1276,0.971
"198",1,"-0.5","Cell_No_1","cytochrome P450 inhibitor",-0.4641,-1.16,0.28,1078,0.98
"199",1,"-0.5","Cell_No_1","DNA alkylating agent",0.57649,1.47,0.101,508,1
"200",1,"-0.5","Cell_No_1","DNA inhibitor",-0.28759,-0.737,0.759,994,0.987
"201",1,"-0.5","Cell_No_1","DNA methyltransferase inhibitor",0.49566,1.26,0.213,347,0.953
"202",1,"-0.5","Cell_No_1","DNA polymerase inhibitor",-0.4826,-1.21,0.217,1003,1
"203",1,"-0.5","Cell_No_1","DNA synthesis inhibitor",-0.22527,-0.563,0.948,996,0.968
"204",1,"-0.5","Cell_No_1","dopamine receptor antagonist",0.26589,0.692,0.829,110,0.866
"205",1,"-0.5","Cell_No_1","estrogen receptor agonist",-0.33613,-0.858,0.626,905,0.945
"206",1,"-0.5","Cell_No_1","estrogen receptor antagonist",-0.32764,-0.826,0.648,808,0.979
"207",1,"-0.5","Cell_No_1","FGFR inhibitor",0.39811,1.05,0.387,74,0.748
"208",1,"-0.5","Cell_No_1","FLT3 inhibitor",-0.32456,-0.824,0.628,932,0.951
"209",1,"-0.5","Cell_No_1","glucocorticoid receptor agonist",-0.31109,-0.785,0.715,1151,0.995
"210",1,"-0.5","Cell_No_1","glutamate receptor antagonist",-0.52769,-1.35,0.141,1227,1
"211",1,"-0.5","Cell_No_1","glycogen synthase kinase inhibitor",-0.27899,-0.709,0.803,1229,0.976
"212",1,"-0.5","Cell_No_1","growth factor receptor inhibitor",-0.38133,-0.98,0.46,1126,0.858
"213",1,"-0.5","Cell_No_1","HCV inhibitor",0.41936,1.05,0.371,93,0.748
"214",1,"-0.5","Cell_No_1","HDAC inhibitor",0.23113,0.584,0.922,314,0.957
"215",1,"-0.5","Cell_No_1","histamine receptor antagonist",-0.46163,-1.17,0.282,989,1
"216",1,"-0.5","Cell_No_1","histone lysine methyltransferase inhibitor",0.61738,1.63,0.0665,520,1
"217",1,"-0.5","Cell_No_1","HMGCR inhibitor",0.34124,0.889,0.584,50,0.708
"218",1,"-0.5","Cell_No_1","HSP inhibitor",-0.26406,-0.666,0.841,930,0.984
"219",1,"-0.5","Cell_No_1","JAK inhibitor",0.44418,1.1,0.326,264,0.722
"220",1,"-0.5","Cell_No_1","KIT inhibitor",0.4688,1.18,0.271,174,0.839
"221",1,"-0.5","Cell_No_1","MDM inhibitor",0.51229,1.31,0.172,313,1
"222",1,"-0.5","Cell_No_1","MEK inhibitor",0.48644,1.23,0.244,177,0.943
"223",1,"-0.5","Cell_No_1","MET inhibitor",-0.54433,-1.4,0.123,1119,1
"224",1,"-0.5","Cell_No_1","microtubule inhibitor",-0.23876,-0.593,0.916,987,0.99
"225",1,"-0.5","Cell_No_1","mTOR inhibitor",0.21202,0.541,0.959,410,0.961
"226",1,"-0.5","Cell_No_1","NFkB pathway inhibitor",-0.18563,-0.463,0.984,1287,0.99
"227",1,"-0.5","Cell_No_1","opioid receptor agonist",-0.28786,-0.733,0.755,1310,0.966
"228",1,"-0.5","Cell_No_1","p38 MAPK inhibitor",0.43852,1.11,0.341,47,0.743
"229",1,"-0.5","Cell_No_1","PARP inhibitor",0.38631,0.989,0.45,149,0.74
"230",1,"-0.5","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.31247,0.792,0.721,174,0.773
"231",1,"-0.5","Cell_No_1","phosphatase inhibitor",0.52301,1.34,0.143,245,1
"232",1,"-0.5","Cell_No_1","phosphodiesterase inhibitor",0.38304,0.938,0.518,214,0.721
"233",1,"-0.5","Cell_No_1","PI3K inhibitor",-0.41702,-1.04,0.413,1204,0.926
"234",1,"-0.5","Cell_No_1","PLK inhibitor",-0.26933,-0.682,0.86,1136,0.988
"235",1,"-0.5","Cell_No_1","potassium channel blocker",-0.37293,-0.953,0.513,819,0.882
"236",1,"-0.5","Cell_No_1","PPAR receptor agonist",-0.39837,-1.01,0.413,1344,0.953
"237",1,"-0.5","Cell_No_1","progesterone receptor agonist",-0.34795,-0.88,0.591,978,0.969
"238",1,"-0.5","Cell_No_1","proteasome inhibitor",0.3987,1.02,0.409,424,0.74
"239",1,"-0.5","Cell_No_1","protein synthesis inhibitor",-0.23566,-0.595,0.919,1349,1
"240",1,"-0.5","Cell_No_1","protein tyrosine kinase inhibitor",-0.51518,-1.3,0.171,1249,1
"241",1,"-0.5","Cell_No_1","RAF inhibitor",-0.36634,-0.92,0.541,1168,0.92
"242",1,"-0.5","Cell_No_1","RET tyrosine kinase inhibitor",0.44181,1.12,0.313,123,0.764
"243",1,"-0.5","Cell_No_1","retinoid receptor agonist",-0.39648,-0.991,0.457,1237,0.909
"244",1,"-0.5","Cell_No_1","ribonucleotide reductase inhibitor",-0.29224,-0.754,0.737,1045,0.988
"245",1,"-0.5","Cell_No_1","serotonin receptor agonist",-0.25078,-0.655,0.857,895,0.973
"246",1,"-0.5","Cell_No_1","serotonin receptor antagonist",0.29954,0.739,0.751,505,0.827
"247",1,"-0.5","Cell_No_1","sodium channel blocker",0.39929,1.03,0.426,64,0.753
"248",1,"-0.5","Cell_No_1","src inhibitor",0.36755,0.959,0.486,191,0.736
"249",1,"-0.5","Cell_No_1","sterol demethylase inhibitor",-0.49621,-1.25,0.223,921,1
"250",1,"-0.5","Cell_No_1","SYK inhibitor",-0.46611,-1.2,0.265,1150,1
"251",1,"-0.5","Cell_No_1","TGF beta receptor inhibitor",0.46541,1.19,0.253,156,0.884
"252",1,"-0.5","Cell_No_1","thymidylate synthase inhibitor",0.4702,1.19,0.243,98,0.884
"253",1,"-0.5","Cell_No_1","topoisomerase inhibitor",0.31591,0.801,0.667,294,0.781
"254",1,"-0.5","Cell_No_1","tubulin polymerization inhibitor",-0.2193,-0.565,0.957,949,0.989
"255",1,"-0.5","Cell_No_1","tyrosine kinase inhibitor",-0.43848,-1.09,0.342,1214,0.965
"256",1,"-0.5","Cell_No_1","VEGFR inhibitor",0.39912,1.01,0.415,191,0.728
"257",1,"-0.5","Cell_No_1","vitamin D receptor agonist",0.3288,0.855,0.621,199,0.739
"258",1,"-0.5","Cell_No_1","5_random_drugs",-0.73026,-1.84,0.00756,1165,0.291
"259",1,"-0.25","Cell_No_1","EGFR inhibitor",-0.43745,-1.12,0.32,1213,0.835
"260",1,"-0.25","Cell_No_1","Abl kinase inhibitor",-0.38175,-0.97,0.457,1051,0.851
"261",1,"-0.25","Cell_No_1","acetylcholine receptor agonist",-0.57275,-1.44,0.114,1267,1
"262",1,"-0.25","Cell_No_1","acetylcholine receptor antagonist",-0.34457,-0.901,0.57,1053,0.865
"263",1,"-0.25","Cell_No_1","adenosine receptor antagonist",0.36764,0.906,0.546,196,0.725
"264",1,"-0.25","Cell_No_1","adrenergic receptor agonist",0.49836,1.28,0.181,224,1
"265",1,"-0.25","Cell_No_1","adrenergic receptor antagonist",-0.4964,-1.29,0.177,1150,1
"266",1,"-0.25","Cell_No_1","AKT inhibitor",0.43891,1.12,0.328,187,0.685
"267",1,"-0.25","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.39218,-0.966,0.479,962,0.827
"268",1,"-0.25","Cell_No_1","androgen receptor antagonist",-0.65562,-1.67,0.0462,1164,0.867
"269",1,"-0.25","Cell_No_1","antioxidant",0.44543,1.14,0.298,325,0.725
"270",1,"-0.25","Cell_No_1","AP inhibitor",-0.42372,-1.06,0.389,1090,0.935
"271",1,"-0.25","Cell_No_1","ATPase inhibitor",0.32753,0.813,0.687,503,0.784
"272",1,"-0.25","Cell_No_1","Aurora kinase inhibitor",0.37999,0.977,0.467,350,0.76
"273",1,"-0.25","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",0.35611,0.92,0.506,30,0.75
"274",1,"-0.25","Cell_No_1","bacterial DNA gyrase inhibitor",0.58816,1.53,0.0915,167,1
"275",1,"-0.25","Cell_No_1","BCL inhibitor",0.5013,1.28,0.2,337,1
"276",1,"-0.25","Cell_No_1","Bcr.Abl kinase inhibitor",-0.41495,-1.05,0.378,1328,0.91
