"","Simulation Number","Value Added","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"23",1,"-1","Cell_No_1","CDK inhibitor",-0.40446,-1.04,0.388,1256,0.809
"24",1,"-1","Cell_No_1","CHK inhibitor",0.31324,0.806,0.654,930,0.956
"25",1,"-1","Cell_No_1","cyclooxygenase inhibitor",-0.44968,-1.14,0.286,1027,0.925
"26",1,"-1","Cell_No_1","cytochrome P450 inhibitor",-0.30506,-0.761,0.731,410,0.909
"27",1,"-1","Cell_No_1","DNA alkylating agent",-0.37024,-0.938,0.507,1065,0.789
"28",1,"-1","Cell_No_1","DNA inhibitor",-0.30359,-0.765,0.719,1182,0.934
"29",1,"-1","Cell_No_1","DNA methyltransferase inhibitor",0.26878,0.675,0.876,444,0.945
"30",1,"-1","Cell_No_1","DNA polymerase inhibitor",0.42789,1.12,0.31,87,0.969
"31",1,"-1","Cell_No_1","DNA synthesis inhibitor",0.31529,0.788,0.709,377,0.911
"32",1,"-1","Cell_No_1","dopamine receptor antagonist",0.23734,0.62,0.896,271,0.922
"33",1,"-1","Cell_No_1","estrogen receptor agonist",0.29463,0.761,0.743,356,0.887
"34",1,"-1","Cell_No_1","estrogen receptor antagonist",-0.4415,-1.14,0.312,856,0.925
"35",1,"-1","Cell_No_1","FGFR inhibitor",-0.35948,-0.915,0.55,1346,0.799
"36",1,"-1","Cell_No_1","FLT3 inhibitor",0.32924,0.831,0.623,416,0.994
"37",1,"-1","Cell_No_1","glucocorticoid receptor agonist",0.2249,0.577,0.933,363,0.939
"38",1,"-1","Cell_No_1","glutamate receptor antagonist",0.44966,1.16,0.283,275,1
"39",1,"-1","Cell_No_1","glycogen synthase kinase inhibitor",0.37997,0.982,0.457,199,1
"40",1,"-1","Cell_No_1","growth factor receptor inhibitor",0.33521,0.865,0.605,114,1
"41",1,"-1","Cell_No_1","HCV inhibitor",0.46652,1.19,0.25,223,1
"42",1,"-1","Cell_No_1","HDAC inhibitor",0.26194,0.664,0.867,548,0.936
"43",1,"-1","Cell_No_1","histamine receptor antagonist",0.33084,0.845,0.663,317,1
"44",1,"-1","Cell_No_1","histone lysine methyltransferase inhibitor",0.4929,1.26,0.17,72,1
"45",1,"-1","Cell_No_1","HMGCR inhibitor",-0.39108,-0.989,0.48,891,0.759
"46",1,"-1","Cell_No_1","HSP inhibitor",0.30535,0.763,0.73,157,0.906
"47",1,"-1","Cell_No_1","JAK inhibitor",-0.44008,-1.11,0.329,1236,0.807
"48",1,"-1","Cell_No_1","KIT inhibitor",0.30501,0.776,0.757,265,0.907
"49",1,"-1","Cell_No_1","MDM inhibitor",0.3469,0.872,0.602,401,1
"50",1,"-1","Cell_No_1","MEK inhibitor",0.39186,0.996,0.431,52,1
"51",1,"-1","Cell_No_1","MET inhibitor",0.68693,1.74,0.0224,346,1
"52",1,"-1","Cell_No_1","microtubule inhibitor",0.5103,1.28,0.207,78,1
"53",1,"-1","Cell_No_1","mTOR inhibitor",0.32258,0.835,0.66,188,1
"54",1,"-1","Cell_No_1","NFkB pathway inhibitor",-0.46811,-1.21,0.254,1222,0.999
"55",1,"-1","Cell_No_1","opioid receptor agonist",0.31742,0.811,0.703,259,0.974
"56",1,"-1","Cell_No_1","p38 MAPK inhibitor",0.24212,0.631,0.89,106,0.931
"57",1,"-1","Cell_No_1","PARP inhibitor",-0.51337,-1.3,0.194,1086,1
"58",1,"-1","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.4171,1.03,0.4,351,1
"59",1,"-1","Cell_No_1","phosphatase inhibitor",0.47809,1.26,0.222,8,1
"60",1,"-1","Cell_No_1","phosphodiesterase inhibitor",0.36417,0.943,0.525,24,0.993
"61",1,"-1","Cell_No_1","PI3K inhibitor",-0.28874,-0.729,0.798,1126,0.93
"62",1,"-1","Cell_No_1","PLK inhibitor",-0.38334,-0.99,0.463,892,0.794
"63",1,"-1","Cell_No_1","potassium channel blocker",-0.66869,-1.7,0.028,1199,0.39
"64",1,"-1","Cell_No_1","PPAR receptor agonist",-0.43101,-1.12,0.331,1347,0.842
"65",1,"-1","Cell_No_1","progesterone receptor agonist",0.46793,1.18,0.271,127,1
"66",1,"-1","Cell_No_1","proteasome inhibitor",-0.23008,-0.601,0.902,309,0.946
"67",1,"-1","Cell_No_1","protein synthesis inhibitor",0.25291,0.642,0.881,375,0.94
"68",1,"-1","Cell_No_1","protein tyrosine kinase inhibitor",-0.39747,-1.03,0.383,970,0.787
"69",1,"-1","Cell_No_1","RAF inhibitor",0.42897,1.12,0.32,66,0.969
"70",1,"-1","Cell_No_1","RET tyrosine kinase inhibitor",0.2619,0.682,0.859,407,0.957
"71",1,"-1","Cell_No_1","retinoid receptor agonist",-0.33511,-0.837,0.643,1188,0.908
"72",1,"-1","Cell_No_1","ribonucleotide reductase inhibitor",-0.45381,-1.19,0.218,1251,0.956
"73",1,"-1","Cell_No_1","serotonin receptor agonist",0.31425,0.804,0.682,91,0.933
"74",1,"-1","Cell_No_1","serotonin receptor antagonist",0.3217,0.819,0.648,273,0.988
"75",1,"-1","Cell_No_1","sodium channel blocker",-0.52003,-1.31,0.161,1030,1
"76",1,"-1","Cell_No_1","src inhibitor",-0.42573,-1.1,0.336,894,0.778
"77",1,"-1","Cell_No_1","sterol demethylase inhibitor",0.36869,0.961,0.478,29,0.99
"78",1,"-1","Cell_No_1","SYK inhibitor",-0.72954,-1.84,0.00956,1350,0.237
"79",1,"-1","Cell_No_1","TGF beta receptor inhibitor",0.55034,1.44,0.101,201,1
"80",1,"-1","Cell_No_1","thymidylate synthase inhibitor",-0.51284,-1.28,0.193,1186,1
"81",1,"-1","Cell_No_1","topoisomerase inhibitor",0.45569,1.16,0.268,159,1
"82",1,"-1","Cell_No_1","tubulin polymerization inhibitor",-0.24185,-0.615,0.915,1063,0.959
"83",1,"-1","Cell_No_1","tyrosine kinase inhibitor",-0.21753,-0.552,0.946,970,0.955
"84",1,"-1","Cell_No_1","VEGFR inhibitor",-0.25566,-0.66,0.856,997,0.966
"85",1,"-1","Cell_No_1","vitamin D receptor agonist",-0.32533,-0.825,0.648,1200,0.895
"86",1,"-1","Cell_No_1","10_random_drugs",-0.93438,-2.35,0,1253,0.0017
"87",1,"-0.75","Cell_No_1","EGFR inhibitor",0.27818,0.722,0.817,325,0.946
"88",1,"-0.75","Cell_No_1","Abl kinase inhibitor",0.43441,1.1,0.348,164,0.965
"89",1,"-0.75","Cell_No_1","acetylcholine receptor agonist",-0.43921,-1.14,0.302,1080,0.924
"90",1,"-0.75","Cell_No_1","acetylcholine receptor antagonist",0.57987,1.46,0.0866,138,1
"91",1,"-0.75","Cell_No_1","adenosine receptor antagonist",0.3639,0.94,0.496,228,0.996
"92",1,"-0.75","Cell_No_1","adrenergic receptor agonist",0.34933,0.894,0.553,237,0.99
"93",1,"-0.75","Cell_No_1","adrenergic receptor antagonist",-0.24608,-0.617,0.884,1201,0.984
"94",1,"-0.75","Cell_No_1","AKT inhibitor",-0.28351,-0.741,0.767,1235,0.912
"95",1,"-0.75","Cell_No_1","ALK tyrosine kinase receptor inhibitor",0.50666,1.29,0.182,358,1
"96",1,"-0.75","Cell_No_1","androgen receptor antagonist",0.42867,1.1,0.344,311,0.965
"97",1,"-0.75","Cell_No_1","antioxidant",0.51091,1.32,0.188,65,1
"98",1,"-0.75","Cell_No_1","AP inhibitor",-0.30136,-0.782,0.708,1006,0.906
"99",1,"-0.75","Cell_No_1","ATPase inhibitor",-0.47794,-1.21,0.254,1110,1
"100",1,"-0.75","Cell_No_1","Aurora kinase inhibitor",-0.42362,-1.1,0.318,1159,0.828
"101",1,"-0.75","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.39744,-1.03,0.4,1348,0.831
"102",1,"-0.75","Cell_No_1","bacterial DNA gyrase inhibitor",0.3902,0.974,0.474,234,1
"103",1,"-0.75","Cell_No_1","BCL inhibitor",-0.48384,-1.25,0.246,1294,1
"104",1,"-0.75","Cell_No_1","Bcr.Abl kinase inhibitor",0.54595,1.44,0.108,164,1
"105",1,"-0.75","Cell_No_1","benzodiazepine receptor agonist",0.38314,0.982,0.469,180,1
"106",1,"-0.75","Cell_No_1","bromodomain inhibitor",0.34667,0.902,0.539,321,1
"107",1,"-0.75","Cell_No_1","calcium channel blocker",0.31416,0.812,0.684,308,0.972
"108",1,"-0.75","Cell_No_1","CC chemokine receptor antagonist",-0.37063,-0.917,0.536,1018,0.826
"109",1,"-0.75","Cell_No_1","CDK inhibitor",-0.40672,-1.02,0.412,1259,0.767
"110",1,"-0.75","Cell_No_1","CHK inhibitor",0.31176,0.804,0.676,932,0.884
"111",1,"-0.75","Cell_No_1","cyclooxygenase inhibitor",-0.45118,-1.14,0.288,1029,0.924
"112",1,"-0.75","Cell_No_1","cytochrome P450 inhibitor",-0.30506,-0.765,0.721,410,0.904
"113",1,"-0.75","Cell_No_1","DNA alkylating agent",-0.37174,-0.955,0.483,1067,0.787
"114",1,"-0.75","Cell_No_1","DNA inhibitor",-0.30584,-0.798,0.697,1185,0.911
"115",1,"-0.75","Cell_No_1","DNA methyltransferase inhibitor",0.26878,0.673,0.839,444,0.968
"116",1,"-0.75","Cell_No_1","DNA polymerase inhibitor",0.42789,1.11,0.32,87,1
"117",1,"-0.75","Cell_No_1","DNA synthesis inhibitor",0.31529,0.808,0.702,377,0.9
"118",1,"-0.75","Cell_No_1","dopamine receptor antagonist",0.23734,0.606,0.908,271,0.934
"119",1,"-0.75","Cell_No_1","estrogen receptor agonist",0.29463,0.75,0.738,356,0.927
"120",1,"-0.75","Cell_No_1","estrogen receptor antagonist",-0.44298,-1.11,0.335,858,0.862
"121",1,"-0.75","Cell_No_1","FGFR inhibitor",0.23799,0.609,0.924,86,0.951
"122",1,"-0.75","Cell_No_1","FLT3 inhibitor",0.32924,0.851,0.631,416,1
"123",1,"-0.75","Cell_No_1","glucocorticoid receptor agonist",0.2346,0.609,0.91,363,0.951
"124",1,"-0.75","Cell_No_1","glutamate receptor antagonist",0.44966,1.14,0.302,275,1
"125",1,"-0.75","Cell_No_1","glycogen synthase kinase inhibitor",0.37997,0.969,0.468,199,1
"126",1,"-0.75","Cell_No_1","growth factor receptor inhibitor",-0.33717,-0.857,0.59,1259,0.872
"127",1,"-0.75","Cell_No_1","HCV inhibitor",0.46652,1.2,0.238,223,1
"128",1,"-0.75","Cell_No_1","HDAC inhibitor",0.26119,0.667,0.852,549,0.953
"129",1,"-0.75","Cell_No_1","histamine receptor antagonist",0.33084,0.835,0.654,317,1
"130",1,"-0.75","Cell_No_1","histone lysine methyltransferase inhibitor",0.4929,1.28,0.208,72,1
"131",1,"-0.75","Cell_No_1","HMGCR inhibitor",-0.39257,-0.986,0.428,893,0.796
"132",1,"-0.75","Cell_No_1","HSP inhibitor",0.38797,0.986,0.452,157,1
"133",1,"-0.75","Cell_No_1","JAK inhibitor",-0.44233,-1.11,0.324,1239,0.862
"134",1,"-0.75","Cell_No_1","KIT inhibitor",0.30501,0.786,0.729,265,0.89
"135",1,"-0.75","Cell_No_1","MDM inhibitor",0.3469,0.88,0.589,401,0.985
"136",1,"-0.75","Cell_No_1","MEK inhibitor",0.39186,1,0.44,52,1
"137",1,"-0.75","Cell_No_1","MET inhibitor",0.68693,1.79,0.0207,346,0.876
"138",1,"-0.75","Cell_No_1","microtubule inhibitor",0.5103,1.32,0.158,78,1
"139",1,"-0.75","Cell_No_1","mTOR inhibitor",0.32258,0.809,0.685,188,0.924
"140",1,"-0.75","Cell_No_1","NFkB pathway inhibitor",-0.44207,-1.15,0.291,1225,1
"141",1,"-0.75","Cell_No_1","opioid receptor agonist",0.31742,0.81,0.671,259,0.948
"142",1,"-0.75","Cell_No_1","p38 MAPK inhibitor",0.24212,0.605,0.917,106,0.916
"143",1,"-0.75","Cell_No_1","PARP inhibitor",-0.51486,-1.31,0.185,1088,1
"144",1,"-0.75","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.4171,1.07,0.36,351,0.986
"145",1,"-0.75","Cell_No_1","phosphatase inhibitor",0.45767,1.18,0.272,8,1
"146",1,"-0.75","Cell_No_1","phosphodiesterase inhibitor",0.34766,0.897,0.572,24,1
"147",1,"-0.75","Cell_No_1","PI3K inhibitor",-0.29025,-0.74,0.747,1128,0.885
"148",1,"-0.75","Cell_No_1","PLK inhibitor",-0.38482,-0.961,0.491,894,0.81
"149",1,"-0.75","Cell_No_1","potassium channel blocker",-0.67092,-1.74,0.0318,1202,0.312
"150",1,"-0.75","Cell_No_1","PPAR receptor agonist",-0.43101,-1.06,0.372,1347,0.813
"151",1,"-0.75","Cell_No_1","progesterone receptor agonist",0.46793,1.19,0.255,127,1
"152",1,"-0.75","Cell_No_1","proteasome inhibitor",-0.23008,-0.581,0.939,309,0.987
"153",1,"-0.75","Cell_No_1","protein synthesis inhibitor",0.25291,0.649,0.917,375,0.953
"154",1,"-0.75","Cell_No_1","protein tyrosine kinase inhibitor",-0.39896,-1.02,0.438,972,0.767
"155",1,"-0.75","Cell_No_1","RAF inhibitor",0.42897,1.11,0.333,66,1
"156",1,"-0.75","Cell_No_1","RET tyrosine kinase inhibitor",0.2619,0.678,0.838,407,0.983
"157",1,"-0.75","Cell_No_1","retinoid receptor agonist",-0.33734,-0.863,0.621,1191,0.896
"158",1,"-0.75","Cell_No_1","ribonucleotide reductase inhibitor",-0.4568,-1.18,0.256,1255,1
"159",1,"-0.75","Cell_No_1","serotonin receptor agonist",0.31425,0.812,0.675,91,0.972
"160",1,"-0.75","Cell_No_1","serotonin receptor antagonist",0.3217,0.816,0.685,273,1
"161",1,"-0.75","Cell_No_1","sodium channel blocker",-0.52748,-1.34,0.119,1032,1
"162",1,"-0.75","Cell_No_1","src inhibitor",-0.42722,-1.08,0.356,896,0.818
"163",1,"-0.75","Cell_No_1","sterol demethylase inhibitor",0.36869,0.958,0.491,29,0.993
"164",1,"-0.75","Cell_No_1","SYK inhibitor",-0.72954,-1.88,0.0193,1350,0.183
"165",1,"-0.75","Cell_No_1","TGF beta receptor inhibitor",0.55034,1.37,0.167,201,1
"166",1,"-0.75","Cell_No_1","thymidylate synthase inhibitor",-0.51507,-1.32,0.186,1189,1
"167",1,"-0.75","Cell_No_1","topoisomerase inhibitor",0.45569,1.19,0.266,159,1
"168",1,"-0.75","Cell_No_1","tubulin polymerization inhibitor",-0.24336,-0.63,0.9,1065,1
"169",1,"-0.75","Cell_No_1","tyrosine kinase inhibitor",-0.21904,-0.56,0.944,972,0.975
"170",1,"-0.75","Cell_No_1","VEGFR inhibitor",-0.20075,-0.512,0.99,999,0.975
"171",1,"-0.75","Cell_No_1","vitamin D receptor agonist",-0.32756,-0.829,0.658,1203,0.89
"172",1,"-0.75","Cell_No_1","10_random_drugs",-0.83462,-2.11,0.002,1160,0.038
"173",1,"-0.5","Cell_No_1","EGFR inhibitor",0.27741,0.703,0.829,326,0.954
"174",1,"-0.5","Cell_No_1","Abl kinase inhibitor",0.43441,1.13,0.307,164,1
"175",1,"-0.5","Cell_No_1","acetylcholine receptor agonist",-0.43996,-1.11,0.327,1081,0.827
"176",1,"-0.5","Cell_No_1","acetylcholine receptor antagonist",0.57987,1.51,0.0827,138,1
"177",1,"-0.5","Cell_No_1","adenosine receptor antagonist",0.3639,0.969,0.472,228,0.985
"178",1,"-0.5","Cell_No_1","adrenergic receptor agonist",0.34933,0.929,0.513,237,0.963
"179",1,"-0.5","Cell_No_1","adrenergic receptor antagonist",-0.24683,-0.641,0.889,1202,0.959
"180",1,"-0.5","Cell_No_1","AKT inhibitor",-0.285,-0.712,0.794,1237,0.924
"181",1,"-0.5","Cell_No_1","ALK tyrosine kinase receptor inhibitor",0.50591,1.32,0.164,359,1
"182",1,"-0.5","Cell_No_1","androgen receptor antagonist",0.42792,1.09,0.337,312,1
"183",1,"-0.5","Cell_No_1","antioxidant",0.51091,1.29,0.2,65,1
"184",1,"-0.5","Cell_No_1","AP inhibitor",-0.3021,-0.776,0.724,1007,0.882
"185",1,"-0.5","Cell_No_1","ATPase inhibitor",-0.47869,-1.21,0.246,1111,1
"186",1,"-0.5","Cell_No_1","Aurora kinase inhibitor",-0.42513,-1.1,0.356,1161,0.796
"187",1,"-0.5","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.3967,-1.04,0.409,1347,0.787
"188",1,"-0.5","Cell_No_1","bacterial DNA gyrase inhibitor",0.3902,1,0.419,234,1
"189",1,"-0.5","Cell_No_1","BCL inhibitor",-0.48459,-1.25,0.221,1295,1
"190",1,"-0.5","Cell_No_1","Bcr.Abl kinase inhibitor",0.54595,1.39,0.141,164,1
"191",1,"-0.5","Cell_No_1","benzodiazepine receptor agonist",0.38314,0.984,0.465,180,1
"192",1,"-0.5","Cell_No_1","bromodomain inhibitor",0.34593,0.9,0.524,322,0.958
"193",1,"-0.5","Cell_No_1","calcium channel blocker",0.31341,0.801,0.673,309,0.893
"194",1,"-0.5","Cell_No_1","CC chemokine receptor antagonist",-0.37137,-0.935,0.488,1019,0.777
"195",1,"-0.5","Cell_No_1","CDK inhibitor",-0.40747,-1.02,0.387,1260,0.787
"196",1,"-0.5","Cell_No_1","CHK inhibitor",0.31176,0.807,0.656,932,0.907
"197",1,"-0.5","Cell_No_1","cyclooxygenase inhibitor",-0.45194,-1.15,0.289,1030,1
"198",1,"-0.5","Cell_No_1","cytochrome P450 inhibitor",-0.3058,-0.796,0.689,411,0.908
"199",1,"-0.5","Cell_No_1","DNA alkylating agent",-0.37249,-0.972,0.491,1068,0.774
"200",1,"-0.5","Cell_No_1","DNA inhibitor",-0.30659,-0.785,0.729,1186,0.897
"201",1,"-0.5","Cell_No_1","DNA methyltransferase inhibitor",0.26803,0.692,0.852,445,0.946
"202",1,"-0.5","Cell_No_1","DNA polymerase inhibitor",0.42789,1.08,0.375,87,0.998
"203",1,"-0.5","Cell_No_1","DNA synthesis inhibitor",0.31454,0.808,0.686,378,0.958
"204",1,"-0.5","Cell_No_1","dopamine receptor antagonist",0.23659,0.613,0.896,272,0.909
"205",1,"-0.5","Cell_No_1","estrogen receptor agonist",0.29388,0.776,0.725,357,0.89
"206",1,"-0.5","Cell_No_1","estrogen receptor antagonist",-0.44298,-1.14,0.284,858,0.951
"207",1,"-0.5","Cell_No_1","FGFR inhibitor",-0.37002,-0.938,0.527,1348,0.804
"208",1,"-0.5","Cell_No_1","FLT3 inhibitor",0.32849,0.818,0.667,417,0.967
"209",1,"-0.5","Cell_No_1","glucocorticoid receptor agonist",0.24972,0.64,0.886,364,0.923
"210",1,"-0.5","Cell_No_1","glutamate receptor antagonist",0.44891,1.17,0.292,276,1
"211",1,"-0.5","Cell_No_1","glycogen synthase kinase inhibitor",0.37997,0.971,0.475,199,1
"212",1,"-0.5","Cell_No_1","growth factor receptor inhibitor",-0.33791,-0.846,0.614,1260,0.879
"213",1,"-0.5","Cell_No_1","HCV inhibitor",0.46652,1.21,0.229,223,1
"214",1,"-0.5","Cell_No_1","HDAC inhibitor",0.26119,0.662,0.868,549,0.94
"215",1,"-0.5","Cell_No_1","histamine receptor antagonist",0.33009,0.856,0.604,318,0.983
"216",1,"-0.5","Cell_No_1","histone lysine methyltransferase inhibitor",0.4929,1.26,0.21,72,1
"217",1,"-0.5","Cell_No_1","HMGCR inhibitor",-0.39257,-1.01,0.422,893,0.77
"218",1,"-0.5","Cell_No_1","HSP inhibitor",0.37969,0.941,0.494,310,0.972
"219",1,"-0.5","Cell_No_1","JAK inhibitor",-0.44383,-1.15,0.298,1241,1
"220",1,"-0.5","Cell_No_1","KIT inhibitor",0.30426,0.771,0.709,266,0.875
"221",1,"-0.5","Cell_No_1","MDM inhibitor",0.34616,0.885,0.597,402,0.956
"222",1,"-0.5","Cell_No_1","MEK inhibitor",0.39186,0.995,0.46,52,1
"223",1,"-0.5","Cell_No_1","MET inhibitor",0.68618,1.74,0.0274,347,1
"224",1,"-0.5","Cell_No_1","microtubule inhibitor",0.5103,1.32,0.171,78,1
"225",1,"-0.5","Cell_No_1","mTOR inhibitor",0.32258,0.833,0.642,188,0.966
"226",1,"-0.5","Cell_No_1","NFkB pathway inhibitor",-0.4492,-1.13,0.315,1227,0.903
"227",1,"-0.5","Cell_No_1","opioid receptor agonist",0.31742,0.793,0.722,259,0.883
"228",1,"-0.5","Cell_No_1","p38 MAPK inhibitor",0.24212,0.619,0.923,106,0.924
"229",1,"-0.5","Cell_No_1","PARP inhibitor",-0.51561,-1.35,0.16,1089,1
"230",1,"-0.5","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.41635,1.07,0.358,352,0.969
"231",1,"-0.5","Cell_No_1","phosphatase inhibitor",0.51214,1.31,0.184,8,1
"232",1,"-0.5","Cell_No_1","phosphodiesterase inhibitor",0.36156,0.92,0.54,24,0.947
"233",1,"-0.5","Cell_No_1","PI3K inhibitor",-0.29101,-0.734,0.789,1129,0.92
"234",1,"-0.5","Cell_No_1","PLK inhibitor",-0.38482,-0.987,0.454,894,0.78
"235",1,"-0.5","Cell_No_1","potassium channel blocker",-0.67166,-1.74,0.0218,1203,0.306
"236",1,"-0.5","Cell_No_1","PPAR receptor agonist",-0.43026,-1.11,0.318,1346,0.827
"237",1,"-0.5","Cell_No_1","progesterone receptor agonist",0.46793,1.22,0.228,127,1
"238",1,"-0.5","Cell_No_1","proteasome inhibitor",-0.23083,-0.601,0.93,310,0.945
"239",1,"-0.5","Cell_No_1","protein synthesis inhibitor",0.25216,0.644,0.879,376,0.939
"240",1,"-0.5","Cell_No_1","protein tyrosine kinase inhibitor",-0.39896,-1.04,0.384,972,0.787
"241",1,"-0.5","Cell_No_1","RAF inhibitor",0.42897,1.08,0.379,66,0.998
"242",1,"-0.5","Cell_No_1","RET tyrosine kinase inhibitor",0.26115,0.662,0.845,408,0.94
"243",1,"-0.5","Cell_No_1","retinoid receptor agonist",-0.33808,-0.852,0.627,1192,0.901
"244",1,"-0.5","Cell_No_1","ribonucleotide reductase inhibitor",-0.45754,-1.17,0.266,1256,1
"245",1,"-0.5","Cell_No_1","serotonin receptor agonist",0.31425,0.807,0.677,91,0.907
"246",1,"-0.5","Cell_No_1","serotonin receptor antagonist",0.32096,0.834,0.647,274,0.995
"247",1,"-0.5","Cell_No_1","sodium channel blocker",-0.51939,-1.32,0.176,1033,1
"248",1,"-0.5","Cell_No_1","src inhibitor",-0.42722,-1.09,0.335,896,0.768
"249",1,"-0.5","Cell_No_1","sterol demethylase inhibitor",0.36869,0.954,0.495,29,0.98
"250",1,"-0.5","Cell_No_1","SYK inhibitor",-0.72954,-1.86,0.00786,1350,0.206
"251",1,"-0.5","Cell_No_1","TGF beta receptor inhibitor",0.55034,1.41,0.119,201,1
"252",1,"-0.5","Cell_No_1","thymidylate synthase inhibitor",-0.51582,-1.31,0.174,1190,1
"253",1,"-0.5","Cell_No_1","topoisomerase inhibitor",0.45569,1.18,0.242,159,1
"254",1,"-0.5","Cell_No_1","tubulin polymerization inhibitor",-0.24411,-0.625,0.884,1066,0.949
"255",1,"-0.5","Cell_No_1","tyrosine kinase inhibitor",-0.21904,-0.557,0.957,972,0.952
"256",1,"-0.5","Cell_No_1","VEGFR inhibitor",-0.25985,-0.673,0.855,1000,0.949
"257",1,"-0.5","Cell_No_1","vitamin D receptor agonist",-0.32831,-0.836,0.602,1204,0.866
"258",1,"-0.5","Cell_No_1","10_random_drugs",-0.74308,-1.94,0.00806,1136,0.209
"259",1,"-0.25","Cell_No_1","EGFR inhibitor",0.27741,0.723,0.8,326,0.945
"260",1,"-0.25","Cell_No_1","Abl kinase inhibitor",0.43441,1.08,0.358,164,1
"261",1,"-0.25","Cell_No_1","acetylcholine receptor agonist",-0.44368,-1.14,0.287,1086,0.849
"262",1,"-0.25","Cell_No_1","acetylcholine receptor antagonist",0.57987,1.47,0.102,138,1
"263",1,"-0.25","Cell_No_1","adenosine receptor antagonist",0.3639,0.925,0.523,228,0.991
"264",1,"-0.25","Cell_No_1","adrenergic receptor agonist",0.34933,0.884,0.571,237,1
"265",1,"-0.25","Cell_No_1","adrenergic receptor antagonist",-0.25058,-0.651,0.879,1207,0.978
"266",1,"-0.25","Cell_No_1","AKT inhibitor",-0.28799,-0.735,0.776,1241,0.894
"267",1,"-0.25","Cell_No_1","ALK tyrosine kinase receptor inhibitor",0.50517,1.31,0.173,360,1
"268",1,"-0.25","Cell_No_1","androgen receptor antagonist",0.42792,1.09,0.374,312,1
"269",1,"-0.25","Cell_No_1","antioxidant",0.51091,1.28,0.207,65,1
"270",1,"-0.25","Cell_No_1","AP inhibitor",-0.30359,-0.771,0.723,1009,0.894
"271",1,"-0.25","Cell_No_1","ATPase inhibitor",-0.48242,-1.24,0.185,1116,1
"272",1,"-0.25","Cell_No_1","Aurora kinase inhibitor",-0.42889,-1.1,0.338,1166,0.771
"273",1,"-0.25","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.39744,-1.01,0.416,1348,0.787
"274",1,"-0.25","Cell_No_1","bacterial DNA gyrase inhibitor",0.3902,1.01,0.409,234,0.993
"275",1,"-0.25","Cell_No_1","BCL inhibitor",-0.48757,-1.25,0.215,1299,1
"276",1,"-0.25","Cell_No_1","Bcr.Abl kinase inhibitor",0.54595,1.39,0.14,164,1
"277",1,"-0.25","Cell_No_1","benzodiazepine receptor agonist",0.38314,0.984,0.47,180,0.971
"278",1,"-0.25","Cell_No_1","bromodomain inhibitor",0.34593,0.884,0.585,322,1
"279",1,"-0.25","Cell_No_1","calcium channel blocker",0.31341,0.793,0.695,309,0.902
