"","Simulation Number","values.to.vary","ES","NES","p","pos_at_max","q"
"38",5,-0.75,-0.75843,-1.91,0.00357,1216,0.146
"39",5,-0.5,-0.73165,-1.89,0.00753,1145,0.161
"40",5,-0.25,-0.54654,-1.38,0.129,911,0.418
"41",5,0,0.2137,0.549,0.946,385,0.999
"42",5,0.25,0.3531,0.925,0.504,334,0.926
"43",5,0.5,0.69571,1.77,0.0272,258,1
"44",5,0.75,0.82747,2.09,0.00194,138,0.0733
"45",5,1,0.81984,2.03,0,192,0.105
"46",6,-1,-0.84369,-2.23,0.00205,1251,0.00877
"47",6,-0.75,-0.73715,-1.93,0.00398,1187,0.265
"48",6,-0.5,-0.52411,-1.37,0.164,1233,1
"49",6,-0.25,-0.54392,-1.43,0.13,1161,1
"50",6,0,0.28776,0.735,0.784,374,0.986
"51",6,0.25,0.5762,1.49,0.0927,334,1
"52",6,0.5,0.63936,1.62,0.0577,278,1
"53",6,0.75,0.77517,1.95,0.00705,136,0.222
"54",6,1,0.85716,2.21,0,153,0.00523
"55",7,-1,-0.84602,-2.14,0.0019,1273,0.0123
"56",7,-0.75,-0.78641,-1.99,0.00185,1197,0.0489
"57",7,-0.5,-0.72591,-1.84,0.0116,1079,0.463
"58",7,-0.25,-0.51503,-1.33,0.181,1002,0.851
"59",7,0,-0.19356,-0.491,0.976,1218,0.983
"60",7,0.25,0.49211,1.26,0.195,216,0.946
"61",7,0.5,0.67993,1.73,0.028,275,0.596
"62",7,0.75,0.64356,1.63,0.0509,270,0.484
"63",7,1,0.83418,2.06,0,206,0.0613
"64",8,-1,-0.81124,-2.08,0,1177,0.0284
"65",8,-0.75,-0.79557,-2.09,0,1210,0.0259
"66",8,-0.5,-0.59271,-1.54,0.0813,984,0.814
"67",8,-0.25,-0.43665,-1.12,0.306,1073,1
"68",8,0,0.24315,0.631,0.899,139,0.933
"69",8,0.25,0.49562,1.26,0.23,233,0.904
"70",8,0.5,0.7005,1.81,0.0189,103,0.403
"71",8,0.75,0.77309,1.99,0,91,0.167
"72",8,1,0.81618,2.04,0,146,0.0407
"73",9,-1,-0.84824,-2.16,0,1212,0.0134
"74",9,-0.75,-0.65547,-1.69,0.0379,997,0.436
"75",9,-0.5,-0.62466,-1.61,0.0527,1101,0.735
"76",9,-0.25,-0.54008,-1.39,0.128,978,0.91
"77",9,0,0.27348,0.683,0.853,358,0.982
"78",9,0.25,0.44425,1.14,0.307,174,0.964
"79",9,0.5,0.70936,1.79,0.0174,156,0.39
"80",9,0.75,0.78692,1.97,0.00382,141,0.169
"81",9,1,0.78997,1.95,0.00187,114,0.105
"82",10,-1,-0.83199,-2.08,0,1265,0.0312
"83",10,-0.75,-0.83064,-2.03,0,1253,0.0767
"84",10,-0.5,-0.7168,-1.78,0.0185,1074,0.241
"85",10,-0.25,-0.32425,-0.824,0.644,1044,0.804
"86",10,0,-0.29331,-0.753,0.781,998,0.903
"87",10,0.25,0.60707,1.51,0.0911,134,1
"88",10,0.5,0.62257,1.57,0.0682,177,1
"89",10,0.75,0.76038,1.94,0.0119,164,0.216
"90",10,1,0.81048,2,0.00197,181,0.128
"91",11,-1,-0.76419,-1.95,0,1195,0.176
"92",11,-0.75,-0.74931,-1.86,0.00708,1188,0.215
"93",11,-0.5,-0.56919,-1.43,0.115,861,0.715
"94",11,-0.25,-0.44651,-1.13,0.298,942,0.791
"95",11,0,0.2626,0.664,0.852,375,1
"96",11,0.25,0.34984,0.889,0.546,347,1
"97",11,0.5,0.62296,1.62,0.0524,175,1
"98",11,0.75,0.80804,2.1,0,182,0.0488
"99",11,1,0.81147,2.08,0,192,0.0636
"100",12,-1,-0.8662,-2.22,0,1172,0.0042
"101",12,-0.75,-0.79523,-2.05,0.00191,1134,0.0839
"102",12,-0.5,-0.64354,-1.66,0.0474,1151,0.969
"103",12,-0.25,-0.61421,-1.62,0.0482,1045,1
"104",12,0,-0.41613,-1.06,0.38,1269,1
"105",12,0.25,0.54305,1.41,0.126,376,0.566
"106",12,0.5,0.6184,1.63,0.0552,242,0.75
"107",12,0.75,0.7576,1.92,0.00564,206,0.325
"108",12,1,0.88846,2.26,0,142,0.00308
"109",13,-1,-0.84373,-2.12,0,1205,0.0545
"110",13,-0.75,-0.76733,-1.98,0.00418,1036,0.229
"111",13,-0.5,-0.58219,-1.54,0.0804,993,0.953
"112",13,-0.25,-0.54849,-1.43,0.112,1014,1
"113",13,0,0.21885,0.571,0.944,222,0.967
"114",13,0.25,0.63446,1.63,0.0286,208,0.351
"115",13,0.5,0.61604,1.6,0.0565,207,0.424
"116",13,0.75,0.64875,1.63,0.0355,212,0.442
"117",13,1,0.83789,2.11,0.00349,128,0.0277
"118",14,-1,-0.82751,-2.05,0,1196,0.0385
"119",14,-0.75,-0.76147,-1.92,0.00191,1148,0.107
"120",14,-0.5,-0.66253,-1.67,0.0457,1113,0.858
"121",14,-0.25,-0.58479,-1.4,0.124,1143,1
"122",14,0,0.2117,0.536,0.964,65,0.966
"123",14,0.25,0.53433,1.35,0.151,432,0.734
"124",14,0.5,0.66984,1.72,0.0234,241,0.365
"125",14,0.75,0.73986,1.85,0.0145,284,0.463
"126",14,1,0.86119,2.18,0,96,0.0064
"127",15,-1,-0.86056,-2.22,0.00189,1164,0.00576
"128",15,-0.75,-0.7421,-1.87,0.00591,1088,0.562
"129",15,-0.5,-0.58741,-1.52,0.0757,944,1
"130",15,-0.25,-0.43734,-1.14,0.311,1123,0.938
"131",15,0,-0.31048,-0.788,0.694,1129,1
"132",15,0.25,0.41102,1.02,0.436,379,1
"133",15,0.5,0.57445,1.47,0.101,226,0.912
"134",15,0.75,0.82163,2.04,0.00185,170,0.0747
"135",15,1,0.86684,2.19,0,153,0.00671
"136",16,-1,-0.75649,-1.93,0.00565,1138,0.107
"137",16,-0.75,-0.77482,-2,0.00194,1174,0.052
"138",16,-0.5,-0.68141,-1.73,0.0239,1140,0.463
"139",16,-0.25,-0.62995,-1.64,0.0454,1006,0.55
"140",16,0,0.33027,0.846,0.645,381,1
"141",16,0.25,0.50066,1.29,0.197,374,0.956
"142",16,0.5,0.75741,1.94,0.00402,207,0.288
"143",16,0.75,0.76782,1.98,0.0039,217,0.181
"144",16,1,0.83195,2.03,0.00366,82,0.117
"145",17,-1,-0.87414,-2.19,0,1184,0.00961
"146",17,-0.75,-0.76107,-1.91,0.00188,1272,0.25
"147",17,-0.5,-0.66321,-1.67,0.0389,1163,1
"148",17,-0.25,-0.33092,-0.85,0.64,1067,1
"149",17,0,-0.34637,-0.852,0.646,1021,1
"150",17,0.25,0.54631,1.42,0.118,89,1
"151",17,0.5,0.63237,1.61,0.0409,143,1
"152",17,0.75,0.84674,2.19,0,145,0.0209
"153",17,1,0.82893,2.08,0,160,0.0483
"154",18,-1,-0.82566,-2.03,0,1166,0.0781
"155",18,-0.75,-0.74298,-1.83,0.00702,1182,0.278
"156",18,-0.5,-0.61983,-1.56,0.0495,1230,1
"157",18,-0.25,-0.55085,-1.38,0.124,1135,1
"158",18,0,0.41666,1.05,0.397,198,0.781
"159",18,0.25,0.528,1.37,0.136,293,0.714
"160",18,0.5,0.66887,1.69,0.0388,214,1
"161",18,0.75,0.76898,2,0,146,0.13
"162",18,1,0.86001,2.14,0,68,0.0175
"163",19,-1,-0.9314,-2.31,0,1265,0
"164",19,-0.75,-0.75549,-1.89,0.00189,1101,0.347
"165",19,-0.5,-0.71807,-1.78,0.0134,1233,0.821
"166",19,-0.25,-0.47962,-1.21,0.241,1134,0.979
"167",19,0,0.38632,0.974,0.458,302,1
"168",19,0.25,0.34777,0.893,0.592,223,1
"169",19,0.5,0.70402,1.8,0.0275,115,0.266
"170",19,0.75,0.71685,1.78,0.0254,128,0.327
"171",19,1,0.78657,1.97,0.00391,224,0.206
"172",20,-1,-0.90781,-2.31,0,1272,0.00106
"173",20,-0.75,-0.76147,-1.93,0.0103,1249,0.282
"174",20,-0.5,-0.74548,-1.94,0.00625,1155,0.269
"175",20,-0.25,-0.40103,-1.04,0.393,1126,0.902
"176",20,0,0.27646,0.714,0.808,55,0.957
"177",20,0.25,0.47189,1.18,0.281,243,1
"178",20,0.5,0.65111,1.65,0.0362,165,1
"179",20,0.75,0.79362,1.98,0,152,0.129
"180",20,1,0.82758,2.09,0,101,0.0312
"181",21,-1,-0.85906,-2.17,0,1146,0.013
"182",21,-0.75,-0.76933,-1.99,0.00194,1119,0.166
"183",21,-0.5,-0.61838,-1.58,0.0559,1220,0.579
"184",21,-0.25,-0.44558,-1.16,0.281,1001,0.948
"185",21,0,0.1809,0.466,0.992,94,0.989
"186",21,0.25,0.48694,1.26,0.195,193,1
"187",21,0.5,0.60855,1.55,0.0813,119,0.752
"188",21,0.75,0.7986,2.05,0.00193,107,0.0921
"189",21,1,0.84454,2.16,0,155,0.0177
"190",22,-1,-0.81616,-2.07,0.00375,1157,0.0571
"191",22,-0.75,-0.73323,-1.85,0.00951,1049,0.273
"192",22,-0.5,-0.49321,-1.25,0.216,1066,1
"193",22,-0.25,-0.42877,-1.11,0.309,1250,1
"194",22,0,-0.4284,-1.08,0.35,1164,1
"195",22,0.25,0.46158,1.18,0.277,362,0.916
"196",22,0.5,0.64574,1.67,0.0347,285,0.829
"197",22,0.75,0.80911,2.07,0,193,0.0761
"198",22,1,0.85371,2.14,0,154,0.0252
"199",23,-1,-0.82326,-1.99,0,1117,0.108
"200",23,-0.75,-0.79219,-1.98,0.00368,1194,0.134
"201",23,-0.5,-0.61407,-1.55,0.0623,1037,0.667
"202",23,-0.25,-0.32405,-0.831,0.639,1189,0.961
"203",23,0,0.17789,0.461,0.987,224,0.99
"204",23,0.25,0.60602,1.56,0.0769,351,0.658
"205",23,0.5,0.62626,1.63,0.0596,130,0.377
"206",23,0.75,0.81498,2.03,0.00202,136,0.0678
"207",23,1,0.79415,2.01,0.00607,153,0.0715
"208",24,-1,-0.81864,-2.13,0,1169,0.0267
"209",24,-0.75,-0.76472,-1.99,0.00585,1260,0.122
"210",24,-0.5,-0.46814,-1.2,0.256,1018,1
"211",24,-0.25,-0.41161,-1.04,0.389,1185,1
"212",24,0,0.25004,0.657,0.861,309,1
"213",24,0.25,0.41679,1.06,0.384,254,1
"214",24,0.5,0.56636,1.46,0.0967,351,1
"215",24,0.75,0.75314,1.88,0.0138,205,0.242
"216",24,1,0.90977,2.3,0,82,0.00219
"217",25,-1,-0.81648,-2.11,0.00784,1210,0.0634
"218",25,-0.75,-0.76718,-1.97,0.00202,1262,0.2
"219",25,-0.5,-0.61859,-1.57,0.0541,1045,1
"220",25,-0.25,-0.58354,-1.56,0.0553,1010,1
"221",25,0,-0.24001,-0.639,0.874,1124,0.923
"222",25,0.25,0.38628,0.976,0.494,346,0.873
"223",25,0.5,0.63077,1.59,0.055,269,0.483
"224",25,0.75,0.74149,1.84,0.00576,160,0.493
"225",25,1,0.85719,2.16,0,67,0.02
"226",26,-1,-0.81131,-2.01,0,1161,0.132
"227",26,-0.75,-0.73648,-1.88,0.00896,1205,0.449
"228",26,-0.5,-0.69637,-1.74,0.0276,1191,1
"229",26,-0.25,-0.47336,-1.19,0.276,998,0.866
"230",26,0,-0.47072,-1.21,0.246,1101,0.8
"231",26,0.25,0.48554,1.26,0.193,356,0.977
"232",26,0.5,0.61179,1.6,0.0579,445,1
"233",26,0.75,0.82339,2.09,0.00402,190,0.05
"234",26,1,0.84873,2.22,0.00207,54,0.00829
"235",27,-1,-0.8481,-2.15,0,1168,0.0221
"236",27,-0.75,-0.74067,-1.93,0.00984,1075,0.161
"237",27,-0.5,-0.69606,-1.8,0.0272,1046,0.312
"238",27,-0.25,-0.63121,-1.63,0.0462,1208,0.858
"239",27,0,0.30527,0.777,0.698,269,0.859
"240",27,0.25,0.40283,1.02,0.402,333,1
"241",27,0.5,0.64017,1.61,0.0584,320,0.932
"242",27,0.75,0.7708,1.95,0.00368,208,0.16
"243",27,1,0.82641,2.1,0,201,0.0403
"244",28,-1,-0.8903,-2.16,0,1249,0.0172
"245",28,-0.75,-0.72006,-1.82,0.00763,1160,0.331
"246",28,-0.5,-0.69624,-1.75,0.0119,1191,0.327
"247",28,-0.25,-0.66045,-1.67,0.0249,1149,0.403
"248",28,0,0.32928,0.836,0.638,106,1
"249",28,0.25,0.46834,1.2,0.263,310,0.853
"250",28,0.5,0.63507,1.64,0.044,327,0.46
"251",28,0.75,0.76427,1.92,0.00986,121,0.28
"252",28,1,0.82489,2.08,0.00193,244,0.0628
"253",29,-1,-0.8083,-2.01,0,1120,0.0954
"254",29,-0.75,-0.74408,-1.85,0.0167,1168,0.493
"255",29,-0.5,-0.74802,-1.89,0.0111,1207,0.339
"256",29,-0.25,-0.2792,-0.708,0.803,1013,0.935
"257",29,0,0.31679,0.819,0.682,328,0.94
"258",29,0.25,0.44674,1.12,0.322,215,0.884
"259",29,0.5,0.64468,1.61,0.0436,292,1
"260",29,0.75,0.79093,2.03,0,212,0.0914
"261",29,1,0.83603,2.09,0.00391,204,0.0574
"262",30,-1,-0.87285,-2.22,0,1251,0.00258
"263",30,-0.75,-0.77092,-1.97,0.00204,1209,0.162
"264",30,-0.5,-0.7372,-1.84,0.0144,1137,0.157
"265",30,-0.25,-0.52972,-1.34,0.159,979,0.848
"266",30,0,-0.24106,-0.608,0.898,1156,1
"267",30,0.25,0.36154,0.93,0.522,66,0.854
"268",30,0.5,0.72297,1.76,0.0212,282,0.549
"269",30,0.75,0.71324,1.8,0.0142,171,0.766
"270",30,1,0.8152,2.03,0,192,0.0847
"271",31,-1,-0.87859,-2.2,0,1233,0.0137
"272",31,-0.75,-0.81144,-2.06,0,1138,0.0689
"273",31,-0.5,-0.6443,-1.66,0.0397,1110,0.462
"274",31,-0.25,-0.30538,-0.787,0.707,1259,0.894
"275",31,0,-0.30559,-0.792,0.729,1143,0.853
"276",31,0.25,0.3408,0.862,0.613,351,0.957
"277",31,0.5,0.54609,1.4,0.134,245,0.981
"278",31,0.75,0.74714,1.93,0.00556,335,0.248
"279",31,1,0.76646,1.94,0.00349,297,0.232
"280",32,-1,-0.86912,-2.14,0,1253,0.0183
"281",32,-0.75,-0.75172,-1.93,0.00193,1181,0.231
"282",32,-0.5,-0.67965,-1.72,0.035,1097,0.386
"283",32,-0.25,-0.53958,-1.37,0.134,1110,0.799
"284",32,0,0.20229,0.515,0.963,285,0.973
"285",32,0.25,0.43788,1.11,0.33,92,0.862
"286",32,0.5,0.79034,2.02,0,153,0.123
"287",32,0.75,0.76016,2.01,0,261,0.125
"288",32,1,0.81078,2.02,0,224,0.111
"289",33,-1,-0.88234,-2.21,0,1233,0.00713
"290",33,-0.75,-0.7333,-1.81,0.00418,1107,0.627
"291",33,-0.5,-0.69004,-1.77,0.0283,1147,0.883
"292",33,-0.25,-0.51094,-1.31,0.175,1123,0.782
"293",33,0,-0.47818,-1.21,0.244,1153,0.763
"294",33,0.25,0.64833,1.64,0.0298,219,0.407
"295",33,0.5,0.70891,1.75,0.0219,86,0.342
"296",33,0.75,0.7917,1.99,0.00549,133,0.072
"297",33,1,0.82773,2.04,0,82,0.0546
"298",34,-1,-0.94441,-2.32,0,1260,0
"299",34,-0.75,-0.74596,-1.82,0.00947,1110,0.545
"300",34,-0.5,-0.64101,-1.58,0.0692,1080,1
"301",34,-0.25,-0.61502,-1.55,0.0627,1039,1
"302",34,0,0.27551,0.688,0.819,392,0.942
"303",34,0.25,0.57854,1.44,0.109,239,0.62
"304",34,0.5,0.61745,1.57,0.073,369,0.475
"305",34,0.75,0.76644,1.93,0,260,0.257
"306",34,1,0.86502,2.13,0,53,0.0242
"307",35,-1,-0.83928,-2.09,0,1218,0.0436
"308",35,-0.75,-0.82444,-2.05,0,1203,0.0888
"309",35,-0.5,-0.71381,-1.8,0.0156,1185,0.796
"310",35,-0.25,-0.54561,-1.41,0.137,1204,1
"311",35,0,0.26722,0.675,0.845,560,0.989
"312",35,0.25,0.33305,0.854,0.62,289,0.875
"313",35,0.5,0.64237,1.59,0.0674,357,0.564
"314",35,0.75,0.73014,1.81,0.0169,299,0.584
"315",35,1,0.79234,1.97,0.00714,197,0.144
"316",36,-1,-0.85655,-2.18,0,1256,0.0224
"317",36,-0.75,-0.74117,-1.88,0.00756,1140,0.472
"318",36,-0.5,-0.69485,-1.78,0.0232,1027,0.32
"319",36,-0.25,-0.54387,-1.4,0.133,1234,0.808
"320",36,0,-0.24124,-0.612,0.914,1136,0.925
"321",36,0.25,0.47995,1.24,0.219,329,0.998
"322",36,0.5,0.71135,1.79,0.0147,136,0.688
"323",36,0.75,0.76587,2,0,233,0.109
"324",36,1,0.81456,2.05,0.002,112,0.0761
"325",37,-1,-0.84997,-2.1,0.00197,1212,0.019
"326",37,-0.75,-0.86955,-2.15,0,1171,0.0138
"327",37,-0.5,-0.69928,-1.79,0.019,1213,0.238
"328",37,-0.25,-0.46844,-1.22,0.229,1102,0.626
"329",37,0,0.22643,0.57,0.942,34,0.983
"330",37,0.25,0.55496,1.4,0.12,285,1
"331",37,0.5,0.53979,1.38,0.14,281,1
"332",37,0.75,0.70784,1.8,0.0217,266,0.819
"333",37,1,0.78748,1.96,0,140,0.197
"334",38,-1,-0.84124,-2.13,0,1186,0.0275
"335",38,-0.75,-0.82123,-2.1,0,1242,0.0452
"336",38,-0.5,-0.69474,-1.73,0.0378,996,0.633
"337",38,-0.25,-0.43062,-1.08,0.338,1245,1
"338",38,0,0.35908,0.893,0.578,200,1
"339",38,0.25,0.54792,1.39,0.145,198,1
"340",38,0.5,0.6629,1.71,0.0341,212,0.428
"341",38,0.75,0.7559,1.94,0.00806,111,0.113
"342",38,1,0.75146,1.95,0.00607,132,0.219
"343",39,-1,-0.84625,-2.1,0,1263,0.0292
"344",39,-0.75,-0.69991,-1.76,0.0248,1111,0.987
"345",39,-0.5,-0.52414,-1.34,0.159,1059,0.604
"346",39,-0.25,-0.4989,-1.27,0.209,1051,0.62
"347",39,0,-0.27803,-0.701,0.824,1288,1
"348",39,0.25,0.40277,1.03,0.403,364,0.852
"349",39,0.5,0.61606,1.55,0.0603,260,0.894
"350",39,0.75,0.75309,1.91,0.0166,182,0.245
"351",39,1,0.82055,2.04,0,105,0.0502
"352",40,-1,-0.89653,-2.27,0,1211,0.00107
"353",40,-0.75,-0.77897,-2,0.00385,1234,0.0643
"354",40,-0.5,-0.62461,-1.56,0.067,1165,0.988
"355",40,-0.25,-0.51942,-1.31,0.163,1050,0.909
"356",40,0,0.26622,0.682,0.832,392,1
"357",40,0.25,0.31386,0.808,0.646,358,1
"358",40,0.5,0.60971,1.55,0.0697,253,0.42
"359",40,0.75,0.76124,1.93,0.00992,318,0.22
"360",40,1,0.83113,2.12,0,196,0.0285
"361",41,-1,-0.81072,-2.05,0,1196,0.0673
"362",41,-0.75,-0.74829,-1.85,0.00994,1008,0.209
"363",41,-0.5,-0.64165,-1.65,0.0382,1087,0.211
"364",41,-0.25,-0.47519,-1.23,0.231,1018,0.756
"365",41,0,-0.27449,-0.697,0.836,1033,1
"366",41,0.25,0.35973,0.913,0.547,307,0.815
"367",41,0.5,0.51041,1.27,0.202,302,0.777
"368",41,0.75,0.76897,1.93,0,207,0.138
"369",41,1,0.89764,2.21,0,113,0.00475
"370",42,-1,-0.87853,-2.14,0,1206,0.0104
"371",42,-0.75,-0.80935,-2.03,0,1231,0.0573
"372",42,-0.5,-0.62514,-1.54,0.0652,926,0.632
"373",42,-0.25,-0.5134,-1.3,0.182,1154,0.859
"374",42,0,0.30658,0.77,0.737,60,0.976
"375",42,0.25,0.40423,1.03,0.391,331,1
"376",42,0.5,0.71923,1.84,0.0146,163,0.605
"377",42,0.75,0.73005,1.85,0.0111,176,0.501
"378",42,1,0.88978,2.23,0,89,0.00625
"379",43,-1,-0.86224,-2.21,0,1212,0.0125
"380",43,-0.75,-0.67576,-1.77,0.00612,1063,0.523
"381",43,-0.5,-0.70176,-1.81,0.0103,1191,0.428
"382",43,-0.25,-0.46018,-1.19,0.287,1081,1
"383",43,0,-0.35605,-0.92,0.534,1187,1
"384",43,0.25,0.62914,1.6,0.0574,215,1
"385",43,0.5,0.49558,1.28,0.192,354,0.984
"386",43,0.75,0.74421,1.92,0.00713,204,0.263
"387",43,1,0.79709,2.05,0,178,0.0761
"388",44,-1,-0.87475,-2.2,0,1247,0.0101
"389",44,-0.75,-0.75993,-1.91,0.00183,1160,0.353
"390",44,-0.5,-0.6423,-1.68,0.0439,927,0.537
"391",44,-0.25,-0.59008,-1.51,0.0726,1059,0.456
"392",44,0,-0.4145,-1.07,0.341,1019,0.841
"393",44,0.25,0.31057,0.808,0.675,402,1
"394",44,0.5,0.60457,1.55,0.0815,192,0.442
"395",44,0.75,0.72779,1.87,0.00973,179,0.444
"396",44,1,0.85996,2.17,0,146,0.0138
"397",45,-1,-0.75798,-1.96,0.00581,1096,0.166
"398",45,-0.75,-0.79418,-2.02,0,1235,0.0923
"399",45,-0.5,-0.68515,-1.76,0.0196,1022,0.844
"400",45,-0.25,-0.50245,-1.3,0.175,926,0.482
"401",45,0,0.3087,0.807,0.682,387,1
"402",45,0.25,0.44106,1.14,0.309,226,0.955
"403",45,0.5,0.58651,1.49,0.0858,168,0.624
"404",45,0.75,0.7628,1.98,0.0018,144,0.108
"405",45,1,0.80409,2.04,0,155,0.0408
"406",46,-1,-0.90778,-2.35,0,1228,0.00194
"407",46,-0.75,-0.78449,-2.04,0,1199,0.104
"408",46,-0.5,-0.67181,-1.71,0.0195,1227,0.628
"409",46,-0.25,-0.35719,-0.941,0.502,1149,1
"410",46,0,-0.35106,-0.919,0.546,1231,0.97
"411",46,0.25,0.26958,0.676,0.813,150,1
"412",46,0.5,0.66282,1.71,0.032,268,0.484
"413",46,0.75,0.74257,1.92,0.00748,190,0.149
"414",46,1,0.83591,2.13,0,147,0.0138
"415",47,-1,-0.81306,-2.11,0.00372,1230,0.0397
"416",47,-0.75,-0.84254,-2.14,0,1229,0.0221
"417",47,-0.5,-0.51423,-1.33,0.165,1158,0.726
"418",47,-0.25,-0.5162,-1.36,0.169,1047,0.888
"419",47,0,-0.1887,-0.48,0.987,1050,0.985
"420",47,0.25,0.43784,1.14,0.309,254,0.966
"421",47,0.5,0.54964,1.45,0.105,251,0.662
"422",47,0.75,0.75347,1.91,0.00558,253,0.34
"423",47,1,0.82292,2.07,0,160,0.0518
"424",48,-1,-0.8385,-2.15,0.00186,1232,0.0209
"425",48,-0.75,-0.81274,-2,0,1153,0.118
"426",48,-0.5,-0.56791,-1.45,0.125,907,0.48
"427",48,-0.25,-0.33138,-0.851,0.624,1214,0.898
"428",48,0,-0.27347,-0.692,0.806,1313,1
"429",48,0.25,0.36803,0.941,0.512,530,0.909
"430",48,0.5,0.76471,1.98,0.00184,188,0.195
"431",48,0.75,0.67135,1.73,0.0264,391,0.45
"432",48,1,0.81992,2.09,0.002,67,0.0562
"433",49,-1,-0.84274,-2.17,0.00196,1198,0.0249
"434",49,-0.75,-0.76722,-1.92,0.0061,1128,0.33
"435",49,-0.5,-0.60911,-1.55,0.0528,1141,1
"436",49,-0.25,-0.56307,-1.47,0.117,1032,1
"437",49,0,-0.30226,-0.789,0.685,983,0.908
"438",49,0.25,0.31494,0.809,0.667,351,0.826
"439",49,0.5,0.61599,1.59,0.051,219,0.478
"440",49,0.75,0.77609,1.99,0.00367,227,0.125
"441",49,1,0.87382,2.14,0,156,0.0214
"442",50,-1,-0.90308,-2.27,0,1283,0.00188
"443",50,-0.75,-0.71348,-1.75,0.0226,1197,0.3
"444",50,-0.5,-0.68674,-1.76,0.0335,1207,0.476
"445",50,-0.25,-0.37858,-0.948,0.471,1226,1
"446",50,0,0.33205,0.829,0.666,208,0.986
"447",50,0.25,0.48494,1.22,0.204,303,0.889
"448",50,0.5,0.58695,1.49,0.0968,252,1
"449",50,0.75,0.78089,1.95,0.00596,195,0.232
"450",50,1,0.88618,2.24,0,152,0.00319
