"","Simulation Number","Value Added","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"115",1,"-0.75","Cell_No_1","DNA methyltransferase inhibitor",0.38038,0.948,0.498,1,1
"116",1,"-0.75","Cell_No_1","DNA polymerase inhibitor",0.40703,1.02,0.409,508,1
"117",1,"-0.75","Cell_No_1","DNA synthesis inhibitor",-0.66521,-1.71,0.0303,1304,0.331
"118",1,"-0.75","Cell_No_1","dopamine receptor antagonist",0.28766,0.712,0.801,299,1
"119",1,"-0.75","Cell_No_1","estrogen receptor agonist",-0.47482,-1.24,0.207,1035,1
"120",1,"-0.75","Cell_No_1","estrogen receptor antagonist",-0.29657,-0.747,0.745,985,0.894
"121",1,"-0.75","Cell_No_1","FGFR inhibitor",-0.35815,-0.892,0.556,1296,1
"122",1,"-0.75","Cell_No_1","FLT3 inhibitor",-0.26013,-0.662,0.87,1171,0.948
"123",1,"-0.75","Cell_No_1","glucocorticoid receptor agonist",0.26414,0.659,0.846,224,0.934
"124",1,"-0.75","Cell_No_1","glutamate receptor antagonist",-0.38501,-0.977,0.464,1020,1
"125",1,"-0.75","Cell_No_1","glycogen synthase kinase inhibitor",0.31856,0.786,0.683,71,1
"126",1,"-0.75","Cell_No_1","growth factor receptor inhibitor",0.40686,1.03,0.4,106,1
"127",1,"-0.75","Cell_No_1","HCV inhibitor",-0.35501,-0.894,0.561,1037,1
"128",1,"-0.75","Cell_No_1","HDAC inhibitor",0.25884,0.655,0.882,369,0.92
"129",1,"-0.75","Cell_No_1","histamine receptor antagonist",0.25279,0.646,0.877,335,0.912
"130",1,"-0.75","Cell_No_1","histone lysine methyltransferase inhibitor",0.50294,1.28,0.185,170,1
"131",1,"-0.75","Cell_No_1","HMGCR inhibitor",-0.41979,-1.09,0.331,1108,1
"132",1,"-0.75","Cell_No_1","HSP inhibitor",0.45576,1.17,0.285,364,1
"133",1,"-0.75","Cell_No_1","JAK inhibitor",0.38732,0.972,0.464,336,1
"134",1,"-0.75","Cell_No_1","KIT inhibitor",-0.3577,-0.899,0.541,1254,1
"135",1,"-0.75","Cell_No_1","MDM inhibitor",-0.43293,-1.11,0.31,1124,1
"136",1,"-0.75","Cell_No_1","MEK inhibitor",-0.376,-0.964,0.47,1298,1
"137",1,"-0.75","Cell_No_1","MET inhibitor",0.36283,0.896,0.578,863,0.985
"138",1,"-0.75","Cell_No_1","microtubule inhibitor",0.47452,1.17,0.273,273,1
"139",1,"-0.75","Cell_No_1","mTOR inhibitor",-0.34541,-0.881,0.552,1107,0.976
"140",1,"-0.75","Cell_No_1","NFkB pathway inhibitor",0.30714,0.782,0.699,92,0.989
"141",1,"-0.75","Cell_No_1","opioid receptor agonist",-0.3373,-0.862,0.616,1065,0.921
"142",1,"-0.75","Cell_No_1","p38 MAPK inhibitor",0.29916,0.745,0.753,162,1
"143",1,"-0.75","Cell_No_1","PARP inhibitor",0.62478,1.6,0.0547,85,1
"144",1,"-0.75","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.21461,-0.543,0.952,1129,0.96
"145",1,"-0.75","Cell_No_1","phosphatase inhibitor",0.261,0.665,0.879,1001,0.967
"146",1,"-0.75","Cell_No_1","phosphodiesterase inhibitor",-0.40613,-1.04,0.389,1127,1
"147",1,"-0.75","Cell_No_1","PI3K inhibitor",0.22775,0.57,0.946,445,0.962
"148",1,"-0.75","Cell_No_1","PLK inhibitor",0.34994,0.882,0.591,213,0.984
"149",1,"-0.75","Cell_No_1","potassium channel blocker",0.44907,1.13,0.29,747,1
"150",1,"-0.75","Cell_No_1","PPAR receptor agonist",0.37309,0.942,0.513,4,0.976
"151",1,"-0.75","Cell_No_1","progesterone receptor agonist",-0.44365,-1.1,0.336,1205,1
"152",1,"-0.75","Cell_No_1","proteasome inhibitor",0.4779,1.2,0.257,196,1
"153",1,"-0.75","Cell_No_1","protein synthesis inhibitor",0.43875,1.11,0.335,191,1
"154",1,"-0.75","Cell_No_1","protein tyrosine kinase inhibitor",0.33847,0.858,0.634,253,1
"155",1,"-0.75","Cell_No_1","RAF inhibitor",-0.3152,-0.789,0.707,1183,0.863
"156",1,"-0.75","Cell_No_1","RET tyrosine kinase inhibitor",-0.34118,-0.858,0.621,1158,0.813
"157",1,"-0.75","Cell_No_1","retinoid receptor agonist",0.27716,0.692,0.841,339,0.995
"158",1,"-0.75","Cell_No_1","ribonucleotide reductase inhibitor",-0.32184,-0.837,0.627,1266,0.815
"159",1,"-0.75","Cell_No_1","serotonin receptor agonist",-0.24679,-0.629,0.908,1052,0.954
"160",1,"-0.75","Cell_No_1","serotonin receptor antagonist",0.27098,0.673,0.867,180,0.977
"161",1,"-0.75","Cell_No_1","sodium channel blocker",0.41268,1.06,0.374,302,1
"162",1,"-0.75","Cell_No_1","src inhibitor",0.25926,0.66,0.89,184,0.952
"163",1,"-0.75","Cell_No_1","sterol demethylase inhibitor",0.55105,1.38,0.148,129,1
"164",1,"-0.75","Cell_No_1","SYK inhibitor",-0.5491,-1.4,0.144,1244,1
"165",1,"-0.75","Cell_No_1","TGF beta receptor inhibitor",0.41739,1.03,0.437,84,1
"166",1,"-0.75","Cell_No_1","thymidylate synthase inhibitor",0.58061,1.46,0.102,293,1
"167",1,"-0.75","Cell_No_1","topoisomerase inhibitor",-0.38154,-0.964,0.5,925,1
"168",1,"-0.75","Cell_No_1","tubulin polymerization inhibitor",0.29203,0.732,0.778,384,1
"169",1,"-0.75","Cell_No_1","tyrosine kinase inhibitor",0.27067,0.681,0.854,253,0.987
"170",1,"-0.75","Cell_No_1","VEGFR inhibitor",0.17461,0.436,0.995,338,0.994
"171",1,"-0.75","Cell_No_1","vitamin D receptor agonist",-0.74053,-1.85,0.00885,1202,0.187
"172",1,"-0.75","Cell_No_1","6_random_drugs",-0.86325,-2.19,0,1301,0.0055
"173",1,"-0.5","Cell_No_1","EGFR inhibitor",-0.26079,-0.667,0.869,907,0.971
"174",1,"-0.5","Cell_No_1","Abl kinase inhibitor",0.37052,0.936,0.519,184,0.975
"175",1,"-0.5","Cell_No_1","acetylcholine receptor agonist",-0.42834,-1.11,0.319,1349,1
"176",1,"-0.5","Cell_No_1","acetylcholine receptor antagonist",-0.33639,-0.855,0.593,1225,0.916
"177",1,"-0.5","Cell_No_1","adenosine receptor antagonist",0.40591,1.01,0.418,303,1
"178",1,"-0.5","Cell_No_1","adrenergic receptor agonist",0.34628,0.877,0.576,436,1
"179",1,"-0.5","Cell_No_1","adrenergic receptor antagonist",0.41748,1.05,0.393,185,1
"180",1,"-0.5","Cell_No_1","AKT inhibitor",0.37056,0.952,0.516,101,1
"181",1,"-0.5","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.39414,-1.01,0.412,743,1
"182",1,"-0.5","Cell_No_1","androgen receptor antagonist",-0.34132,-0.887,0.581,1282,0.988
"183",1,"-0.5","Cell_No_1","antioxidant",0.52278,1.34,0.16,98,1
"184",1,"-0.5","Cell_No_1","AP inhibitor",0.29844,0.761,0.727,256,1
"185",1,"-0.5","Cell_No_1","ATPase inhibitor",0.33882,0.85,0.626,346,0.945
"186",1,"-0.5","Cell_No_1","Aurora kinase inhibitor",-0.23717,-0.597,0.916,1167,0.952
"187",1,"-0.5","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.36856,-0.963,0.444,1063,1
"188",1,"-0.5","Cell_No_1","bacterial DNA gyrase inhibitor",0.37077,0.936,0.522,368,0.975
"189",1,"-0.5","Cell_No_1","BCL inhibitor",-0.44199,-1.15,0.284,1323,1
"190",1,"-0.5","Cell_No_1","Bcr.Abl kinase inhibitor",0.46425,1.19,0.24,184,1
"191",1,"-0.5","Cell_No_1","benzodiazepine receptor agonist",0.27274,0.696,0.819,100,1
"192",1,"-0.5","Cell_No_1","bromodomain inhibitor",0.45602,1.15,0.275,30,1
"193",1,"-0.5","Cell_No_1","calcium channel blocker",-0.33391,-0.851,0.629,1046,0.847
"194",1,"-0.5","Cell_No_1","CC chemokine receptor antagonist",0.37564,0.945,0.508,489,1
"195",1,"-0.5","Cell_No_1","CDK inhibitor",0.34008,0.858,0.613,88,0.987
"196",1,"-0.5","Cell_No_1","CHK inhibitor",0.38114,0.944,0.507,167,1
"197",1,"-0.5","Cell_No_1","cyclooxygenase inhibitor",0.32511,0.785,0.695,132,1
"198",1,"-0.5","Cell_No_1","cytochrome P450 inhibitor",0.45898,1.2,0.251,142,1
"199",1,"-0.5","Cell_No_1","DNA alkylating agent",0.61822,1.57,0.0401,211,1
"200",1,"-0.5","Cell_No_1","DNA inhibitor",0.44971,1.15,0.28,226,1
"201",1,"-0.5","Cell_No_1","DNA methyltransferase inhibitor",0.37415,0.949,0.499,1,1
"202",1,"-0.5","Cell_No_1","DNA polymerase inhibitor",0.40703,1,0.424,508,1
"203",1,"-0.5","Cell_No_1","DNA synthesis inhibitor",-0.66521,-1.68,0.0412,1304,0.406
"204",1,"-0.5","Cell_No_1","dopamine receptor antagonist",0.28766,0.719,0.795,299,1
"205",1,"-0.5","Cell_No_1","estrogen receptor agonist",-0.47259,-1.22,0.219,1032,1
"206",1,"-0.5","Cell_No_1","estrogen receptor antagonist",-0.29434,-0.768,0.7,982,0.89
"207",1,"-0.5","Cell_No_1","FGFR inhibitor",-0.35889,-0.895,0.572,1297,1
"208",1,"-0.5","Cell_No_1","FLT3 inhibitor",-0.25938,-0.657,0.854,1170,0.951
"209",1,"-0.5","Cell_No_1","glucocorticoid receptor agonist",0.26414,0.657,0.862,224,0.959
"210",1,"-0.5","Cell_No_1","glutamate receptor antagonist",-0.38277,-0.965,0.485,1017,1
"211",1,"-0.5","Cell_No_1","glycogen synthase kinase inhibitor",0.31856,0.801,0.663,71,1
"212",1,"-0.5","Cell_No_1","growth factor receptor inhibitor",0.40686,1.02,0.414,106,1
"213",1,"-0.5","Cell_No_1","HCV inhibitor",-0.35278,-0.9,0.546,1034,1
"214",1,"-0.5","Cell_No_1","HDAC inhibitor",0.25884,0.656,0.845,369,0.94
"215",1,"-0.5","Cell_No_1","histamine receptor antagonist",0.25279,0.647,0.897,335,0.913
"216",1,"-0.5","Cell_No_1","histone lysine methyltransferase inhibitor",0.50294,1.25,0.223,170,1
"217",1,"-0.5","Cell_No_1","HMGCR inhibitor",-0.41831,-1.08,0.337,1106,1
"218",1,"-0.5","Cell_No_1","HSP inhibitor",0.45576,1.12,0.315,364,1
"219",1,"-0.5","Cell_No_1","JAK inhibitor",0.38732,0.964,0.459,336,1
"220",1,"-0.5","Cell_No_1","KIT inhibitor",-0.35845,-0.909,0.549,1255,1
"221",1,"-0.5","Cell_No_1","MDM inhibitor",-0.43144,-1.09,0.335,1122,1
"222",1,"-0.5","Cell_No_1","MEK inhibitor",-0.27868,-0.703,0.816,843,0.957
"223",1,"-0.5","Cell_No_1","MET inhibitor",0.36431,0.897,0.535,861,0.996
"224",1,"-0.5","Cell_No_1","microtubule inhibitor",0.47452,1.17,0.285,273,1
"225",1,"-0.5","Cell_No_1","mTOR inhibitor",-0.3439,-0.853,0.592,1105,0.88
"226",1,"-0.5","Cell_No_1","NFkB pathway inhibitor",0.27392,0.689,0.84,92,1
"227",1,"-0.5","Cell_No_1","opioid receptor agonist",-0.33506,-0.858,0.607,1062,0.954
"228",1,"-0.5","Cell_No_1","p38 MAPK inhibitor",0.29916,0.752,0.778,162,1
"229",1,"-0.5","Cell_No_1","PARP inhibitor",0.62478,1.61,0.0692,85,1
"230",1,"-0.5","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.21311,-0.545,0.961,1127,0.96
"231",1,"-0.5","Cell_No_1","phosphatase inhibitor",0.26324,0.659,0.846,998,0.977
"232",1,"-0.5","Cell_No_1","phosphodiesterase inhibitor",-0.40463,-1.05,0.362,1125,1
"233",1,"-0.5","Cell_No_1","PI3K inhibitor",0.22775,0.568,0.944,445,0.964
"234",1,"-0.5","Cell_No_1","PLK inhibitor",0.34994,0.875,0.6,213,0.981
"235",1,"-0.5","Cell_No_1","potassium channel blocker",0.45056,1.13,0.325,745,1
"236",1,"-0.5","Cell_No_1","PPAR receptor agonist",0.37309,0.933,0.531,4,0.948
"237",1,"-0.5","Cell_No_1","progesterone receptor agonist",-0.44439,-1.12,0.327,1206,1
"238",1,"-0.5","Cell_No_1","proteasome inhibitor",0.40244,1.02,0.408,196,1
"239",1,"-0.5","Cell_No_1","protein synthesis inhibitor",0.43875,1.09,0.344,191,1
"240",1,"-0.5","Cell_No_1","protein tyrosine kinase inhibitor",0.33847,0.856,0.608,253,0.961
"241",1,"-0.5","Cell_No_1","RAF inhibitor",-0.31446,-0.802,0.676,1182,0.866
"242",1,"-0.5","Cell_No_1","RET tyrosine kinase inhibitor",-0.34043,-0.868,0.616,1157,0.981
"243",1,"-0.5","Cell_No_1","retinoid receptor agonist",0.27716,0.692,0.843,339,1
"244",1,"-0.5","Cell_No_1","ribonucleotide reductase inhibitor",-0.32259,-0.838,0.651,1267,0.834
"245",1,"-0.5","Cell_No_1","serotonin receptor agonist",-0.24455,-0.612,0.895,1049,0.969
"246",1,"-0.5","Cell_No_1","serotonin receptor antagonist",0.27098,0.675,0.817,180,0.978
"247",1,"-0.5","Cell_No_1","sodium channel blocker",0.41268,1.05,0.38,302,1
"248",1,"-0.5","Cell_No_1","src inhibitor",0.25926,0.652,0.858,184,0.926
"249",1,"-0.5","Cell_No_1","sterol demethylase inhibitor",0.55105,1.37,0.15,129,1
"250",1,"-0.5","Cell_No_1","SYK inhibitor",-0.54984,-1.41,0.113,1245,1
"251",1,"-0.5","Cell_No_1","TGF beta receptor inhibitor",0.41739,1.06,0.382,84,1
"252",1,"-0.5","Cell_No_1","thymidylate synthase inhibitor",0.58061,1.46,0.0959,293,1
"253",1,"-0.5","Cell_No_1","topoisomerase inhibitor",-0.38003,-0.962,0.481,923,1
"254",1,"-0.5","Cell_No_1","tubulin polymerization inhibitor",0.29203,0.732,0.781,384,1
"255",1,"-0.5","Cell_No_1","tyrosine kinase inhibitor",0.27067,0.682,0.834,253,0.99
"256",1,"-0.5","Cell_No_1","VEGFR inhibitor",0.17461,0.432,0.99,338,0.995
"257",1,"-0.5","Cell_No_1","vitamin D receptor agonist",-0.74053,-1.88,0.0067,1202,0.162
"258",1,"-0.5","Cell_No_1","6_random_drugs",-0.81784,-2.03,0.002,1100,0.0816
"259",1,"-0.25","Cell_No_1","EGFR inhibitor",-0.26308,-0.673,0.818,910,1
"260",1,"-0.25","Cell_No_1","Abl kinase inhibitor",0.37052,0.924,0.544,184,0.949
"261",1,"-0.25","Cell_No_1","acetylcholine receptor agonist",0.43962,1.08,0.367,199,1
"262",1,"-0.25","Cell_No_1","acetylcholine receptor antagonist",-0.33714,-0.857,0.638,1226,0.927
"263",1,"-0.25","Cell_No_1","adenosine receptor antagonist",0.40516,1.02,0.412,304,1
"264",1,"-0.25","Cell_No_1","adrenergic receptor agonist",0.34553,0.867,0.595,437,0.956
"265",1,"-0.25","Cell_No_1","adrenergic receptor antagonist",0.41748,1.06,0.387,185,1
"266",1,"-0.25","Cell_No_1","AKT inhibitor",0.37056,0.939,0.511,101,0.946
"267",1,"-0.25","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.39563,-0.971,0.477,745,1
"268",1,"-0.25","Cell_No_1","androgen receptor antagonist",-0.34206,-0.871,0.586,1283,1
"269",1,"-0.25","Cell_No_1","antioxidant",0.52278,1.33,0.155,98,1
"270",1,"-0.25","Cell_No_1","AP inhibitor",0.2977,0.76,0.767,257,1
"271",1,"-0.25","Cell_No_1","ATPase inhibitor",0.33807,0.84,0.616,347,0.986
"272",1,"-0.25","Cell_No_1","Aurora kinase inhibitor",-0.23868,-0.606,0.908,1169,0.943
"273",1,"-0.25","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.37154,-0.924,0.486,1067,1
"274",1,"-0.25","Cell_No_1","bacterial DNA gyrase inhibitor",0.37003,0.941,0.486,369,0.976
"275",1,"-0.25","Cell_No_1","BCL inhibitor",-0.44273,-1.13,0.329,1324,1
"276",1,"-0.25","Cell_No_1","Bcr.Abl kinase inhibitor",0.46425,1.17,0.269,184,1
"277",1,"-0.25","Cell_No_1","benzodiazepine receptor agonist",0.27274,0.698,0.827,100,1
"278",1,"-0.25","Cell_No_1","bromodomain inhibitor",0.45602,1.14,0.301,30,1
"279",1,"-0.25","Cell_No_1","calcium channel blocker",-0.33689,-0.851,0.634,1050,0.897
"280",1,"-0.25","Cell_No_1","CC chemokine receptor antagonist",0.3749,0.961,0.482,490,1
"281",1,"-0.25","Cell_No_1","CDK inhibitor",0.355,0.898,0.542,88,0.945
"282",1,"-0.25","Cell_No_1","CHK inhibitor",0.38114,0.971,0.468,167,1
