"","Simulation Number","values.to.vary","ES","NES","p","pos_at_max","q"
"54",6,1,0.82979,2.1,0.00183,91,0.0397
"55",7,-1,-0.81765,-2.09,0.00196,1112,0.0227
"56",7,-0.75,-0.68663,-1.74,0.0256,1040,0.378
"57",7,-0.5,-0.68528,-1.72,0.024,1210,0.431
"58",7,-0.25,-0.3623,-0.95,0.473,1172,0.877
"59",7,0,-0.25876,-0.673,0.852,1211,0.934
"60",7,0.25,0.52482,1.33,0.14,120,1
"61",7,0.5,0.59002,1.5,0.0878,420,0.742
"62",7,0.75,0.75152,1.92,0.00544,182,0.242
"63",7,1,0.79836,1.98,0.00368,168,0.131
"64",8,-1,-0.82216,-2.02,0,1160,0.0486
"65",8,-0.75,-0.80362,-2.02,0,1201,0.0526
"66",8,-0.5,-0.61973,-1.56,0.0569,1225,0.954
"67",8,-0.25,-0.54318,-1.37,0.142,1204,1
"68",8,0,-0.34424,-0.879,0.591,1113,1
"69",8,0.25,0.49179,1.22,0.225,388,1
"70",8,0.5,0.64525,1.63,0.0358,340,0.694
"71",8,0.75,0.79344,1.9,0.0018,147,0.303
"72",8,1,0.84526,2.07,0,169,0.0483
"73",9,-1,-0.85257,-2.15,0,1219,0.022
"74",9,-0.75,-0.79072,-2,0,1076,0.169
"75",9,-0.5,-0.6183,-1.59,0.0481,965,1
"76",9,-0.25,-0.54987,-1.46,0.0978,1053,1
"77",9,0,0.2428,0.609,0.888,495,0.98
"78",9,0.25,0.39178,1.03,0.402,185,0.854
"79",9,0.5,0.7177,1.83,0.0131,325,0.181
"80",9,0.75,0.81758,2.09,0,134,0.0206
"81",9,1,0.83363,2.09,0,92,0.026
"82",10,-1,-0.85061,-2.2,0.00195,1204,0.00781
"83",10,-0.75,-0.79747,-2.07,0.00384,1147,0.0571
"84",10,-0.5,-0.71076,-1.83,0.00996,1074,0.555
"85",10,-0.25,-0.31338,-0.826,0.646,1075,1
"86",10,0,0.46597,1.15,0.292,233,0.917
"87",10,0.25,0.29453,0.755,0.728,454,0.99
"88",10,0.5,0.51146,1.29,0.186,262,1
"89",10,0.75,0.79292,1.96,0.00546,201,0.188
"90",10,1,0.84709,2.15,0.00185,194,0.0177
"91",11,-1,-0.82141,-2.11,0,1230,0.0296
"92",11,-0.75,-0.6694,-1.72,0.0173,1019,1
"93",11,-0.5,-0.6668,-1.7,0.0345,1098,1
"94",11,-0.25,-0.40205,-1,0.456,858,1
"95",11,0,-0.22184,-0.569,0.956,1134,0.945
"96",11,0.25,0.45296,1.16,0.287,184,1
"97",11,0.5,0.62499,1.62,0.0584,357,0.698
"98",11,0.75,0.75617,1.91,0.00564,168,0.286
"99",11,1,0.84889,2.13,0,154,0.0413
"100",12,-1,-0.87941,-2.22,0,1195,0.0117
"101",12,-0.75,-0.73825,-1.94,0.00786,1221,0.132
"102",12,-0.5,-0.53824,-1.37,0.132,925,0.517
"103",12,-0.25,-0.57036,-1.44,0.122,1154,0.632
"104",12,0,-0.32013,-0.815,0.66,1282,0.992
"105",12,0.25,0.3175,0.827,0.648,211,0.953
"106",12,0.5,0.62837,1.63,0.0341,173,1
"107",12,0.75,0.80821,1.99,0,178,0.127
"108",12,1,0.85444,2.15,0,142,0.0196
"109",13,-1,-0.89078,-2.35,0,1239,0
"110",13,-0.75,-0.76845,-2,0.00811,1161,0.158
"111",13,-0.5,-0.72047,-1.89,0.0185,1212,0.413
"112",13,-0.25,-0.56046,-1.46,0.0976,932,0.808
"113",13,0,-0.211,-0.544,0.956,1259,1
"114",13,0.25,0.381,0.965,0.499,129,0.837
"115",13,0.5,0.69994,1.73,0.0215,159,0.297
"116",13,0.75,0.7367,1.85,0.00543,189,0.268
"117",13,1,0.83687,2.14,0,106,0.0189
"118",14,-1,-0.86454,-2.14,0,1237,0.0125
"119",14,-0.75,-0.77882,-1.99,0,1191,0.129
"120",14,-0.5,-0.68643,-1.78,0.014,1114,0.942
"121",14,-0.25,-0.36922,-0.934,0.535,1062,1
"122",14,0,-0.23175,-0.593,0.93,1158,0.967
"123",14,0.25,0.39111,1.01,0.411,387,0.796
"124",14,0.5,0.72241,1.87,0.012,192,0.421
"125",14,0.75,0.73436,1.87,0.00749,192,0.432
"126",14,1,0.80571,2.03,0.00187,119,0.0984
"127",15,-1,-0.81808,-2.15,0,1149,0.00858
"128",15,-0.75,-0.79813,-1.97,0.00172,1156,0.157
"129",15,-0.5,-0.68536,-1.74,0.0294,1013,0.977
"130",15,-0.25,-0.55994,-1.43,0.111,1057,0.78
"131",15,0,0.34089,0.882,0.586,189,0.941
"132",15,0.25,0.33187,0.856,0.59,157,1
"133",15,0.5,0.63538,1.57,0.0671,236,1
"134",15,0.75,0.74822,1.93,0.00936,194,0.32
"135",15,1,0.83327,2.09,0.00193,157,0.0504
"136",16,-1,-0.82659,-2.1,0,1116,0.0487
"137",16,-0.75,-0.71494,-1.84,0.0132,1150,0.579
"138",16,-0.5,-0.68895,-1.77,0.0325,1115,0.325
"139",16,-0.25,-0.44838,-1.15,0.279,896,0.851
"140",16,0,0.35115,0.914,0.549,385,1
"141",16,0.25,0.42674,1.1,0.33,364,0.963
"142",16,0.5,0.64595,1.64,0.0441,317,0.379
"143",16,0.75,0.68829,1.75,0.0196,204,0.328
"144",16,1,0.80554,2.08,0.00192,164,0.0491
"145",17,-1,-0.79657,-1.98,0.00348,1167,0.123
"146",17,-0.75,-0.77366,-1.94,0.00348,1133,0.204
"147",17,-0.5,-0.64737,-1.62,0.0392,1157,0.512
"148",17,-0.25,-0.55433,-1.37,0.139,1051,0.541
"149",17,0,-0.33869,-0.841,0.61,1178,0.954
"150",17,0.25,0.59154,1.55,0.0589,124,0.805
"151",17,0.5,0.70961,1.79,0.025,229,0.437
"152",17,0.75,0.74795,1.89,0.0127,195,0.212
"153",17,1,0.85281,2.15,0,115,0.02
"154",18,-1,-0.82482,-2.08,0,1238,0.0566
"155",18,-0.75,-0.75868,-1.92,0.00871,1087,0.29
"156",18,-0.5,-0.71057,-1.82,0.0221,1130,0.335
"157",18,-0.25,-0.51939,-1.33,0.163,860,0.828
"158",18,0,0.24904,0.654,0.853,207,1
"159",18,0.25,0.52618,1.34,0.155,130,1
"160",18,0.5,0.63661,1.62,0.0596,94,1
"161",18,0.75,0.7673,1.93,0,153,0.135
"162",18,1,0.89054,2.28,0,112,0.00401
"163",19,-1,-0.81303,-2.08,0.00598,1178,0.0607
"164",19,-0.75,-0.71192,-1.79,0.0166,998,0.786
"165",19,-0.5,-0.70432,-1.8,0.0228,1173,0.707
"166",19,-0.25,-0.62389,-1.62,0.0634,1033,1
"167",19,0,0.15695,0.396,0.998,554,0.998
"168",19,0.25,0.62986,1.61,0.0655,198,0.784
"169",19,0.5,0.59711,1.46,0.0909,133,0.969
"170",19,0.75,0.65011,1.66,0.033,365,0.577
"171",19,1,0.87612,2.17,0,158,0.00881
"172",20,-1,-0.86785,-2.18,0,1239,0.0155
"173",20,-0.75,-0.74677,-1.95,0.00951,1124,0.293
"174",20,-0.5,-0.61859,-1.61,0.0453,1141,0.847
"175",20,-0.25,-0.37677,-0.969,0.469,967,0.978
"176",20,0,0.20146,0.528,0.976,137,0.965
"177",20,0.25,0.2941,0.791,0.727,296,1
"178",20,0.5,0.51567,1.35,0.156,150,0.628
"179",20,0.75,0.81408,2.05,0,231,0.08
"180",20,1,0.82638,2.07,0,164,0.0849
"181",21,-1,-0.8572,-2.09,0.00189,1194,0.0506
"182",21,-0.75,-0.78768,-2,0,1091,0.149
"183",21,-0.5,-0.47772,-1.19,0.276,987,0.579
"184",21,-0.25,-0.5116,-1.36,0.155,1013,0.628
"185",21,0,0.30424,0.762,0.744,377,0.922
"186",21,0.25,0.49634,1.24,0.229,317,0.92
"187",21,0.5,0.67191,1.75,0.0348,342,0.334
"188",21,0.75,0.74534,1.85,0.0101,299,0.137
"189",21,1,0.83096,2.09,0.0018,171,0.0443
"190",22,-1,-0.79579,-2.01,0.00542,1075,0.115
"191",22,-0.75,-0.77776,-1.98,0.0058,1087,0.171
"192",22,-0.5,-0.72078,-1.87,0.017,1150,0.492
"193",22,-0.25,-0.46313,-1.17,0.28,995,0.65
"194",22,0,0.2787,0.726,0.801,288,1
"195",22,0.25,0.61258,1.6,0.0516,333,1
"196",22,0.5,0.50338,1.28,0.2,425,0.903
"197",22,0.75,0.75687,1.92,0.0078,172,0.27
"198",22,1,0.87557,2.24,0,99,0.007
"199",23,-1,-0.82882,-2.11,0.00191,1294,0.03
"200",23,-0.75,-0.78832,-1.95,0.00391,1165,0.121
"201",23,-0.5,-0.69245,-1.79,0.0143,1180,0.325
"202",23,-0.25,-0.39665,-0.994,0.445,992,0.961
"203",23,0,0.12296,0.305,1,390,1
"204",23,0.25,0.51838,1.29,0.198,240,1
"205",23,0.5,0.58216,1.49,0.0979,336,1
"206",23,0.75,0.72885,1.82,0.00727,317,0.259
"207",23,1,0.7416,1.89,0.013,255,0.266
"208",24,-1,-0.81562,-2.11,0.00192,1246,0.0393
"209",24,-0.75,-0.78543,-2.01,0,1144,0.142
"210",24,-0.5,-0.59799,-1.54,0.0711,1013,0.662
"211",24,-0.25,-0.43432,-1.12,0.32,987,1
"212",24,0,0.22504,0.585,0.94,62,0.957
"213",24,0.25,0.48119,1.24,0.213,298,0.635
"214",24,0.5,0.74246,1.88,0.00973,196,0.405
"215",24,0.75,0.66956,1.71,0.0373,257,1
"216",24,1,0.83565,2.14,0,212,0.0119
"217",25,-1,-0.83712,-2.06,0.00353,1225,0.0419
"218",25,-0.75,-0.74851,-1.88,0.0169,1171,0.336
"219",25,-0.5,-0.70181,-1.73,0.0165,1226,1
"220",25,-0.25,-0.46404,-1.18,0.259,1109,0.98
"221",25,0,0.21417,0.556,0.952,99,1
"222",25,0.25,0.50729,1.32,0.17,218,0.566
"223",25,0.5,0.62935,1.58,0.0625,341,0.687
"224",25,0.75,0.71555,1.83,0.0157,185,0.592
"225",25,1,0.83604,2.08,0.00196,150,0.0372
"226",26,-1,-0.86806,-2.17,0,1226,0.011
"227",26,-0.75,-0.70795,-1.77,0.015,1079,0.441
"228",26,-0.5,-0.71812,-1.76,0.0211,1161,0.287
"229",26,-0.25,-0.46318,-1.15,0.284,956,1
"230",26,0,0.25645,0.662,0.87,440,0.988
"231",26,0.25,0.3275,0.818,0.645,323,1
"232",26,0.5,0.58866,1.53,0.0763,340,0.677
"233",26,0.75,0.77746,1.96,0.00965,138,0.207
"234",26,1,0.81419,2.04,0.00382,136,0.0783
"235",27,-1,-0.82374,-2.08,0.00179,1245,0.0431
"236",27,-0.75,-0.71484,-1.82,0.00935,1237,0.347
"237",27,-0.5,-0.61158,-1.56,0.051,1138,0.679
"238",27,-0.25,-0.51253,-1.31,0.189,1092,0.978
"239",27,0,0.47503,1.23,0.212,288,0.944
"240",27,0.25,0.34172,0.896,0.557,296,0.935
"241",27,0.5,0.63775,1.6,0.0656,340,0.514
"242",27,0.75,0.77133,1.93,0.0133,213,0.121
"243",27,1,0.82487,2.12,0,151,0.0382
"244",28,-1,-0.90976,-2.26,0,1220,0.000959
"245",28,-0.75,-0.73162,-1.84,0.0105,1192,0.534
"246",28,-0.5,-0.67944,-1.7,0.0253,1036,1
"247",28,-0.25,-0.38434,-0.965,0.514,1010,1
"248",28,0,-0.25038,-0.641,0.895,965,1
"249",28,0.25,0.39498,1.03,0.395,372,0.713
"250",28,0.5,0.67166,1.71,0.0312,362,0.264
"251",28,0.75,0.82622,2.11,0.00199,92,0.0323
"252",28,1,0.86643,2.23,0,102,0.00616
"253",29,-1,-0.89495,-2.22,0,1274,0.00328
"254",29,-0.75,-0.76978,-1.94,0.00864,1078,0.219
"255",29,-0.5,-0.59776,-1.5,0.063,987,1
"256",29,-0.25,-0.4899,-1.22,0.25,1136,0.842
"257",29,0,-0.24315,-0.608,0.903,1230,0.947
"258",29,0.25,0.39361,1.04,0.397,286,1
"259",29,0.5,0.71363,1.85,0.0124,239,0.52
"260",29,0.75,0.82113,2.11,0.00196,115,0.039
"261",29,1,0.85813,2.17,0,126,0.0185
"262",30,-1,-0.86472,-2.15,0,1208,0.0286
"263",30,-0.75,-0.73368,-1.86,0.0173,1141,0.483
"264",30,-0.5,-0.6443,-1.62,0.0494,921,0.502
"265",30,-0.25,-0.52241,-1.29,0.2,910,1
"266",30,0,-0.13948,-0.365,1,956,0.999
"267",30,0.25,0.44813,1.11,0.331,335,1
"268",30,0.5,0.63623,1.57,0.0476,246,0.834
"269",30,0.75,0.78769,1.95,0.00172,158,0.0825
"270",30,1,0.84387,2.06,0,101,0.0494
"271",31,-1,-0.82765,-2.12,0,1217,0.0453
"272",31,-0.75,-0.76645,-2,0.00778,1238,0.172
"273",31,-0.5,-0.63584,-1.62,0.052,1277,0.799
"274",31,-0.25,-0.48466,-1.29,0.186,1007,0.808
"275",31,0,-0.26551,-0.693,0.835,1331,0.905
"276",31,0.25,0.42636,1.11,0.34,332,0.722
"277",31,0.5,0.62357,1.62,0.0503,349,1
"278",31,0.75,0.72191,1.82,0.00753,274,0.304
"279",31,1,0.78616,1.98,0,257,0.161
"280",32,-1,-0.85213,-2.08,0.00334,1208,0.0198
"281",32,-0.75,-0.7918,-1.91,0,1261,0.215
"282",32,-0.5,-0.71614,-1.77,0.0306,1195,0.747
"283",32,-0.25,-0.59372,-1.48,0.116,1260,1
"284",32,0,-0.36984,-0.94,0.519,1274,1
"285",32,0.25,0.40512,1.04,0.376,360,1
"286",32,0.5,0.69668,1.78,0.0348,247,0.968
"287",32,0.75,0.81861,2.08,0,231,0.0805
"288",32,1,0.8212,2.1,0,100,0.0351
"289",33,-1,-0.79219,-1.98,0.00385,1167,0.166
"290",33,-0.75,-0.76273,-1.91,0,1098,0.306
"291",33,-0.5,-0.6403,-1.64,0.0365,1052,0.623
"292",33,-0.25,-0.39423,-0.996,0.447,1057,0.922
"293",33,0,-0.22961,-0.598,0.912,943,0.945
"294",33,0.25,0.36269,0.887,0.554,240,0.956
"295",33,0.5,0.47537,1.19,0.271,283,0.741
"296",33,0.75,0.8179,2.05,0,158,0.027
"297",33,1,0.83287,2.05,0.00176,153,0.0535
"298",34,-1,-0.81823,-2.04,0,1264,0.0973
"299",34,-0.75,-0.81926,-2.03,0,1177,0.0912
"300",34,-0.5,-0.68886,-1.8,0.0171,1286,0.268
"301",34,-0.25,-0.49324,-1.25,0.209,985,0.681
"302",34,0,-0.30811,-0.795,0.689,1039,0.977
"303",34,0.25,0.46978,1.21,0.234,367,0.894
"304",34,0.5,0.70368,1.86,0.00596,205,0.25
"305",34,0.75,0.75053,1.95,0.00194,330,0.249
"306",34,1,0.86319,2.15,0,172,0.0129
"307",35,-1,-0.85518,-2.14,0.00194,1181,0.0245
"308",35,-0.75,-0.78316,-2,0.00368,1197,0.127
"309",35,-0.5,-0.55871,-1.44,0.115,1120,0.783
"310",35,-0.25,-0.50602,-1.29,0.186,1007,0.763
"311",35,0,-0.34405,-0.871,0.604,1191,0.871
"312",35,0.25,0.45992,1.21,0.235,174,0.923
"313",35,0.5,0.68444,1.73,0.0267,337,0.656
"314",35,0.75,0.83183,2.12,0,164,0.0388
"315",35,1,0.81694,2.12,0.00756,247,0.0217
"316",36,-1,-0.83267,-2.14,0,1195,0.023
"317",36,-0.75,-0.82499,-2.1,0,1225,0.0355
"318",36,-0.5,-0.61364,-1.53,0.0764,973,0.393
"319",36,-0.25,-0.5233,-1.34,0.19,1149,0.647
"320",36,0,0.36412,0.959,0.446,343,1
"321",36,0.25,0.43871,1.16,0.264,259,1
"322",36,0.5,0.58724,1.52,0.112,209,0.857
"323",36,0.75,0.73942,1.91,0.0111,239,0.402
"324",36,1,0.86936,2.21,0,79,0.0155
"325",37,-1,-0.84738,-2.1,0,1219,0.0335
"326",37,-0.75,-0.7481,-1.91,0.0113,1140,0.29
"327",37,-0.5,-0.68752,-1.74,0.0228,1197,0.574
"328",37,-0.25,-0.37285,-0.958,0.487,946,0.952
"329",37,0,-0.28728,-0.737,0.788,1123,0.969
"330",37,0.25,0.37416,0.958,0.473,334,0.934
"331",37,0.5,0.67304,1.7,0.0265,343,0.349
"332",37,0.75,0.73469,1.82,0.0165,164,0.302
"333",37,1,0.85912,2.1,0,93,0.0317
"334",38,-1,-0.8542,-2.22,0.00205,1162,0.0117
"335",38,-0.75,-0.74122,-1.94,0.0102,1034,0.118
"336",38,-0.5,-0.64143,-1.64,0.0409,1266,0.887
"337",38,-0.25,-0.43994,-1.13,0.304,1012,0.789
"338",38,0,0.36301,0.904,0.544,223,1
"339",38,0.25,0.33906,0.876,0.562,351,1
"340",38,0.5,0.65488,1.67,0.0344,201,0.868
"341",38,0.75,0.72053,1.83,0.0113,189,0.599
"342",38,1,0.82794,2.06,0.0036,192,0.0671
"343",39,-1,-0.9022,-2.26,0.0017,1262,0.00457
"344",39,-0.75,-0.72946,-1.82,0.011,1191,0.741
"345",39,-0.5,-0.69594,-1.75,0.0141,1129,1
"346",39,-0.25,-0.32788,-0.829,0.654,1168,0.914
"347",39,0,-0.15351,-0.396,1,1101,0.997
"348",39,0.25,0.55157,1.48,0.0994,351,0.585
"349",39,0.5,0.65029,1.63,0.0583,185,0.47
"350",39,0.75,0.7798,2.03,0.00211,194,0.0983
"351",39,1,0.83028,2.12,0.00203,214,0.0281
"352",40,-1,-0.85781,-2.13,0.00181,1197,0.0146
"353",40,-0.75,-0.66453,-1.68,0.0285,1029,0.733
"354",40,-0.5,-0.66982,-1.69,0.0402,993,0.438
"355",40,-0.25,-0.46929,-1.2,0.241,1102,0.737
"356",40,0,0.33001,0.854,0.609,355,1
"357",40,0.25,0.5952,1.53,0.0664,275,0.953
"358",40,0.5,0.61155,1.55,0.0723,264,1
"359",40,0.75,0.73048,1.9,0.0101,173,0.409
"360",40,1,0.82716,2.09,0.00192,97,0.0579
"361",41,-1,-0.77245,-2.01,0.00587,1169,0.146
"362",41,-0.75,-0.72801,-1.85,0.00182,1185,0.177
"363",41,-0.5,-0.69668,-1.8,0.0284,1111,0.244
"364",41,-0.25,-0.31696,-0.823,0.646,897,0.886
"365",41,0,-0.28405,-0.717,0.788,1215,1
"366",41,0.25,0.31339,0.816,0.654,383,0.919
"367",41,0.5,0.66204,1.69,0.0384,267,0.4
"368",41,0.75,0.74871,1.91,0.00616,165,0.114
"369",41,1,0.75361,1.93,0.00198,239,0.136
"370",42,-1,-0.82848,-2.07,0.00195,1171,0.0684
"371",42,-0.75,-0.8025,-2.06,0.00195,1235,0.0702
"372",42,-0.5,-0.58736,-1.47,0.107,965,0.811
"373",42,-0.25,-0.36143,-0.92,0.53,1111,1
"374",42,0,0.23977,0.605,0.899,198,1
"375",42,0.25,0.45269,1.14,0.295,365,0.832
"376",42,0.5,0.62895,1.62,0.0496,334,0.475
"377",42,0.75,0.71312,1.81,0.0222,326,0.26
"378",42,1,0.84124,2.08,0,178,0.0391
"379",43,-1,-0.82441,-2.12,0,1110,0.0132
"380",43,-0.75,-0.79145,-2.06,0.00177,1198,0.0301
"381",43,-0.5,-0.67426,-1.76,0.021,1076,0.427
"382",43,-0.25,-0.64697,-1.68,0.0308,1029,0.481
"383",43,0,0.38174,1.02,0.419,171,1
"384",43,0.25,0.57404,1.53,0.078,262,0.955
"385",43,0.5,0.58125,1.5,0.101,224,0.755
"386",43,0.75,0.72248,1.88,0.00387,169,0.248
"387",43,1,0.87545,2.24,0.00177,131,0.0082
"388",44,-1,-0.81118,-2.06,0,1148,0.0654
"389",44,-0.75,-0.76206,-1.96,0.00182,1156,0.0865
"390",44,-0.5,-0.67892,-1.71,0.0408,1082,0.709
"391",44,-0.25,-0.43601,-1.12,0.318,1022,1
"392",44,0,-0.33379,-0.85,0.615,1024,1
"393",44,0.25,0.65542,1.69,0.0255,265,0.736
"394",44,0.5,0.64485,1.65,0.0522,273,0.449
"395",44,0.75,0.76193,1.95,0.00393,184,0.188
"396",44,1,0.80742,2.04,0.00196,143,0.1
"397",45,-1,-0.83417,-2.06,0,1250,0.0439
"398",45,-0.75,-0.81061,-2.04,0,1178,0.0757
"399",45,-0.5,-0.649,-1.66,0.0468,933,0.624
"400",45,-0.25,-0.36051,-0.902,0.557,1181,0.841
"401",45,0,-0.22783,-0.577,0.944,1138,1
"402",45,0.25,0.3774,0.96,0.491,162,0.883
"403",45,0.5,0.53793,1.37,0.129,421,1
"404",45,0.75,0.76353,1.87,0.00354,231,0.375
"405",45,1,0.7858,1.93,0.00179,189,0.22
"406",46,-1,-0.80952,-2.01,0,1214,0.107
"407",46,-0.75,-0.71128,-1.82,0.0151,1227,0.344
"408",46,-0.5,-0.63235,-1.58,0.0614,1093,0.752
"409",46,-0.25,-0.60634,-1.54,0.0723,980,0.931
"410",46,0,-0.21956,-0.559,0.951,1052,1
"411",46,0.25,0.53448,1.36,0.163,220,0.598
"412",46,0.5,0.62913,1.58,0.0602,427,0.631
"413",46,0.75,0.76276,1.98,0.00576,203,0.167
"414",46,1,0.818,2.07,0.00183,237,0.0598
"415",47,-1,-0.85171,-2.16,0,1174,0.0177
"416",47,-0.75,-0.74066,-1.83,0.012,1025,0.515
"417",47,-0.5,-0.70067,-1.76,0.0233,1241,0.456
"418",47,-0.25,-0.44364,-1.12,0.316,1142,0.955
"419",47,0,-0.40536,-1.04,0.394,982,0.895
"420",47,0.25,0.59588,1.52,0.0791,227,0.776
"421",47,0.5,0.66437,1.76,0.0179,214,0.566
"422",47,0.75,0.78831,2,0,180,0.161
"423",47,1,0.81954,2.09,0,94,0.0684
"424",48,-1,-0.83756,-2.11,0,1168,0.0693
"425",48,-0.75,-0.79471,-2.05,0.00436,1085,0.113
"426",48,-0.5,-0.63017,-1.62,0.0642,1091,1
"427",48,-0.25,-0.55267,-1.43,0.131,1163,0.69
"428",48,0,0.25131,0.65,0.882,349,0.916
"429",48,0.25,0.4879,1.22,0.253,449,1
"430",48,0.5,0.62728,1.57,0.0618,259,0.912
"431",48,0.75,0.65172,1.66,0.0339,322,0.541
"432",48,1,0.85502,2.15,0,88,0.0175
"433",49,-1,-0.81633,-2.06,0.00195,1222,0.0684
"434",49,-0.75,-0.72998,-1.84,0.00753,1138,0.206
"435",49,-0.5,-0.65104,-1.68,0.0424,1136,0.55
"436",49,-0.25,-0.53577,-1.37,0.158,1070,0.95
"437",49,0,0.23277,0.606,0.917,309,1
"438",49,0.25,0.51263,1.3,0.191,378,0.991
"439",49,0.5,0.67513,1.69,0.0333,289,1
"440",49,0.75,0.73735,1.86,0.00787,283,0.44
"441",49,1,0.84802,2.14,0.00181,72,0.0248
"442",50,-1,-0.80479,-2.08,0.00185,1173,0.0473
"443",50,-0.75,-0.75459,-1.9,0.0129,1175,0.267
"444",50,-0.5,-0.66358,-1.7,0.0382,1272,0.43
"445",50,-0.25,-0.60574,-1.57,0.0697,1183,0.349
"446",50,0,-0.23347,-0.593,0.928,1151,0.976
"447",50,0.25,0.41598,1.08,0.359,136,0.875
"448",50,0.5,0.7186,1.82,0.0138,161,0.349
"449",50,0.75,0.731,1.89,0.00753,231,0.192
"450",50,1,0.77262,1.98,0.00542,119,0.198
