"","Simulation Number","Value Added","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"78",1,"-1","Cell_No_1","SYK inhibitor",-0.64521,-1.63,0.0342,1231,0.617
"79",1,"-1","Cell_No_1","TGF beta receptor inhibitor",-0.48303,-1.21,0.251,1051,0.843
"80",1,"-1","Cell_No_1","thymidylate synthase inhibitor",-0.49223,-1.23,0.231,1260,0.856
"81",1,"-1","Cell_No_1","topoisomerase inhibitor",0.22305,0.581,0.947,360,1
"82",1,"-1","Cell_No_1","tubulin polymerization inhibitor",-0.24962,-0.625,0.889,1047,0.961
"83",1,"-1","Cell_No_1","tyrosine kinase inhibitor",-0.24486,-0.614,0.893,827,0.949
"84",1,"-1","Cell_No_1","VEGFR inhibitor",0.24513,0.635,0.912,94,1
"85",1,"-1","Cell_No_1","vitamin D receptor agonist",-0.62792,-1.55,0.0736,1328,0.574
"86",1,"-1","Cell_No_1","40_random_drugs",-0.78228,-1.89,0.00493,1115,0.303
"87",1,"-0.75","Cell_No_1","EGFR inhibitor",0.29785,0.788,0.651,241,1
"88",1,"-0.75","Cell_No_1","Abl kinase inhibitor",-0.33256,-0.856,0.6,1350,0.929
"89",1,"-0.75","Cell_No_1","acetylcholine receptor agonist",0.6031,1.58,0.0652,227,0.494
"90",1,"-0.75","Cell_No_1","acetylcholine receptor antagonist",0.69015,1.85,0.017,298,0.352
"91",1,"-0.75","Cell_No_1","adenosine receptor antagonist",0.1934,0.513,0.974,411,1
"92",1,"-0.75","Cell_No_1","adrenergic receptor agonist",0.16821,0.45,0.996,34,1
"93",1,"-0.75","Cell_No_1","adrenergic receptor antagonist",0.14919,0.391,0.995,439,0.998
"94",1,"-0.75","Cell_No_1","AKT inhibitor",-0.32705,-0.844,0.662,1131,0.92
"95",1,"-0.75","Cell_No_1","ALK tyrosine kinase receptor inhibitor",0.65313,1.73,0.0361,370,0.486
"96",1,"-0.75","Cell_No_1","androgen receptor antagonist",0.32639,0.856,0.633,912,1
"97",1,"-0.75","Cell_No_1","antioxidant",0.60308,1.59,0.0659,113,0.571
"98",1,"-0.75","Cell_No_1","AP inhibitor",0.50282,1.31,0.191,255,0.65
"99",1,"-0.75","Cell_No_1","ATPase inhibitor",-0.29517,-0.751,0.75,1016,0.905
"100",1,"-0.75","Cell_No_1","Aurora kinase inhibitor",-0.35168,-0.908,0.53,1157,1
"101",1,"-0.75","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.49031,-1.26,0.19,1164,0.984
"102",1,"-0.75","Cell_No_1","bacterial DNA gyrase inhibitor",-0.32985,-0.83,0.641,1324,0.885
"103",1,"-0.75","Cell_No_1","BCL inhibitor",-0.5894,-1.46,0.0949,1281,0.707
"104",1,"-0.75","Cell_No_1","Bcr.Abl kinase inhibitor",-0.36226,-0.906,0.548,1350,1
"105",1,"-0.75","Cell_No_1","benzodiazepine receptor agonist",-0.30323,-0.766,0.735,1094,0.908
"106",1,"-0.75","Cell_No_1","bromodomain inhibitor",-0.72109,-1.78,0.0054,1137,0.224
"107",1,"-0.75","Cell_No_1","calcium channel blocker",0.27274,0.711,0.767,187,1
"108",1,"-0.75","Cell_No_1","CC chemokine receptor antagonist",-0.42542,-1.07,0.366,1160,0.911
"109",1,"-0.75","Cell_No_1","CDK inhibitor",-0.26061,-0.675,0.837,1021,0.932
"110",1,"-0.75","Cell_No_1","CHK inhibitor",0.29161,0.761,0.758,456,1
"111",1,"-0.75","Cell_No_1","cyclooxygenase inhibitor",-0.32034,-0.834,0.642,1203,0.907
"112",1,"-0.75","Cell_No_1","cytochrome P450 inhibitor",0.49636,1.3,0.19,534,0.617
"113",1,"-0.75","Cell_No_1","DNA alkylating agent",-0.42852,-1.08,0.346,1163,0.941
"114",1,"-0.75","Cell_No_1","DNA inhibitor",0.24673,0.649,0.89,181,1
"115",1,"-0.75","Cell_No_1","DNA methyltransferase inhibitor",0.32228,0.845,0.624,382,1
"116",1,"-0.75","Cell_No_1","DNA polymerase inhibitor",-0.28619,-0.736,0.797,781,0.902
"117",1,"-0.75","Cell_No_1","DNA synthesis inhibitor",-0.30221,-0.768,0.755,1170,0.933
"118",1,"-0.75","Cell_No_1","dopamine receptor antagonist",-0.28489,-0.724,0.789,1110,0.894
"119",1,"-0.75","Cell_No_1","estrogen receptor agonist",-0.35699,-0.907,0.554,1113,1
"120",1,"-0.75","Cell_No_1","estrogen receptor antagonist",0.38991,1.02,0.418,99,1
"121",1,"-0.75","Cell_No_1","FGFR inhibitor",0.24087,0.617,0.901,1028,1
"122",1,"-0.75","Cell_No_1","FLT3 inhibitor",0.41278,1.08,0.372,283,1
"123",1,"-0.75","Cell_No_1","glucocorticoid receptor agonist",-0.25714,-0.652,0.889,870,0.935
"124",1,"-0.75","Cell_No_1","glutamate receptor antagonist",-0.3075,-0.776,0.73,1058,0.949
"125",1,"-0.75","Cell_No_1","glycogen synthase kinase inhibitor",0.56843,1.46,0.119,259,0.522
"126",1,"-0.75","Cell_No_1","growth factor receptor inhibitor",-0.37022,-0.92,0.532,1150,1
"127",1,"-0.75","Cell_No_1","HCV inhibitor",0.57462,1.53,0.09,93,0.517
"128",1,"-0.75","Cell_No_1","HDAC inhibitor",-0.2129,-0.543,0.95,1120,0.956
"129",1,"-0.75","Cell_No_1","histamine receptor antagonist",-0.39963,-1,0.437,957,1
"130",1,"-0.75","Cell_No_1","histone lysine methyltransferase inhibitor",0.56755,1.47,0.101,117,0.567
"131",1,"-0.75","Cell_No_1","HMGCR inhibitor",0.28022,0.745,0.779,297,1
"132",1,"-0.75","Cell_No_1","HSP inhibitor",0.28541,0.751,0.748,405,1
"133",1,"-0.75","Cell_No_1","JAK inhibitor",0.36648,0.972,0.466,283,1
"134",1,"-0.75","Cell_No_1","KIT inhibitor",0.19775,0.517,0.983,1087,1
"135",1,"-0.75","Cell_No_1","MDM inhibitor",-0.57207,-1.45,0.0897,1255,0.63
"136",1,"-0.75","Cell_No_1","MEK inhibitor",-0.35005,-0.89,0.596,917,0.967
"137",1,"-0.75","Cell_No_1","MET inhibitor",0.72157,1.9,0.00667,357,0.483
"138",1,"-0.75","Cell_No_1","microtubule inhibitor",-0.35822,-0.895,0.554,1122,0.996
"139",1,"-0.75","Cell_No_1","mTOR inhibitor",-0.22546,-0.57,0.946,1158,0.961
"140",1,"-0.75","Cell_No_1","NFkB pathway inhibitor",0.50448,1.36,0.139,276,0.607
"141",1,"-0.75","Cell_No_1","opioid receptor agonist",0.35711,0.927,0.519,419,1
"142",1,"-0.75","Cell_No_1","p38 MAPK inhibitor",-0.52811,-1.33,0.178,1286,0.876
"143",1,"-0.75","Cell_No_1","PARP inhibitor",-0.44816,-1.14,0.313,1348,0.909
"144",1,"-0.75","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.1988,0.521,0.977,1087,1
"145",1,"-0.75","Cell_No_1","phosphatase inhibitor",-0.38748,-0.98,0.469,1045,1
"146",1,"-0.75","Cell_No_1","phosphodiesterase inhibitor",0.35117,0.901,0.54,4,1
"147",1,"-0.75","Cell_No_1","PI3K inhibitor",0.29948,0.782,0.68,64,1
"148",1,"-0.75","Cell_No_1","PLK inhibitor",0.40088,1.04,0.409,206,1
"149",1,"-0.75","Cell_No_1","potassium channel blocker",0.65938,1.72,0.0355,128,0.387
"150",1,"-0.75","Cell_No_1","PPAR receptor agonist",0.52083,1.38,0.133,20,0.624
"151",1,"-0.75","Cell_No_1","progesterone receptor agonist",0.31597,0.837,0.647,479,1
"152",1,"-0.75","Cell_No_1","proteasome inhibitor",0.29927,0.774,0.716,466,1
"153",1,"-0.75","Cell_No_1","protein synthesis inhibitor",0.32803,0.866,0.591,36,1
"154",1,"-0.75","Cell_No_1","protein tyrosine kinase inhibitor",0.3558,0.944,0.523,12,1
"155",1,"-0.75","Cell_No_1","RAF inhibitor",-0.33796,-0.872,0.605,983,0.932
"156",1,"-0.75","Cell_No_1","RET tyrosine kinase inhibitor",-0.6298,-1.6,0.0654,1277,0.436
"157",1,"-0.75","Cell_No_1","retinoid receptor agonist",0.38152,1.01,0.406,327,1
"158",1,"-0.75","Cell_No_1","ribonucleotide reductase inhibitor",-0.44444,-1.12,0.328,1056,0.899
"159",1,"-0.75","Cell_No_1","serotonin receptor agonist",-0.46641,-1.18,0.275,976,0.872
"160",1,"-0.75","Cell_No_1","serotonin receptor antagonist",-0.34664,-0.88,0.568,1106,0.95
"161",1,"-0.75","Cell_No_1","sodium channel blocker",0.33009,0.875,0.569,23,1
"162",1,"-0.75","Cell_No_1","src inhibitor",0.32744,0.844,0.622,319,1
"163",1,"-0.75","Cell_No_1","sterol demethylase inhibitor",-0.4555,-1.18,0.282,1185,0.872
"164",1,"-0.75","Cell_No_1","SYK inhibitor",-0.76248,-1.96,0.00344,1235,0.0736
"165",1,"-0.75","Cell_No_1","TGF beta receptor inhibitor",-0.48452,-1.23,0.227,1053,0.887
"166",1,"-0.75","Cell_No_1","thymidylate synthase inhibitor",-0.49521,-1.24,0.225,1264,0.944
"167",1,"-0.75","Cell_No_1","topoisomerase inhibitor",0.22381,0.591,0.921,359,1
"168",1,"-0.75","Cell_No_1","tubulin polymerization inhibitor",0.25555,0.671,0.832,247,1
"169",1,"-0.75","Cell_No_1","tyrosine kinase inhibitor",-0.24486,-0.616,0.901,827,0.948
"170",1,"-0.75","Cell_No_1","VEGFR inhibitor",0.24513,0.651,0.881,94,1
"171",1,"-0.75","Cell_No_1","vitamin D receptor agonist",-0.63164,-1.62,0.0618,1333,0.485
"172",1,"-0.75","Cell_No_1","40_random_drugs",-0.77735,-1.97,0.00347,1113,0.133
"173",1,"-0.5","Cell_No_1","EGFR inhibitor",0.30709,0.785,0.709,243,1
"174",1,"-0.5","Cell_No_1","Abl kinase inhibitor",-0.17859,-0.461,0.99,1175,0.989
"175",1,"-0.5","Cell_No_1","acetylcholine receptor agonist",0.60161,1.58,0.0721,229,0.513
"176",1,"-0.5","Cell_No_1","acetylcholine receptor antagonist",0.68718,1.78,0.0324,302,0.527
"177",1,"-0.5","Cell_No_1","adenosine receptor antagonist",0.19052,0.499,0.981,275,1
"178",1,"-0.5","Cell_No_1","adrenergic receptor agonist",0.16821,0.44,0.991,34,1
"179",1,"-0.5","Cell_No_1","adrenergic receptor antagonist",0.14618,0.385,0.998,443,0.998
"180",1,"-0.5","Cell_No_1","AKT inhibitor",0.28709,0.757,0.741,158,1
"181",1,"-0.5","Cell_No_1","ALK tyrosine kinase receptor inhibitor",0.65015,1.71,0.0389,374,0.402
"182",1,"-0.5","Cell_No_1","androgen receptor antagonist",0.31896,0.817,0.673,922,1
"183",1,"-0.5","Cell_No_1","antioxidant",0.60308,1.55,0.0845,113,0.5
"184",1,"-0.5","Cell_No_1","AP inhibitor",0.50134,1.32,0.174,257,0.655
"185",1,"-0.5","Cell_No_1","ATPase inhibitor",-0.30189,-0.765,0.732,1025,0.887
"186",1,"-0.5","Cell_No_1","Aurora kinase inhibitor",-0.35921,-0.924,0.515,1167,1
"187",1,"-0.5","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.49626,-1.25,0.225,1172,0.737
"188",1,"-0.5","Cell_No_1","bacterial DNA gyrase inhibitor",-0.33283,-0.853,0.612,1328,0.981
"189",1,"-0.5","Cell_No_1","BCL inhibitor",-0.59536,-1.55,0.056,1289,0.458
"190",1,"-0.5","Cell_No_1","Bcr.Abl kinase inhibitor",-0.21455,-0.548,0.955,1175,0.979
"191",1,"-0.5","Cell_No_1","benzodiazepine receptor agonist",-0.31006,-0.777,0.715,1105,0.924
"192",1,"-0.5","Cell_No_1","bromodomain inhibitor",-0.68205,-1.73,0.0221,1147,0.337
"193",1,"-0.5","Cell_No_1","calcium channel blocker",0.27124,0.694,0.817,189,1
"194",1,"-0.5","Cell_No_1","CC chemokine receptor antagonist",-0.47236,-1.21,0.247,1200,0.717
"195",1,"-0.5","Cell_No_1","CDK inhibitor",-0.3199,-0.819,0.682,1030,0.943
"196",1,"-0.5","Cell_No_1","CHK inhibitor",0.3726,0.955,0.471,460,1
"197",1,"-0.5","Cell_No_1","cyclooxygenase inhibitor",-0.32711,-0.839,0.64,1212,0.938
"198",1,"-0.5","Cell_No_1","cytochrome P450 inhibitor",0.49264,1.31,0.168,539,0.621
"199",1,"-0.5","Cell_No_1","DNA alkylating agent",-0.4345,-1.12,0.305,1171,0.769
"200",1,"-0.5","Cell_No_1","DNA inhibitor",0.26492,0.702,0.817,183,1
"201",1,"-0.5","Cell_No_1","DNA methyltransferase inhibitor",0.31931,0.844,0.629,386,1
"202",1,"-0.5","Cell_No_1","DNA polymerase inhibitor",-0.29438,-0.743,0.784,792,0.895
"203",1,"-0.5","Cell_No_1","DNA synthesis inhibitor",-0.30894,-0.774,0.717,1179,0.9
"204",1,"-0.5","Cell_No_1","dopamine receptor antagonist",-0.29388,-0.731,0.803,1122,0.887
"205",1,"-0.5","Cell_No_1","estrogen receptor agonist",-0.31556,-0.814,0.695,1182,0.92
"206",1,"-0.5","Cell_No_1","estrogen receptor antagonist",0.38991,1.03,0.417,99,1
"207",1,"-0.5","Cell_No_1","FGFR inhibitor",0.23415,0.6,0.911,1037,1
"208",1,"-0.5","Cell_No_1","FLT3 inhibitor",0.41128,1.1,0.325,285,1
"209",1,"-0.5","Cell_No_1","glucocorticoid receptor agonist",-0.33385,-0.843,0.644,1253,0.965
"210",1,"-0.5","Cell_No_1","glutamate receptor antagonist",-0.31466,-0.789,0.715,1234,0.933
"211",1,"-0.5","Cell_No_1","glycogen synthase kinase inhibitor",0.56694,1.46,0.107,261,0.491
"212",1,"-0.5","Cell_No_1","growth factor receptor inhibitor",-0.5203,-1.3,0.185,1293,0.835
"213",1,"-0.5","Cell_No_1","HCV inhibitor",0.57462,1.49,0.0998,93,0.491
"214",1,"-0.5","Cell_No_1","HDAC inhibitor",-0.22119,-0.561,0.931,1131,0.996
"215",1,"-0.5","Cell_No_1","histamine receptor antagonist",-0.40788,-1.05,0.396,968,0.883
"216",1,"-0.5","Cell_No_1","histone lysine methyltransferase inhibitor",0.56755,1.51,0.0952,117,0.516
"217",1,"-0.5","Cell_No_1","HMGCR inhibitor",0.27725,0.714,0.793,301,1
"218",1,"-0.5","Cell_No_1","HSP inhibitor",0.28242,0.74,0.787,409,1
"219",1,"-0.5","Cell_No_1","JAK inhibitor",0.36498,0.926,0.528,285,1
"220",1,"-0.5","Cell_No_1","KIT inhibitor",0.19026,0.496,0.987,1097,1
"221",1,"-0.5","Cell_No_1","MDM inhibitor",-0.5795,-1.51,0.0769,1265,0.473
"222",1,"-0.5","Cell_No_1","MEK inhibitor",-0.35756,-0.909,0.538,927,0.982
"223",1,"-0.5","Cell_No_1","MET inhibitor",0.71859,1.92,0.019,361,0.407
"224",1,"-0.5","Cell_No_1","microtubule inhibitor",-0.36642,-0.933,0.516,1133,1
"225",1,"-0.5","Cell_No_1","mTOR inhibitor",-0.22158,-0.564,0.947,1204,1
"226",1,"-0.5","Cell_No_1","NFkB pathway inhibitor",0.50299,1.33,0.14,278,0.69
"227",1,"-0.5","Cell_No_1","opioid receptor agonist",0.35413,0.951,0.488,423,1
"228",1,"-0.5","Cell_No_1","p38 MAPK inhibitor",-0.5348,-1.37,0.134,1295,0.734
"229",1,"-0.5","Cell_No_1","PARP inhibitor",-0.45164,-1.14,0.314,1139,0.771
"230",1,"-0.5","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",0.1918,0.494,0.986,86,1
"231",1,"-0.5","Cell_No_1","phosphatase inhibitor",-0.36883,-0.935,0.512,1053,1
"232",1,"-0.5","Cell_No_1","phosphodiesterase inhibitor",0.35117,0.922,0.519,4,1
"233",1,"-0.5","Cell_No_1","PI3K inhibitor",0.30956,0.844,0.642,64,1
"234",1,"-0.5","Cell_No_1","PLK inhibitor",0.39939,1.05,0.378,208,1
"235",1,"-0.5","Cell_No_1","potassium channel blocker",0.65938,1.67,0.0539,128,0.407
"236",1,"-0.5","Cell_No_1","PPAR receptor agonist",0.66096,1.71,0.0217,20,0.402
"237",1,"-0.5","Cell_No_1","progesterone receptor agonist",0.31394,0.803,0.662,187,1
"238",1,"-0.5","Cell_No_1","proteasome inhibitor",0.29629,0.761,0.769,470,1
"239",1,"-0.5","Cell_No_1","protein synthesis inhibitor",0.32803,0.859,0.593,36,1
"240",1,"-0.5","Cell_No_1","protein tyrosine kinase inhibitor",0.3558,0.926,0.515,12,1
"241",1,"-0.5","Cell_No_1","RAF inhibitor",-0.33174,-0.858,0.612,1023,1
"242",1,"-0.5","Cell_No_1","RET tyrosine kinase inhibitor",-0.63575,-1.64,0.0411,1285,0.431
"243",1,"-0.5","Cell_No_1","retinoid receptor agonist",0.37854,1,0.42,331,1
"244",1,"-0.5","Cell_No_1","ribonucleotide reductase inhibitor",-0.34902,-0.898,0.569,1065,0.965
"245",1,"-0.5","Cell_No_1","serotonin receptor agonist",-0.47459,-1.22,0.231,987,0.75
"246",1,"-0.5","Cell_No_1","serotonin receptor antagonist",-0.35486,-0.909,0.543,1117,0.982
"247",1,"-0.5","Cell_No_1","sodium channel blocker",0.33009,0.875,0.563,23,1
"248",1,"-0.5","Cell_No_1","src inhibitor",0.32446,0.863,0.588,323,1
"249",1,"-0.5","Cell_No_1","sterol demethylase inhibitor",-0.46219,-1.17,0.281,1194,0.754
"250",1,"-0.5","Cell_No_1","SYK inhibitor",-0.74923,-1.92,0.011,1223,0.246
"251",1,"-0.5","Cell_No_1","TGF beta receptor inhibitor",-0.49121,-1.25,0.231,1062,0.737
"252",1,"-0.5","Cell_No_1","thymidylate synthase inhibitor",-0.5019,-1.26,0.227,1273,0.856
"253",1,"-0.5","Cell_No_1","topoisomerase inhibitor",0.22079,0.583,0.931,363,1
"254",1,"-0.5","Cell_No_1","tubulin polymerization inhibitor",0.25704,0.675,0.86,249,1
"255",1,"-0.5","Cell_No_1","tyrosine kinase inhibitor",-0.25314,-0.645,0.88,838,0.971
"256",1,"-0.5","Cell_No_1","VEGFR inhibitor",0.24513,0.648,0.878,94,1
"257",1,"-0.5","Cell_No_1","vitamin D receptor agonist",-0.63388,-1.61,0.0466,1336,0.404
"258",1,"-0.5","Cell_No_1","40_random_drugs",-0.66188,-1.73,0.0231,1091,0.337
"259",1,"-0.25","Cell_No_1","EGFR inhibitor",0.30626,0.789,0.697,244,1
"260",1,"-0.25","Cell_No_1","Abl kinase inhibitor",0.20048,0.53,0.964,322,1
"261",1,"-0.25","Cell_No_1","acetylcholine receptor agonist",0.60161,1.6,0.0685,229,0.427
"262",1,"-0.25","Cell_No_1","acetylcholine receptor antagonist",0.68792,1.8,0.0228,301,0.45
"263",1,"-0.25","Cell_No_1","adenosine receptor antagonist",0.19042,0.51,0.987,415,1
"264",1,"-0.25","Cell_No_1","adrenergic receptor agonist",0.16821,0.437,0.996,34,0.993
"265",1,"-0.25","Cell_No_1","adrenergic receptor antagonist",-0.14686,-0.378,1,1030,0.998
"266",1,"-0.25","Cell_No_1","AKT inhibitor",-0.31494,-0.798,0.706,1222,1
"267",1,"-0.25","Cell_No_1","ALK tyrosine kinase receptor inhibitor",0.65015,1.7,0.047,374,0.393
"268",1,"-0.25","Cell_No_1","androgen receptor antagonist",0.31301,0.829,0.641,930,1
"269",1,"-0.25","Cell_No_1","antioxidant",0.60234,1.59,0.0579,114,0.384
"270",1,"-0.25","Cell_No_1","AP inhibitor",0.50059,1.31,0.184,258,0.652
"271",1,"-0.25","Cell_No_1","ATPase inhibitor",-0.30936,-0.769,0.732,1035,0.959
"272",1,"-0.25","Cell_No_1","Aurora kinase inhibitor",-0.36448,-0.933,0.538,1174,0.954
"273",1,"-0.25","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.50222,-1.28,0.199,1180,0.827
"274",1,"-0.25","Cell_No_1","bacterial DNA gyrase inhibitor",-0.33283,-0.843,0.631,1328,1
"275",1,"-0.25","Cell_No_1","BCL inhibitor",-0.59536,-1.51,0.0806,1289,0.686
"276",1,"-0.25","Cell_No_1","Bcr.Abl kinase inhibitor",-0.1797,-0.464,0.993,864,1
"277",1,"-0.25","Cell_No_1","benzodiazepine receptor agonist",-0.19122,-0.483,0.991,1113,1
