"","Simulation Number","Value Added","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"34",1,"-1","Cell_No_1","estrogen receptor antagonist",0.41039,1.06,0.361,5,0.869
"35",1,"-1","Cell_No_1","FGFR inhibitor",0.34223,0.885,0.561,138,0.845
"36",1,"-1","Cell_No_1","FLT3 inhibitor",-0.33253,-0.851,0.617,1071,1
"37",1,"-1","Cell_No_1","glucocorticoid receptor agonist",-0.26341,-0.666,0.851,997,0.933
"38",1,"-1","Cell_No_1","glutamate receptor antagonist",-0.50881,-1.3,0.179,933,1
"39",1,"-1","Cell_No_1","glycogen synthase kinase inhibitor",-0.47802,-1.2,0.261,1324,1
"40",1,"-1","Cell_No_1","growth factor receptor inhibitor",0.30957,0.802,0.697,140,0.824
"41",1,"-1","Cell_No_1","HCV inhibitor",0.37592,0.944,0.497,392,0.907
"42",1,"-1","Cell_No_1","HDAC inhibitor",0.33522,0.87,0.613,329,0.842
"43",1,"-1","Cell_No_1","histamine receptor antagonist",0.44232,1.15,0.299,467,0.828
"44",1,"-1","Cell_No_1","histone lysine methyltransferase inhibitor",-0.27412,-0.688,0.822,809,0.929
"45",1,"-1","Cell_No_1","HMGCR inhibitor",0.47902,1.25,0.208,142,0.786
"46",1,"-1","Cell_No_1","HSP inhibitor",-0.2961,-0.739,0.75,970,0.902
"47",1,"-1","Cell_No_1","JAK inhibitor",-0.35762,-0.891,0.549,1185,0.97
"48",1,"-1","Cell_No_1","KIT inhibitor",-0.51535,-1.31,0.174,1159,1
"49",1,"-1","Cell_No_1","MDM inhibitor",-0.48904,-1.21,0.273,1080,1
"50",1,"-1","Cell_No_1","MEK inhibitor",0.37896,0.987,0.446,366,0.897
"51",1,"-1","Cell_No_1","MET inhibitor",0.65017,1.71,0.0522,262,0.704
"52",1,"-1","Cell_No_1","microtubule inhibitor",0.316,0.811,0.66,154,0.835
"53",1,"-1","Cell_No_1","mTOR inhibitor",-0.32566,-0.818,0.672,900,0.87
"54",1,"-1","Cell_No_1","NFkB pathway inhibitor",-0.40784,-1.03,0.4,1045,0.992
"55",1,"-1","Cell_No_1","opioid receptor agonist",0.45999,1.2,0.244,214,0.77
"56",1,"-1","Cell_No_1","p38 MAPK inhibitor",0.38328,1,0.432,394,0.96
"57",1,"-1","Cell_No_1","PARP inhibitor",-0.37891,-0.965,0.477,973,1
"58",1,"-1","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.32719,-0.826,0.655,1121,0.909
"59",1,"-1","Cell_No_1","phosphatase inhibitor",0.32519,0.856,0.611,290,0.839
"60",1,"-1","Cell_No_1","phosphodiesterase inhibitor",-0.37622,-0.956,0.494,1216,1
"61",1,"-1","Cell_No_1","PI3K inhibitor",-0.30211,-0.756,0.744,948,0.9
"62",1,"-1","Cell_No_1","PLK inhibitor",0.37149,0.985,0.444,135,0.858
"63",1,"-1","Cell_No_1","potassium channel blocker",-0.72096,-1.86,0.00891,1283,0.237
"64",1,"-1","Cell_No_1","PPAR receptor agonist",-0.39812,-0.981,0.471,1064,1
"65",1,"-1","Cell_No_1","progesterone receptor agonist",0.3489,0.902,0.532,5,0.878
"66",1,"-1","Cell_No_1","proteasome inhibitor",-0.47379,-1.21,0.254,1224,1
"67",1,"-1","Cell_No_1","protein synthesis inhibitor",0.29161,0.752,0.729,81,0.806
"68",1,"-1","Cell_No_1","protein tyrosine kinase inhibitor",-0.32541,-0.826,0.638,790,0.909
"69",1,"-1","Cell_No_1","RAF inhibitor",-0.30621,-0.763,0.748,1139,0.912
"70",1,"-1","Cell_No_1","RET tyrosine kinase inhibitor",-0.54924,-1.36,0.145,773,1
"71",1,"-1","Cell_No_1","retinoid receptor agonist",0.30714,0.786,0.716,384,0.825
"72",1,"-1","Cell_No_1","ribonucleotide reductase inhibitor",-0.32972,-0.833,0.651,1247,0.986
"73",1,"-1","Cell_No_1","serotonin receptor agonist",0.28104,0.722,0.789,973,0.805
"74",1,"-1","Cell_No_1","serotonin receptor antagonist",-0.48258,-1.24,0.235,1348,1
"75",1,"-1","Cell_No_1","sodium channel blocker",-0.36468,-0.919,0.539,1065,1
"76",1,"-1","Cell_No_1","src inhibitor",0.38035,0.994,0.426,52,0.926
"77",1,"-1","Cell_No_1","sterol demethylase inhibitor",-0.22488,-0.576,0.928,1168,0.935
"78",1,"-1","Cell_No_1","SYK inhibitor",0.47438,1.25,0.226,137,0.786
"79",1,"-1","Cell_No_1","TGF beta receptor inhibitor",0.36302,0.925,0.539,426,0.908
"80",1,"-1","Cell_No_1","thymidylate synthase inhibitor",-0.32424,-0.794,0.703,837,0.886
"81",1,"-1","Cell_No_1","topoisomerase inhibitor",-0.43674,-1.11,0.315,1133,1
"82",1,"-1","Cell_No_1","tubulin polymerization inhibitor",0.34395,0.905,0.554,202,0.909
"83",1,"-1","Cell_No_1","tyrosine kinase inhibitor",-0.42051,-1.05,0.388,1113,0.995
"84",1,"-1","Cell_No_1","VEGFR inhibitor",-0.4284,-1.09,0.355,1121,1
"85",1,"-1","Cell_No_1","vitamin D receptor agonist",0.59524,1.54,0.0832,148,0.788
"86",1,"-1","Cell_No_1","45_random_drugs",-0.87901,-2.24,0.00182,1255,0.00984
"87",1,"-0.75","Cell_No_1","EGFR inhibitor",-0.27023,-0.709,0.797,1166,1
"88",1,"-0.75","Cell_No_1","Abl kinase inhibitor",-0.3176,-0.825,0.658,1001,1
"89",1,"-0.75","Cell_No_1","acetylcholine receptor agonist",0.63906,1.69,0.0375,388,0.722
"90",1,"-0.75","Cell_No_1","acetylcholine receptor antagonist",0.49897,1.3,0.183,414,0.718
"91",1,"-0.75","Cell_No_1","adenosine receptor antagonist",0.40881,1.06,0.389,384,0.759
"92",1,"-0.75","Cell_No_1","adrenergic receptor agonist",0.31744,0.819,0.635,133,0.805
"93",1,"-0.75","Cell_No_1","adrenergic receptor antagonist",0.29458,0.764,0.708,203,0.794
"94",1,"-0.75","Cell_No_1","AKT inhibitor",0.51869,1.34,0.147,293,1
"95",1,"-0.75","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.50474,-1.29,0.195,1091,1
"96",1,"-0.75","Cell_No_1","androgen receptor antagonist",-0.54288,-1.4,0.127,771,1
"97",1,"-0.75","Cell_No_1","antioxidant",-0.27001,-0.697,0.803,1059,0.985
"98",1,"-0.75","Cell_No_1","AP inhibitor",-0.34819,-0.902,0.545,1052,1
"99",1,"-0.75","Cell_No_1","ATPase inhibitor",-0.24534,-0.637,0.881,1329,0.966
"100",1,"-0.75","Cell_No_1","Aurora kinase inhibitor",-0.25688,-0.666,0.869,1242,0.979
"101",1,"-0.75","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",0.51633,1.31,0.183,223,0.868
"102",1,"-0.75","Cell_No_1","bacterial DNA gyrase inhibitor",0.49028,1.3,0.183,270,0.718
"103",1,"-0.75","Cell_No_1","BCL inhibitor",0.46535,1.21,0.269,146,0.73
"104",1,"-0.75","Cell_No_1","Bcr.Abl kinase inhibitor",-0.2835,-0.723,0.775,1049,1
"105",1,"-0.75","Cell_No_1","benzodiazepine receptor agonist",-0.42736,-1.1,0.312,1011,1
"106",1,"-0.75","Cell_No_1","bromodomain inhibitor",0.34604,0.882,0.587,225,0.773
"107",1,"-0.75","Cell_No_1","calcium channel blocker",-0.42281,-1.12,0.319,1084,1
"108",1,"-0.75","Cell_No_1","CC chemokine receptor antagonist",0.66189,1.74,0.0224,211,1
"109",1,"-0.75","Cell_No_1","CDK inhibitor",0.21376,0.554,0.944,432,0.954
"110",1,"-0.75","Cell_No_1","CHK inhibitor",-0.61183,-1.63,0.0456,1043,0.752
"111",1,"-0.75","Cell_No_1","cyclooxygenase inhibitor",0.25771,0.668,0.837,159,0.875
"112",1,"-0.75","Cell_No_1","cytochrome P450 inhibitor",0.51286,1.31,0.171,452,0.868
"113",1,"-0.75","Cell_No_1","DNA alkylating agent",-0.36622,-0.953,0.487,1014,1
"114",1,"-0.75","Cell_No_1","DNA inhibitor",0.28706,0.718,0.814,101,0.837
"115",1,"-0.75","Cell_No_1","DNA methyltransferase inhibitor",-0.33251,-0.855,0.572,1019,1
"116",1,"-0.75","Cell_No_1","DNA polymerase inhibitor",0.31405,0.809,0.661,304,0.772
"117",1,"-0.75","Cell_No_1","DNA synthesis inhibitor",-0.27099,-0.686,0.837,1238,0.976
"118",1,"-0.75","Cell_No_1","dopamine receptor antagonist",0.52338,1.37,0.154,117,1
"119",1,"-0.75","Cell_No_1","estrogen receptor agonist",-0.44932,-1.18,0.272,1034,1
"120",1,"-0.75","Cell_No_1","estrogen receptor antagonist",0.41039,1.08,0.35,5,0.805
"121",1,"-0.75","Cell_No_1","FGFR inhibitor",0.34073,0.893,0.554,140,0.781
"122",1,"-0.75","Cell_No_1","FLT3 inhibitor",-0.34003,-0.89,0.558,1081,1
"123",1,"-0.75","Cell_No_1","glucocorticoid receptor agonist",-0.25399,-0.651,0.865,1005,0.973
"124",1,"-0.75","Cell_No_1","glutamate receptor antagonist",-0.45642,-1.18,0.249,914,1
"125",1,"-0.75","Cell_No_1","glycogen synthase kinase inhibitor",-0.49623,-1.3,0.181,1338,1
"126",1,"-0.75","Cell_No_1","growth factor receptor inhibitor",0.37767,0.988,0.43,411,0.87
"127",1,"-0.75","Cell_No_1","HCV inhibitor",0.37369,0.965,0.469,395,0.839
"128",1,"-0.75","Cell_No_1","HDAC inhibitor",0.39867,1.07,0.332,332,0.78
"129",1,"-0.75","Cell_No_1","histamine receptor antagonist",0.44007,1.16,0.275,470,0.683
"130",1,"-0.75","Cell_No_1","histone lysine methyltransferase inhibitor",-0.27784,-0.705,0.805,814,0.999
"131",1,"-0.75","Cell_No_1","HMGCR inhibitor",0.47754,1.23,0.226,144,0.745
"132",1,"-0.75","Cell_No_1","HSP inhibitor",-0.33255,-0.872,0.594,1309,1
"133",1,"-0.75","Cell_No_1","JAK inhibitor",-0.2869,-0.746,0.741,1171,1
"134",1,"-0.75","Cell_No_1","KIT inhibitor",-0.49795,-1.3,0.169,1169,1
"135",1,"-0.75","Cell_No_1","MDM inhibitor",-0.56327,-1.44,0.122,1090,1
"136",1,"-0.75","Cell_No_1","MEK inhibitor",0.37671,0.965,0.482,369,0.839
"137",1,"-0.75","Cell_No_1","MET inhibitor",0.64868,1.68,0.0335,264,0.508
"138",1,"-0.75","Cell_No_1","microtubule inhibitor",0.31451,0.816,0.669,156,0.785
"139",1,"-0.75","Cell_No_1","mTOR inhibitor",-0.32944,-0.871,0.599,905,1
"140",1,"-0.75","Cell_No_1","NFkB pathway inhibitor",-0.21887,-0.564,0.95,968,0.988
"141",1,"-0.75","Cell_No_1","opioid receptor agonist",0.4585,1.2,0.267,216,0.698
"142",1,"-0.75","Cell_No_1","p38 MAPK inhibitor",0.38105,0.958,0.483,397,0.782
"143",1,"-0.75","Cell_No_1","PARP inhibitor",-0.32344,-0.817,0.656,981,1
"144",1,"-0.75","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.30497,-0.78,0.707,1130,0.984
"145",1,"-0.75","Cell_No_1","phosphatase inhibitor",0.3237,0.855,0.622,292,0.77
"146",1,"-0.75","Cell_No_1","phosphodiesterase inhibitor",-0.38815,-0.989,0.443,1232,1
"147",1,"-0.75","Cell_No_1","PI3K inhibitor",-0.30816,-0.799,0.677,956,0.977
"148",1,"-0.75","Cell_No_1","PLK inhibitor",0.37,0.963,0.476,137,0.806
"149",1,"-0.75","Cell_No_1","potassium channel blocker",-0.73509,-1.93,0.00794,1302,0.158
"150",1,"-0.75","Cell_No_1","PPAR receptor agonist",-0.40556,-1.03,0.426,1074,1
"151",1,"-0.75","Cell_No_1","progesterone receptor agonist",0.3489,0.906,0.506,5,0.787
"152",1,"-0.75","Cell_No_1","proteasome inhibitor",-0.48645,-1.28,0.188,1241,0.932
"153",1,"-0.75","Cell_No_1","protein synthesis inhibitor",0.36447,0.955,0.474,229,0.756
"154",1,"-0.75","Cell_No_1","protein tyrosine kinase inhibitor",-0.32913,-0.841,0.65,795,1
"155",1,"-0.75","Cell_No_1","RAF inhibitor",-0.33852,-0.867,0.587,1147,1
"156",1,"-0.75","Cell_No_1","RET tyrosine kinase inhibitor",-0.55472,-1.46,0.107,1287,1
"157",1,"-0.75","Cell_No_1","retinoid receptor agonist",0.3049,0.79,0.706,387,0.779
"158",1,"-0.75","Cell_No_1","ribonucleotide reductase inhibitor",-0.3228,-0.833,0.641,1265,1
"159",1,"-0.75","Cell_No_1","serotonin receptor agonist",-0.21666,-0.556,0.952,1216,0.972
"160",1,"-0.75","Cell_No_1","serotonin receptor antagonist",-0.31666,-0.814,0.639,1323,0.979
"161",1,"-0.75","Cell_No_1","sodium channel blocker",-0.2045,-0.531,0.966,955,0.965
"162",1,"-0.75","Cell_No_1","src inhibitor",0.45208,1.19,0.25,52,0.669
"163",1,"-0.75","Cell_No_1","sterol demethylase inhibitor",-0.2338,-0.618,0.927,1180,0.964
"164",1,"-0.75","Cell_No_1","SYK inhibitor",0.4729,1.24,0.222,139,0.787
"165",1,"-0.75","Cell_No_1","TGF beta receptor inhibitor",0.36079,0.941,0.523,429,0.752
"166",1,"-0.75","Cell_No_1","thymidylate synthase inhibitor",-0.32796,-0.847,0.62,842,1
"167",1,"-0.75","Cell_No_1","topoisomerase inhibitor",-0.44616,-1.15,0.285,1141,1
"168",1,"-0.75","Cell_No_1","tubulin polymerization inhibitor",0.34244,0.881,0.575,204,0.749
"169",1,"-0.75","Cell_No_1","tyrosine kinase inhibitor",-0.39074,-1.03,0.381,1122,1
"170",1,"-0.75","Cell_No_1","VEGFR inhibitor",-0.37788,-0.955,0.456,1130,1
"171",1,"-0.75","Cell_No_1","vitamin D receptor agonist",0.59375,1.56,0.0606,150,0.683
"172",1,"-0.75","Cell_No_1","45_random_drugs",-0.74612,-1.94,0.00189,1163,0.29
"173",1,"-0.5","Cell_No_1","EGFR inhibitor",-0.27027,-0.686,0.827,1188,0.892
"174",1,"-0.5","Cell_No_1","Abl kinase inhibitor",-0.34374,-0.871,0.585,1007,1
"175",1,"-0.5","Cell_No_1","acetylcholine receptor agonist",0.63906,1.64,0.0594,388,0.69
"176",1,"-0.5","Cell_No_1","acetylcholine receptor antagonist",0.49897,1.29,0.199,414,1
"177",1,"-0.5","Cell_No_1","adenosine receptor antagonist",0.40881,1.04,0.419,384,0.933
"178",1,"-0.5","Cell_No_1","adrenergic receptor agonist",0.31894,0.829,0.652,131,0.869
"179",1,"-0.5","Cell_No_1","adrenergic receptor antagonist",0.29458,0.766,0.746,203,0.806
"180",1,"-0.5","Cell_No_1","AKT inhibitor",0.35669,0.913,0.53,175,0.961
"181",1,"-0.5","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.49233,-1.27,0.226,1095,0.981
"182",1,"-0.5","Cell_No_1","androgen receptor antagonist",-0.63513,-1.6,0.0628,1157,0.6
"183",1,"-0.5","Cell_No_1","antioxidant",-0.27224,-0.701,0.821,1062,0.919
"184",1,"-0.5","Cell_No_1","AP inhibitor",-0.35117,-0.899,0.573,1056,1
"185",1,"-0.5","Cell_No_1","ATPase inhibitor",-0.24384,-0.622,0.907,1327,0.942
"186",1,"-0.5","Cell_No_1","Aurora kinase inhibitor",-0.31627,-0.81,0.681,1240,0.933
"187",1,"-0.5","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",0.51633,1.35,0.167,223,1
"188",1,"-0.5","Cell_No_1","bacterial DNA gyrase inhibitor",0.48954,1.28,0.176,271,0.932
"189",1,"-0.5","Cell_No_1","BCL inhibitor",0.46684,1.21,0.25,144,0.803
"190",1,"-0.5","Cell_No_1","Bcr.Abl kinase inhibitor",-0.32981,-0.86,0.606,1305,1
"191",1,"-0.5","Cell_No_1","benzodiazepine receptor agonist",-0.43184,-1.12,0.305,1017,1
"192",1,"-0.5","Cell_No_1","bromodomain inhibitor",0.34604,0.887,0.561,225,0.844
"193",1,"-0.5","Cell_No_1","calcium channel blocker",-0.42505,-1.09,0.342,1087,1
"194",1,"-0.5","Cell_No_1","CC chemokine receptor antagonist",0.66189,1.76,0.0169,211,1
"195",1,"-0.5","Cell_No_1","CDK inhibitor",0.21376,0.556,0.955,432,0.976
"196",1,"-0.5","Cell_No_1","CHK inhibitor",-0.61555,-1.58,0.0732,1048,0.526
"197",1,"-0.5","Cell_No_1","cyclooxygenase inhibitor",0.31471,0.822,0.674,157,0.784
"198",1,"-0.5","Cell_No_1","cytochrome P450 inhibitor",0.51286,1.32,0.176,452,1
"199",1,"-0.5","Cell_No_1","DNA alkylating agent",-0.37071,-0.94,0.497,1020,1
"200",1,"-0.5","Cell_No_1","DNA inhibitor",0.28856,0.73,0.753,99,0.817
"201",1,"-0.5","Cell_No_1","DNA methyltransferase inhibitor",-0.33697,-0.863,0.591,1025,1
"202",1,"-0.5","Cell_No_1","DNA polymerase inhibitor",0.31405,0.822,0.677,304,0.784
"203",1,"-0.5","Cell_No_1","DNA synthesis inhibitor",-0.27024,-0.695,0.843,1237,0.903
"204",1,"-0.5","Cell_No_1","dopamine receptor antagonist",0.5643,1.46,0.0832,115,0.912
"205",1,"-0.5","Cell_No_1","estrogen receptor agonist",-0.45305,-1.15,0.289,1039,1
"206",1,"-0.5","Cell_No_1","estrogen receptor antagonist",0.41039,1.06,0.366,5,0.936
"207",1,"-0.5","Cell_No_1","FGFR inhibitor",0.34223,0.878,0.572,138,0.807
"208",1,"-0.5","Cell_No_1","FLT3 inhibitor",-0.34228,-0.862,0.593,1084,1
"209",1,"-0.5","Cell_No_1","glucocorticoid receptor agonist",-0.29698,-0.75,0.735,1011,0.899
"210",1,"-0.5","Cell_No_1","glutamate receptor antagonist",-0.49288,-1.27,0.216,947,0.981
"211",1,"-0.5","Cell_No_1","glycogen synthase kinase inhibitor",-0.2947,-0.754,0.758,1065,0.918
"212",1,"-0.5","Cell_No_1","growth factor receptor inhibitor",0.36214,0.926,0.55,411,0.972
"213",1,"-0.5","Cell_No_1","HCV inhibitor",0.37369,0.967,0.47,395,0.964
"214",1,"-0.5","Cell_No_1","HDAC inhibitor",0.34935,0.911,0.534,332,0.859
"215",1,"-0.5","Cell_No_1","histamine receptor antagonist",0.44007,1.14,0.296,470,0.852
"216",1,"-0.5","Cell_No_1","histone lysine methyltransferase inhibitor",-0.28081,-0.708,0.79,818,0.934
"217",1,"-0.5","Cell_No_1","HMGCR inhibitor",0.47902,1.21,0.234,142,0.803
"218",1,"-0.5","Cell_No_1","HSP inhibitor",-0.23277,-0.602,0.912,895,0.938
"219",1,"-0.5","Cell_No_1","JAK inhibitor",0.35548,0.911,0.514,243,0.859
"220",1,"-0.5","Cell_No_1","KIT inhibitor",-0.5119,-1.29,0.205,1173,1
"221",1,"-0.5","Cell_No_1","MDM inhibitor",-0.67777,-1.71,0.0282,1350,0.438
"222",1,"-0.5","Cell_No_1","MEK inhibitor",0.37671,0.975,0.45,369,0.992
"223",1,"-0.5","Cell_No_1","MET inhibitor",0.64794,1.69,0.0415,265,0.784
"224",1,"-0.5","Cell_No_1","microtubule inhibitor",0.316,0.828,0.637,154,0.845
"225",1,"-0.5","Cell_No_1","mTOR inhibitor",-0.33473,-0.85,0.582,912,0.949
"226",1,"-0.5","Cell_No_1","NFkB pathway inhibitor",-0.35499,-0.9,0.555,1058,1
"227",1,"-0.5","Cell_No_1","opioid receptor agonist",0.4585,1.19,0.252,216,0.791
"228",1,"-0.5","Cell_No_1","p38 MAPK inhibitor",0.38105,0.977,0.438,397,1
"229",1,"-0.5","Cell_No_1","PARP inhibitor",-0.34657,-0.879,0.568,987,1
"230",1,"-0.5","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.3214,-0.812,0.686,1135,0.96
"231",1,"-0.5","Cell_No_1","phosphatase inhibitor",0.32295,0.826,0.641,293,0.823
"232",1,"-0.5","Cell_No_1","phosphodiesterase inhibitor",-0.3874,-1,0.424,1231,1
"233",1,"-0.5","Cell_No_1","PI3K inhibitor",-0.31269,-0.804,0.681,962,0.915
"234",1,"-0.5","Cell_No_1","PLK inhibitor",0.37149,0.954,0.48,135,0.949
"235",1,"-0.5","Cell_No_1","potassium channel blocker",-0.73509,-1.88,0.0058,1302,0.214
"236",1,"-0.5","Cell_No_1","PPAR receptor agonist",-0.40779,-1.03,0.402,1077,1
"237",1,"-0.5","Cell_No_1","progesterone receptor agonist",0.3489,0.897,0.55,5,0.855
"238",1,"-0.5","Cell_No_1","proteasome inhibitor",-0.48496,-1.24,0.2,1239,0.971
"239",1,"-0.5","Cell_No_1","protein synthesis inhibitor",0.47794,1.24,0.224,345,0.947
"240",1,"-0.5","Cell_No_1","protein tyrosine kinase inhibitor",-0.33211,-0.851,0.614,799,0.982
"241",1,"-0.5","Cell_No_1","RAF inhibitor",0.29812,0.782,0.707,230,0.803
"242",1,"-0.5","Cell_No_1","RET tyrosine kinase inhibitor",-0.55593,-1.43,0.125,782,0.849
"243",1,"-0.5","Cell_No_1","retinoid receptor agonist",0.3049,0.79,0.73,387,0.812
"244",1,"-0.5","Cell_No_1","ribonucleotide reductase inhibitor",-0.31739,-0.795,0.692,1262,0.904
"245",1,"-0.5","Cell_No_1","serotonin receptor agonist",0.28401,0.736,0.766,969,0.828
"246",1,"-0.5","Cell_No_1","serotonin receptor antagonist",-0.30675,-0.792,0.715,1319,0.882
"247",1,"-0.5","Cell_No_1","sodium channel blocker",0.21008,0.548,0.947,257,0.958
"248",1,"-0.5","Cell_No_1","src inhibitor",0.41894,1.1,0.339,52,0.894
"249",1,"-0.5","Cell_No_1","sterol demethylase inhibitor",-0.23528,-0.597,0.926,1182,0.92
"250",1,"-0.5","Cell_No_1","SYK inhibitor",0.47438,1.23,0.206,137,0.89
"251",1,"-0.5","Cell_No_1","TGF beta receptor inhibitor",0.36079,0.911,0.553,429,0.859
"252",1,"-0.5","Cell_No_1","thymidylate synthase inhibitor",-0.33093,-0.831,0.649,846,0.955
"253",1,"-0.5","Cell_No_1","topoisomerase inhibitor",-0.36436,-0.938,0.485,1146,1
"254",1,"-0.5","Cell_No_1","tubulin polymerization inhibitor",0.34244,0.884,0.59,204,0.823
"255",1,"-0.5","Cell_No_1","tyrosine kinase inhibitor",-0.41074,-1.04,0.371,1127,1
"256",1,"-0.5","Cell_No_1","VEGFR inhibitor",-0.44483,-1.15,0.296,1135,1
"257",1,"-0.5","Cell_No_1","vitamin D receptor agonist",0.59524,1.57,0.0657,148,0.723
"258",1,"-0.5","Cell_No_1","45_random_drugs",-0.75244,-1.92,0.0116,1200,0.316
"259",1,"-0.25","Cell_No_1","EGFR inhibitor",-0.14432,-0.379,0.996,1204,0.999
"260",1,"-0.25","Cell_No_1","Abl kinase inhibitor",-0.33431,-0.874,0.571,1017,1
"261",1,"-0.25","Cell_No_1","acetylcholine receptor agonist",0.63757,1.65,0.0386,390,0.632
"262",1,"-0.25","Cell_No_1","acetylcholine receptor antagonist",0.49748,1.3,0.194,416,0.993
"263",1,"-0.25","Cell_No_1","adenosine receptor antagonist",0.40732,1.02,0.416,386,0.846
"264",1,"-0.25","Cell_No_1","adrenergic receptor agonist",0.31819,0.812,0.67,132,0.827
"265",1,"-0.25","Cell_No_1","adrenergic receptor antagonist",0.29533,0.758,0.736,202,0.818
"266",1,"-0.25","Cell_No_1","AKT inhibitor",0.43802,1.12,0.299,293,0.854
"267",1,"-0.25","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.37982,-0.971,0.48,1046,1
"268",1,"-0.25","Cell_No_1","androgen receptor antagonist",-0.5308,-1.36,0.141,765,1
"269",1,"-0.25","Cell_No_1","antioxidant",-0.28265,-0.733,0.777,1076,0.975
"270",1,"-0.25","Cell_No_1","AP inhibitor",-0.36158,-0.938,0.523,1070,1
"271",1,"-0.25","Cell_No_1","ATPase inhibitor",-0.24982,-0.662,0.853,1335,0.996
"272",1,"-0.25","Cell_No_1","Aurora kinase inhibitor",-0.28063,-0.718,0.771,1257,0.944
"273",1,"-0.25","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",0.51707,1.34,0.16,222,0.996
"274",1,"-0.25","Cell_No_1","bacterial DNA gyrase inhibitor",0.49028,1.28,0.212,270,0.94
"275",1,"-0.25","Cell_No_1","BCL inhibitor",0.4661,1.19,0.257,145,0.93
"276",1,"-0.25","Cell_No_1","Bcr.Abl kinase inhibitor",-0.30333,-0.811,0.679,1067,0.928
