"","Simulation Number","values.to.vary","ES","NES","p","pos_at_max","q"
"53",6,0.75,0.84426,2.1,0.00199,142,0.0432
"54",6,1,0.82764,2.16,0,73,0.0249
"55",7,-1,-0.8452,-2.12,0,1170,0.0287
"56",7,-0.75,-0.72858,-1.79,0.00896,1234,0.251
"57",7,-0.5,-0.635,-1.62,0.0352,1193,0.428
"58",7,-0.25,-0.62431,-1.56,0.0613,1147,0.583
"59",7,0,-0.18812,-0.473,0.982,889,0.986
"60",7,0.25,0.41979,1.1,0.323,233,1
"61",7,0.5,0.82424,2.09,0.0021,82,0.0563
"62",7,0.75,0.88967,2.29,0.00212,154,0.0045
"63",7,1,0.80182,2.05,0,66,0.103
"64",8,-1,-0.84243,-2.16,0.00191,1183,0.025
"65",8,-0.75,-0.77669,-1.94,0.0063,1126,0.234
"66",8,-0.5,-0.70971,-1.8,0.0273,1133,0.711
"67",8,-0.25,0.31877,0.802,0.684,72,1
"68",8,0,0.60237,1.52,0.0694,324,0.487
"69",8,0.25,0.4155,1.03,0.407,354,1
"70",8,0.5,0.67418,1.7,0.0332,267,0.711
"71",8,0.75,0.56223,1.41,0.116,273,0.695
"72",8,1,0.76239,1.89,0.0106,225,0.314
"73",9,-1,-0.86749,-2.18,0,1278,0.0251
"74",9,-0.75,-0.72878,-1.86,0.0182,1153,0.29
"75",9,-0.5,-0.70258,-1.81,0.0179,1225,0.399
"76",9,-0.25,-0.46538,-1.15,0.317,1304,1
"77",9,0,-0.40659,-1.04,0.403,1117,1
"78",9,0.25,0.28908,0.742,0.756,239,1
"79",9,0.5,0.80481,2.07,0.00193,248,0.058
"80",9,0.75,0.79433,2,0.00375,92,0.0825
"81",9,1,0.88558,2.23,0.00188,26,0.000878
"82",10,-1,-0.80507,-2.09,0,1094,0.0592
"83",10,-0.75,-0.91549,-2.34,0,1280,0
"84",10,-0.5,-0.7368,-1.87,0.0111,1133,0.496
"85",10,-0.25,-0.47374,-1.21,0.253,1026,1
"86",10,0,0.39173,1.02,0.41,464,1
"87",10,0.25,0.31313,0.798,0.726,40,0.887
"88",10,0.5,0.79311,2.02,0,166,0.106
"89",10,0.75,0.82362,2.14,0,62,0.0236
"90",10,1,0.8224,2.14,0,208,0.0229
"91",11,-1,-0.88496,-2.19,0,1206,0.00462
"92",11,-0.75,-0.858,-2.14,0,1241,0.0153
"93",11,-0.5,-0.76748,-1.94,0.00173,1135,0.147
"94",11,-0.25,-0.34318,-0.862,0.594,1220,1
"95",11,0,-0.49539,-1.2,0.254,1265,0.878
"96",11,0.25,0.67614,1.73,0.0298,377,1
"97",11,0.5,0.68257,1.76,0.0245,197,1
"98",11,0.75,0.7833,2.05,0,177,0.12
"99",11,1,0.7442,1.92,0.0067,311,0.368
"100",12,-1,-0.80722,-2.01,0.00381,1254,0.0569
"101",12,-0.75,-0.88891,-2.23,0,1289,0.0028
"102",12,-0.5,-0.74935,-1.93,0.00217,1233,0.0774
"103",12,-0.25,-0.3284,-0.823,0.659,1206,1
"104",12,0,0.41295,1.05,0.374,161,0.982
"105",12,0.25,0.53923,1.35,0.146,180,0.835
"106",12,0.5,0.70339,1.77,0.0175,380,0.889
"107",12,0.75,0.89606,2.24,0,111,0.00767
"108",12,1,0.92749,2.36,0,70,0
"109",13,-1,-0.92465,-2.42,0,1283,0
"110",13,-0.75,-0.74944,-1.91,0.00596,1005,0.34
"111",13,-0.5,-0.67645,-1.71,0.0242,1287,1
"112",13,-0.25,-0.46875,-1.22,0.249,1047,0.722
"113",13,0,-0.53483,-1.4,0.12,1176,0.63
"114",13,0.25,0.46579,1.21,0.252,279,0.723
"115",13,0.5,0.71767,1.87,0.0144,192,0.472
"116",13,0.75,0.82173,2.08,0,195,0.0588
"117",13,1,0.9217,2.31,0,115,0
"118",14,-1,-0.87271,-2.25,0,1241,0.00459
"119",14,-0.75,-0.79561,-2.09,0.0038,1324,0.0644
"120",14,-0.5,-0.76681,-1.97,0.00616,1198,0.192
"121",14,-0.25,-0.24875,-0.656,0.847,1181,0.887
"122",14,0,-0.29091,-0.741,0.778,1060,0.873
"123",14,0.25,0.61622,1.64,0.0632,166,0.701
"124",14,0.5,0.64402,1.72,0.0276,365,0.698
"125",14,0.75,0.84645,2.19,0.00196,203,0.0087
"126",14,1,0.8091,2.08,0.00212,266,0.0774
"127",15,-1,-0.84967,-2.15,0,1209,0.0256
"128",15,-0.75,-0.83459,-2.11,0.00198,1122,0.0416
"129",15,-0.5,-0.74118,-1.86,0.00815,1101,0.528
"130",15,-0.25,-0.51325,-1.27,0.224,1095,1
"131",15,0,-0.46866,-1.2,0.243,1201,1
"132",15,0.25,0.56398,1.43,0.136,32,0.92
"133",15,0.5,0.56038,1.42,0.115,425,0.782
"134",15,0.75,0.87659,2.22,0.00192,96,0.0107
"135",15,1,0.84167,2.14,0,127,0.02
"136",16,-1,-0.82445,-2.05,0.00362,1213,0.0605
"137",16,-0.75,-0.7466,-1.87,0.00741,1179,0.358
"138",16,-0.5,-0.41855,-1.07,0.336,1239,0.734
"139",16,-0.25,-0.44713,-1.12,0.316,901,0.638
"140",16,0,-0.32127,-0.821,0.662,1248,0.879
"141",16,0.25,0.81378,2.02,0.00203,93,0.116
"142",16,0.5,0.73885,1.87,0.0169,314,0.481
"143",16,0.75,0.78445,2.03,0.00624,283,0.117
"144",16,1,0.89066,2.24,0,123,0.00667
"145",17,-1,-0.89324,-2.28,0,1212,0
"146",17,-0.75,-0.74853,-1.88,0.0103,1140,0.301
"147",17,-0.5,-0.48511,-1.24,0.205,1198,1
"148",17,-0.25,0.27388,0.68,0.86,388,1
"149",17,0,-0.24229,-0.614,0.901,1007,0.993
"150",17,0.25,0.69964,1.77,0.0194,171,1
"151",17,0.5,0.58906,1.51,0.0629,385,0.716
"152",17,0.75,0.76666,1.95,0.004,241,0.219
"153",17,1,0.91149,2.27,0,78,0.0012
"154",18,-1,-0.84611,-2.13,0,1238,0.0242
"155",18,-0.75,-0.8542,-2.17,0,1215,0.019
"156",18,-0.5,-0.79056,-2.08,0,1108,0.0507
"157",18,-0.25,-0.55177,-1.43,0.112,1063,0.625
"158",18,0,0.34655,0.887,0.577,194,0.914
"159",18,0.25,0.29257,0.734,0.776,26,0.957
"160",18,0.5,0.73909,1.8,0.0118,167,0.702
"161",18,0.75,0.73165,1.87,0.00729,186,0.411
"162",18,1,0.7971,2.04,0.00189,155,0.0779
"163",19,-1,-0.77801,-1.98,0.00196,1284,0.131
"164",19,-0.75,-0.92767,-2.34,0,1244,0
"165",19,-0.5,-0.56849,-1.45,0.104,1086,0.951
"166",19,-0.25,-0.56189,-1.45,0.112,1200,0.942
"167",19,0,-0.57756,-1.47,0.0983,1145,0.856
"168",19,0.25,0.57496,1.47,0.116,166,0.416
"169",19,0.5,0.87842,2.21,0,30,0.00628
"170",19,0.75,0.76361,1.98,0.00625,327,0.0967
"171",19,1,0.85801,2.19,0,106,0.0124
"172",20,-1,-0.95153,-2.4,0,1276,0
"173",20,-0.75,-0.61078,-1.55,0.0804,979,0.636
"174",20,-0.5,-0.75328,-1.92,0.00759,1030,0.14
"175",20,-0.25,-0.6833,-1.7,0.0258,1295,0.452
"176",20,0,-0.36724,-0.898,0.582,1082,1
"177",20,0.25,0.54965,1.41,0.129,203,1
"178",20,0.5,0.60345,1.57,0.0491,386,0.88
"179",20,0.75,0.81646,2.09,0,150,0.0262
"180",20,1,0.83893,2.14,0,226,0.0118
"181",21,-1,-0.86875,-2.22,0,1165,0.00767
"182",21,-0.75,-0.84587,-2.19,0,1234,0.0206
"183",21,-0.5,-0.6703,-1.72,0.0244,1096,0.633
"184",21,-0.25,-0.37469,-0.969,0.473,1117,0.881
"185",21,0,-0.36809,-0.953,0.509,1248,0.936
"186",21,0.25,0.3907,1.01,0.416,85,0.725
"187",21,0.5,0.44934,1.14,0.295,390,0.671
"188",21,0.75,0.70979,1.85,0.00586,181,0.526
"189",21,1,0.85943,2.22,0,88,0.0142
"190",22,-1,-0.86059,-2.22,0,1265,0.00976
"191",22,-0.75,-0.9208,-2.39,0,1251,0
"192",22,-0.5,-0.72708,-1.9,0.016,1118,0.462
"193",22,-0.25,-0.66741,-1.71,0.0251,1220,0.481
"194",22,0,-0.39512,-1.02,0.403,1145,0.937
"195",22,0.25,0.26814,0.672,0.844,135,0.959
"196",22,0.5,0.63433,1.6,0.0503,134,0.527
"197",22,0.75,0.77287,1.94,0.00702,213,0.148
"198",22,1,0.77902,1.9,0.00893,162,0.242
"199",23,-1,-0.87034,-2.26,0,1243,0.00757
"200",23,-0.75,-0.76125,-1.93,0.002,1172,0.182
"201",23,-0.5,-0.85768,-2.27,0,1209,0.00189
"202",23,-0.25,-0.48152,-1.26,0.218,984,0.606
"203",23,0,0.33404,0.859,0.621,165,0.849
"204",23,0.25,0.48912,1.26,0.208,519,0.784
"205",23,0.5,0.74326,1.92,0.0098,101,0.254
"206",23,0.75,0.9086,2.31,0,106,0.000773
"207",23,1,0.89428,2.33,0,122,0.00152
"208",24,-1,-0.82144,-2.04,0,1152,0.06
"209",24,-0.75,-0.78591,-1.97,0,1162,0.14
"210",24,-0.5,-0.82307,-2.1,0.00189,1168,0.0404
"211",24,-0.25,-0.69754,-1.79,0.0195,1161,0.683
"212",24,0,-0.40113,-1.02,0.442,1231,0.955
"213",24,0.25,0.53866,1.38,0.126,160,0.583
"214",24,0.5,0.42029,1.08,0.372,373,0.669
"215",24,0.75,0.86707,2.17,0,178,0.0175
"216",24,1,0.89635,2.29,0,149,0.00343
"217",25,-1,-0.89534,-2.31,0,1246,0.00106
"218",25,-0.75,-0.76358,-1.98,0.00388,1045,0.188
"219",25,-0.5,-0.72283,-1.88,0.0135,1172,0.468
"220",25,-0.25,-0.5699,-1.44,0.114,1015,0.843
"221",25,0,0.57524,1.49,0.0913,129,0.799
"222",25,0.25,0.69237,1.74,0.0194,199,0.545
"223",25,0.5,0.64123,1.66,0.0367,120,0.426
"224",25,0.75,0.82623,2.09,0,234,0.0549
"225",25,1,0.92691,2.35,0,36,0
"226",26,-1,-0.87412,-2.21,0,1214,0.00769
"227",26,-0.75,-0.83721,-2.16,0,1194,0.0169
"228",26,-0.5,-0.61802,-1.6,0.0417,1150,1
"229",26,-0.25,-0.25284,-0.648,0.888,1328,1
"230",26,0,0.53124,1.37,0.152,323,0.914
"231",26,0.25,0.38805,1,0.442,1,0.926
"232",26,0.5,0.66104,1.75,0.0341,404,0.391
"233",26,0.75,0.73714,1.88,0.0117,308,0.247
"234",26,1,0.9331,2.41,0,43,0.00108
"235",27,-1,-0.81935,-2.08,0.00201,1142,0.0561
"236",27,-0.75,-0.88039,-2.26,0,1289,0.00494
"237",27,-0.5,-0.62442,-1.63,0.0529,1152,0.413
"238",27,-0.25,-0.60512,-1.57,0.0661,1131,0.689
"239",27,0,-0.27487,-0.705,0.795,1325,1
"240",27,0.25,0.50784,1.28,0.213,59,1
"241",27,0.5,0.82184,2.1,0,112,0.0416
"242",27,0.75,0.87919,2.25,0,172,0.00688
"243",27,1,0.87984,2.27,0,147,0.00688
"244",28,-1,-0.80926,-2.08,0.00201,1231,0.0606
"245",28,-0.75,-0.81989,-2.08,0,1125,0.0472
"246",28,-0.5,-0.75739,-1.99,0.00381,1239,0.144
"247",28,-0.25,-0.52049,-1.34,0.156,1044,0.838
"248",28,0,-0.36179,-0.922,0.538,1070,0.967
"249",28,0.25,0.6283,1.59,0.0481,392,0.529
"250",28,0.5,0.48066,1.24,0.217,330,0.57
"251",28,0.75,0.79589,1.99,0.00406,183,0.175
"252",28,1,0.77303,1.96,0.00198,248,0.102
"253",29,-1,-0.9174,-2.27,0,1314,0.00427
"254",29,-0.75,-0.6817,-1.77,0.0193,975,0.979
"255",29,-0.5,-0.66712,-1.71,0.0283,1014,0.462
"256",29,-0.25,-0.75666,-1.95,0.00772,1192,0.246
"257",29,0,-0.4244,-1.08,0.366,1265,0.907
"258",29,0.25,-0.23103,-0.576,0.931,967,1
"259",29,0.5,0.77195,1.99,0.00605,245,0.0965
"260",29,0.75,0.7207,1.88,0.0143,358,0.197
"261",29,1,0.77534,1.98,0.00683,256,0.106
"262",30,-1,-0.9167,-2.34,0,1238,0.00101
"263",30,-0.75,-0.73677,-1.84,0.00617,1177,0.247
"264",30,-0.5,-0.57918,-1.49,0.099,1197,0.485
"265",30,-0.25,-0.63443,-1.62,0.0573,1223,0.311
"266",30,0,0.57087,1.44,0.115,67,0.945
"267",30,0.25,0.56323,1.42,0.112,329,0.865
"268",30,0.5,0.65632,1.67,0.0397,203,0.537
"269",30,0.75,0.82149,2.07,0.00196,123,0.0621
"270",30,1,0.78878,2.01,0.00393,236,0.0951
"271",31,-1,-0.89391,-2.24,0.00202,1220,0.00774
"272",31,-0.75,-0.67528,-1.76,0.0198,933,0.981
"273",31,-0.5,-0.66385,-1.7,0.0391,1050,1
"274",31,-0.25,-0.56343,-1.44,0.107,937,0.967
"275",31,0,0.30059,0.766,0.754,349,1
"276",31,0.25,-0.27226,-0.704,0.821,1096,1
"277",31,0.5,0.70872,1.85,0.0159,337,0.589
"278",31,0.75,0.79841,2.1,0.00194,130,0.0527
"279",31,1,0.89788,2.25,0,122,0.00637
"280",32,-1,-0.82479,-2.07,0,1157,0.0524
"281",32,-0.75,-0.8375,-2.12,0.00195,1196,0.0331
"282",32,-0.5,-0.76125,-1.89,0.00195,1164,0.413
"283",32,-0.25,-0.56251,-1.43,0.119,1152,0.731
"284",32,0,-0.43781,-1.1,0.323,1240,1
"285",32,0.25,0.25439,0.659,0.877,277,0.978
"286",32,0.5,0.69076,1.79,0.0232,341,0.321
"287",32,0.75,0.80107,2.07,0,219,0.0511
"288",32,1,0.86204,2.13,0,195,0.0278
"289",33,-1,-0.85533,-2.19,0,1147,0.0115
"290",33,-0.75,-0.75651,-1.89,0.0152,1079,0.144
"291",33,-0.5,-0.76355,-1.98,0.00388,1223,0.0794
"292",33,-0.25,-0.47476,-1.2,0.261,1153,0.955
"293",33,0,0.1827,0.473,0.99,1106,0.988
"294",33,0.25,0.79231,2.01,0.00407,119,0.077
"295",33,0.5,0.70452,1.8,0.012,270,0.45
"296",33,0.75,0.81775,2.1,0,72,0.0271
"297",33,1,0.85232,2.14,0,122,0.0178
"298",34,-1,-0.89656,-2.28,0,1269,0.00238
"299",34,-0.75,-0.75613,-1.94,0.00202,1106,0.0925
"300",34,-0.5,-0.78978,-2.01,0.00194,1172,0.0747
"301",34,-0.25,-0.53097,-1.35,0.177,1240,0.925
"302",34,0,-0.32095,-0.804,0.678,1054,0.953
"303",34,0.25,0.48892,1.26,0.186,284,0.97
"304",34,0.5,0.77741,1.95,0.00189,223,0.179
"305",34,0.75,0.81531,2.05,0.00192,200,0.0457
"306",34,1,0.77982,1.97,0,49,0.122
"307",35,-1,-0.83529,-2.08,0.00186,1231,0.0477
"308",35,-0.75,-0.70395,-1.86,0.00903,944,0.249
"309",35,-0.5,-0.80697,-2.08,0.00198,1197,0.0523
"310",35,-0.25,-0.513,-1.31,0.189,1203,1
"311",35,0,0.43083,1.13,0.321,121,0.879
"312",35,0.25,0.24829,0.655,0.849,280,0.939
"313",35,0.5,0.73467,1.93,0.00429,255,0.0848
"314",35,0.75,0.83757,2.18,0.00202,106,0.0185
"315",35,1,0.91695,2.42,0,96,0
"316",36,-1,-0.85195,-2.12,0.00185,1170,0.0249
"317",36,-0.75,-0.79936,-2.04,0,1286,0.0917
"318",36,-0.5,-0.89882,-2.25,0,1317,0
"319",36,-0.25,-0.56862,-1.46,0.111,1020,0.75
"320",36,0,-0.29584,-0.754,0.766,1326,1
"321",36,0.25,0.5293,1.37,0.119,522,0.809
"322",36,0.5,0.79287,1.98,0.00881,199,0.0701
"323",36,0.75,0.70765,1.81,0.0171,306,0.263
"324",36,1,0.85833,2.17,0.00207,142,0.0197
"325",37,-1,-0.84198,-2.19,0.00202,1337,0.0101
"326",37,-0.75,-0.84259,-2.18,0,1172,0.0219
"327",37,-0.5,-0.71506,-1.83,0.0104,1014,0.308
"328",37,-0.25,-0.52577,-1.3,0.209,967,0.799
"329",37,0,-0.36982,-0.929,0.526,1279,0.95
"330",37,0.25,0.66679,1.68,0.024,299,1
"331",37,0.5,0.71407,1.86,0.00573,120,0.493
"332",37,0.75,0.87348,2.15,0,86,0.0187
"333",37,1,0.79882,2.01,0.00381,265,0.115
"334",38,-1,-0.78039,-2.01,0.00198,1080,0.147
"335",38,-0.75,-0.71407,-1.8,0.00798,1243,0.868
"336",38,-0.5,-0.72225,-1.87,0.00984,1097,0.519
"337",38,-0.25,0.31865,0.823,0.67,244,0.893
"338",38,0,-0.33749,-0.846,0.602,1190,1
"339",38,0.25,0.53794,1.36,0.156,359,0.631
"340",38,0.5,0.75906,1.91,0.00949,277,0.26
"341",38,0.75,0.77958,1.98,0.00202,164,0.136
"342",38,1,0.90006,2.27,0,67,0.000879
"343",39,-1,-0.89937,-2.26,0,1277,0.00447
"344",39,-0.75,-0.79553,-2.04,0.00418,1216,0.0432
"345",39,-0.5,-0.67823,-1.74,0.0331,1107,0.327
"346",39,-0.25,-0.62371,-1.59,0.0537,1129,0.334
"347",39,0,0.37577,0.964,0.472,140,0.869
"348",39,0.25,0.50033,1.29,0.171,41,1
"349",39,0.5,0.716,1.79,0.00982,322,0.789
"350",39,0.75,0.69777,1.75,0.0193,361,1
"351",39,1,0.88311,2.28,0,157,0.00335
"352",40,-1,-0.86596,-2.18,0,1256,0.028
"353",40,-0.75,-0.69275,-1.79,0.0133,1059,0.393
"354",40,-0.5,-0.829,-2.13,0.00212,1231,0.0358
"355",40,-0.25,-0.58297,-1.5,0.0813,1236,0.496
"356",40,0,0.57883,1.45,0.0882,205,0.827
"357",40,0.25,0.69126,1.7,0.0284,341,1
"358",40,0.5,0.60837,1.52,0.075,267,0.729
"359",40,0.75,0.9107,2.32,0,98,0.000974
"360",40,1,0.91623,2.24,0,56,0.00196
"361",41,-1,-0.80835,-2.06,0.00187,1084,0.0391
"362",41,-0.75,-0.88896,-2.22,0,1246,0.00691
"363",41,-0.5,-0.54408,-1.34,0.158,955,0.746
"364",41,-0.25,-0.55106,-1.39,0.136,1171,0.81
"365",41,0,-0.5171,-1.31,0.174,1097,0.68
"366",41,0.25,0.63594,1.61,0.0518,374,1
"367",41,0.5,0.73461,1.83,0.0102,164,0.606
"368",41,0.75,0.78449,2,0.00433,299,0.142
"369",41,1,0.8617,2.22,0,127,0.0105
"370",42,-1,-0.89574,-2.29,0,1209,0.000988
"371",42,-0.75,-0.70554,-1.78,0.0135,1089,0.79
"372",42,-0.5,-0.63575,-1.64,0.0581,971,1
"373",42,-0.25,-0.42397,-1.09,0.359,884,1
"374",42,0,-0.3916,-1.01,0.433,1231,1
"375",42,0.25,-0.33756,-0.866,0.6,1344,1
"376",42,0.5,0.65947,1.68,0.0261,136,0.55
"377",42,0.75,0.90625,2.27,0,65,0.00429
"378",42,1,0.69063,1.77,0.0162,192,0.489
"379",43,-1,-0.83834,-2.15,0,1315,0.019
"380",43,-0.75,-0.78504,-1.97,0.00226,1204,0.178
"381",43,-0.5,-0.80792,-2.04,0.00201,1169,0.0753
"382",43,-0.25,-0.47468,-1.22,0.221,1034,1
"383",43,0,0.31526,0.784,0.731,6,0.9
"384",43,0.25,0.57968,1.44,0.112,161,0.65
"385",43,0.5,0.80701,2.01,0.00175,155,0.111
"386",43,0.75,0.81641,2.08,0,202,0.0429
"387",43,1,0.77567,1.92,0.00186,234,0.224
"388",44,-1,-0.80217,-2.01,0,1139,0.0919
"389",44,-0.75,-0.70357,-1.73,0.0181,1254,0.383
"390",44,-0.5,-0.62694,-1.54,0.0681,999,0.883
"391",44,-0.25,-0.56777,-1.42,0.137,998,0.821
"392",44,0,0.54403,1.41,0.113,285,0.661
"393",44,0.25,0.50015,1.23,0.232,247,0.836
"394",44,0.5,0.53889,1.38,0.14,138,0.678
"395",44,0.75,0.78637,1.96,0.0021,245,0.191
"396",44,1,0.8777,2.24,0,174,0.00273
"397",45,-1,-0.90529,-2.31,0,1214,0.00103
"398",45,-0.75,-0.84191,-2.08,0,1129,0.0446
"399",45,-0.5,-0.78001,-2,0.00197,1046,0.133
"400",45,-0.25,-0.46795,-1.19,0.254,1247,0.983
"401",45,0,-0.37235,-0.931,0.527,1240,0.895
"402",45,0.25,0.58993,1.49,0.103,138,1
"403",45,0.5,0.58941,1.52,0.0861,176,1
"404",45,0.75,0.62709,1.58,0.0607,426,1
"405",45,1,0.89987,2.31,0,92,0.00201
"406",46,-1,-0.86639,-2.23,0,1269,0.0146
"407",46,-0.75,-0.765,-1.96,0.00858,1283,0.132
"408",46,-0.5,-0.70034,-1.85,0.0108,1185,0.373
"409",46,-0.25,-0.48362,-1.28,0.194,1025,0.652
"410",46,0,-0.36544,-0.959,0.5,1062,1
"411",46,0.25,0.50769,1.32,0.154,99,0.636
"412",46,0.5,-0.20435,-0.537,0.966,1300,1
"413",46,0.75,0.77837,1.98,0.00184,207,0.129
"414",46,1,0.84756,2.1,0.00186,120,0.0232
"415",47,-1,-0.87986,-2.23,0,1270,0.00751
"416",47,-0.75,-0.82395,-2.05,0,1206,0.0871
"417",47,-0.5,-0.70285,-1.8,0.0139,1080,0.392
"418",47,-0.25,-0.72943,-1.85,0.0133,1272,0.283
"419",47,0,-0.39789,-1.01,0.439,1206,0.995
"420",47,0.25,0.69465,1.82,0.00849,321,0.687
"421",47,0.5,0.70332,1.77,0.0195,163,0.864
"422",47,0.75,0.80782,2.12,0.00401,79,0.0436
"423",47,1,0.89559,2.28,0,79,0.00302
"424",48,-1,-0.80109,-2.1,0,1165,0.0524
"425",48,-0.75,-0.81526,-2.1,0,1285,0.0621
"426",48,-0.5,-0.6709,-1.73,0.0183,1140,0.606
"427",48,-0.25,-0.523,-1.36,0.15,1190,0.977
"428",48,0,0.54241,1.38,0.122,233,0.835
"429",48,0.25,0.25531,0.652,0.876,487,1
"430",48,0.5,0.71811,1.84,0.0125,128,0.286
"431",48,0.75,0.78404,2,0.0039,283,0.134
"432",48,1,0.89405,2.24,0,102,0.00215
"433",49,-1,-0.85559,-2.17,0,1270,0.0107
"434",49,-0.75,-0.72395,-1.83,0.00988,1212,0.242
"435",49,-0.5,-0.67853,-1.71,0.0352,1146,0.628
"436",49,-0.25,-0.19408,-0.486,0.973,996,1
"437",49,0,-0.40045,-1.02,0.423,963,0.899
"438",49,0.25,0.46272,1.18,0.286,106,0.729
"439",49,0.5,0.81305,2.1,0.00198,75,0.0515
"440",49,0.75,0.80903,2.09,0.00196,245,0.0598
"441",49,1,0.86779,2.19,0,112,0.0144
"442",50,-1,-0.94109,-2.39,0,1262,0
"443",50,-0.75,-0.8687,-2.19,0.00182,1219,0.0131
"444",50,-0.5,-0.68452,-1.76,0.0191,1197,0.348
"445",50,-0.25,-0.42752,-1.08,0.34,1097,1
"446",50,0,-0.17642,-0.443,0.996,1007,0.994
"447",50,0.25,0.3961,1.04,0.359,252,1
"448",50,0.5,0.69997,1.75,0.0162,90,0.924
"449",50,0.75,0.79466,2.05,0.0042,185,0.0797
"450",50,1,0.91216,2.32,0,25,0.000916
