"","Simulation Number","values.to.vary","ES","NES","p","pos_at_max","q"
"130",15,-0.25,-0.43961,-1.13,0.314,1102,0.789
"131",15,0,0.19676,0.504,0.982,82,1
"132",15,0.25,0.50892,1.3,0.182,243,0.93
"133",15,0.5,0.60322,1.58,0.0822,161,0.644
"134",15,0.75,0.78032,1.99,0.00368,188,0.0856
"135",15,1,0.84703,2.16,0,127,0.0188
"136",16,-1,-0.8755,-2.15,0,1241,0.0201
"137",16,-0.75,-0.81101,-2.06,0,1199,0.068
"138",16,-0.5,-0.6502,-1.67,0.044,1105,0.394
"139",16,-0.25,-0.3967,-1.03,0.413,945,1
"140",16,0,0.31902,0.82,0.659,69,1
"141",16,0.25,0.45008,1.15,0.293,327,0.91
"142",16,0.5,0.6327,1.6,0.0556,276,0.626
"143",16,0.75,0.75043,1.94,0.0054,209,0.25
"144",16,1,0.81013,2.01,0.00184,165,0.117
"145",17,-1,-0.79854,-1.99,0.00354,1206,0.128
"146",17,-0.75,-0.7736,-1.91,0.00716,1135,0.25
"147",17,-0.5,-0.65583,-1.65,0.0399,968,0.613
"148",17,-0.25,-0.42816,-1.09,0.327,1021,0.802
"149",17,0,-0.30241,-0.766,0.722,1020,0.92
"150",17,0.25,0.36432,0.904,0.561,224,0.934
"151",17,0.5,0.60882,1.55,0.0663,339,0.612
"152",17,0.75,0.77497,1.9,0.00558,172,0.341
"153",17,1,0.82414,1.99,0,122,0.128
"154",18,-1,-0.79523,-1.97,0.00171,1079,0.135
"155",18,-0.75,-0.74151,-1.91,0.00343,1064,0.299
"156",18,-0.5,-0.62399,-1.61,0.0609,1189,0.774
"157",18,-0.25,-0.51954,-1.3,0.157,1047,1
"158",18,0,-0.24507,-0.624,0.911,1114,0.995
"159",18,0.25,0.47251,1.22,0.244,358,0.589
"160",18,0.5,0.7141,1.82,0.0219,255,0.704
"161",18,0.75,0.79843,2.03,0.00402,204,0.0804
"162",18,1,0.83469,2.13,0,139,0.036
"163",19,-1,-0.82902,-2.08,0.00192,1161,0.049
"164",19,-0.75,-0.76868,-1.97,0,1073,0.156
"165",19,-0.5,-0.66637,-1.74,0.0369,1219,0.53
"166",19,-0.25,-0.42825,-1.08,0.351,990,0.999
"167",19,0,0.32832,0.85,0.628,289,0.935
"168",19,0.25,0.35496,0.907,0.552,261,0.992
"169",19,0.5,0.56062,1.42,0.129,316,0.702
"170",19,0.75,0.69528,1.74,0.0305,260,0.574
"171",19,1,0.82248,2.02,0.00331,231,0.0461
"172",20,-1,-0.81459,-2.08,0,1212,0.0463
"173",20,-0.75,-0.77653,-2.02,0.00585,1211,0.106
"174",20,-0.5,-0.65073,-1.68,0.0439,1140,0.442
"175",20,-0.25,-0.41103,-1.06,0.36,1100,1
"176",20,0,0.3808,0.953,0.509,324,1
"177",20,0.25,0.45398,1.13,0.318,368,1
"178",20,0.5,0.67376,1.68,0.0221,296,0.888
"179",20,0.75,0.76901,1.94,0.00173,209,0.208
"180",20,1,0.76701,1.97,0.00692,260,0.182
"181",21,-1,-0.81549,-2.03,0.00169,1215,0.0893
"182",21,-0.75,-0.73222,-1.86,0,1183,0.236
"183",21,-0.5,-0.60782,-1.6,0.0586,1298,0.507
"184",21,-0.25,-0.26401,-0.675,0.853,868,0.989
"185",21,0,-0.17891,-0.466,0.986,1042,0.989
"186",21,0.25,0.47724,1.21,0.239,294,0.762
"187",21,0.5,0.59044,1.54,0.0562,364,0.796
"188",21,0.75,0.73781,1.86,0.0114,260,0.523
"189",21,1,0.77424,1.98,0.00364,277,0.168
"190",22,-1,-0.8633,-2.17,0.00174,1184,0.017
"191",22,-0.75,-0.77763,-1.93,0.0037,1162,0.198
"192",22,-0.5,-0.62003,-1.61,0.0576,1076,1
"193",22,-0.25,-0.51593,-1.32,0.186,1038,0.493
"194",22,0,0.28663,0.752,0.749,425,1
"195",22,0.25,0.51661,1.35,0.171,301,0.91
"196",22,0.5,0.64581,1.68,0.0446,323,0.666
"197",22,0.75,0.82942,2.14,0,146,0.0183
"198",22,1,0.82492,2.1,0.00179,199,0.0578
"199",23,-1,-0.81679,-2.06,0,1208,0.059
"200",23,-0.75,-0.73676,-1.85,0.00205,1166,0.457
"201",23,-0.5,-0.64701,-1.67,0.0471,1162,0.76
"202",23,-0.25,-0.48569,-1.23,0.227,898,0.944
"203",23,0,-0.28331,-0.746,0.781,929,0.939
"204",23,0.25,0.4125,1.06,0.375,324,0.894
"205",23,0.5,0.64383,1.64,0.0458,283,0.367
"206",23,0.75,0.73998,1.83,0.0123,187,0.585
"207",23,1,0.84498,2.11,0,194,0.0268
"208",24,-1,-0.80044,-2.02,0.00189,1174,0.0719
"209",24,-0.75,-0.78186,-2,0.00393,1200,0.139
"210",24,-0.5,-0.69147,-1.73,0.0206,1102,0.525
"211",24,-0.25,-0.49101,-1.27,0.208,1105,0.832
"212",24,0,-0.35346,-0.893,0.568,1067,0.88
"213",24,0.25,0.49259,1.21,0.259,309,0.991
"214",24,0.5,0.64234,1.56,0.0573,292,0.798
"215",24,0.75,0.76357,1.84,0.00838,270,0.223
"216",24,1,0.7991,1.95,0.00175,144,0.162
"217",25,-1,-0.86949,-2.14,0,1228,0.0227
"218",25,-0.75,-0.78711,-2,0.002,1086,0.165
"219",25,-0.5,-0.68261,-1.75,0.0124,1210,0.419
"220",25,-0.25,-0.45115,-1.15,0.297,1021,0.899
"221",25,0,0.36216,0.908,0.554,402,1
"222",25,0.25,0.33639,0.866,0.604,465,0.942
"223",25,0.5,0.63765,1.58,0.067,342,0.783
"224",25,0.75,0.73703,1.85,0.0102,221,0.199
"225",25,1,0.8202,2.03,0.00329,234,0.0523
"226",26,-1,-0.77608,-1.97,0.00342,1078,0.145
"227",26,-0.75,-0.7412,-1.85,0.00859,1150,0.448
"228",26,-0.5,-0.56171,-1.45,0.0986,876,0.664
"229",26,-0.25,-0.41778,-1.07,0.373,1075,1
"230",26,0,-0.24083,-0.621,0.901,1190,1
"231",26,0.25,0.33694,0.889,0.575,356,1
"232",26,0.5,0.7128,1.86,0.0218,198,0.522
"233",26,0.75,0.74405,1.93,0.00778,321,0.28
"234",26,1,0.8405,2.14,0.00206,159,0.044
"235",27,-1,-0.82444,-2.06,0.00189,1245,0.0558
"236",27,-0.75,-0.72196,-1.85,0.0192,1067,0.429
"237",27,-0.5,-0.68978,-1.79,0.026,1028,0.369
"238",27,-0.25,-0.36628,-0.948,0.497,1027,0.947
"239",27,0,0.29381,0.742,0.778,287,0.943
"240",27,0.25,0.51474,1.3,0.176,278,1
"241",27,0.5,0.70137,1.77,0.0145,265,0.856
"242",27,0.75,0.72634,1.82,0.00737,334,0.318
"243",27,1,0.80076,2.03,0,237,0.0649
"244",28,-1,-0.87661,-2.21,0.00196,1204,0.0106
"245",28,-0.75,-0.75798,-1.97,0.00602,1093,0.201
"246",28,-0.5,-0.68457,-1.76,0.0167,1153,0.518
"247",28,-0.25,-0.47728,-1.22,0.246,1070,0.862
"248",28,0,-0.32897,-0.854,0.606,1059,0.817
"249",28,0.25,0.46101,1.16,0.287,407,0.698
"250",28,0.5,0.68825,1.74,0.0296,315,0.358
"251",28,0.75,0.70582,1.81,0.0248,342,0.219
"252",28,1,0.86727,2.11,0,104,0.0171
"253",29,-1,-0.87149,-2.11,0.00182,1270,0.0246
"254",29,-0.75,-0.79903,-1.97,0,1279,0.158
"255",29,-0.5,-0.65647,-1.65,0.0336,1109,1
"256",29,-0.25,-0.35868,-0.899,0.58,1060,1
"257",29,0,0.22465,0.566,0.95,287,1
"258",29,0.25,0.5373,1.35,0.14,322,0.835
"259",29,0.5,0.67136,1.66,0.0361,227,1
"260",29,0.75,0.75443,1.86,0.0107,246,0.405
"261",29,1,0.81464,2.02,0,225,0.0592
"262",30,-1,-0.80136,-1.96,0.00179,1172,0.161
"263",30,-0.75,-0.82112,-2.06,0.00351,1108,0.0684
"264",30,-0.5,-0.56213,-1.44,0.123,866,1
"265",30,-0.25,-0.44429,-1.15,0.277,1004,1
"266",30,0,-0.32006,-0.803,0.686,1045,1
"267",30,0.25,0.44179,1.12,0.347,277,0.881
"268",30,0.5,0.64029,1.61,0.048,170,1
"269",30,0.75,0.78622,1.99,0.00186,197,0.136
"270",30,1,0.83437,2.09,0,133,0.0403
"271",31,-1,-0.82917,-2.11,0.00186,1206,0.0298
"272",31,-0.75,-0.71695,-1.82,0.00938,1087,0.594
"273",31,-0.5,-0.58159,-1.47,0.0856,1140,1
"274",31,-0.25,-0.43349,-1.1,0.343,1197,0.937
"275",31,0,-0.33039,-0.836,0.66,1010,1
"276",31,0.25,0.57723,1.46,0.103,283,0.65
"277",31,0.5,0.69256,1.77,0.0222,293,0.457
"278",31,0.75,0.76285,1.91,0.00906,219,0.307
"279",31,1,0.81075,1.98,0.00181,258,0.148
"280",32,-1,-0.81829,-2.01,0,1160,0.122
"281",32,-0.75,-0.7689,-1.92,0,1127,0.252
"282",32,-0.5,-0.62949,-1.65,0.022,1008,0.931
"283",32,-0.25,-0.61266,-1.59,0.0513,1071,1
"284",32,0,-0.266,-0.678,0.836,1023,1
"285",32,0.25,0.45046,1.14,0.274,154,1
"286",32,0.5,0.58562,1.49,0.105,287,1
"287",32,0.75,0.751,1.91,0.00741,169,0.361
"288",32,1,0.86733,2.15,0,149,0.0182
"289",33,-1,-0.84137,-2.16,0,1191,0.0277
"290",33,-0.75,-0.79796,-2.07,0.00195,1194,0.0834
"291",33,-0.5,-0.7088,-1.84,0.0197,1155,0.698
"292",33,-0.25,-0.46925,-1.24,0.226,1158,0.755
"293",33,0,-0.15781,-0.417,1,1188,0.996
"294",33,0.25,0.46322,1.19,0.256,293,0.999
"295",33,0.5,0.69116,1.75,0.0179,274,1
"296",33,0.75,0.81801,2.07,0,178,0.052
"297",33,1,0.87404,2.19,0,135,0.0101
"298",34,-1,-0.86631,-2.2,0,1252,0.003
"299",34,-0.75,-0.74318,-1.91,0.00568,1148,0.286
"300",34,-0.5,-0.67828,-1.73,0.0297,1070,1
"301",34,-0.25,-0.53498,-1.33,0.171,1038,0.978
"302",34,0,-0.21445,-0.543,0.954,1238,0.983
"303",34,0.25,0.49469,1.25,0.231,326,0.754
"304",34,0.5,0.69658,1.78,0.013,257,0.442
"305",34,0.75,0.80464,2.01,0.004,171,0.126
"306",34,1,0.80439,2.02,0.00189,221,0.0959
"307",35,-1,-0.83385,-2.1,0.00172,1276,0.0226
"308",35,-0.75,-0.71023,-1.8,0.0142,1149,0.581
"309",35,-0.5,-0.64124,-1.64,0.0458,1032,1
"310",35,-0.25,-0.4761,-1.22,0.241,1154,0.63
"311",35,0,0.34345,0.875,0.593,191,0.873
"312",35,0.25,0.49684,1.29,0.167,173,1
"313",35,0.5,0.63854,1.59,0.0581,263,1
"314",35,0.75,0.78173,1.96,0.00185,246,0.212
"315",35,1,0.86632,2.08,0,163,0.0433
"316",36,-1,-0.84611,-2.06,0,1168,0.0479
"317",36,-0.75,-0.74114,-1.86,0.0137,1048,0.393
"318",36,-0.5,-0.5127,-1.3,0.178,1092,1
"319",36,-0.25,-0.47972,-1.25,0.222,1138,1
"320",36,0,0.31149,0.776,0.719,197,0.933
"321",36,0.25,0.37144,0.923,0.526,353,1
"322",36,0.5,0.58279,1.43,0.101,346,1
"323",36,0.75,0.76334,1.88,0.00508,229,0.342
"324",36,1,0.85452,2.09,0.0017,208,0.0158
"325",37,-1,-0.86172,-2.14,0,1235,0.0123
"326",37,-0.75,-0.78012,-1.99,0.00378,1119,0.132
"327",37,-0.5,-0.64187,-1.63,0.0359,969,0.666
"328",37,-0.25,-0.51989,-1.31,0.148,1008,1
"329",37,0,-0.23153,-0.595,0.935,1125,1
"330",37,0.25,0.42782,1.05,0.396,344,1
"331",37,0.5,0.60592,1.47,0.0849,285,1
"332",37,0.75,0.73125,1.78,0.0117,312,0.696
"333",37,1,0.81666,1.97,0.00344,190,0.122
"334",38,-1,-0.82466,-2.06,0.00167,1203,0.052
"335",38,-0.75,-0.73516,-1.87,0.0017,1029,0.418
"336",38,-0.5,-0.57607,-1.49,0.0879,1122,1
"337",38,-0.25,-0.49867,-1.26,0.192,1180,1
"338",38,0,0.33763,0.903,0.533,316,0.918
"339",38,0.25,0.55129,1.46,0.11,180,0.789
"340",38,0.5,0.64517,1.66,0.0417,241,0.491
"341",38,0.75,0.75879,1.94,0,232,0.14
"342",38,1,0.83865,2.12,0.00375,116,0.0181
"343",39,-1,-0.8267,-2.1,0.00193,1187,0.0554
"344",39,-0.75,-0.78481,-1.98,0.00405,1187,0.083
"345",39,-0.5,-0.64139,-1.64,0.0394,1028,0.684
"346",39,-0.25,-0.65282,-1.69,0.0455,1130,0.522
"347",39,0,-0.22634,-0.582,0.925,1232,0.974
"348",39,0.25,0.52034,1.34,0.183,167,1
"349",39,0.5,0.71304,1.8,0.00765,179,0.677
"350",39,0.75,0.7774,1.94,0.00518,191,0.207
"351",39,1,0.85443,2.12,0.00171,207,0.0287
"352",40,-1,-0.81559,-2.06,0,1154,0.0519
"353",40,-0.75,-0.74917,-1.88,0.00538,1021,0.406
"354",40,-0.5,-0.6498,-1.64,0.0463,1130,1
"355",40,-0.25,-0.62784,-1.57,0.0863,1008,0.993
"356",40,0,-0.16843,-0.438,0.989,1087,0.994
"357",40,0.25,0.45161,1.15,0.281,277,1
"358",40,0.5,0.71757,1.8,0.0234,193,0.71
"359",40,0.75,0.76116,1.93,0.0019,245,0.238
"360",40,1,0.87034,2.19,0,141,0.0103
"361",41,-1,-0.85952,-2.15,0,1154,0.0159
"362",41,-0.75,-0.76697,-1.9,0.00894,1179,0.337
"363",41,-0.5,-0.62007,-1.57,0.0704,1138,0.671
"364",41,-0.25,-0.52768,-1.35,0.169,1168,0.809
"365",41,0,0.27293,0.721,0.799,379,0.935
"366",41,0.25,0.47347,1.2,0.25,240,0.861
"367",41,0.5,0.63459,1.64,0.0461,246,1
"368",41,0.75,0.69911,1.82,0.016,173,0.632
"369",41,1,0.81336,2.05,0,153,0.0627
"370",42,-1,-0.88213,-2.19,0,1222,0.00734
"371",42,-0.75,-0.71822,-1.79,0.0144,1138,0.426
"372",42,-0.5,-0.64639,-1.61,0.0569,1005,0.66
"373",42,-0.25,-0.41899,-1.04,0.383,1078,0.88
"374",42,0,0.21536,0.539,0.958,377,1
"375",42,0.25,0.46513,1.19,0.251,362,0.705
"376",42,0.5,0.59844,1.48,0.0958,304,0.609
"377",42,0.75,0.74558,1.92,0.00555,253,0.261
"378",42,1,0.78664,1.92,0.0108,169,0.245
"379",43,-1,-0.84285,-2.09,0,1168,0.02
"380",43,-0.75,-0.66682,-1.66,0.0455,1118,0.522
"381",43,-0.5,-0.58589,-1.47,0.0935,1186,0.702
"382",43,-0.25,-0.43238,-1.1,0.347,1117,0.773
"383",43,0,0.29531,0.753,0.756,374,0.843
"384",43,0.25,0.52555,1.35,0.139,317,0.717
"385",43,0.5,0.76984,1.97,0.00202,184,0.0666
"386",43,0.75,0.77018,1.95,0.00191,259,0.11
"387",43,1,0.8841,2.14,0,133,0.0153
"388",44,-1,-0.86436,-2.18,0,1206,0.00882
"389",44,-0.75,-0.76035,-1.92,0.00743,1060,0.247
"390",44,-0.5,-0.60628,-1.59,0.0584,1105,0.5
"391",44,-0.25,-0.39149,-0.986,0.447,924,1
"392",44,0,0.34102,0.89,0.554,451,0.943
"393",44,0.25,0.4391,1.11,0.335,342,1
"394",44,0.5,0.73477,1.89,0.0112,203,0.42
"395",44,0.75,0.7621,1.9,0.0143,233,0.341
"396",44,1,0.84259,2.06,0,166,0.0682
"397",45,-1,-0.84753,-2.14,0,1240,0.0194
"398",45,-0.75,-0.76156,-1.9,0.00372,1167,0.187
"399",45,-0.5,-0.65197,-1.67,0.0409,1093,0.63
"400",45,-0.25,-0.47394,-1.2,0.243,1159,1
"401",45,0,0.31975,0.82,0.651,114,0.962
"402",45,0.25,0.4984,1.27,0.181,200,0.86
"403",45,0.5,0.65743,1.64,0.0369,258,0.388
"404",45,0.75,0.73052,1.85,0.0131,296,0.22
"405",45,1,0.82585,2.11,0.00173,131,0.0203
"406",46,-1,-0.82351,-2.12,0,1203,0.0509
"407",46,-0.75,-0.75767,-1.97,0.00391,1254,0.21
"408",46,-0.5,-0.60595,-1.61,0.0476,1099,0.632
"409",46,-0.25,-0.57942,-1.54,0.0701,1088,0.727
"410",46,0,-0.29461,-0.793,0.703,1013,1
"411",46,0.25,0.48538,1.26,0.231,191,1
"412",46,0.5,0.69228,1.81,0.0255,203,0.394
"413",46,0.75,0.80564,2.06,0.00188,159,0.0848
"414",46,1,0.87379,2.18,0,181,0.0171
"415",47,-1,-0.81883,-2.02,0,1180,0.0759
"416",47,-0.75,-0.75127,-1.9,0.00687,1021,0.154
"417",47,-0.5,-0.66301,-1.67,0.039,1136,0.514
"418",47,-0.25,-0.5586,-1.42,0.12,1054,0.879
"419",47,0,-0.17712,-0.447,0.988,1008,0.992
"420",47,0.25,0.62,1.57,0.0588,279,0.536
"421",47,0.5,0.68612,1.69,0.0329,241,0.373
"422",47,0.75,0.77234,1.97,0.00378,89,0.164
"423",47,1,0.78651,1.98,0.00188,195,0.0984
"424",48,-1,-0.81767,-2.05,0.00353,1182,0.0641
"425",48,-0.75,-0.80116,-2.04,0.00365,1186,0.0788
"426",48,-0.5,-0.51017,-1.3,0.18,1126,0.666
"427",48,-0.25,-0.44513,-1.14,0.28,1040,0.845
"428",48,0,0.25726,0.666,0.877,65,0.968
"429",48,0.25,0.43809,1.12,0.327,267,1
"430",48,0.5,0.66072,1.68,0.0413,327,0.838
"431",48,0.75,0.74649,1.9,0.00557,344,0.347
"432",48,1,0.86912,2.17,0,113,0.0164
"433",49,-1,-0.7956,-2.01,0.00548,1179,0.0975
"434",49,-0.75,-0.79065,-1.95,0.00189,1188,0.212
"435",49,-0.5,-0.58518,-1.5,0.0847,956,1
"436",49,-0.25,-0.45938,-1.17,0.262,1124,1
"437",49,0,0.19924,0.506,0.97,389,0.976
"438",49,0.25,0.41921,1.04,0.404,281,0.867
"439",49,0.5,0.68955,1.72,0.0268,280,1
"440",49,0.75,0.75915,1.91,0.0036,132,0.283
"441",49,1,0.77515,1.93,0.00723,269,0.254
"442",50,-1,-0.80583,-2.04,0.00552,1117,0.0557
"443",50,-0.75,-0.74361,-1.88,0.011,1096,0.326
"444",50,-0.5,-0.63746,-1.61,0.0478,1149,1
"445",50,-0.25,-0.26651,-0.681,0.849,1029,1
"446",50,0,-0.19701,-0.503,0.969,1066,0.978
"447",50,0.25,0.43788,1.12,0.308,457,1
"448",50,0.5,0.66663,1.65,0.0369,257,0.652
"449",50,0.75,0.76,1.92,0.00894,190,0.129
"450",50,1,0.83778,2.09,0,78,0.0355
