"","Simulation Number","Value Added","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"24",1,"-1","Cell_No_1","CHK inhibitor",0.27033,0.686,0.858,48,1
"25",1,"-1","Cell_No_1","cyclooxygenase inhibitor",-0.2769,-0.681,0.843,1044,1
"26",1,"-1","Cell_No_1","cytochrome P450 inhibitor",-0.30965,-0.781,0.708,991,1
"27",1,"-1","Cell_No_1","DNA alkylating agent",-0.30999,-0.756,0.743,961,1
"28",1,"-1","Cell_No_1","DNA inhibitor",0.3966,1.02,0.448,154,1
"29",1,"-1","Cell_No_1","DNA methyltransferase inhibitor",-0.54573,-1.35,0.149,851,1
"30",1,"-1","Cell_No_1","DNA polymerase inhibitor",-0.34467,-0.864,0.616,1217,1
"31",1,"-1","Cell_No_1","DNA synthesis inhibitor",0.24194,0.602,0.916,240,1
"32",1,"-1","Cell_No_1","dopamine receptor antagonist",-0.21889,-0.546,0.95,1267,0.975
"33",1,"-1","Cell_No_1","estrogen receptor agonist",-0.38461,-0.937,0.5,1341,1
"34",1,"-1","Cell_No_1","estrogen receptor antagonist",0.57072,1.44,0.102,91,0.822
"35",1,"-1","Cell_No_1","FGFR inhibitor",0.23061,0.597,0.935,335,0.977
"36",1,"-1","Cell_No_1","FLT3 inhibitor",-0.51334,-1.29,0.197,1110,1
"37",1,"-1","Cell_No_1","glucocorticoid receptor agonist",0.33903,0.85,0.618,160,1
"38",1,"-1","Cell_No_1","glutamate receptor antagonist",0.36068,0.937,0.462,94,1
"39",1,"-1","Cell_No_1","glycogen synthase kinase inhibitor",0.34789,0.876,0.589,106,1
"40",1,"-1","Cell_No_1","growth factor receptor inhibitor",-0.38806,-0.964,0.472,1346,1
"41",1,"-1","Cell_No_1","HCV inhibitor",-0.33714,-0.853,0.614,1027,1
"42",1,"-1","Cell_No_1","HDAC inhibitor",-0.25969,-0.65,0.869,1197,1
"43",1,"-1","Cell_No_1","histamine receptor antagonist",-0.30389,-0.757,0.764,1147,1
"44",1,"-1","Cell_No_1","histone lysine methyltransferase inhibitor",-0.62968,-1.54,0.0827,1333,1
"45",1,"-1","Cell_No_1","HMGCR inhibitor",-0.35429,-0.888,0.558,1271,1
"46",1,"-1","Cell_No_1","HSP inhibitor",-0.48449,-1.21,0.239,1229,1
"47",1,"-1","Cell_No_1","JAK inhibitor",-0.37338,-0.929,0.53,1253,1
"48",1,"-1","Cell_No_1","KIT inhibitor",-0.23605,-0.587,0.941,1152,1
"49",1,"-1","Cell_No_1","MDM inhibitor",0.62202,1.59,0.0694,118,0.722
"50",1,"-1","Cell_No_1","MEK inhibitor",0.14664,0.386,1,488,0.999
"51",1,"-1","Cell_No_1","MET inhibitor",-0.27184,-0.683,0.853,1257,1
"52",1,"-1","Cell_No_1","microtubule inhibitor",-0.28326,-0.706,0.834,1281,1
"53",1,"-1","Cell_No_1","mTOR inhibitor",0.54281,1.36,0.141,210,0.782
"54",1,"-1","Cell_No_1","NFkB pathway inhibitor",0.4508,1.11,0.329,112,1
"55",1,"-1","Cell_No_1","opioid receptor agonist",0.35762,0.911,0.542,870,1
"56",1,"-1","Cell_No_1","p38 MAPK inhibitor",-0.36174,-0.901,0.569,932,1
"57",1,"-1","Cell_No_1","PARP inhibitor",-0.46455,-1.15,0.299,1106,1
"58",1,"-1","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.22416,-0.558,0.942,1115,0.987
"59",1,"-1","Cell_No_1","phosphatase inhibitor",0.26268,0.68,0.853,30,1
"60",1,"-1","Cell_No_1","phosphodiesterase inhibitor",-0.44207,-1.11,0.333,779,1
"61",1,"-1","Cell_No_1","PI3K inhibitor",0.48258,1.23,0.229,202,1
"62",1,"-1","Cell_No_1","PLK inhibitor",0.42121,1.07,0.349,442,1
"63",1,"-1","Cell_No_1","potassium channel blocker",0.6631,1.69,0.0321,139,0.637
"64",1,"-1","Cell_No_1","PPAR receptor agonist",-0.53253,-1.32,0.164,1129,1
"65",1,"-1","Cell_No_1","progesterone receptor agonist",-0.28689,-0.717,0.807,385,1
"66",1,"-1","Cell_No_1","proteasome inhibitor",-0.47456,-1.19,0.25,1327,1
"67",1,"-1","Cell_No_1","protein synthesis inhibitor",0.2697,0.686,0.832,45,1
"68",1,"-1","Cell_No_1","protein tyrosine kinase inhibitor",0.33039,0.84,0.622,271,0.992
"69",1,"-1","Cell_No_1","RAF inhibitor",0.38439,0.979,0.469,385,1
"70",1,"-1","Cell_No_1","RET tyrosine kinase inhibitor",0.24849,0.625,0.893,417,1
"71",1,"-1","Cell_No_1","retinoid receptor agonist",-0.45511,-1.15,0.298,1221,1
"72",1,"-1","Cell_No_1","ribonucleotide reductase inhibitor",-0.36902,-0.906,0.537,1259,1
"73",1,"-1","Cell_No_1","serotonin receptor agonist",0.35521,0.916,0.531,425,1
"74",1,"-1","Cell_No_1","serotonin receptor antagonist",0.25567,0.644,0.861,412,1
"75",1,"-1","Cell_No_1","sodium channel blocker",-0.28102,-0.699,0.828,376,1
"76",1,"-1","Cell_No_1","src inhibitor",0.3682,0.93,0.559,319,1
"77",1,"-1","Cell_No_1","sterol demethylase inhibitor",0.36725,0.928,0.524,17,1
"78",1,"-1","Cell_No_1","SYK inhibitor",-0.26028,-0.653,0.866,1041,1
"79",1,"-1","Cell_No_1","TGF beta receptor inhibitor",-0.32268,-0.789,0.708,434,1
"80",1,"-1","Cell_No_1","thymidylate synthase inhibitor",0.55175,1.41,0.11,232,0.764
"81",1,"-1","Cell_No_1","topoisomerase inhibitor",-0.32241,-0.823,0.647,1193,1
"82",1,"-1","Cell_No_1","tubulin polymerization inhibitor",-0.25101,-0.622,0.891,1173,1
"83",1,"-1","Cell_No_1","tyrosine kinase inhibitor",0.2209,0.554,0.963,271,0.982
"84",1,"-1","Cell_No_1","VEGFR inhibitor",-0.1728,-0.435,0.989,1294,0.994
"85",1,"-1","Cell_No_1","vitamin D receptor agonist",0.24009,0.607,0.896,57,1
"86",1,"-1","Cell_No_1","20_random_drugs",-0.86631,-2.18,0,1227,0.00873
"87",1,"-0.75","Cell_No_1","EGFR inhibitor",-0.30589,-0.748,0.737,1276,1
"88",1,"-0.75","Cell_No_1","Abl kinase inhibitor",-0.22796,-0.57,0.942,1020,1
"89",1,"-0.75","Cell_No_1","acetylcholine receptor agonist",0.45798,1.16,0.271,382,0.897
"90",1,"-0.75","Cell_No_1","acetylcholine receptor antagonist",-0.36792,-0.904,0.55,1171,1
"91",1,"-0.75","Cell_No_1","adenosine receptor antagonist",-0.28809,-0.734,0.794,1060,1
"92",1,"-0.75","Cell_No_1","adrenergic receptor agonist",0.26739,0.671,0.854,334,1
"93",1,"-0.75","Cell_No_1","adrenergic receptor antagonist",-0.25545,-0.639,0.895,1090,1
"94",1,"-0.75","Cell_No_1","AKT inhibitor",-0.57097,-1.42,0.118,1209,1
"95",1,"-0.75","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.33401,-0.858,0.626,899,1
"96",1,"-0.75","Cell_No_1","androgen receptor antagonist",0.3468,0.876,0.591,313,1
"97",1,"-0.75","Cell_No_1","antioxidant",-0.31626,-0.778,0.724,1188,1
"98",1,"-0.75","Cell_No_1","AP inhibitor",0.59882,1.55,0.0648,258,0.621
"99",1,"-0.75","Cell_No_1","ATPase inhibitor",-0.37167,-0.934,0.535,1199,1
"100",1,"-0.75","Cell_No_1","Aurora kinase inhibitor",-0.26907,-0.684,0.828,1215,1
"101",1,"-0.75","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.33734,-0.843,0.637,1061,1
"102",1,"-0.75","Cell_No_1","bacterial DNA gyrase inhibitor",-0.71013,-1.77,0.0192,1039,0.449
"103",1,"-0.75","Cell_No_1","BCL inhibitor",-0.3988,-0.972,0.501,1007,1
"104",1,"-0.75","Cell_No_1","Bcr.Abl kinase inhibitor",-0.28522,-0.7,0.811,1020,1
"105",1,"-0.75","Cell_No_1","benzodiazepine receptor agonist",0.40863,1.02,0.427,134,1
"106",1,"-0.75","Cell_No_1","bromodomain inhibitor",0.69213,1.76,0.0323,110,0.778
"107",1,"-0.75","Cell_No_1","calcium channel blocker",-0.28575,-0.718,0.8,827,1
"108",1,"-0.75","Cell_No_1","CC chemokine receptor antagonist",0.26324,0.668,0.857,108,1
"109",1,"-0.75","Cell_No_1","CDK inhibitor",0.26938,0.695,0.825,51,1
"110",1,"-0.75","Cell_No_1","CHK inhibitor",0.27033,0.691,0.827,48,1
"111",1,"-0.75","Cell_No_1","cyclooxygenase inhibitor",-0.27991,-0.724,0.792,1048,1
"112",1,"-0.75","Cell_No_1","cytochrome P450 inhibitor",-0.31263,-0.783,0.718,995,1
"113",1,"-0.75","Cell_No_1","DNA alkylating agent",-0.31298,-0.782,0.69,965,1
"114",1,"-0.75","Cell_No_1","DNA inhibitor",0.3966,1.02,0.425,154,1
"115",1,"-0.75","Cell_No_1","DNA methyltransferase inhibitor",-0.54721,-1.36,0.166,853,1
"116",1,"-0.75","Cell_No_1","DNA polymerase inhibitor",-0.34988,-0.871,0.609,1224,1
"117",1,"-0.75","Cell_No_1","DNA synthesis inhibitor",0.24194,0.627,0.897,240,0.979
"118",1,"-0.75","Cell_No_1","dopamine receptor antagonist",-0.22339,-0.555,0.955,1273,1
"119",1,"-0.75","Cell_No_1","estrogen receptor agonist",-0.38461,-0.942,0.492,1341,1
"120",1,"-0.75","Cell_No_1","estrogen receptor antagonist",0.57072,1.49,0.0928,91,0.64
"121",1,"-0.75","Cell_No_1","FGFR inhibitor",0.23061,0.584,0.937,335,0.959
"122",1,"-0.75","Cell_No_1","FLT3 inhibitor",-0.51859,-1.28,0.21,1117,1
"123",1,"-0.75","Cell_No_1","glucocorticoid receptor agonist",0.33903,0.833,0.678,160,1
"124",1,"-0.75","Cell_No_1","glutamate receptor antagonist",0.36068,0.927,0.528,94,1
"125",1,"-0.75","Cell_No_1","glycogen synthase kinase inhibitor",0.45066,1.16,0.259,277,0.897
"126",1,"-0.75","Cell_No_1","growth factor receptor inhibitor",-0.38806,-0.977,0.472,1346,1
"127",1,"-0.75","Cell_No_1","HCV inhibitor",-0.30812,-0.758,0.764,1031,1
"128",1,"-0.75","Cell_No_1","HDAC inhibitor",-0.19395,-0.493,0.987,1202,1
"129",1,"-0.75","Cell_No_1","histamine receptor antagonist",-0.30839,-0.77,0.716,1153,1
"130",1,"-0.75","Cell_No_1","histone lysine methyltransferase inhibitor",-0.56077,-1.39,0.139,1306,1
"131",1,"-0.75","Cell_No_1","HMGCR inhibitor",-0.35875,-0.917,0.554,1277,1
"132",1,"-0.75","Cell_No_1","HSP inhibitor",-0.40741,-0.986,0.475,849,1
"133",1,"-0.75","Cell_No_1","JAK inhibitor",-0.37863,-0.947,0.486,1260,1
"134",1,"-0.75","Cell_No_1","KIT inhibitor",-0.24055,-0.599,0.906,1158,1
"135",1,"-0.75","Cell_No_1","MDM inhibitor",0.62202,1.57,0.0685,118,0.748
"136",1,"-0.75","Cell_No_1","MEK inhibitor",-0.14961,-0.375,1,1026,0.999
"137",1,"-0.75","Cell_No_1","MET inhibitor",-0.27705,-0.686,0.808,1264,1
"138",1,"-0.75","Cell_No_1","microtubule inhibitor",-0.28699,-0.727,0.794,1286,1
"139",1,"-0.75","Cell_No_1","mTOR inhibitor",0.54281,1.4,0.119,210,0.761
"140",1,"-0.75","Cell_No_1","NFkB pathway inhibitor",0.4508,1.16,0.275,112,0.897
"141",1,"-0.75","Cell_No_1","opioid receptor agonist",0.35613,0.908,0.546,872,1
"142",1,"-0.75","Cell_No_1","p38 MAPK inhibitor",-0.36471,-0.908,0.56,936,1
"143",1,"-0.75","Cell_No_1","PARP inhibitor",-0.46977,-1.18,0.277,1113,1
"144",1,"-0.75","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.22943,-0.575,0.918,1122,1
"145",1,"-0.75","Cell_No_1","phosphatase inhibitor",0.26268,0.674,0.869,30,1
"146",1,"-0.75","Cell_No_1","phosphodiesterase inhibitor",-0.44356,-1.12,0.318,781,1
"147",1,"-0.75","Cell_No_1","PI3K inhibitor",0.48258,1.19,0.284,202,1
"148",1,"-0.75","Cell_No_1","PLK inhibitor",0.42121,1.06,0.364,442,1
"149",1,"-0.75","Cell_No_1","potassium channel blocker",0.6631,1.68,0.0341,139,0.631
"150",1,"-0.75","Cell_No_1","PPAR receptor agonist",-0.53699,-1.3,0.181,1135,1
"151",1,"-0.75","Cell_No_1","progesterone receptor agonist",-0.28689,-0.721,0.79,385,1
"152",1,"-0.75","Cell_No_1","proteasome inhibitor",-0.30537,-0.776,0.721,1142,1
"153",1,"-0.75","Cell_No_1","protein synthesis inhibitor",0.2697,0.683,0.812,45,1
"154",1,"-0.75","Cell_No_1","protein tyrosine kinase inhibitor",0.33039,0.859,0.603,271,1
"155",1,"-0.75","Cell_No_1","RAF inhibitor",0.30513,0.778,0.709,385,1
"156",1,"-0.75","Cell_No_1","RET tyrosine kinase inhibitor",0.24849,0.638,0.893,417,0.998
"157",1,"-0.75","Cell_No_1","retinoid receptor agonist",-0.46107,-1.17,0.273,1229,1
"158",1,"-0.75","Cell_No_1","ribonucleotide reductase inhibitor",-0.42879,-1.06,0.417,1266,1
"159",1,"-0.75","Cell_No_1","serotonin receptor agonist",0.35521,0.909,0.552,425,1
"160",1,"-0.75","Cell_No_1","serotonin receptor antagonist",0.25567,0.647,0.887,412,1
"161",1,"-0.75","Cell_No_1","sodium channel blocker",-0.28102,-0.695,0.833,376,1
"162",1,"-0.75","Cell_No_1","src inhibitor",0.3682,0.935,0.513,319,1
"163",1,"-0.75","Cell_No_1","sterol demethylase inhibitor",0.36725,0.95,0.489,17,1
"164",1,"-0.75","Cell_No_1","SYK inhibitor",-0.26325,-0.642,0.859,1045,1
"165",1,"-0.75","Cell_No_1","TGF beta receptor inhibitor",-0.32268,-0.803,0.722,434,1
"166",1,"-0.75","Cell_No_1","thymidylate synthase inhibitor",0.55175,1.37,0.16,232,0.727
"167",1,"-0.75","Cell_No_1","topoisomerase inhibitor",-0.32618,-0.827,0.673,1198,1
"168",1,"-0.75","Cell_No_1","tubulin polymerization inhibitor",-0.25478,-0.648,0.878,1178,1
"169",1,"-0.75","Cell_No_1","tyrosine kinase inhibitor",0.2209,0.564,0.932,271,0.946
"170",1,"-0.75","Cell_No_1","VEGFR inhibitor",-0.17584,-0.441,0.992,1298,1
"171",1,"-0.75","Cell_No_1","vitamin D receptor agonist",0.24009,0.599,0.916,57,0.976
"172",1,"-0.75","Cell_No_1","20_random_drugs",-0.7881,-1.97,0.00398,1210,0.181
"173",1,"-0.5","Cell_No_1","EGFR inhibitor",-0.1883,-0.47,0.986,1042,1
"174",1,"-0.5","Cell_No_1","Abl kinase inhibitor",-0.23094,-0.597,0.935,1024,1
"175",1,"-0.5","Cell_No_1","acetylcholine receptor agonist",0.45724,1.16,0.286,383,0.986
"176",1,"-0.5","Cell_No_1","acetylcholine receptor antagonist",-0.37164,-0.956,0.49,1176,1
"177",1,"-0.5","Cell_No_1","adenosine receptor antagonist",-0.29107,-0.739,0.745,1064,1
"178",1,"-0.5","Cell_No_1","adrenergic receptor agonist",0.26664,0.662,0.866,335,1
"179",1,"-0.5","Cell_No_1","adrenergic receptor antagonist",-0.28429,-0.717,0.807,1094,1
"180",1,"-0.5","Cell_No_1","AKT inhibitor",-0.57545,-1.46,0.0911,1215,1
"181",1,"-0.5","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.33625,-0.822,0.67,902,1
"182",1,"-0.5","Cell_No_1","androgen receptor antagonist",0.34606,0.874,0.6,314,0.986
"183",1,"-0.5","Cell_No_1","antioxidant",-0.32072,-0.807,0.695,1194,1
"184",1,"-0.5","Cell_No_1","AP inhibitor",0.59882,1.53,0.0676,258,0.676
"185",1,"-0.5","Cell_No_1","ATPase inhibitor",-0.37615,-0.956,0.495,1205,1
"186",1,"-0.5","Cell_No_1","Aurora kinase inhibitor",-0.27359,-0.679,0.83,1221,1
"187",1,"-0.5","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.38107,-0.967,0.467,1065,1
"188",1,"-0.5","Cell_No_1","bacterial DNA gyrase inhibitor",-0.71311,-1.82,0.0141,1043,0.697
"189",1,"-0.5","Cell_No_1","BCL inhibitor",-0.40178,-1.03,0.434,1011,1
"190",1,"-0.5","Cell_No_1","Bcr.Abl kinase inhibitor",-0.2882,-0.732,0.791,1024,1
"191",1,"-0.5","Cell_No_1","benzodiazepine receptor agonist",0.40863,1.03,0.395,134,1
"192",1,"-0.5","Cell_No_1","bromodomain inhibitor",0.69213,1.78,0.024,110,0.635
"193",1,"-0.5","Cell_No_1","calcium channel blocker",-0.28873,-0.723,0.766,831,1
"194",1,"-0.5","Cell_No_1","CC chemokine receptor antagonist",0.26324,0.657,0.847,108,0.977
"195",1,"-0.5","Cell_No_1","CDK inhibitor",0.26938,0.69,0.827,51,1
"196",1,"-0.5","Cell_No_1","CHK inhibitor",0.27033,0.687,0.811,48,1
"197",1,"-0.5","Cell_No_1","cyclooxygenase inhibitor",-0.28292,-0.722,0.809,1052,1
"198",1,"-0.5","Cell_No_1","cytochrome P450 inhibitor",-0.3156,-0.798,0.696,999,1
"199",1,"-0.5","Cell_No_1","DNA alkylating agent",-0.31447,-0.805,0.687,967,1
"200",1,"-0.5","Cell_No_1","DNA inhibitor",0.3966,1,0.436,154,1
"201",1,"-0.5","Cell_No_1","DNA methyltransferase inhibitor",-0.55019,-1.4,0.133,857,1
"202",1,"-0.5","Cell_No_1","DNA polymerase inhibitor",-0.35361,-0.862,0.618,1229,1
"203",1,"-0.5","Cell_No_1","DNA synthesis inhibitor",0.24194,0.613,0.902,240,0.964
"204",1,"-0.5","Cell_No_1","dopamine receptor antagonist",-0.22788,-0.584,0.92,1279,1
"205",1,"-0.5","Cell_No_1","estrogen receptor agonist",-0.38834,-0.987,0.44,1346,1
"206",1,"-0.5","Cell_No_1","estrogen receptor antagonist",0.57072,1.5,0.0957,91,0.613
"207",1,"-0.5","Cell_No_1","FGFR inhibitor",-0.23105,-0.57,0.946,1324,1
"208",1,"-0.5","Cell_No_1","FLT3 inhibitor",-0.52084,-1.3,0.177,1120,1
"209",1,"-0.5","Cell_No_1","glucocorticoid receptor agonist",0.33903,0.846,0.619,160,0.998
"210",1,"-0.5","Cell_No_1","glutamate receptor antagonist",0.36068,0.927,0.509,94,1
"211",1,"-0.5","Cell_No_1","glycogen synthase kinase inhibitor",0.5097,1.29,0.189,278,0.833
"212",1,"-0.5","Cell_No_1","growth factor receptor inhibitor",-0.3903,-0.985,0.476,1349,1
"213",1,"-0.5","Cell_No_1","HCV inhibitor",0.42508,1.07,0.354,275,1
"214",1,"-0.5","Cell_No_1","HDAC inhibitor",-0.19161,-0.494,0.977,1208,1
"215",1,"-0.5","Cell_No_1","histamine receptor antagonist",-0.31214,-0.774,0.713,1158,1
"216",1,"-0.5","Cell_No_1","histone lysine methyltransferase inhibitor",-0.64883,-1.66,0.0402,1341,1
"217",1,"-0.5","Cell_No_1","HMGCR inhibitor",-0.36321,-0.91,0.539,1283,1
"218",1,"-0.5","Cell_No_1","HSP inhibitor",-0.44531,-1.15,0.267,853,1
"219",1,"-0.5","Cell_No_1","JAK inhibitor",-0.38238,-0.946,0.518,1265,1
"220",1,"-0.5","Cell_No_1","KIT inhibitor",-0.24429,-0.623,0.916,1163,1
"221",1,"-0.5","Cell_No_1","MDM inhibitor",0.62202,1.59,0.0717,118,0.671
"222",1,"-0.5","Cell_No_1","MEK inhibitor",-0.15262,-0.385,0.996,1030,0.999
"223",1,"-0.5","Cell_No_1","MET inhibitor",-0.28076,-0.711,0.8,1269,1
"224",1,"-0.5","Cell_No_1","microtubule inhibitor",-0.29146,-0.748,0.762,1292,1
"225",1,"-0.5","Cell_No_1","mTOR inhibitor",0.54281,1.38,0.138,210,0.699
"226",1,"-0.5","Cell_No_1","NFkB pathway inhibitor",0.4508,1.15,0.3,112,0.923
"227",1,"-0.5","Cell_No_1","opioid receptor agonist",0.35316,0.902,0.554,876,1
"228",1,"-0.5","Cell_No_1","p38 MAPK inhibitor",-0.3662,-0.925,0.517,938,1
"229",1,"-0.5","Cell_No_1","PARP inhibitor",-0.472,-1.19,0.264,1116,1
"230",1,"-0.5","Cell_No_1","PDGFR tyrosine kinase receptor inhibitor",-0.23169,-0.58,0.931,1125,1
"231",1,"-0.5","Cell_No_1","phosphatase inhibitor",0.26268,0.674,0.833,30,1
"232",1,"-0.5","Cell_No_1","phosphodiesterase inhibitor",-0.44579,-1.12,0.334,784,1
"233",1,"-0.5","Cell_No_1","PI3K inhibitor",0.48258,1.18,0.261,202,1
"234",1,"-0.5","Cell_No_1","PLK inhibitor",0.41972,1.05,0.375,444,1
"235",1,"-0.5","Cell_No_1","potassium channel blocker",0.6631,1.67,0.0411,139,0.662
"236",1,"-0.5","Cell_No_1","PPAR receptor agonist",-0.53923,-1.38,0.138,1138,1
"237",1,"-0.5","Cell_No_1","progesterone receptor agonist",-0.28763,-0.724,0.798,386,1
"238",1,"-0.5","Cell_No_1","proteasome inhibitor",-0.41192,-1.05,0.398,1146,1
"239",1,"-0.5","Cell_No_1","protein synthesis inhibitor",0.2697,0.694,0.808,45,1
"240",1,"-0.5","Cell_No_1","protein tyrosine kinase inhibitor",0.33039,0.836,0.647,271,0.974
"241",1,"-0.5","Cell_No_1","RAF inhibitor",0.27502,0.702,0.823,386,1
"242",1,"-0.5","Cell_No_1","RET tyrosine kinase inhibitor",-0.24907,-0.638,0.881,335,1
"243",1,"-0.5","Cell_No_1","retinoid receptor agonist",-0.46405,-1.18,0.28,1233,1
"244",1,"-0.5","Cell_No_1","ribonucleotide reductase inhibitor",0.28772,0.733,0.784,180,1
"245",1,"-0.5","Cell_No_1","serotonin receptor agonist",0.35372,0.896,0.566,427,0.986
"246",1,"-0.5","Cell_No_1","serotonin receptor antagonist",0.25492,0.652,0.854,413,0.952
"247",1,"-0.5","Cell_No_1","sodium channel blocker",-0.28176,-0.707,0.777,377,1
"248",1,"-0.5","Cell_No_1","src inhibitor",0.36745,0.924,0.509,320,1
"249",1,"-0.5","Cell_No_1","sterol demethylase inhibitor",0.36725,0.925,0.542,17,1
"250",1,"-0.5","Cell_No_1","SYK inhibitor",-0.26622,-0.663,0.866,1049,1
"251",1,"-0.5","Cell_No_1","TGF beta receptor inhibitor",-0.32416,-0.82,0.657,436,1
"252",1,"-0.5","Cell_No_1","thymidylate synthase inhibitor",0.55175,1.4,0.134,232,0.759
"253",1,"-0.5","Cell_No_1","topoisomerase inhibitor",-0.33071,-0.842,0.639,1204,1
"254",1,"-0.5","Cell_No_1","tubulin polymerization inhibitor",-0.25931,-0.671,0.838,1184,1
"255",1,"-0.5","Cell_No_1","tyrosine kinase inhibitor",0.2209,0.562,0.932,271,0.949
"256",1,"-0.5","Cell_No_1","VEGFR inhibitor",-0.17888,-0.452,0.99,1302,1
"257",1,"-0.5","Cell_No_1","vitamin D receptor agonist",0.24009,0.601,0.908,57,0.947
"258",1,"-0.5","Cell_No_1","20_random_drugs",-0.61908,-1.55,0.0548,988,1
"259",1,"-0.25","Cell_No_1","EGFR inhibitor",-0.20796,-0.549,0.949,1044,1
"260",1,"-0.25","Cell_No_1","Abl kinase inhibitor",-0.23169,-0.593,0.934,1025,1
"261",1,"-0.25","Cell_No_1","acetylcholine receptor agonist",0.45724,1.15,0.276,383,1
"262",1,"-0.25","Cell_No_1","acetylcholine receptor antagonist",-0.37387,-0.925,0.538,1179,1
"263",1,"-0.25","Cell_No_1","adenosine receptor antagonist",-0.29181,-0.746,0.742,1065,1
"264",1,"-0.25","Cell_No_1","adrenergic receptor agonist",0.26664,0.684,0.823,335,1
"265",1,"-0.25","Cell_No_1","adrenergic receptor antagonist",0.28592,0.723,0.796,99,1
"266",1,"-0.25","Cell_No_1","AKT inhibitor",-0.57769,-1.48,0.0931,1218,1
"267",1,"-0.25","Cell_No_1","ALK tyrosine kinase receptor inhibitor",-0.33774,-0.845,0.634,904,1
"268",1,"-0.25","Cell_No_1","androgen receptor antagonist",0.34606,0.877,0.581,314,1
"269",1,"-0.25","Cell_No_1","antioxidant",-0.3222,-0.805,0.675,1196,1
"270",1,"-0.25","Cell_No_1","AP inhibitor",0.59808,1.53,0.088,259,0.688
"271",1,"-0.25","Cell_No_1","ATPase inhibitor",-0.37764,-0.932,0.52,1207,1
"272",1,"-0.25","Cell_No_1","Aurora kinase inhibitor",-0.27509,-0.706,0.8,1223,1
"273",1,"-0.25","Cell_No_1","bacterial 50S ribosomal subunit inhibitor",-0.46444,-1.17,0.27,1066,1
"274",1,"-0.25","Cell_No_1","bacterial DNA gyrase inhibitor",-0.7146,-1.84,0.00982,1045,0.599
"275",1,"-0.25","Cell_No_1","BCL inhibitor",-0.40252,-1.01,0.417,1012,1
"276",1,"-0.25","Cell_No_1","Bcr.Abl kinase inhibitor",-0.28895,-0.734,0.758,1025,1
"277",1,"-0.25","Cell_No_1","benzodiazepine receptor agonist",0.40788,1.05,0.393,135,1
"278",1,"-0.25","Cell_No_1","bromodomain inhibitor",0.69213,1.76,0.0238,110,0.773
"279",1,"-0.25","Cell_No_1","calcium channel blocker",-0.28799,-0.731,0.757,830,1
"280",1,"-0.25","Cell_No_1","CC chemokine receptor antagonist",0.26324,0.673,0.853,108,0.984
"281",1,"-0.25","Cell_No_1","CDK inhibitor",0.26938,0.679,0.842,51,1
