pert_iname,norm_cs,moa
ABT-202,-0.293985714,Acetylcholine receptor agonist
ABT-239,0.480325,Histamine receptor antagonist
ABT-702,0.272633333,Adenosine kinase inhibitor
ABT-724,-0.282185714,Dopamine receptor agonist
ABT-737,-0.749180952,BCL inhibitor
ABT-751,-1.019514286,Tubulin inhibitor
AC-264613,-0.189,PAR agonist
AC-55649,-0.11702,Retinoid receptor agonist
acalabrutinib,-0.046323077,BTK inhibitor
acarbose,0.14736,Glucosidase inhibitor
ACDPP,-1.0823,Glutamate receptor antagonist
acebutolol,-0.2995,Adrenergic receptor antagonist
acecainide,0.0268,Polarization inhibitor
aceclofenac,-0.5408,Prostanoid receptor antagonist
acemetacin,-0.38365,Cyclooxygenase inhibitor
acenocoumarol,0,Vitamin K antagonist
acepromazine,-0.486975,Dopamine receptor antagonist
acetaldehyde,0.220533333,Metabolite of ethanol with a role in ethanol addiction
acetamide,0.20994,Solvent
acetazolamide,0.128028571,Carbonic anhydrase inhibitor
acetohexamide,-0.53,ATP channel blocker
acetylcholine,0.413325,Acetylcholine receptor agonist
acetylsalicylsalicylic-acid,-0.6306,Cyclooxygenase inhibitor
acexamic-acid,-0.3202375,Gastrin inhibitor|5-alpha reductase inhibitor|Reducing agent
acifran,-0.052944444,Cholesterol inhibitor
acipimox,-0.473366667,Cholesterol inhibitor
acitretin,-0.2164,Retinoid receptor agonist
acivicin,0.161871429,Gamma glutamyltransferase Inhibitors
aclidinium,-0.248333333,Acetylcholine receptor antagonist
acrivastine,-0.17376,Histamine receptor antagonist
actarit,-0.411971429,Interleukin inhibitor
ACY-1215,0.536069231,HDAC inhibitor
acyclovir,0.191566667,DNA inhibitor
adapalene,-0.0763375,Retinoid receptor agonist
adaprev,-0.44275,TGF-beta receptor inhibitor
adarotene,-0.4388,Retinoid receptor agonist
adatanserin,-0.163,Serotonin receptor agonist|Serotonin receptor antagonist
adenosine,-0.517025,Adenosine receptor agonist
adiphenine,-0.665366667,Acetylcholine receptor antagonist
adipiodone,-0.7574,Radiopaque medium
ADL-5859,-0.6178,Opioid receptor agonist
adoprazine,-0.32585,Dopamine receptor antagonist|Serotonin receptor agonist
AEE-788,0.34728,EGFR inhibitor|VEGFR inhibitor
AEG-3482,-1.18046,HSP inducer|Protein kinase inhibitor
afatinib,0.598194118,EGFR inhibitor
aflatoxin-b1,0.22355,Carcinogen
afloqualone,-0.1988625,Acetylcholine receptor antagonist
AG-1024,0,IGF-1 inhibitor
AG-14361,0.761178571,PARP inhibitor
AG-370,-0.025914286,PDGFR inhibitor
AG-490,-0.4125625,EGFR inhibitor|ERBB2 inhibitor|JAK inhibitor
AG-494,-0.009275,EGFR inhibitor|Tyrosine kinase inhibitor
AG-592,-0.035655556,Tyrosine kinase inhibitor
AG-879,0.176325,Tyrosine kinase inhibitor|Angiogenesis inhibitor|VEGFR inhibitor
AG-957,-0.683855556,Protein tyrosine kinase inhibitor
AG-99,-0.5812,Tyrosine kinase inhibitor
AGI-5198,-0.063614286,Isocitrate dehydrogenase inhibitor
AGI-6780,-0.23345,Isocitrate dehydrogenase inhibitor
AGK-2,-0.032063636,SIRT inhibitor
AGN-192403,-0.7823,Imidazoline receptor ligand
agomelatine,-0.1610375,Melatonin receptor agonist|Serotonin receptor antagonist
AGP-103,-0.0219625,Membrane integrity inhibitor
AH-11110,-0.221075,Adrenergic receptor antagonist
AICA-ribonucleotide,-0.4478,AMPK activator
ajmaline,-1.1495,Sodium channel inhibitor
alagebrium,-0.141033333,Glycosylation inhibitor
alaproclate,-0.2005,Serotonin receptor antagonist
albendazole,-0.449516667,Tubulin inhibitor
alclometasone,0,Glucocorticoid receptor agonist
alda-1,-0.452246154,Aldehyde dehydrogenase activator
alectinib,-0.289964286,ALK inhibitor
alendronic-acid,1.0349,Bone resorption inhibitor
alfadolone-acetate,-0.3183,GABA receptor agonist
alfaxalone,-0.541133333,Chloride channel activator|GABA receptor agonist
alfuzosin,-0.0830125,Adrenergic receptor antagonist
alimemazine,0.336371429,Histamine receptor agonist
alisertib,0.542872727,Aurora kinase inhibitor
aliskiren,-0.193,Antihypertensive|Peptidase inhibitor|Protease inhibitor|Renin inhibitor
alitretinoin,0.09115,Retinoid receptor agonist
alizapride,0.242533333,Dopamine receptor antagonist
allantoin,1.0731,Product of purine catabolism used in cosmetics
allopurinol,0.401918182,Xanthine oxidase inhibitor
almitrine,-0.060757143,Neurotransmitter agonist
almorexant,0.0355,Orexin receptor antagonist
alogliptin,-0.58176,Dipeptidyl peptidase inhibitor
aloisine,0.513514286,CDK inhibitor|CFTR channel agonist|GSK inhibitor
alosetron,-0.06005,Serotonin receptor antagonist
alpelisib,0.812245455,PI3K inhibitor
alpha-estradiol,-0.068175,Estrogen receptor agonist
alpha-methylserotonin,1.1009,Serotonin receptor agonist
alprazolam,0.44748,Benzodiazepine receptor agonist
alprenolol,-0.167942857,Adrenergic receptor antagonist
alprostadil,-0.219386667,Prostanoid receptor agonist
alrestatin,-0.704211111,Aldose reductase inhibitor
altanserin,-0.44881,Serotonin receptor antagonist
altizide,-0.7889,Diuretic
altrenogest,-0.853125,Progestogen hormone
altretamine,-0.215915385,DNA inhibitor
alverine,-0.056514286,Muscle relaxant
alvespimycin,-0.035377778,HSP inhibitor
alvimopan,0.428277778,Opioid receptor antagonist
alvocidib,0.43701875,CDK inhibitor
ALW-II-38-3,0.610416667,Ephrin inhibitor
ALW-II-49-7,-0.3549,Ephrin inhibitor
ALX-5407,-0.159118182,Glycine transporter inhibitor
AM-24,-0.090390909,Lipoxygenase inhibitor
AM-251,0.16573,Cannabinoid receptor antagonist
AM-281,-0.036766667,Cannabinoid receptor antagonist
AM-404,-0.5587,Cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist
AM-580,0.054933333,Retinoid receptor agonist
AM-630,0.13671,Cannabinoid receptor antagonist
AM-92016,0.287475,Potassium channel antagonist
amantadine,0.110044444,Glutamate receptor antagonist
ambelline,0.12426,Plant alkaloid
ambrisentan,-0.22218,Endothelin receptor antagonist
ambroxol,0.105138462,Sodium channel inhibitor
amcinonide,-0.083566667,Glucocorticoid receptor agonist
AMD-11070,-0.2123,CC chemokine receptor antagonist
amfepramone,-0.562166667,Adrenergic receptor agonist
AMG-208,-0.0328,Tyrosine kinase inhibitor
AMG-232,1.49475,MDM inhibitor
AMG-487,-0.260057143,CC chemokine receptor antagonist
AMG-517,0.582583333,TRPV antagonist
AMG-837,-0.4184,Fatty acid receptor agonist
AMG-900,-0.0578,Aurora kinase inhibitor
AMG-9810,0,TRPV antagonist
amifostine,0.5056,Reducing agent
amikacin,0,Bacterial 30S ribosomal subunit inhibitor
amiloride,-0.095476923,Sodium channel inhibitor
amineptine,-0.256733333,Dopamine receptor agonist
aminocaproic-acid,-0.353255556,Plasminogen activator inhibitor
aminogenistein,0.056588889,Src inhibitor
aminoglutethimide,-0.311355556,Glucocorticoid receptor antagonist
aminoguanidine,-0.477875,Nitric oxide synthase inhibitor
aminoindazole,0.4268375,Ionophore
aminolevulinic-acid,-0.273166667,Oxidizing agent
aminomethyltransferase,-0.258328571,Nitric oxide synthase inhibitor
aminopentamide,-0.36284,Acetylcholine receptor antagonist
aminopurvalanol-a,0.912525,Tyrosine kinase inhibitor|CDK inhibitor
aminosalicylic-acid,0.1764,Cyclooxygenase inhibitor
amiodarone,0.373958333,Potassium channel antagonist
amiprilose,-0.089,CD antagonist
amisulpride,-0.532816667,Dopamine receptor antagonist
amitifadine,0.2124,Serotonin receptor antagonist
amitriptyline,0.0063375,Norepinephrine inhibitor|Norepinephrine reuptake inhibitor|Serotonin receptor antagonist|Serotonin reuptake inhibitor
amlexanox,0.13893,Histamine receptor antagonist
amlodipine,0.235842857,Calcium channel blocker
ammonium-perfluorocaprylate,0,PIM inhibitor
AMN-082,0.07656,Glutamate receptor antagonist
amodiaquine,0.1585,Histamine receptor agonist
amonafide,0.441818182,Topoisomerase inhibitor
amoxapine,0.117633333,Norepinephrine inhibitor
amoxicillin,0.39115,Penicillin binding protein inhibitor
ampalex,-0.2011625,Glutamate receptor agonist
amperozide,-0.348442857,Dopamine receptor antagonist
ampicillin,0.190475,Bacterial cell wall synthesis inhibitor
ampiroxicam,0.512225,Cyclooxygenase inhibitor
amprenavir,0.6107,HIV inhibitor
ampyrone,0.34775,Cyclooxygenase inhibitor
amrinone,0.644783333,Phosphodiesterase inhibitor
amsacrine,0.3424,Topoisomerase inhibitor
amthamine,-0.2881,Histamine receptor agonist
amtolmetin-guacil,-0.031666667,Cyclooxygenase inhibitor
amuvatinib,-0.116673333,FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
amygdalin,-0.8632,Caspase activator
amyleine,0.317242857,Anesthetic - local
AMZ-30,0.293214286,Protein phosphatase inhibitor
anacardic-acid,-0.321892857,Glyceraldehyde 3-phosphate dehydrogenase inhibitor
anacetrapib,-0.10016,Cholesterol inhibitor
anagrelide,-0.305677778,Phosphodiesterase inhibitor
anamorelin,0.637933333,Growth hormone secretagogue receptor agonist
anandamide,0.170042857,Cannabinoid receptor agonist
anastrozole,-0.164028571,Aromatase inhibitor
andarine,-0.2677,Androgen receptor antagonist
androstanol,0.9162,CAR antagonist
androstenedione,-0.8686625,Cytochrome P450 inhibitor
androstenol,-0.549885714,GABA receptor antagonist
anecortave-acetate,0.0634,Corticosteroid agonist|Angiogenesis inhibitor
anethole,-0.3214,Glutathione transferase stimulant
angiogenesis-inhibitor,-0.7471125,Angiogenesis inhibitor
anidulafungin,-0.494125,"Fungal 1,3-beta-D-glucan synthase inhibitor"
aniracetam,-0.502666667,Glutamate receptor agonist
anisodamine,0.61415,Lipid peroxidase inhibitor
anisomycin,0.071285714,DNA inhibitor
anpirtoline,0.038616667,Serotonin receptor agonist
antazoline,0.4536,Antihistamine
anthothecol,1.1424,Antimalarial
antimycin-a,0.42855,ATP synthase inhibitor
AP-26113,1.22303,ALK inhibitor
apafant,0.067983333,Platelet activating factor receptor antagonist
APD-668,-0.37755,Glucose dependent insulinotropic receptor agonist
aphidicolin,0.48073,RNA synthesis inhibitor
API-001,-0.36835,Sigma receptor antagonist
apicidin,1.2012875,HDAC inhibitor
apigenin,0.116944444,Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor
apixaban,-0.057983333,Coagulation factor inhibitor
APO-866,-0.407493333,NAMPT inhibitor
apocynin,-0.358491667,NADPH inhibitor
apomorphine,0.24795,Dopamine receptor agonist
apremilast,0.551271429,Phosphodiesterase inhibitor
aprepitant,0.199185714,Tachykinin antagonist
AQ-RA741,-0.465855556,Acetylcholine receptor antagonist
AR-A014418,-0.14404,GSK inhibitor
AR-C133057XX,-0.738533333,Nitric oxide synthase inhibitor
arachidonamide,-0.2067625,Cannabinoid receptor agonist
arbidol,0.50976,Cytochrome P450 inhibitor
arbutin,-0.249875,Melanin inhibitor
ARC-239,0.064385714,Adrenergic receptor antagonist
arctigenin,-0.317355556,MEK inhibitor
arcyriaflavin-a,0.748033333,CDK inhibitor
argatroban,-0.033455556,Thrombin inhibitor
arglabin,-0.442657143,Farnesyltransferase inhibitor
aripiprazole,0.380871429,Serotonin receptor agonist|Serotonin receptor antagonist
aristolochic-acid,-0.157677778,Phospholipase inhibitor
armodafinil,0.83065,Adrenergic receptor agonist
ARN-509,-0.040633333,Androgen receptor antagonist
arofylline,0.066,Phosphodiesterase inhibitor
ARRY-334543,0.353075,EGFR inhibitor
artemether,0.01542,Antimalarial
artemisinin,-1.5025,DNA inhibitor
artesunate,0,DNA synthesis inhibitor
articaine,0.1934,Anesthetic - local
arvanil,-0.673211111,TRPV agonist
AS-1949490,0.35405,SHIP2 phosphatase inhibitor
AS-601245,-0.704841667,JNK inhibitor
AS-604850,-0.832485714,PI3K inhibitor
AS-605240,0.449265385,PI3K inhibitor
AS-703026,1.019322222,MEK inhibitor
ASA-404,0,Angiogenesis inhibitor
ASC-J9,-0.63125,Androgen receptor agonist
asenapine,-0.04222,Dopamine receptor antagonist|Serotonin receptor antagonist
asiatic-acid,0,Apoptosis stimulant
asiaticoside,0.1668,Carcinogen
ASP-3026,1.7565,ALK inhibitor
aspirin,0.08966,Cyclooxygenase inhibitor
AST-1306,0.665171429,EGFR inhibitor
astemizole,0,Histamine receptor antagonist
asymmetrical-dimethylarginine,-0.027866667,Nitric oxide synthase inhibitor
AT-13387,0.5262,HSP inhibitor
AT-406,-0.853,IAP antagonist
AT-7519,0.0935,CDK inhibitor|Cell cycle inhibitor
AT-7867,0.42924,AKT inhibitor
AT-9283,-0.744011111,Aurora kinase inhibitor|Abl inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor|Protein kinase inhibitor|Tubulin inhibitor
ataluren,-0.010133333,CFTR channel agonist|Dystrophin stimulant
atazanavir,-0.8439,HIV inhibitor
atipamezole,-0.144871429,Adrenergic receptor antagonist
ATN-161,-0.383275,Integrin inhibitor
atomoxetine,-0.005883333,Norepinephrine inhibitor
atorvastatin,0.41473125,HMGCR inhibitor
atovaquone,-0.018833333,Mitochondrial inhibitor
ATPA,0.1808625,Glutamate receptor agonist
atracurium,-0.094366667,Acetylcholine receptor antagonist
atrasentan,0.0002,Endothelin receptor antagonist
auranofin,0.1594,NFKB inhibitor
auraptene,-0.051544444,Nitric oxide production inhibitor
austricine,-0.575033333,Hypolipidemic
AV-412,0.40572,Receptor tyrosine protein kinase inhibitor
AV-608,0.514616667,Tachykinin antagonist
AVA,1.2074625,Nucleophosmin inhibitor
avagacestat,0.681345455,Gamma secretase inhibitor
avanafil,0.028,Phosphodiesterase inhibitor
avasimibe,-0.107390909,ACAT inhibitor
avicin-d,-0.987,NFKB inhibitor
avicin-g,-0.43455,NFKB inhibitor
AVL-292,1.044118182,BTK inhibitor
AVN-944,0.448433333,Inosine monophosphate dehydrogenase inhibitor
axitinib,-0.109875,VEGFR inhibitor|PDGFR inhibitor
AZ-10417808,-0.114211111,Caspase inhibitor
AZ-20,1.454625,ATR kinase inhibitor
AZ-628,1.196629412,RAF inhibitor
AZ-960,0.7424,JAK inhibitor
azacitidine,-0.535261538,DNA inhibitor
azacyclonol,0.057728571,Histamine receptor antagonist
azaperone,-1.070166667,Dopamine receptor antagonist
azasetron,-0.155185714,Serotonin receptor antagonist
azathioprine,0.2952,Dehydrogenase inhibitor
azauridine,0.24785,Antiviral
AZD-1208,0.9478,PIM inhibitor
AZD-1283,0.976,Purinergic receptor antagonist
AZD-1480,-0.300641667,JAK inhibitor
AZD-1981,0.33976,CRTH receptor antagonist
AZD-2014,2.025833333,MTOR inhibitor
AZD-2461,-0.058,PARP inhibitor
AZD-3463,1.9001,ALK inhibitor|IGF-1 inhibitor
AZD-3514,0.4541625,Drugs Acting on Androgen Receptor
AZD-4547,0.57255,FGFR inhibitor
AZD-5363,1.354775,AKT inhibitor
AZD-5438,-0.985810526,CDK inhibitor
AZD-6482,1.01055,PI3K inhibitor
AZD-7545,0.024166667,PDK inhibitor
AZD-7687,-0.148814286,Diacylglycerol O acyltransferase inhibitor
AZD-7762,0.63681,CHK inhibitor
AZD-8055,1.61295,MTOR inhibitor
AZD-8330,0.928913333,MEK inhibitor
AZD-8931,0.492466667,EGFR inhibitor
AZD-9291,0.865383333,EGFR inhibitor
AZD-9668,0.054171429,Elastase inhibitor
azelaic-acid,-0.230125,Tyrosinase inhibitor
azelastine,0.24437,Histamine receptor antagonist
azilsartan,-0.0666,Angiotensin receptor antagonist
azilsartan-medoxomil,-0.1845,ACE inhibitor|Angiotensin receptor antagonist|Insulin sensitizer
azithromycin,-0.10340625,Bacterial 50S ribosomal subunit inhibitor
baccatin-III,-0.22615,Paclitaxel precursor
baclofen,0.449866667,GABA receptor agonist
BADGE,-0.719233333,PPAR receptor antagonist
baeomycesic-acid,-0.10148,Lipoxygenase inhibitor
BAFILOMYCIN-A1,-0.64615,ATPase inhibitor
baicalin,-0.24485,Beta glucuronidase inhibitor
balaglitazone,-0.2612,Insulin sensitizer|PPAR receptor agonist
balapiravir,-0.58746,RNA polymerase inhibitor
balicatib,-0.20335,Cathepsin inhibitor
balsalazide,-0.22185,Cyclooxygenase inhibitor
BAM-7,-0.5417,BAX activator
bambuterol,-0.1816,Adrenergic receptor agonist
BAPTA-AM,0.2440125,Potassium channel antagonist
barasertib,0.06915,Aurora kinase inhibitor
barasertib-HQPA,-0.114405263,Aurora kinase inhibitor
baricitinib,0.233664706,JAK inhibitor
BAS-09104376,0.3345,HIV inhibitor
basimglurant,0.092609091,Glutamate receptor antagonist
batimastat,0.0432,Matrix metalloprotease inhibitor
bavisant,-0.11587,Histamine receptor antagonist
BAY-11-7082,-0.446258333,NFKB inhibitor
BAY-36-7620,-0.589914286,Glutamate receptor antagonist
BAY-59-3074,-0.130977778,Cannabinoid receptor antagonist
BAY-61-3606,0.536892308,Syk inhibitor
BAY-87-2243,-0.2636125,HIF Inhibitor
BAY-K8644,-0.3884,Calcium channel activator
BAZ2-ICR,-0.4659,Bromodomain inhibitor
bazedoxifene,0.1612,Selective estrogen receptor modulator (SERM)
BCI-540,-0.26285,Glutamate receptor agonist
BCI-hydrochloride,-0.276844444,Protein phosphatase inhibitor
BCL2-inhibitor,0.406188889,BCL inhibitor
BD-1008,-0.016542857,Sigma receptor antagonist
BD-1047,-0.1410375,Adrenergic receptor antagonist
BD-1063,0.05225,Sigma receptor antagonist
BE-2254,-0.315814286,Adrenergic receptor antagonist
beclometasone,0.5495375,Glucocorticoid receptor agonist
beclomethasone-dipropionate,-0.203742857,Immunosuppressant|Glucocorticoid receptor agonist
belinostat,0.634546154,HDAC inhibitor
bemegride,-0.13635,Chemoreceptor agonist
bemesetron,-0.299288889,Serotonin receptor antagonist
benactyzine,0.51785,Butyrylcholinesterase inhibitor
benazepril,-0.37476,ACE inhibitor
bendamustine,0.649833333,DNA inhibitor
bendroflumethiazide,-0.558218182,Sodium channel inhibitor
benfluorex,0.184925,Gluconeogenesis inhibitor
benperidol,-0.7485125,Dopamine receptor antagonist
benproperine,0.63716,Antitussive
benzamil,0.288333333,Sodium channel inhibitor
benzanthrone,-1.211933333,Aromatic hydrocarbon derivative
benzbromarone,-0.345916667,Chloride channel blocker
benzethonium,0.78395,Sodium channel inhibitor
benzocaine,1.1302,Sodium channel inhibitor
benzofuran,-0.90876,Carcinogen
benzohydroxamic-acid,-0.18078,Antifungal
benzonatate,-0.02164,Anesthetic - local
benzopurpurin-4b,-0.003714286,Binds HIV gp120 and inhibits HIV-1 entry into the neural cell line SK-N-MC
benzotript,0.310283333,CCK receptor antagonist
benzoxiquine,-0.14522,Anti-inflammatory
benzthiazide,0.218933333,Carbonic anhydrase inhibitor
benzydamine,0.66145,Prostanoid receptor antagonist
benzyl-alcohol,0,Anesthetic - local
benzylpenicillin,-0.1002,Penicillin binding protein inhibitor
bepotastine,-0.412933333,Histamine receptor antagonist
bepridil,-0.19825,Calcium channel blocker
berbamine,0.473157143,Calmodulin inhibitor
berberine,0,LDL receptor activator
beta-alanine,0,Glycine receptor agonist
beta-CCP,-0.21553,"Indoleamine 2,3-dioxygenase inhibitor"
beta-funaltrexamine,-0.65105,Opioid receptor antagonist
betaescin,0,Interleukin inhibitor
betahistine,0.200871429,Histamine receptor agonist|Histamine receptor antagonist
betamethasone,0.070466667,Glucocorticoid receptor agonist
betamethasone-acetate,-0.551175,Glucocorticoid receptor agonist
betamethasone-valerate,1.0999,Glucocorticoid receptor agonist
betaxolol,-0.210011111,Adrenergic receptor antagonist
betazole,-0.30795,Histamine receptor agonist
bethanechol,0.104185714,Acetylcholine receptor agonist
betrixaban,-0.1988,Coagulation factor inhibitor
betulinic-acid,-0.072609091,Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor
bevirimat-dimeglumine,-0.1111,HIV inhibitor
bexarotene,0.00451,Retinoid receptor agonist
bezafibrate,-0.80027,PPAR receptor agonist
BGT-226,1.754992308,PI3K inhibitor
BH3I-1,0.0662,BCL inhibitor
BI-2536,-0.51517,PLK inhibitor
BI-78D3,-0.039433333,JNK inhibitor
BI-D1870,0.32518,Ribosomal protein inhibitor
BIBR-1532,0.553621429,Telomerase inhibitor
BIBU-1361,0.3699,EGFR inhibitor
BIBX-1382,0.58224,EGFR inhibitor|Tyrosine kinase inhibitor
bicalutamide,-0.309666667,Androgen receptor antagonist
bicuculline,-0.258233333,GABA receptor antagonist
bietaserpine,0,Vesicular monoamine transporter inhibitor
bifemelane,0.226014286,Acetylcholine receptor agonist
bifonazole,0.04676,Sterol demethylase inhibitor
BIIB-021,0.542518182,HSP inhibitor
bilobalide,0.50375,GABA receptor modulator
bimatoprost,-0.00365,Prostanoid receptor agonist
bindarit,-1.1099,NFKB inhibitor
biochanin-a,-0.472666667,Estrogen receptor agonist
biotin,-0.162583333,Vitamin B
biperiden,-0.66885,Acetylcholine receptor antagonist
birinapant,-0.57989,XIAP inhibitor
bis-tyrphostin,-0.4949,EGFR inhibitor
bisacodyl,-0.352414286,Laxative
bisbenzimide,0.367357143,DNA binding agent
bisindolylmaleimide-ix,0.866183333,PKC inhibitor
bisoprolol,0.271466667,Adrenergic receptor antagonist
bisphenol-a,0.30315,Synthetic estrogen
bithionol,0.28892,Autotaxin inhibitor
bitopertin,-0.079525,Glycine transporter inhibitor
BIX-01294,-0.278835714,DNA inhibitor|Histone lysine methyltransferase inhibitor
BIX-01338,-0.09745,Histone lysine methyltransferase inhibitor
BIX-02188,0.3995,MEK inhibitor
BIX-02189,0.07833125,MEK inhibitor
blebbistatin,0.4206,ATPase inhibitor
blonanserin,-0.655825,Dopamine receptor antagonist|Serotonin receptor antagonist
BML-190,-0.0858375,Cannabinoid receptor antagonist
BML-210,0,HDAC inhibitor
BML-257,-0.1818,AKT inhibitor|HCV inhibitor
BML-259,0.315975,CDK inhibitor
BML-266,1.0488,SIRT inhibitor
BML-284,-1.5645,WNT agonist
BML-286,0,WNT inhibitor
BMS-182874,-0.1647,Endothelin receptor antagonist
BMS-191011,-0.377123077,Potassium channel activator
BMS-265246,0.5907,CDK inhibitor
BMS-299897,-0.112713333,Gamma secretase inhibitor
BMS-345541,-0.499921053,IKK inhibitor
BMS-387032,0.21500625,CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor
BMS-509744,1.329746667,ITK inhibitor
BMS-536924,1.248076923,IGF-1 inhibitor
BMS-599626,0.1755,EGFR inhibitor|Receptor tyrosine protein kinase inhibitor
BMS-641988,-0.462833333,Androgen receptor antagonist
BMS-707035,0.557642857,HIV inhibitor
BMS-754807,0.96234,IGF-1 inhibitor
BMS-777607,-0.042788889,AXL kinase inhibitor|FLT3 inhibitor|HGF receptor inhibitor|Macrophage inhibitor|MET inhibitor|Tyrosine kinase inhibitor
BMS-833923,0.707933333,Smoothened receptor antagonist
BMS-906024,-0.07125,Gamma secretase inhibitor
BMS-927711,0.072125,Calcitonin antagonist
BMY-14802,0.01741,Sigma receptor antagonist
BMY-45778,-0.0556,IP1 prostacyclin receptor agonist
BMY-7378,-0.27233,Adrenergic receptor antagonist|Serotonin receptor antagonist
BNTX,-0.01458,Opioid receptor antagonist
boldine,-0.446211111,Acetylcholine receptor antagonist|Dopamine receptor antagonist
bongkrek-acid,0.15772,Mitochondrial inhibitor
bopindolol,-0.0322,Adrenergic receptor antagonist
bortezomib,-0.377178571,NFKB inhibitor|Proteasome inhibitor
bosentan,-0.19824,Endothelin receptor antagonist
bosutinib,0.05964,Src inhibitor|Abl inhibitor|Bcr-Abl inhibitor
BP-554,0.03094,Serotonin receptor agonist
BP-897,0.366775,Dopamine receptor agonist
brazilin,0.113975,Nitric oxide production inhibitor
BRD-A01295252,-0.324866667,Dopamine receptor antagonist
BRD-A01317026,-0.127385714,Dihydroneopterin aldolase inhibitor
BRD-A01593789,-0.7064,5-alpha reductase inhibitor
BRD-A02367930,-0.362042857,Estrogen receptor agonist|DNA directed DNA polymerase stimunlant|Estrogenic component in oral contraceptives
BRD-A04553218,0,Histamine receptor antagonist
BRD-A07765530,0.120133333,Carbonic anhydrase activator
BRD-A13133631,0.023175,Glucocorticoid receptor agonist
BRD-A15914070,0.680566667,Carcinogen
BRD-A18763547,0.417853846,Cytochrome P450 inhibitor
BRD-A20131130,-0.069014286,Adenylyl cyclase inhibitor
BRD-A20239487,-0.21463,Adrenergic receptor antagonist
BRD-A27924917,0.0221,GABA receptor antagonist
BRD-A29731977,0.5198,Progesterone receptor agonist
BRD-A36707673,-0.803175,LXR agonist
BRD-A38706605,0.86805,Androgen receptor antagonist
BRD-A39415247,-0.483316667,Progesterone receptor agonist
BRD-A39747742,0.0008,Estrogen receptor agonist
BRD-A42831637,-0.024175,Anti-inflammatory|Cannabinoid metabolite
BRD-A47144777,-0.2299,HSP inhibitor
BRD-A47364545,-0.316242857,Sigma receptor agonist
BRD-A48015106,-0.9571,Serotonin receptor agonist
BRD-A49447682,0.341266667,Glucocorticoid receptor agonist
BRD-A49544621,0,Urotensin receptor agonist
BRD-A49680073,0.0740875,JAK inhibitor|Lipocortin synthesis stimulant|STAT inhibitor
BRD-A49765801,-0.281811111,Glucocorticoid receptor agonist
BRD-A49906757,-0.689611111,Acetylcholine receptor antagonist
BRD-A53131506,-0.852233333,Inactive testosterone analog
BRD-A57798559,-0.053166667,GABA receptor antagonist
BRD-A63236097,-0.644044444,Tumor necrosis factor production inhibitor
BRD-A66025870,0.8158,Bacterial cell wall synthesis inhibitor
BRD-A66861218,0.2207125,Anti-inflammatory agent
BRD-A68039575,0.4201,Aromatase inhibitor
BRD-A70731303,0.127566667,Nucleophosmin inhibitor
