"","pert_iname","norm_cs","moa"
"71","acyclovir",0.191566666666667,"DNA inhibitor"
"72","adapalene",-0.0763375,"Retinoid receptor agonist"
"73","adaprev",-0.44275,"TGF-beta receptor inhibitor"
"74","adarotene",-0.4388,"Retinoid receptor agonist"
"75","adatanserin",-0.163,"Serotonin receptor agonist|Serotonin receptor antagonist"
"76","adenosine",-0.517025,"Adenosine receptor agonist"
"77","adiphenine",-0.665366666666667,"Acetylcholine receptor antagonist"
"78","adipiodone",-0.7574,"Radiopaque medium"
"79","ADL-5859",-0.6178,"Opioid receptor agonist"
"80","adoprazine",-0.32585,"Dopamine receptor antagonist|Serotonin receptor agonist"
"81","AEE-788",0.34728,"EGFR inhibitor|VEGFR inhibitor"
"82","AEG-3482",-1.18046,"HSP inducer|Protein kinase inhibitor"
"83","afatinib",0.598194117647059,"EGFR inhibitor"
"84","aflatoxin-b1",0.22355,"Carcinogen"
"85","afloqualone",-0.1988625,"Acetylcholine receptor antagonist"
"86","AG-1024",0,"IGF-1 inhibitor"
"87","AG-14361",0.761178571428571,"PARP inhibitor"
"88","AG-370",-0.0259142857142857,"PDGFR inhibitor"
"89","AG-490",-0.4125625,"EGFR inhibitor|ERBB2 inhibitor|JAK inhibitor"
"90","AG-494",-0.00927499999999999,"EGFR inhibitor|Tyrosine kinase inhibitor"
"91","AG-592",-0.0356555555555556,"Tyrosine kinase inhibitor"
"92","AG-879",0.176325,"Tyrosine kinase inhibitor|Angiogenesis inhibitor|VEGFR inhibitor"
"93","AG-957",-0.683855555555556,"Protein tyrosine kinase inhibitor"
"94","AG-99",-0.5812,"Tyrosine kinase inhibitor"
"95","AGI-5198",-0.0636142857142857,"Isocitrate dehydrogenase inhibitor"
"96","AGI-6780",-0.23345,"Isocitrate dehydrogenase inhibitor"
"97","AGK-2",-0.0320636363636364,"SIRT inhibitor"
"98","AGN-192403",-0.7823,"Imidazoline receptor ligand"
"99","agomelatine",-0.1610375,"Melatonin receptor agonist|Serotonin receptor antagonist"
"100","AGP-103",-0.0219625,"Membrane integrity inhibitor"
"101","AH-11110",-0.221075,"Adrenergic receptor antagonist"
"102","AICA-ribonucleotide",-0.4478,"AMPK activator"
"103","ajmaline",-1.1495,"Sodium channel inhibitor"
"104","alagebrium",-0.141033333333333,"Glycosylation inhibitor"
"105","alaproclate",-0.2005,"Serotonin receptor antagonist"
"106","albendazole",-0.449516666666667,"Tubulin inhibitor"
"107","alclometasone",0,"Glucocorticoid receptor agonist"
"108","alda-1",-0.452246153846154,"Aldehyde dehydrogenase activator"
"109","alectinib",-0.289964285714286,"ALK inhibitor"
"110","alendronic-acid",1.0349,"Bone resorption inhibitor"
"111","alfadolone-acetate",-0.3183,"GABA receptor agonist"
"112","alfaxalone",-0.541133333333333,"Chloride channel activator|GABA receptor agonist"
"113","alfuzosin",-0.0830125,"Adrenergic receptor antagonist"
"114","alimemazine",0.336371428571429,"Histamine receptor agonist"
"115","alisertib",0.542872727272727,"Aurora kinase inhibitor"
"116","aliskiren",-0.193,"Antihypertensive|Peptidase inhibitor|Protease inhibitor|Renin inhibitor"
"117","alitretinoin",0.09115,"Retinoid receptor agonist"
"118","alizapride",0.242533333333333,"Dopamine receptor antagonist"
"119","allantoin",1.0731,"Product of purine catabolism used in cosmetics"
"120","allopurinol",0.401918181818182,"Xanthine oxidase inhibitor"
"121","almitrine",-0.0607571428571429,"Neurotransmitter agonist"
"122","almorexant",0.0355,"Orexin receptor antagonist"
"123","alogliptin",-0.58176,"Dipeptidyl peptidase inhibitor"
"124","aloisine",0.513514285714286,"CDK inhibitor|CFTR channel agonist|GSK inhibitor"
"125","alosetron",-0.06005,"Serotonin receptor antagonist"
"126","alpelisib",0.812245454545454,"PI3K inhibitor"
"127","alpha-estradiol",-0.068175,"Estrogen receptor agonist"
"128","alpha-methylserotonin",1.1009,"Serotonin receptor agonist"
"129","alprazolam",0.44748,"Benzodiazepine receptor agonist"
"130","alprenolol",-0.167942857142857,"Adrenergic receptor antagonist"
"131","alprostadil",-0.219386666666667,"Prostanoid receptor agonist"
"132","alrestatin",-0.704211111111111,"Aldose reductase inhibitor"
"133","altanserin",-0.44881,"Serotonin receptor antagonist"
"134","altizide",-0.7889,"Diuretic"
"135","altrenogest",-0.853125,"Progestogen hormone"
"136","altretamine",-0.215915384615385,"DNA inhibitor"
"137","alverine",-0.0565142857142857,"Muscle relaxant"
"138","alvespimycin",-0.0353777777777777,"HSP inhibitor"
"139","alvimopan",0.428277777777778,"Opioid receptor antagonist"
"140","alvocidib",0.43701875,"CDK inhibitor"
"141","ALW-II-38-3",0.610416666666667,"Ephrin inhibitor"
"142","ALW-II-49-7",-0.3549,"Ephrin inhibitor"
"143","ALX-5407",-0.159118181818182,"Glycine transporter inhibitor"
"144","AM-24",-0.0903909090909091,"Lipoxygenase inhibitor"
"145","AM-251",0.16573,"Cannabinoid receptor antagonist"
"146","AM-281",-0.0367666666666667,"Cannabinoid receptor antagonist"
"147","AM-404",-0.5587,"Cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist"
"148","AM-580",0.0549333333333333,"Retinoid receptor agonist"
"149","AM-630",0.13671,"Cannabinoid receptor antagonist"
"150","AM-92016",0.287475,"Potassium channel antagonist"
"151","amantadine",0.110044444444444,"Glutamate receptor antagonist"
"152","ambelline",0.12426,"Plant alkaloid"
"153","ambrisentan",-0.22218,"Endothelin receptor antagonist"
"154","ambroxol",0.105138461538462,"Sodium channel inhibitor"
"155","amcinonide",-0.0835666666666667,"Glucocorticoid receptor agonist"
"156","AMD-11070",-0.2123,"CC chemokine receptor antagonist"
"157","amfepramone",-0.562166666666667,"Adrenergic receptor agonist"
"158","AMG-208",-0.0328,"Tyrosine kinase inhibitor"
"159","AMG-232",1.49475,"MDM inhibitor"
"160","AMG-487",-0.260057142857143,"CC chemokine receptor antagonist"
"161","AMG-517",0.582583333333333,"TRPV antagonist"
"162","AMG-837",-0.4184,"Fatty acid receptor agonist"
"163","AMG-900",-0.0578,"Aurora kinase inhibitor"
"164","AMG-9810",0,"TRPV antagonist"
"165","amifostine",0.5056,"Reducing agent"
"166","amikacin",0,"Bacterial 30S ribosomal subunit inhibitor"
"167","amiloride",-0.0954769230769231,"Sodium channel inhibitor"
"168","amineptine",-0.256733333333333,"Dopamine receptor agonist"
"169","aminocaproic-acid",-0.353255555555556,"Plasminogen activator inhibitor"
"170","aminogenistein",0.0565888888888889,"Src inhibitor"
"171","aminoglutethimide",-0.311355555555556,"Glucocorticoid receptor antagonist"
"172","aminoguanidine",-0.477875,"Nitric oxide synthase inhibitor"
"173","aminoindazole",0.4268375,"Ionophore"
"174","aminolevulinic-acid",-0.273166666666667,"Oxidizing agent"
"175","aminomethyltransferase",-0.258328571428571,"Nitric oxide synthase inhibitor"
"176","aminopentamide",-0.36284,"Acetylcholine receptor antagonist"
"177","aminopurvalanol-a",0.912525,"Tyrosine kinase inhibitor|CDK inhibitor"
"178","aminosalicylic-acid",0.1764,"Cyclooxygenase inhibitor"
"179","amiodarone",0.373958333333333,"Potassium channel antagonist"
"180","amiprilose",-0.089,"CD antagonist"
"181","amisulpride",-0.532816666666667,"Dopamine receptor antagonist"
"182","amitifadine",0.2124,"Serotonin receptor antagonist"
"183","amitriptyline",0.0063375,"Norepinephrine inhibitor|Norepinephrine reuptake inhibitor|Serotonin receptor antagonist|Serotonin reuptake inhibitor"
"184","amlexanox",0.13893,"Histamine receptor antagonist"
"185","amlodipine",0.235842857142857,"Calcium channel blocker"
"186","ammonium-perfluorocaprylate",0,"PIM inhibitor"
"187","AMN-082",0.07656,"Glutamate receptor antagonist"
"188","amodiaquine",0.1585,"Histamine receptor agonist"
"189","amonafide",0.441818181818182,"Topoisomerase inhibitor"
"190","amoxapine",0.117633333333333,"Norepinephrine inhibitor"
"191","amoxicillin",0.39115,"Penicillin binding protein inhibitor"
"192","ampalex",-0.2011625,"Glutamate receptor agonist"
"193","amperozide",-0.348442857142857,"Dopamine receptor antagonist"
"194","ampicillin",0.190475,"Bacterial cell wall synthesis inhibitor"
"195","ampiroxicam",0.512225,"Cyclooxygenase inhibitor"
"196","amprenavir",0.6107,"HIV inhibitor"
"197","ampyrone",0.34775,"Cyclooxygenase inhibitor"
"198","amrinone",0.644783333333333,"Phosphodiesterase inhibitor"
"199","amsacrine",0.3424,"Topoisomerase inhibitor"
"200","amthamine",-0.2881,"Histamine receptor agonist"
"201","amtolmetin-guacil",-0.0316666666666667,"Cyclooxygenase inhibitor"
"202","amuvatinib",-0.116673333333333,"FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor"
"203","amygdalin",-0.8632,"Caspase activator"
"204","amyleine",0.317242857142857,"Anesthetic - local"
"205","AMZ-30",0.293214285714286,"Protein phosphatase inhibitor"
"206","anacardic-acid",-0.321892857142857,"Glyceraldehyde 3-phosphate dehydrogenase inhibitor"
"207","anacetrapib",-0.10016,"Cholesterol inhibitor"
"208","anagrelide",-0.305677777777778,"Phosphodiesterase inhibitor"
"209","anamorelin",0.637933333333333,"Growth hormone secretagogue receptor agonist"
"210","anandamide",0.170042857142857,"Cannabinoid receptor agonist"
"211","anastrozole",-0.164028571428571,"Aromatase inhibitor"
"212","andarine",-0.2677,"Androgen receptor antagonist"
"213","androstanol",0.9162,"CAR antagonist"
"214","androstenedione",-0.8686625,"Cytochrome P450 inhibitor"
"215","androstenol",-0.549885714285714,"GABA receptor antagonist"
"216","anecortave-acetate",0.0634,"Corticosteroid agonist|Angiogenesis inhibitor"
"217","anethole",-0.3214,"Glutathione transferase stimulant"
"218","angiogenesis-inhibitor",-0.7471125,"Angiogenesis inhibitor"
"219","anidulafungin",-0.494125,"Fungal 1,3-beta-D-glucan synthase inhibitor"
"220","aniracetam",-0.502666666666667,"Glutamate receptor agonist"
"221","anisodamine",0.61415,"Lipid peroxidase inhibitor"
"222","anisomycin",0.0712857142857143,"DNA inhibitor"
"223","anpirtoline",0.0386166666666667,"Serotonin receptor agonist"
"224","antazoline",0.4536,"Antihistamine"
"225","anthothecol",1.1424,"Antimalarial"
"226","antimycin-a",0.42855,"ATP synthase inhibitor"
"227","AP-26113",1.22303,"ALK inhibitor"
"228","apafant",0.0679833333333333,"Platelet activating factor receptor antagonist"
"229","APD-668",-0.37755,"Glucose dependent insulinotropic receptor agonist"
"230","aphidicolin",0.48073,"RNA synthesis inhibitor"
"231","API-001",-0.36835,"Sigma receptor antagonist"
"232","apicidin",1.2012875,"HDAC inhibitor"
"233","apigenin",0.116944444444444,"Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor"
"234","apixaban",-0.0579833333333334,"Coagulation factor inhibitor"
"235","APO-866",-0.407493333333333,"NAMPT inhibitor"
"236","apocynin",-0.358491666666667,"NADPH inhibitor"
"237","apomorphine",0.24795,"Dopamine receptor agonist"
"238","apremilast",0.551271428571429,"Phosphodiesterase inhibitor"
"239","aprepitant",0.199185714285714,"Tachykinin antagonist"
"240","AQ-RA741",-0.465855555555556,"Acetylcholine receptor antagonist"
"241","AR-A014418",-0.14404,"GSK inhibitor"
"242","AR-C133057XX",-0.738533333333333,"Nitric oxide synthase inhibitor"
"243","arachidonamide",-0.2067625,"Cannabinoid receptor agonist"
"244","arbidol",0.50976,"Cytochrome P450 inhibitor"
"245","arbutin",-0.249875,"Melanin inhibitor"
"246","ARC-239",0.0643857142857143,"Adrenergic receptor antagonist"
"247","arctigenin",-0.317355555555556,"MEK inhibitor"
"248","arcyriaflavin-a",0.748033333333333,"CDK inhibitor"
"249","argatroban",-0.0334555555555556,"Thrombin inhibitor"
"250","arglabin",-0.442657142857143,"Farnesyltransferase inhibitor"
"251","aripiprazole",0.380871428571429,"Serotonin receptor agonist|Serotonin receptor antagonist"
"252","aristolochic-acid",-0.157677777777778,"Phospholipase inhibitor"
"253","armodafinil",0.83065,"Adrenergic receptor agonist"
"254","ARN-509",-0.0406333333333333,"Androgen receptor antagonist"
"255","arofylline",0.066,"Phosphodiesterase inhibitor"
"256","ARRY-334543",0.353075,"EGFR inhibitor"
"257","artemether",0.01542,"Antimalarial"
"258","artemisinin",-1.5025,"DNA inhibitor"
"259","artesunate",0,"DNA synthesis inhibitor"
"260","articaine",0.1934,"Anesthetic - local"
"261","arvanil",-0.673211111111111,"TRPV agonist"
"262","AS-1949490",0.35405,"SHIP2 phosphatase inhibitor"
"263","AS-601245",-0.704841666666667,"JNK inhibitor"
"264","AS-604850",-0.832485714285714,"PI3K inhibitor"
"265","AS-605240",0.449265384615385,"PI3K inhibitor"
"266","AS-703026",1.01932222222222,"MEK inhibitor"
"267","ASA-404",0,"Angiogenesis inhibitor"
"268","ASC-J9",-0.63125,"Androgen receptor agonist"
"269","asenapine",-0.04222,"Dopamine receptor antagonist|Serotonin receptor antagonist"
"270","asiatic-acid",0,"Apoptosis stimulant"
"271","asiaticoside",0.1668,"Carcinogen"
"272","ASP-3026",1.7565,"ALK inhibitor"
"273","aspirin",0.08966,"Cyclooxygenase inhibitor"
"274","AST-1306",0.665171428571429,"EGFR inhibitor"
"275","astemizole",0,"Histamine receptor antagonist"
"276","asymmetrical-dimethylarginine",-0.0278666666666667,"Nitric oxide synthase inhibitor"
"277","AT-13387",0.5262,"HSP inhibitor"
"278","AT-406",-0.853,"IAP antagonist"
"279","AT-7519",0.0935,"CDK inhibitor|Cell cycle inhibitor"
"280","AT-7867",0.42924,"AKT inhibitor"
"281","AT-9283",-0.744011111111111,"Aurora kinase inhibitor|Abl inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor|Protein kinase inhibitor|Tubulin inhibitor"
"282","ataluren",-0.0101333333333333,"CFTR channel agonist|Dystrophin stimulant"
"283","atazanavir",-0.8439,"HIV inhibitor"
"284","atipamezole",-0.144871428571429,"Adrenergic receptor antagonist"
"285","ATN-161",-0.383275,"Integrin inhibitor"
"286","atomoxetine",-0.00588333333333333,"Norepinephrine inhibitor"
"287","atorvastatin",0.41473125,"HMGCR inhibitor"
"288","atovaquone",-0.0188333333333334,"Mitochondrial inhibitor"
"289","ATPA",0.1808625,"Glutamate receptor agonist"
"290","atracurium",-0.0943666666666667,"Acetylcholine receptor antagonist"
"291","atrasentan",0.000199999999999994,"Endothelin receptor antagonist"
"292","auranofin",0.1594,"NFKB inhibitor"
"293","auraptene",-0.0515444444444445,"Nitric oxide production inhibitor"
"294","austricine",-0.575033333333333,"Hypolipidemic"
"295","AV-412",0.40572,"Receptor tyrosine protein kinase inhibitor"
"296","AV-608",0.514616666666667,"Tachykinin antagonist"
"297","AVA",1.2074625,"Nucleophosmin inhibitor"
"298","avagacestat",0.681345454545455,"Gamma secretase inhibitor"
"299","avanafil",0.028,"Phosphodiesterase inhibitor"
"300","avasimibe",-0.107390909090909,"ACAT inhibitor"
"301","avicin-d",-0.987,"NFKB inhibitor"
"302","avicin-g",-0.43455,"NFKB inhibitor"
"303","AVL-292",1.04411818181818,"BTK inhibitor"
"304","AVN-944",0.448433333333333,"Inosine monophosphate dehydrogenase inhibitor"
"305","axitinib",-0.109875,"VEGFR inhibitor|PDGFR inhibitor"
"306","AZ-10417808",-0.114211111111111,"Caspase inhibitor"
"307","AZ-20",1.454625,"ATR kinase inhibitor"
"308","AZ-628",1.19662941176471,"RAF inhibitor"
"309","AZ-960",0.7424,"JAK inhibitor"
"310","azacitidine",-0.535261538461538,"DNA inhibitor"
"311","azacyclonol",0.0577285714285714,"Histamine receptor antagonist"
"312","azaperone",-1.07016666666667,"Dopamine receptor antagonist"
"313","azasetron",-0.155185714285714,"Serotonin receptor antagonist"
"314","azathioprine",0.2952,"Dehydrogenase inhibitor"
"315","azauridine",0.24785,"Antiviral"
"316","AZD-1208",0.9478,"PIM inhibitor"
"317","AZD-1283",0.976,"Purinergic receptor antagonist"
"318","AZD-1480",-0.300641666666667,"JAK inhibitor"
"319","AZD-1981",0.33976,"CRTH receptor antagonist"
"320","AZD-2014",2.02583333333333,"MTOR inhibitor"
"321","AZD-2461",-0.058,"PARP inhibitor"
"322","AZD-3463",1.9001,"ALK inhibitor|IGF-1 inhibitor"
"323","AZD-3514",0.4541625,"Drugs Acting on Androgen Receptor"
"324","AZD-4547",0.57255,"FGFR inhibitor"
"325","AZD-5363",1.354775,"AKT inhibitor"
"326","AZD-5438",-0.985810526315789,"CDK inhibitor"
"327","AZD-6482",1.01055,"PI3K inhibitor"
"328","AZD-7545",0.0241666666666667,"PDK inhibitor"
"329","AZD-7687",-0.148814285714286,"Diacylglycerol O acyltransferase inhibitor"
"330","AZD-7762",0.63681,"CHK inhibitor"
"331","AZD-8055",1.61295,"MTOR inhibitor"
"332","AZD-8330",0.928913333333333,"MEK inhibitor"
"333","AZD-8931",0.492466666666667,"EGFR inhibitor"
"334","AZD-9291",0.865383333333333,"EGFR inhibitor"
"335","AZD-9668",0.0541714285714286,"Elastase inhibitor"
"336","azelaic-acid",-0.230125,"Tyrosinase inhibitor"
"337","azelastine",0.24437,"Histamine receptor antagonist"
"338","azilsartan",-0.0666,"Angiotensin receptor antagonist"
"339","azilsartan-medoxomil",-0.1845,"ACE inhibitor|Angiotensin receptor antagonist|Insulin sensitizer"
"340","azithromycin",-0.10340625,"Bacterial 50S ribosomal subunit inhibitor"
"341","baccatin-III",-0.22615,"Paclitaxel precursor"
"342","baclofen",0.449866666666667,"GABA receptor agonist"
"343","BADGE",-0.719233333333333,"PPAR receptor antagonist"
"344","baeomycesic-acid",-0.10148,"Lipoxygenase inhibitor"
"345","BAFILOMYCIN-A1",-0.64615,"ATPase inhibitor"
"346","baicalin",-0.24485,"Beta glucuronidase inhibitor"
"347","balaglitazone",-0.2612,"Insulin sensitizer|PPAR receptor agonist"
"348","balapiravir",-0.58746,"RNA polymerase inhibitor"
"349","balicatib",-0.20335,"Cathepsin inhibitor"
"350","balsalazide",-0.22185,"Cyclooxygenase inhibitor"
"351","BAM-7",-0.5417,"BAX activator"
"352","bambuterol",-0.1816,"Adrenergic receptor agonist"
"353","BAPTA-AM",0.2440125,"Potassium channel antagonist"
"354","barasertib",0.06915,"Aurora kinase inhibitor"
"355","barasertib-HQPA",-0.114405263157895,"Aurora kinase inhibitor"
"356","baricitinib",0.233664705882353,"JAK inhibitor"
"357","BAS-09104376",0.3345,"HIV inhibitor"
"358","basimglurant",0.0926090909090909,"Glutamate receptor antagonist"
"359","batimastat",0.0432,"Matrix metalloprotease inhibitor"
"360","bavisant",-0.11587,"Histamine receptor antagonist"
"361","BAY-11-7082",-0.446258333333333,"NFKB inhibitor"
"362","BAY-36-7620",-0.589914285714286,"Glutamate receptor antagonist"
"363","BAY-59-3074",-0.130977777777778,"Cannabinoid receptor antagonist"
"364","BAY-61-3606",0.536892307692308,"Syk inhibitor"
"365","BAY-87-2243",-0.2636125,"HIF Inhibitor"
"366","BAY-K8644",-0.3884,"Calcium channel activator"
"367","BAZ2-ICR",-0.4659,"Bromodomain inhibitor"
"368","bazedoxifene",0.1612,"Selective estrogen receptor modulator (SERM)"
"369","BCI-540",-0.26285,"Glutamate receptor agonist"
"370","BCI-hydrochloride",-0.276844444444444,"Protein phosphatase inhibitor"
"371","BCL2-inhibitor",0.406188888888889,"BCL inhibitor"
"372","BD-1008",-0.0165428571428571,"Sigma receptor antagonist"
"373","BD-1047",-0.1410375,"Adrenergic receptor antagonist"
"374","BD-1063",0.05225,"Sigma receptor antagonist"
"375","BE-2254",-0.315814285714286,"Adrenergic receptor antagonist"
"376","beclometasone",0.5495375,"Glucocorticoid receptor agonist"
"377","beclomethasone-dipropionate",-0.203742857142857,"Immunosuppressant|Glucocorticoid receptor agonist"
"378","belinostat",0.634546153846154,"HDAC inhibitor"
"379","bemegride",-0.13635,"Chemoreceptor agonist"
"380","bemesetron",-0.299288888888889,"Serotonin receptor antagonist"
"381","benactyzine",0.51785,"Butyrylcholinesterase inhibitor"
"382","benazepril",-0.37476,"ACE inhibitor"
"383","bendamustine",0.649833333333333,"DNA inhibitor"
"384","bendroflumethiazide",-0.558218181818182,"Sodium channel inhibitor"
"385","benfluorex",0.184925,"Gluconeogenesis inhibitor"
"386","benperidol",-0.7485125,"Dopamine receptor antagonist"
"387","benproperine",0.63716,"Antitussive"
"388","benzamil",0.288333333333333,"Sodium channel inhibitor"
"389","benzanthrone",-1.21193333333333,"Aromatic hydrocarbon derivative"
"390","benzbromarone",-0.345916666666667,"Chloride channel blocker"
"391","benzethonium",0.78395,"Sodium channel inhibitor"
"392","benzocaine",1.1302,"Sodium channel inhibitor"
"393","benzofuran",-0.90876,"Carcinogen"
"394","benzohydroxamic-acid",-0.18078,"Antifungal"
"395","benzonatate",-0.02164,"Anesthetic - local"
"396","benzopurpurin-4b",-0.0037142857142857,"Binds HIV gp120 and inhibits HIV-1 entry into the neural cell line SK-N-MC"
"397","benzotript",0.310283333333333,"CCK receptor antagonist"
"398","benzoxiquine",-0.14522,"Anti-inflammatory"
"399","benzthiazide",0.218933333333333,"Carbonic anhydrase inhibitor"
"400","benzydamine",0.66145,"Prostanoid receptor antagonist"
"401","benzyl-alcohol",0,"Anesthetic - local"
"402","benzylpenicillin",-0.1002,"Penicillin binding protein inhibitor"
"403","bepotastine",-0.412933333333333,"Histamine receptor antagonist"
"404","bepridil",-0.19825,"Calcium channel blocker"
"405","berbamine",0.473157142857143,"Calmodulin inhibitor"
"406","berberine",0,"LDL receptor activator"
"407","beta-alanine",0,"Glycine receptor agonist"
"408","beta-CCP",-0.21553,"Indoleamine 2,3-dioxygenase inhibitor"
"409","beta-funaltrexamine",-0.65105,"Opioid receptor antagonist"
"410","betaescin",0,"Interleukin inhibitor"
"411","betahistine",0.200871428571429,"Histamine receptor agonist|Histamine receptor antagonist"
"412","betamethasone",0.0704666666666666,"Glucocorticoid receptor agonist"
"413","betamethasone-acetate",-0.551175,"Glucocorticoid receptor agonist"
"414","betamethasone-valerate",1.0999,"Glucocorticoid receptor agonist"
"415","betaxolol",-0.210011111111111,"Adrenergic receptor antagonist"
"416","betazole",-0.30795,"Histamine receptor agonist"
"417","bethanechol",0.104185714285714,"Acetylcholine receptor agonist"
"418","betrixaban",-0.1988,"Coagulation factor inhibitor"
"419","betulinic-acid",-0.0726090909090909,"Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor"
"420","bevirimat-dimeglumine",-0.1111,"HIV inhibitor"
"421","bexarotene",0.00450999999999999,"Retinoid receptor agonist"
"422","bezafibrate",-0.80027,"PPAR receptor agonist"
"423","BGT-226",1.75499230769231,"PI3K inhibitor"
"424","BH3I-1",0.0662,"BCL inhibitor"
"425","BI-2536",-0.51517,"PLK inhibitor"
"426","BI-78D3",-0.0394333333333333,"JNK inhibitor"
"427","BI-D1870",0.32518,"Ribosomal protein inhibitor"
"428","BIBR-1532",0.553621428571429,"Telomerase inhibitor"
"429","BIBU-1361",0.3699,"EGFR inhibitor"
"430","BIBX-1382",0.58224,"EGFR inhibitor|Tyrosine kinase inhibitor"
"431","bicalutamide",-0.309666666666667,"Androgen receptor antagonist"
"432","bicuculline",-0.258233333333333,"GABA receptor antagonist"
"433","bietaserpine",0,"Vesicular monoamine transporter inhibitor"
"434","bifemelane",0.226014285714286,"Acetylcholine receptor agonist"
