pert_iname,norm_cs,moa
ALW-II-49-7,0.164480952,Ephrin inhibitor
ALX-5407,-0.144427273,Glycine transporter inhibitor
AM-24,0.268036364,Lipoxygenase inhibitor
AM-251,0.30155,Cannabinoid receptor antagonist
AM-281,0.239183333,Cannabinoid receptor antagonist
AM-404,0.236233333,Cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist
AM-580,-0.028266667,Retinoid receptor agonist
AM-630,0.16258,Cannabinoid receptor antagonist
AM-92016,0.4686625,Potassium channel antagonist
amantadine,-0.011544444,Glutamate receptor antagonist
ambelline,0.53168,Plant alkaloid
ambrisentan,0.39134,Endothelin receptor antagonist
ambroxol,0.229153846,Sodium channel inhibitor
amcinonide,0.171922222,Glucocorticoid receptor agonist
AMD-11070,-0.111066667,CC chemokine receptor antagonist
amfepramone,0.363133333,Adrenergic receptor agonist
AMG-208,-0.42575,Tyrosine kinase inhibitor
AMG-232,0.4389,MDM inhibitor
AMG-487,0.2425,CC chemokine receptor antagonist
AMG-517,0.2806,TRPV antagonist
AMG-837,-0.373233333,Fatty acid receptor agonist
AMG-900,0.38375,Aurora kinase inhibitor
AMG-9810,0,TRPV antagonist
amifostine,-0.096033333,Reducing agent
amikacin,0,Bacterial 30S ribosomal subunit inhibitor
amiloride,-0.177938462,Sodium channel inhibitor
amineptine,-0.0466,Dopamine receptor agonist
aminocaproic-acid,0.069744444,Plasminogen activator inhibitor
aminogenistein,0.177488889,Src inhibitor
aminoglutethimide,-0.151522222,Glucocorticoid receptor antagonist
aminoguanidine,-0.50145,Nitric oxide synthase inhibitor
aminoindazole,-0.158125,Ionophore
aminolevulinic-acid,0.129153333,Oxidizing agent
aminomethyltransferase,0.183571429,Nitric oxide synthase inhibitor
aminopentamide,-0.14498,Acetylcholine receptor antagonist
aminopurvalanol-a,0.91615,Tyrosine kinase inhibitor|CDK inhibitor
aminosalicylic-acid,0.535833333,Cyclooxygenase inhibitor
amiodarone,0.4442,Potassium channel antagonist
amiprilose,0.156977778,CD antagonist
amisulpride,-1.00505,Dopamine receptor antagonist
amitifadine,0.134871429,Serotonin receptor antagonist
amitriptyline,0.130625,Norepinephrine inhibitor|Norepinephrine reuptake inhibitor|Serotonin receptor antagonist|Serotonin reuptake inhibitor
amlexanox,-0.20269,Histamine receptor antagonist
amlodipine,0.159057143,Calcium channel blocker
ammonium-perfluorocaprylate,0,PIM inhibitor
AMN-082,-0.20812,Glutamate receptor antagonist
amodiaquine,0.2111875,Histamine receptor agonist
amonafide,-0.141927273,Topoisomerase inhibitor
amoxapine,0.263491667,Norepinephrine inhibitor
amoxicillin,-0.06095,Penicillin binding protein inhibitor
ampalex,-0.2118625,Glutamate receptor agonist
amperozide,0.137942857,Dopamine receptor antagonist
ampicillin,-0.331575,Bacterial cell wall synthesis inhibitor
ampiroxicam,0.187275,Cyclooxygenase inhibitor
amprenavir,0.86885,HIV inhibitor
ampyrone,-0.5442,Cyclooxygenase inhibitor
amrinone,0.236516667,Phosphodiesterase inhibitor
amsacrine,0.308411111,Topoisomerase inhibitor
amthamine,-0.23672,Histamine receptor agonist
amtolmetin-guacil,0.084188889,Cyclooxygenase inhibitor
amuvatinib,-0.01194,FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
amygdalin,-0.5162,Caspase activator
amyleine,0.291,Anesthetic - local
AMZ-30,0.328228571,Protein phosphatase inhibitor
anacardic-acid,0.02995,Glyceraldehyde 3-phosphate dehydrogenase inhibitor
anacetrapib,-0.43906,Cholesterol inhibitor
anagrelide,0.045555556,Phosphodiesterase inhibitor
anamorelin,-0.608833333,Growth hormone secretagogue receptor agonist
anandamide,0.404785714,Cannabinoid receptor agonist
anastrozole,-0.067842857,Aromatase inhibitor
andarine,-0.183788889,Androgen receptor antagonist
androstanol,0,CAR antagonist
androstenedione,0.09485,Cytochrome P450 inhibitor
androstenol,0.063771429,GABA receptor antagonist
anecortave-acetate,0.124463636,Corticosteroid agonist|Angiogenesis inhibitor
anethole,0.9781,Glutathione transferase stimulant
angiogenesis-inhibitor,0.4208375,Angiogenesis inhibitor
anidulafungin,0.2868625,"Fungal 1,3-beta-D-glucan synthase inhibitor"
aniracetam,0.099511111,Glutamate receptor agonist
anisodamine,0.200325,Lipid peroxidase inhibitor
anisomycin,-0.845128571,DNA inhibitor
anpirtoline,0.373316667,Serotonin receptor agonist
antazoline,-0.14215,Antihistamine
anthothecol,1.1019,Antimalarial
antimycin-a,-0.96825,ATP synthase inhibitor
AP-26113,0.85771,ALK inhibitor
apafant,0.053,Platelet activating factor receptor antagonist
APD-668,0.023175,Glucose dependent insulinotropic receptor agonist
aphidicolin,1.04617,RNA synthesis inhibitor
API-001,-0.239166667,Sigma receptor antagonist
apicidin,0.43435,HDAC inhibitor
apigenin,0.4361,Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor
apixaban,0.1545,Coagulation factor inhibitor
APO-866,-0.2064,NAMPT inhibitor
apocynin,-0.307066667,NADPH inhibitor
apomorphine,-0.19325,Dopamine receptor agonist
apremilast,-0.157185714,Phosphodiesterase inhibitor
aprepitant,0.253157143,Tachykinin antagonist
AQ-RA741,0.185777778,Acetylcholine receptor antagonist
AR-A014418,-0.69475,GSK inhibitor
AR-C133057XX,-0.061716667,Nitric oxide synthase inhibitor
arachidonamide,0.464975,Cannabinoid receptor agonist
arbidol,0.28558,Cytochrome P450 inhibitor
arbutin,0.08545,Melanin inhibitor
ARC-239,-0.064857143,Adrenergic receptor antagonist
arctigenin,-0.122366667,MEK inhibitor
arcyriaflavin-a,-0.023016667,CDK inhibitor
argatroban,0.227288889,Thrombin inhibitor
arglabin,-0.618285714,Farnesyltransferase inhibitor
aripiprazole,0.922671429,Serotonin receptor agonist|Serotonin receptor antagonist
aristolochic-acid,-0.195222222,Phospholipase inhibitor
armodafinil,0.365833333,Adrenergic receptor agonist
ARN-509,0,Androgen receptor antagonist
arofylline,-0.394625,Phosphodiesterase inhibitor
ARRY-334543,0.1329875,EGFR inhibitor
artemether,0.08532,Antimalarial
artemisinin,-1.4939,DNA inhibitor
artesunate,0,DNA synthesis inhibitor
articaine,-0.246371429,Anesthetic - local
arvanil,-0.190366667,TRPV agonist
AS-1949490,0,SHIP2 phosphatase inhibitor
AS-601245,0.06785,JNK inhibitor
AS-604850,-0.003271429,PI3K inhibitor
AS-605240,0.319565385,PI3K inhibitor
AS-703026,0.923033333,MEK inhibitor
ASA-404,-0.19225,Angiogenesis inhibitor
ASC-J9,0.273925,Androgen receptor agonist
asenapine,-0.11684,Dopamine receptor antagonist|Serotonin receptor antagonist
asiatic-acid,0,Apoptosis stimulant
asiaticoside,-0.0213375,Carcinogen
ASP-3026,1.11075,ALK inhibitor
aspirin,0.21816,Cyclooxygenase inhibitor
AST-1306,0.247964286,EGFR inhibitor
astemizole,0.58975,Histamine receptor antagonist
asymmetrical-dimethylarginine,-0.0433,Nitric oxide synthase inhibitor
AT-13387,0.286057143,HSP inhibitor
AT-406,-0.287214286,IAP antagonist
AT-7519,-0.267026667,CDK inhibitor|Cell cycle inhibitor
AT-7867,0.519293333,AKT inhibitor
AT-9283,-0.498855556,Aurora kinase inhibitor|Abl inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor|Protein kinase inhibitor|Tubulin inhibitor
ataluren,-0.022466667,CFTR channel agonist|Dystrophin stimulant
atazanavir,0.01885,HIV inhibitor
atipamezole,0.155928571,Adrenergic receptor antagonist
ATN-161,-0.2317625,Integrin inhibitor
atomoxetine,-0.015566667,Norepinephrine inhibitor
atorvastatin,0.72283125,HMGCR inhibitor
atovaquone,-0.004666667,Mitochondrial inhibitor
ATPA,0.0853,Glutamate receptor agonist
atracurium,0.448433333,Acetylcholine receptor antagonist
atrasentan,0.120314286,Endothelin receptor antagonist
auranofin,0.927583333,NFKB inhibitor
auraptene,-0.0149,Nitric oxide production inhibitor
austricine,0.270766667,Hypolipidemic
AV-412,-0.63704,Receptor tyrosine protein kinase inhibitor
AV-608,0.834533333,Tachykinin antagonist
AVA,0.1126875,Nucleophosmin inhibitor
avagacestat,0.363245455,Gamma secretase inhibitor
avanafil,-0.5867,Phosphodiesterase inhibitor
avasimibe,0.612690909,ACAT inhibitor
avicin-d,-0.2303,NFKB inhibitor
avicin-g,0,NFKB inhibitor
AVL-292,0.899509091,BTK inhibitor
AVN-944,0,Inosine monophosphate dehydrogenase inhibitor
axitinib,0.0241875,VEGFR inhibitor|PDGFR inhibitor
AZ-10417808,-0.345988889,Caspase inhibitor
AZ-20,-0.106716667,ATR kinase inhibitor
AZ-628,0.652894118,RAF inhibitor
AZ-960,0.6278,JAK inhibitor
azacitidine,-0.4141,DNA inhibitor
azacyclonol,-0.002328571,Histamine receptor antagonist
azaperone,0.3441,Dopamine receptor antagonist
azasetron,-0.3632,Serotonin receptor antagonist
azathioprine,0.6298625,Dehydrogenase inhibitor
azauridine,0.2475,Antiviral
AZD-1208,0.209625,PIM inhibitor
AZD-1283,0,Purinergic receptor antagonist
AZD-1480,-0.310116667,JAK inhibitor
AZD-1981,0.44058,CRTH receptor antagonist
AZD-2014,0.28875,MTOR inhibitor
AZD-2461,0.505033333,PARP inhibitor
AZD-3463,1.404733333,ALK inhibitor|IGF-1 inhibitor
AZD-3514,0.7413375,Drugs Acting on Androgen Receptor
AZD-4547,0.591383333,FGFR inhibitor
AZD-5363,0.606225,AKT inhibitor
AZD-5438,-0.490152632,CDK inhibitor
AZD-6482,0.376242857,PI3K inhibitor
AZD-7545,0.3883,PDK inhibitor
AZD-7687,-0.5128,Diacylglycerol O acyltransferase inhibitor
AZD-7762,0.00287,CHK inhibitor
AZD-8055,0.62931,MTOR inhibitor
AZD-8330,0.622826667,MEK inhibitor
AZD-8931,0.363033333,EGFR inhibitor
AZD-9291,0.58765,EGFR inhibitor
AZD-9668,0.228385714,Elastase inhibitor
azelaic-acid,-0.023,Tyrosinase inhibitor
azelastine,0.42266,Histamine receptor antagonist
azilsartan,-0.09685,Angiotensin receptor antagonist
azilsartan-medoxomil,-0.5388,ACE inhibitor|Angiotensin receptor antagonist|Insulin sensitizer
azithromycin,0.0496125,Bacterial 50S ribosomal subunit inhibitor
baccatin-III,0.232,Paclitaxel precursor
baclofen,-0.1034,GABA receptor agonist
BADGE,0.33885,PPAR receptor antagonist
baeomycesic-acid,-0.28556,Lipoxygenase inhibitor
BAFILOMYCIN-A1,-0.0267,ATPase inhibitor
baicalin,0.01765,Beta glucuronidase inhibitor
balaglitazone,0.000542857,Insulin sensitizer|PPAR receptor agonist
balapiravir,-0.0099,RNA polymerase inhibitor
balicatib,0.045875,Cathepsin inhibitor
balsalazide,0.0559625,Cyclooxygenase inhibitor
BAM-7,-0.6839,BAX activator
bambuterol,-0.230075,Adrenergic receptor agonist
BAPTA-AM,-0.08005,Potassium channel antagonist
barasertib,-0.22065,Aurora kinase inhibitor
barasertib-HQPA,-0.048889474,Aurora kinase inhibitor
baricitinib,0.199417647,JAK inhibitor
BAS-09104376,0.4078,HIV inhibitor
basimglurant,0.4561,Glutamate receptor antagonist
batimastat,0.044552941,Matrix metalloprotease inhibitor
bavisant,-0.01911,Histamine receptor antagonist
BAY-11-7082,-0.034408333,NFKB inhibitor
BAY-36-7620,-0.120228571,Glutamate receptor antagonist
BAY-59-3074,-0.305122222,Cannabinoid receptor antagonist
BAY-61-3606,0.151215385,Syk inhibitor
BAY-87-2243,0.4315,HIF Inhibitor
BAY-K8644,-0.092166667,Calcium channel activator
BAZ2-ICR,-0.3834,Bromodomain inhibitor
bazedoxifene,0.08682,Selective estrogen receptor modulator (SERM)
BCI-540,-0.528075,Glutamate receptor agonist
BCI-hydrochloride,-0.301944444,Protein phosphatase inhibitor
BCL2-inhibitor,0.307655556,BCL inhibitor
BD-1008,0.434914286,Sigma receptor antagonist
BD-1047,0.2118,Adrenergic receptor antagonist
BD-1063,0.3965,Sigma receptor antagonist
BE-2254,-0.669842857,Adrenergic receptor antagonist
beclometasone,0.3062125,Glucocorticoid receptor agonist
beclomethasone-dipropionate,0.474914286,Immunosuppressant|Glucocorticoid receptor agonist
belinostat,-0.109446154,HDAC inhibitor
bemegride,0.18982,Chemoreceptor agonist
bemesetron,0.276244444,Serotonin receptor antagonist
benactyzine,0.360233333,Butyrylcholinesterase inhibitor
benazepril,0.09092,ACE inhibitor
bendamustine,0.334216667,DNA inhibitor
bendroflumethiazide,-0.219281818,Sodium channel inhibitor
benfluorex,-0.21615,Gluconeogenesis inhibitor
benperidol,-0.148525,Dopamine receptor antagonist
benproperine,0.67932,Antitussive
benzamil,0.326316667,Sodium channel inhibitor
benzanthrone,-0.566033333,Aromatic hydrocarbon derivative
benzbromarone,-0.152266667,Chloride channel blocker
benzethonium,0.5055,Sodium channel inhibitor
benzocaine,-0.8922,Sodium channel inhibitor
benzofuran,0.0828,Carcinogen
benzohydroxamic-acid,-0.3878,Antifungal
benzonatate,0.15682,Anesthetic - local
benzopurpurin-4b,0.095285714,Binds HIV gp120 and inhibits HIV-1 entry into the neural cell line SK-N-MC
benzotript,0.545633333,CCK receptor antagonist
benzoxiquine,0.03384,Anti-inflammatory
benzthiazide,-0.299016667,Carbonic anhydrase inhibitor
benzydamine,0.2673,Prostanoid receptor antagonist
benzyl-alcohol,-0.266033333,Anesthetic - local
benzylpenicillin,0.085835714,Penicillin binding protein inhibitor
bepotastine,-0.050111111,Histamine receptor antagonist
bepridil,0.362725,Calcium channel blocker
berbamine,0.849557143,Calmodulin inhibitor
berberine,0.37548,LDL receptor activator
beta-alanine,0,Glycine receptor agonist
beta-CCP,0.17603,"Indoleamine 2,3-dioxygenase inhibitor"
beta-funaltrexamine,-1.2032,Opioid receptor antagonist
betaescin,0,Interleukin inhibitor
betahistine,0.612757143,Histamine receptor agonist|Histamine receptor antagonist
betamethasone,0.16724,Glucocorticoid receptor agonist
betamethasone-acetate,0.3285,Glucocorticoid receptor agonist
betamethasone-valerate,0,Glucocorticoid receptor agonist
betaxolol,-0.227866667,Adrenergic receptor antagonist
betazole,0.3455,Histamine receptor agonist
bethanechol,-0.005814286,Acetylcholine receptor agonist
betrixaban,-0.221877778,Coagulation factor inhibitor
betulinic-acid,-0.325909091,Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor
bevirimat-dimeglumine,0.270775,HIV inhibitor
bexarotene,-0.15887,Retinoid receptor agonist
bezafibrate,-0.27208,PPAR receptor agonist
BGT-226,0.875169231,PI3K inhibitor
BH3I-1,0.08175,BCL inhibitor
BI-2536,0.448,PLK inhibitor
BI-78D3,-0.387655556,JNK inhibitor
BI-D1870,0.61404,Ribosomal protein inhibitor
BIBR-1532,0.202621429,Telomerase inhibitor
BIBU-1361,1.072285714,EGFR inhibitor
BIBX-1382,0.74555,EGFR inhibitor|Tyrosine kinase inhibitor
bicalutamide,-0.128511111,Androgen receptor antagonist
bicuculline,0.228433333,GABA receptor antagonist
bietaserpine,0,Vesicular monoamine transporter inhibitor
bifemelane,0.386442857,Acetylcholine receptor agonist
bifonazole,0.03604,Sterol demethylase inhibitor
BIIB-021,0.346390909,HSP inhibitor
bilobalide,-0.9945,GABA receptor modulator
bimatoprost,0.1798,Prostanoid receptor agonist
bindarit,-0.853966667,NFKB inhibitor
biochanin-a,-0.5426,Estrogen receptor agonist
biotin,-0.232933333,Vitamin B
biperiden,-0.1258875,Acetylcholine receptor antagonist
birinapant,-0.78553,XIAP inhibitor
bis-tyrphostin,-0.0026375,EGFR inhibitor
bisacodyl,0.165214286,Laxative
bisbenzimide,-0.077271429,DNA binding agent
bisindolylmaleimide-ix,0,PKC inhibitor
bisoprolol,0.048266667,Adrenergic receptor antagonist
bisphenol-a,1.018175,Synthetic estrogen
bithionol,0.57442,Autotaxin inhibitor
bitopertin,0.2739375,Glycine transporter inhibitor
BIX-01294,0.4317,DNA inhibitor|Histone lysine methyltransferase inhibitor
BIX-01338,-0.26885,Histone lysine methyltransferase inhibitor
BIX-02188,-0.375957143,MEK inhibitor
BIX-02189,-0.199775,MEK inhibitor
blebbistatin,0.432357143,ATPase inhibitor
blonanserin,0.026625,Dopamine receptor antagonist|Serotonin receptor antagonist
BML-190,-0.28925,Cannabinoid receptor antagonist
BML-210,1.2223,HDAC inhibitor
BML-257,-0.2391125,AKT inhibitor|HCV inhibitor
BML-259,-0.99015,CDK inhibitor
BML-266,0,SIRT inhibitor
BML-284,0,WNT agonist
BML-286,0,WNT inhibitor
BMS-182874,-0.400285714,Endothelin receptor antagonist
BMS-191011,-0.328315385,Potassium channel activator
BMS-265246,0.53075,CDK inhibitor
BMS-299897,0.02442,Gamma secretase inhibitor
BMS-345541,-0.257868421,IKK inhibitor
BMS-387032,-0.478175,CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor
BMS-509744,0.634993333,ITK inhibitor
BMS-536924,0.663923077,IGF-1 inhibitor
BMS-599626,-0.41135,EGFR inhibitor|Receptor tyrosine protein kinase inhibitor
BMS-641988,-0.285625,Androgen receptor antagonist
BMS-707035,0.009128571,HIV inhibitor
BMS-754807,0.71128,IGF-1 inhibitor
BMS-777607,0.0909,AXL kinase inhibitor|FLT3 inhibitor|HGF receptor inhibitor|Macrophage inhibitor|MET inhibitor|Tyrosine kinase inhibitor
BMS-833923,1.0647,Smoothened receptor antagonist
BMS-906024,0.252475,Gamma secretase inhibitor
BMS-927711,0.005325,Calcitonin antagonist
BMY-14802,0.1845,Sigma receptor antagonist
BMY-45778,0.1798,IP1 prostacyclin receptor agonist
BMY-7378,-0.28509,Adrenergic receptor antagonist|Serotonin receptor antagonist
BNTX,0,Opioid receptor antagonist
boldine,-0.337655556,Acetylcholine receptor antagonist|Dopamine receptor antagonist
bongkrek-acid,-0.1382,Mitochondrial inhibitor
bopindolol,-0.671233333,Adrenergic receptor antagonist
bortezomib,0.106221429,NFKB inhibitor|Proteasome inhibitor
bosentan,0.13866,Endothelin receptor antagonist
bosutinib,0.833472,Src inhibitor|Abl inhibitor|Bcr-Abl inhibitor
BP-554,-0.21272,Serotonin receptor agonist
BP-897,0.445875,Dopamine receptor agonist
brazilin,0.49165,Nitric oxide production inhibitor
BRD-A01295252,-0.360816667,Dopamine receptor antagonist
BRD-A01317026,0.169414286,Dihydroneopterin aldolase inhibitor
BRD-A01593789,0.203716667,5-alpha reductase inhibitor
BRD-A02367930,-0.161414286,Estrogen receptor agonist|DNA directed DNA polymerase stimunlant|Estrogenic component in oral contraceptives
BRD-A04553218,-0.027325,Histamine receptor antagonist
BRD-A07765530,-0.0416,Carbonic anhydrase activator
BRD-A13133631,0.2093875,Glucocorticoid receptor agonist
BRD-A15914070,0.173433333,Carcinogen
BRD-A18763547,0.497784615,Cytochrome P450 inhibitor
BRD-A20131130,-0.125092857,Adenylyl cyclase inhibitor
BRD-A20239487,0.29361,Adrenergic receptor antagonist
BRD-A27924917,-0.092766667,GABA receptor antagonist
BRD-A29731977,0.787428571,Progesterone receptor agonist
BRD-A36707673,-0.6926625,LXR agonist
BRD-A38706605,0.5212,Androgen receptor antagonist
BRD-A39415247,-0.059641667,Progesterone receptor agonist
BRD-A39747742,0.016042857,Estrogen receptor agonist
BRD-A42831637,-0.0385,Anti-inflammatory|Cannabinoid metabolite
BRD-A47144777,0.417714286,HSP inhibitor
BRD-A47364545,-0.229957143,Sigma receptor agonist
BRD-A48015106,-1.0383,Serotonin receptor agonist
BRD-A49447682,0.4485,Glucocorticoid receptor agonist
BRD-A49544621,0,Urotensin receptor agonist
BRD-A49680073,0.3285875,JAK inhibitor|Lipocortin synthesis stimulant|STAT inhibitor
BRD-A49765801,0.377988889,Glucocorticoid receptor agonist
BRD-A49906757,-0.297144444,Acetylcholine receptor antagonist
BRD-A53131506,-0.685883333,Inactive testosterone analog
BRD-A57798559,-0.418966667,GABA receptor antagonist
BRD-A63236097,-0.2747,Tumor necrosis factor production inhibitor
BRD-A66025870,1.0359,Bacterial cell wall synthesis inhibitor
BRD-A66861218,0.12145,Anti-inflammatory agent
BRD-A68039575,0.045966667,Aromatase inhibitor
BRD-A70731303,0.426333333,Nucleophosmin inhibitor
BRD-A71657825,0.134542857,Matrix metalloprotease inhibitor
BRD-A77577770,-0.372883333,Protein kinase inhibitor
BRD-A79314293,-0.2127,Bacterial cell wall synthesis inhibitor
