"","pert_iname","norm_cs","moa"
"54","acenocoumarol",-0.075475,"Vitamin K antagonist"
"55","acepromazine",-0.236425,"Dopamine receptor antagonist"
"56","acetaldehyde",-0.375133333333333,"Metabolite of ethanol with a role in ethanol addiction"
"57","acetamide",-0.04702,"Solvent"
"58","acetazolamide",-0.484728571428571,"Carbonic anhydrase inhibitor"
"59","acetohexamide",-0.601125,"ATP channel blocker"
"60","acetylcholine",-0.414975,"Acetylcholine receptor agonist"
"61","acetylsalicylsalicylic-acid",-0.68155,"Cyclooxygenase inhibitor"
"62","acexamic-acid",-0.546625,"Gastrin inhibitor|5-alpha reductase inhibitor|Reducing agent"
"63","acifran",0.0886444444444445,"Cholesterol inhibitor"
"64","acipimox",-0.0567333333333333,"Cholesterol inhibitor"
"65","acitretin",-0.268985714285714,"Retinoid receptor agonist"
"66","acivicin",0.232357142857143,"Gamma glutamyltransferase Inhibitors"
"67","aclidinium",0.145516666666667,"Acetylcholine receptor antagonist"
"68","acrivastine",-0.1801,"Histamine receptor antagonist"
"69","actarit",0.0455285714285714,"Interleukin inhibitor"
"70","ACY-1215",-0.427853846153846,"HDAC inhibitor"
"71","acyclovir",-0.581933333333333,"DNA inhibitor"
"72","adapalene",0.685175,"Retinoid receptor agonist"
"73","adaprev",-0.49055,"TGF-beta receptor inhibitor"
"74","adarotene",0.8062,"Retinoid receptor agonist"
"75","adatanserin",-0.356442857142857,"Serotonin receptor agonist|Serotonin receptor antagonist"
"76","adenosine",0.229725,"Adenosine receptor agonist"
"77","adiphenine",-0.850266666666667,"Acetylcholine receptor antagonist"
"78","adipiodone",-0.53286,"Radiopaque medium"
"79","ADL-5859",0,"Opioid receptor agonist"
"80","adoprazine",-0.013925,"Dopamine receptor antagonist|Serotonin receptor agonist"
"81","AEE-788",0.6988,"EGFR inhibitor|VEGFR inhibitor"
"82","AEG-3482",0.71758,"HSP inducer|Protein kinase inhibitor"
"83","afatinib",1.05058823529412,"EGFR inhibitor"
"84","aflatoxin-b1",0.3699,"Carcinogen"
"85","afloqualone",-0.4218875,"Acetylcholine receptor antagonist"
"86","AG-1024",0,"IGF-1 inhibitor"
"87","AG-14361",-0.65575,"PARP inhibitor"
"88","AG-370",0.0223142857142857,"PDGFR inhibitor"
"89","AG-490",-0.5301875,"EGFR inhibitor|ERBB2 inhibitor|JAK inhibitor"
"90","AG-494",0.250125,"EGFR inhibitor|Tyrosine kinase inhibitor"
"91","AG-592",1.69448888888889,"Tyrosine kinase inhibitor"
"92","AG-879",1.3169125,"Tyrosine kinase inhibitor|Angiogenesis inhibitor|VEGFR inhibitor"
"93","AG-957",1.31435555555556,"Protein tyrosine kinase inhibitor"
"94","AG-99",0.01155,"Tyrosine kinase inhibitor"
"95","AGI-5198",-0.133128571428571,"Isocitrate dehydrogenase inhibitor"
"96","AGI-6780",-1.040475,"Isocitrate dehydrogenase inhibitor"
"97","AGK-2",-0.358895454545455,"SIRT inhibitor"
"98","AGN-192403",0.137885714285714,"Imidazoline receptor ligand"
"99","agomelatine",-0.0031875,"Melatonin receptor agonist|Serotonin receptor antagonist"
"100","AGP-103",-0.279325,"Membrane integrity inhibitor"
"101","AH-11110",0.215225,"Adrenergic receptor antagonist"
"102","AICA-ribonucleotide",-0.399475,"AMPK activator"
"103","ajmaline",-0.7006,"Sodium channel inhibitor"
"104","alagebrium",0.12955,"Glycosylation inhibitor"
"105","alaproclate",-0.236214285714286,"Serotonin receptor antagonist"
"106","albendazole",-0.05965,"Tubulin inhibitor"
"107","alclometasone",-0.15164,"Glucocorticoid receptor agonist"
"108","alda-1",-1.07143846153846,"Aldehyde dehydrogenase activator"
"109","alectinib",0.26775,"ALK inhibitor"
"110","alendronic-acid",0,"Bone resorption inhibitor"
"111","alfadolone-acetate",-0.3652,"GABA receptor agonist"
"112","alfaxalone",-0.467866666666667,"Chloride channel activator|GABA receptor agonist"
"113","alfuzosin",-0.206375,"Adrenergic receptor antagonist"
"114","alimemazine",0.634314285714286,"Histamine receptor agonist"
"115","alisertib",-0.101927272727273,"Aurora kinase inhibitor"
"116","aliskiren",-0.0509333333333333,"Antihypertensive|Peptidase inhibitor|Protease inhibitor|Renin inhibitor"
"117","alitretinoin",-0.10074,"Retinoid receptor agonist"
"118","alizapride",-0.25525,"Dopamine receptor antagonist"
"119","allantoin",0,"Product of purine catabolism used in cosmetics"
"120","allopurinol",-0.414636363636364,"Xanthine oxidase inhibitor"
"121","almitrine",-0.241085714285714,"Neurotransmitter agonist"
"122","almorexant",-0.6453,"Orexin receptor antagonist"
"123","alogliptin",-0.23412,"Dipeptidyl peptidase inhibitor"
"124","aloisine",-0.745314285714286,"CDK inhibitor|CFTR channel agonist|GSK inhibitor"
"125","alosetron",0.234533333333333,"Serotonin receptor antagonist"
"126","alpelisib",-0.495095454545455,"PI3K inhibitor"
"127","alpha-estradiol",-0.029925,"Estrogen receptor agonist"
"128","alpha-methylserotonin",1.0111,"Serotonin receptor agonist"
"129","alprazolam",-0.44646,"Benzodiazepine receptor agonist"
"130","alprenolol",0.434,"Adrenergic receptor antagonist"
"131","alprostadil",-0.349446666666667,"Prostanoid receptor agonist"
"132","alrestatin",-0.106188888888889,"Aldose reductase inhibitor"
"133","altanserin",-0.04635,"Serotonin receptor antagonist"
"134","altizide",-0.38042,"Diuretic"
"135","altrenogest",0,"Progestogen hormone"
"136","altretamine",-0.455907692307692,"DNA inhibitor"
"137","alverine",-0.1167,"Muscle relaxant"
"138","alvespimycin",1.21712222222222,"HSP inhibitor"
"139","alvimopan",-0.4342,"Opioid receptor antagonist"
"140","alvocidib",-0.31518125,"CDK inhibitor"
"141","ALW-II-38-3",-0.731905555555556,"Ephrin inhibitor"
"142","ALW-II-49-7",-0.157180952380952,"Ephrin inhibitor"
"143","ALX-5407",-0.587354545454545,"Glycine transporter inhibitor"
"144","AM-24",-0.0487636363636364,"Lipoxygenase inhibitor"
"145","AM-251",0.38861,"Cannabinoid receptor antagonist"
"146","AM-281",0.411133333333333,"Cannabinoid receptor antagonist"
"147","AM-404",0.803966666666667,"Cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist"
"148","AM-580",0.22902,"Retinoid receptor agonist"
"149","AM-630",-0.26828,"Cannabinoid receptor antagonist"
"150","AM-92016",-0.0188,"Potassium channel antagonist"
"151","amantadine",-0.386822222222222,"Glutamate receptor antagonist"
"152","ambelline",0.04462,"Plant alkaloid"
"153","ambrisentan",0.26884,"Endothelin receptor antagonist"
"154","ambroxol",-0.0690769230769231,"Sodium channel inhibitor"
"155","amcinonide",0.355655555555556,"Glucocorticoid receptor agonist"
"156","AMD-11070",0.0477333333333333,"CC chemokine receptor antagonist"
"157","amfepramone",-0.00799999999999997,"Adrenergic receptor agonist"
"158","AMG-208",-0.770175,"Tyrosine kinase inhibitor"
"159","AMG-232",0.02145,"MDM inhibitor"
"160","AMG-487",-0.188314285714286,"CC chemokine receptor antagonist"
"161","AMG-517",-0.1682,"TRPV antagonist"
"162","AMG-837",0.159483333333333,"Fatty acid receptor agonist"
"163","AMG-900",0,"Aurora kinase inhibitor"
"164","AMG-9810",0,"TRPV antagonist"
"165","amifostine",-0.392383333333333,"Reducing agent"
"166","amikacin",-0.9312,"Bacterial 30S ribosomal subunit inhibitor"
"167","amiloride",-0.272307692307692,"Sodium channel inhibitor"
"168","amineptine",-0.247633333333333,"Dopamine receptor agonist"
"169","aminocaproic-acid",-0.175677777777778,"Plasminogen activator inhibitor"
"170","aminogenistein",0.183355555555556,"Src inhibitor"
"171","aminoglutethimide",-0.294555555555556,"Glucocorticoid receptor antagonist"
"172","aminoguanidine",0,"Nitric oxide synthase inhibitor"
"173","aminoindazole",-0.1238875,"Ionophore"
"174","aminolevulinic-acid",0.208413333333333,"Oxidizing agent"
"175","aminomethyltransferase",-0.280842857142857,"Nitric oxide synthase inhibitor"
"176","aminopentamide",-0.00147999999999999,"Acetylcholine receptor antagonist"
"177","aminopurvalanol-a",-0.27205,"Tyrosine kinase inhibitor|CDK inhibitor"
"178","aminosalicylic-acid",0.115516666666667,"Cyclooxygenase inhibitor"
"179","amiodarone",-0.144958333333333,"Potassium channel antagonist"
"180","amiprilose",-0.339466666666667,"CD antagonist"
"181","amisulpride",-0.453116666666667,"Dopamine receptor antagonist"
"182","amitifadine",-0.2168,"Serotonin receptor antagonist"
"183","amitriptyline",0.0216625,"Norepinephrine inhibitor|Norepinephrine reuptake inhibitor|Serotonin receptor antagonist|Serotonin reuptake inhibitor"
"184","amlexanox",-0.17071,"Histamine receptor antagonist"
"185","amlodipine",0.1918,"Calcium channel blocker"
"186","ammonium-perfluorocaprylate",-0.9254,"PIM inhibitor"
"187","AMN-082",-0.01684,"Glutamate receptor antagonist"
"188","amodiaquine",-0.1007125,"Histamine receptor agonist"
"189","amonafide",-0.219572727272727,"Topoisomerase inhibitor"
"190","amoxapine",-0.0444833333333333,"Norepinephrine inhibitor"
"191","amoxicillin",-0.250975,"Penicillin binding protein inhibitor"
"192","ampalex",-0.368325,"Glutamate receptor agonist"
"193","amperozide",-0.140757142857143,"Dopamine receptor antagonist"
"194","ampicillin",-0.4937,"Bacterial cell wall synthesis inhibitor"
"195","ampiroxicam",-0.1708,"Cyclooxygenase inhibitor"
"196","amprenavir",0.2862,"HIV inhibitor"
"197","ampyrone",0,"Cyclooxygenase inhibitor"
"198","amrinone",-0.459866666666667,"Phosphodiesterase inhibitor"
"199","amsacrine",0.3,"Topoisomerase inhibitor"
"200","amthamine",-0.44111,"Histamine receptor agonist"
"201","amtolmetin-guacil",-0.0141777777777778,"Cyclooxygenase inhibitor"
"202","amuvatinib",0.366866666666667,"FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor"
"203","amygdalin",0.35055,"Caspase activator"
"204","amyleine",0.475814285714286,"Anesthetic - local"
"205","AMZ-30",0.373771428571429,"Protein phosphatase inhibitor"
"206","anacardic-acid",0.05235,"Glyceraldehyde 3-phosphate dehydrogenase inhibitor"
"207","anacetrapib",-0.83222,"Cholesterol inhibitor"
"208","anagrelide",-0.309477777777778,"Phosphodiesterase inhibitor"
"209","anamorelin",0.0437333333333333,"Growth hormone secretagogue receptor agonist"
"210","anandamide",0.0497857142857143,"Cannabinoid receptor agonist"
"211","anastrozole",-0.2644,"Aromatase inhibitor"
"212","andarine",-0.224044444444444,"Androgen receptor antagonist"
"213","androstanol",0.609,"CAR antagonist"
"214","androstenedione",-0.635675,"Cytochrome P450 inhibitor"
"215","androstenol",-0.4107,"GABA receptor antagonist"
"216","anecortave-acetate",0.371045454545455,"Corticosteroid agonist|Angiogenesis inhibitor"
"217","anethole",-0.12,"Glutathione transferase stimulant"
"218","angiogenesis-inhibitor",0.8612125,"Angiogenesis inhibitor"
"219","anidulafungin",-0.261275,"Fungal 1,3-beta-D-glucan synthase inhibitor"
"220","aniracetam",-0.295077777777778,"Glutamate receptor agonist"
"221","anisodamine",-0.076425,"Lipid peroxidase inhibitor"
"222","anisomycin",0.936242857142857,"DNA inhibitor"
"223","anpirtoline",-0.48835,"Serotonin receptor agonist"
"224","antazoline",-0.5272,"Antihistamine"
"225","anthothecol",0,"Antimalarial"
"226","antimycin-a",0.6681,"ATP synthase inhibitor"
"227","AP-26113",-0.3617,"ALK inhibitor"
"228","apafant",0.160258333333333,"Platelet activating factor receptor antagonist"
"229","APD-668",-0.5388,"Glucose dependent insulinotropic receptor agonist"
"230","aphidicolin",-0.4969,"RNA synthesis inhibitor"
"231","API-001",0.143683333333333,"Sigma receptor antagonist"
"232","apicidin",-0.2622625,"HDAC inhibitor"
"233","apigenin",-0.0257111111111111,"Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor"
"234","apixaban",-0.05985,"Coagulation factor inhibitor"
"235","APO-866",-0.41672,"NAMPT inhibitor"
"236","apocynin",-0.501325,"NADPH inhibitor"
"237","apomorphine",0.2214,"Dopamine receptor agonist"
"238","apremilast",-0.0309714285714286,"Phosphodiesterase inhibitor"
"239","aprepitant",-0.298742857142857,"Tachykinin antagonist"
"240","AQ-RA741",-0.223022222222222,"Acetylcholine receptor antagonist"
"241","AR-A014418",0.02494,"GSK inhibitor"
"242","AR-C133057XX",-0.94115,"Nitric oxide synthase inhibitor"
"243","arachidonamide",-0.01055,"Cannabinoid receptor agonist"
"244","arbidol",0.78312,"Cytochrome P450 inhibitor"
"245","arbutin",0.17935,"Melanin inhibitor"
"246","ARC-239",-0.461542857142857,"Adrenergic receptor antagonist"
"247","arctigenin",0.160444444444444,"MEK inhibitor"
"248","arcyriaflavin-a",-0.157,"CDK inhibitor"
"249","argatroban",-0.313433333333333,"Thrombin inhibitor"
"250","arglabin",-0.263014285714286,"Farnesyltransferase inhibitor"
"251","aripiprazole",0.3996,"Serotonin receptor agonist|Serotonin receptor antagonist"
"252","aristolochic-acid",-0.281411111111111,"Phospholipase inhibitor"
"253","armodafinil",0.5917,"Adrenergic receptor agonist"
"254","ARN-509",0.257066666666667,"Androgen receptor antagonist"
"255","arofylline",-0.345275,"Phosphodiesterase inhibitor"
"256","ARRY-334543",0,"EGFR inhibitor"
"257","artemether",-0.03624,"Antimalarial"
"258","artemisinin",-1.0208,"DNA inhibitor"
"259","artesunate",1.4664,"DNA synthesis inhibitor"
"260","articaine",-0.170985714285714,"Anesthetic - local"
"261","arvanil",1.13232222222222,"TRPV agonist"
"262","AS-1949490",1.1714,"SHIP2 phosphatase inhibitor"
"263","AS-601245",0.33545,"JNK inhibitor"
"264","AS-604850",-0.4454,"PI3K inhibitor"
"265","AS-605240",-0.443576923076923,"PI3K inhibitor"
"266","AS-703026",-0.136511111111111,"MEK inhibitor"
"267","ASA-404",-0.857475,"Angiogenesis inhibitor"
"268","ASC-J9",1.3963,"Androgen receptor agonist"
"269","asenapine",-0.19358,"Dopamine receptor antagonist|Serotonin receptor antagonist"
"270","asiatic-acid",1.646,"Apoptosis stimulant"
"271","asiaticoside",-0.1835375,"Carcinogen"
"272","ASP-3026",0,"ALK inhibitor"
"273","aspirin",-0.19005,"Cyclooxygenase inhibitor"
"274","AST-1306",0.124235714285714,"EGFR inhibitor"
"275","astemizole",1.29105,"Histamine receptor antagonist"
"276","asymmetrical-dimethylarginine",-0.3651,"Nitric oxide synthase inhibitor"
"277","AT-13387",0.8,"HSP inhibitor"
"278","AT-406",0.5569,"IAP antagonist"
"279","AT-7519",-0.10932,"CDK inhibitor|Cell cycle inhibitor"
"280","AT-7867",0.514966666666667,"AKT inhibitor"
"281","AT-9283",-0.160455555555556,"Aurora kinase inhibitor|Abl inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor|Protein kinase inhibitor|Tubulin inhibitor"
"282","ataluren",0.25655,"CFTR channel agonist|Dystrophin stimulant"
"283","atazanavir",0,"HIV inhibitor"
"284","atipamezole",-0.597242857142857,"Adrenergic receptor antagonist"
"285","ATN-161",-0.2544375,"Integrin inhibitor"
"286","atomoxetine",-0.33035,"Norepinephrine inhibitor"
"287","atorvastatin",-0.04951875,"HMGCR inhibitor"
"288","atovaquone",0.268866666666667,"Mitochondrial inhibitor"
"289","ATPA",-0.42285,"Glutamate receptor agonist"
"290","atracurium",0.262133333333333,"Acetylcholine receptor antagonist"
"291","atrasentan",0.00137142857142856,"Endothelin receptor antagonist"
"292","auranofin",0.842316666666667,"NFKB inhibitor"
"293","auraptene",-0.321833333333333,"Nitric oxide production inhibitor"
"294","austricine",-1.0209,"Hypolipidemic"
"295","AV-412",-0.38156,"Receptor tyrosine protein kinase inhibitor"
"296","AV-608",-0.452183333333333,"Tachykinin antagonist"
"297","AVA",0.2859375,"Nucleophosmin inhibitor"
"298","avagacestat",-0.384981818181818,"Gamma secretase inhibitor"
"299","avanafil",-0.3848,"Phosphodiesterase inhibitor"
"300","avasimibe",0.5046,"ACAT inhibitor"
"301","avicin-d",0.42655,"NFKB inhibitor"
"302","avicin-g",0,"NFKB inhibitor"
"303","AVL-292",0.809772727272727,"BTK inhibitor"
"304","AVN-944",-1.15593333333333,"Inosine monophosphate dehydrogenase inhibitor"
"305","axitinib",0.2536375,"VEGFR inhibitor|PDGFR inhibitor"
"306","AZ-10417808",-0.105844444444444,"Caspase inhibitor"
"307","AZ-20",0.0170333333333333,"ATR kinase inhibitor"
"308","AZ-628",-0.625435294117647,"RAF inhibitor"
"309","AZ-960",0,"JAK inhibitor"
"310","azacitidine",1.12790769230769,"DNA inhibitor"
"311","azacyclonol",-0.0446,"Histamine receptor antagonist"
"312","azaperone",0.0551,"Dopamine receptor antagonist"
"313","azasetron",-0.727528571428571,"Serotonin receptor antagonist"
"314","azathioprine",0.2196875,"Dehydrogenase inhibitor"
"315","azauridine",-0.2952625,"Antiviral"
"316","AZD-1208",-1.138125,"PIM inhibitor"
"317","AZD-1283",-0.47145,"Purinergic receptor antagonist"
"318","AZD-1480",-0.226775,"JAK inhibitor"
"319","AZD-1981",-0.07022,"CRTH receptor antagonist"
"320","AZD-2014",-0.195033333333333,"MTOR inhibitor"
"321","AZD-2461",-0.592033333333333,"PARP inhibitor"
"322","AZD-3463",0,"ALK inhibitor|IGF-1 inhibitor"
"323","AZD-3514",-0.261825,"Drugs Acting on Androgen Receptor"
"324","AZD-4547",0.439391666666667,"FGFR inhibitor"
"325","AZD-5363",-0.638975,"AKT inhibitor"
"326","AZD-5438",-0.180531578947368,"CDK inhibitor"
"327","AZD-6482",-0.312164285714286,"PI3K inhibitor"
"328","AZD-7545",-0.436666666666667,"PDK inhibitor"
"329","AZD-7687",-0.0270285714285714,"Diacylglycerol O acyltransferase inhibitor"
"330","AZD-7762",0.48869,"CHK inhibitor"
"331","AZD-8055",-0.2526,"MTOR inhibitor"
"332","AZD-8330",0.102133333333333,"MEK inhibitor"
"333","AZD-8931",-0.617133333333333,"EGFR inhibitor"
"334","AZD-9291",0.344675,"EGFR inhibitor"
"335","AZD-9668",0.102414285714286,"Elastase inhibitor"
"336","azelaic-acid",0.1617,"Tyrosinase inhibitor"
"337","azelastine",0.07778,"Histamine receptor antagonist"
"338","azilsartan",0.38195,"Angiotensin receptor antagonist"
"339","azilsartan-medoxomil",1.2106,"ACE inhibitor|Angiotensin receptor antagonist|Insulin sensitizer"
"340","azithromycin",-0.155425,"Bacterial 50S ribosomal subunit inhibitor"
"341","baccatin-III",0.0866625,"Paclitaxel precursor"
"342","baclofen",-0.6634,"GABA receptor agonist"
"343","BADGE",0.180133333333333,"PPAR receptor antagonist"
"344","baeomycesic-acid",0.02566,"Lipoxygenase inhibitor"
"345","BAFILOMYCIN-A1",-0.16035,"ATPase inhibitor"
"346","baicalin",-0.359675,"Beta glucuronidase inhibitor"
"347","balaglitazone",0.286442857142857,"Insulin sensitizer|PPAR receptor agonist"
"348","balapiravir",-0.3964,"RNA polymerase inhibitor"
"349","balicatib",-0.503375,"Cathepsin inhibitor"
"350","balsalazide",-0.200925,"Cyclooxygenase inhibitor"
"351","BAM-7",0.2346,"BAX activator"
"352","bambuterol",-0.46125,"Adrenergic receptor agonist"
"353","BAPTA-AM",-0.0218125,"Potassium channel antagonist"
"354","barasertib",0.19415,"Aurora kinase inhibitor"
"355","barasertib-HQPA",0.0752368421052632,"Aurora kinase inhibitor"
"356","baricitinib",-0.243894117647059,"JAK inhibitor"
"357","BAS-09104376",-0.0885833333333333,"HIV inhibitor"
"358","basimglurant",0.112136363636364,"Glutamate receptor antagonist"
"359","batimastat",0.192711764705882,"Matrix metalloprotease inhibitor"
"360","bavisant",-0.05402,"Histamine receptor antagonist"
"361","BAY-11-7082",0.842608333333333,"NFKB inhibitor"
"362","BAY-36-7620",-0.119828571428571,"Glutamate receptor antagonist"
"363","BAY-59-3074",0.121811111111111,"Cannabinoid receptor antagonist"
"364","BAY-61-3606",0.704807692307692,"Syk inhibitor"
"365","BAY-87-2243",0.3413875,"HIF Inhibitor"
"366","BAY-K8644",-0.524983333333333,"Calcium channel activator"
"367","BAZ2-ICR",-1.17115,"Bromodomain inhibitor"
"368","bazedoxifene",0.05488,"Selective estrogen receptor modulator (SERM)"
"369","BCI-540",-0.484175,"Glutamate receptor agonist"
"370","BCI-hydrochloride",0.896088888888889,"Protein phosphatase inhibitor"
"371","BCL2-inhibitor",0.742344444444444,"BCL inhibitor"
"372","BD-1008",0.128142857142857,"Sigma receptor antagonist"
"373","BD-1047",-0.2021,"Adrenergic receptor antagonist"
"374","BD-1063",-0.33355,"Sigma receptor antagonist"
"375","BE-2254",0.228057142857143,"Adrenergic receptor antagonist"
"376","beclometasone",-0.1491875,"Glucocorticoid receptor agonist"
"377","beclomethasone-dipropionate",0.144635714285714,"Immunosuppressant|Glucocorticoid receptor agonist"
"378","belinostat",-0.529261538461538,"HDAC inhibitor"
"379","bemegride",-0.29881,"Chemoreceptor agonist"
"380","bemesetron",-0.0103666666666666,"Serotonin receptor antagonist"
"381","benactyzine",0.129816666666667,"Butyrylcholinesterase inhibitor"
"382","benazepril",-0.27298,"ACE inhibitor"
"383","bendamustine",-0.3334,"DNA inhibitor"
"384","bendroflumethiazide",-0.0175454545454546,"Sodium channel inhibitor"
"385","benfluorex",-0.816975,"Gluconeogenesis inhibitor"
"386","benperidol",0.00175,"Dopamine receptor antagonist"
"387","benproperine",-0.4277,"Antitussive"
"388","benzamil",0.0599166666666667,"Sodium channel inhibitor"
"389","benzanthrone",-0.4535,"Aromatic hydrocarbon derivative"
"390","benzbromarone",0.0534333333333333,"Chloride channel blocker"
"391","benzethonium",1.6857,"Sodium channel inhibitor"
"392","benzocaine",-0.9555,"Sodium channel inhibitor"
"393","benzofuran",0.0345,"Carcinogen"
"394","benzohydroxamic-acid",-0.12784,"Antifungal"
"395","benzonatate",-0.40842,"Anesthetic - local"
"396","benzopurpurin-4b",-0.0288714285714286,"Binds HIV gp120 and inhibits HIV-1 entry into the neural cell line SK-N-MC"
"397","benzotript",-0.0502833333333333,"CCK receptor antagonist"
"398","benzoxiquine",0.43218,"Anti-inflammatory"
"399","benzthiazide",-0.244433333333333,"Carbonic anhydrase inhibitor"
"400","benzydamine",0,"Prostanoid receptor antagonist"
"401","benzyl-alcohol",-0.5698,"Anesthetic - local"
"402","benzylpenicillin",-0.191678571428571,"Penicillin binding protein inhibitor"
"403","bepotastine",-0.322355555555556,"Histamine receptor antagonist"
"404","bepridil",-0.1509875,"Calcium channel blocker"
"405","berbamine",0.493228571428571,"Calmodulin inhibitor"
"406","berberine",0.24846,"LDL receptor activator"
"407","beta-alanine",-0.7307,"Glycine receptor agonist"
"408","beta-CCP",-0.1283,"Indoleamine 2,3-dioxygenase inhibitor"
"409","beta-funaltrexamine",0.68605,"Opioid receptor antagonist"
"410","betaescin",1.558,"Interleukin inhibitor"
"411","betahistine",-0.600885714285714,"Histamine receptor agonist|Histamine receptor antagonist"
"412","betamethasone",-0.394826666666667,"Glucocorticoid receptor agonist"
"413","betamethasone-acetate",-0.05855,"Glucocorticoid receptor agonist"
"414","betamethasone-valerate",0,"Glucocorticoid receptor agonist"
"415","betaxolol",-0.233166666666667,"Adrenergic receptor antagonist"
"416","betazole",-0.47735,"Histamine receptor agonist"
"417","bethanechol",-0.160957142857143,"Acetylcholine receptor agonist"
"418","betrixaban",-0.0379777777777778,"Coagulation factor inhibitor"
"419","betulinic-acid",0.114209090909091,"Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor"
"420","bevirimat-dimeglumine",1.806,"HIV inhibitor"
"421","bexarotene",0.12422,"Retinoid receptor agonist"
"422","bezafibrate",0.05635,"PPAR receptor agonist"
"423","BGT-226",0.4942,"PI3K inhibitor"
"424","BH3I-1",-0.5205625,"BCL inhibitor"
"425","BI-2536",0.081845,"PLK inhibitor"
"426","BI-78D3",0.108,"JNK inhibitor"
"427","BI-D1870",0.182,"Ribosomal protein inhibitor"
"428","BIBR-1532",-0.251435714285714,"Telomerase inhibitor"
"429","BIBU-1361",0.1819,"EGFR inhibitor"
"430","BIBX-1382",-0.3212,"EGFR inhibitor|Tyrosine kinase inhibitor"
"431","bicalutamide",-0.207777777777778,"Androgen receptor antagonist"
"432","bicuculline",-0.398433333333333,"GABA receptor antagonist"
"433","bietaserpine",0,"Vesicular monoamine transporter inhibitor"
"434","bifemelane",-0.0107571428571429,"Acetylcholine receptor agonist"
"435","bifonazole",0.03699,"Sterol demethylase inhibitor"
