Rank_metric,Drug_set,ES,NES,p_value,Position_at_max,FDR_q_value
Pearson.est,sodium channel blocker,-0.41811,-1.01,0.455,1181,0.667
Pearson.est,src inhibitor,-0.67754,-1.62,0.0471,1256,0.296
Pearson.est,sterol demethylase inhibitor,0.27874,0.682,0.823,585,0.891
Pearson.est,SYK inhibitor,0.49579,1.19,0.258,419,0.56
Pearson.est,TGF beta receptor inhibitor,-0.72525,-1.79,0.0272,1123,0.209
Pearson.est,thymidylate synthase inhibitor,0.48176,1.21,0.272,602,0.549
Pearson.est,topoisomerase inhibitor,0.41281,0.993,0.459,367,0.682
Pearson.est,tubulin polymerization inhibitor,0.25733,0.622,0.905,329,0.937
Pearson.est,tyrosine kinase inhibitor,-0.41891,-1,0.458,1234,0.655
Pearson.est,VEGFR inhibitor,-0.33205,-0.794,0.704,1287,0.827
Pearson.est,vitamin D receptor agonist,-0.81431,-1.95,0,1106,0.0814
