Drug,Pearson.est,Pearson.p,Pearson.q,Spearman.est,Spearman.p,Spearman.q,Slope,Intercept,R.squared,Rank.slope,Rank.intercept,Rank.R.squared,N
acetazolamide,0.062450313,0.303002278,0.69389952,0.071778441,0.236317704,0.57818773,2.45E-05,1.261611546,0.003900042,0.071778441,127.6304644,0.005152145,274
acetophenazine,-0.03376714,0.579944574,0.884889087,0.027147698,0.656374852,0.870357862,-1.25E-05,1.018613084,0.00114022,0.027147698,132.3079131,0.000736998,271
acetylcysteine,0.113085322,0.060157485,0.351958244,0.09595695,0.111048249,0.392016865,4.12E-05,1.212865017,0.01278829,0.09595695,125.661984,0.009207736,277
acetylsalicylsalicylic.acid,0.001975651,0.972953539,0.997209811,0.001801069,0.975342754,0.991446484,6.77E-07,1.100278507,3.90E-06,0.001801069,148.7316407,3.24E-06,297
acipimox,0.021792343,0.706973881,0.927262843,-0.01760864,0.761325289,0.915417744,1.05E-05,1.050734751,0.000474906,-0.01760864,153.1501003,0.000310064,300
acivicin,-0.068144884,0.277370394,0.678614401,-0.130802958,0.036474328,0.227251103,-2.09E-05,0.840684209,0.004643725,-0.130802958,145.3081801,0.017109414,256
ACY.1215,-0.020866338,0.71485019,0.93212534,-0.030790569,0.589760546,0.852764886,-5.61E-06,0.944069455,0.000435404,-0.030790569,159.7725381,0.000948059,309
adapalene,0.025780414,0.660316435,0.914156321,0.062674787,0.284941161,0.635739293,5.91E-06,1.129463159,0.00066463,0.062674787,137.7868063,0.003928129,293
adaprev,0.057229054,0.309752333,0.704115193,0.066449104,0.238110298,0.579468423,2.06E-05,0.908611008,0.003275165,0.066449104,148.4345925,0.004415483,317
adarotene,0.000451678,0.997128147,0.999918499,0.069115959,0.581337274,0.851593868,6.42E-08,0.702183558,2.04E-07,0.069115959,31.18461538,0.004777016,66
adefovir.dipivoxil,0.030209974,0.632473196,0.9040683,0.056450454,0.371232923,0.732504154,7.28E-06,0.838702757,0.000912643,0.056450454,119.8307924,0.003186654,253
ADL5859,-0.042561524,0.475752999,0.810931319,-0.037112533,0.534086256,0.829271779,-2.07E-05,1.321256865,0.001811483,-0.037112533,147.2699797,0.00137734,283
AEE788,-0.145007138,0.011780973,0.150737245,-0.159202218,0.005635997,0.076989842,-6.20E-05,1.061627153,0.02102707,-0.159202218,175.0395349,0.025345346,301
AEG3482,-0.019904179,0.73090506,0.940066163,-0.041693692,0.47111736,0.791335943,-7.68E-06,1.043958874,0.000396176,-0.041693692,157.2957475,0.001738364,301
afatinib,-0.359853293,1.16E-10,1.68E-08,-0.322301374,9.96E-09,1.31E-06,-0.000102848,0.863808958,0.129494392,-0.321693627,200.2365845,0.103878175,302
afobazole,0.002454388,0.965837862,0.996917934,0.01793024,0.754351493,0.911009976,9.96E-07,1.180716345,6.02E-06,0.01793024,151.2387431,0.000321494,307
AG.14361,0.117548391,0.052812848,0.332432089,0.167934844,0.005492337,0.075741936,4.23E-05,1.158080659,0.013817624,0.167934844,113.5768939,0.028202112,272
ajmaline,-0.020357629,0.736802859,0.941064533,-0.019639941,0.745756844,0.907958566,-9.41E-06,1.082138062,0.000414433,-0.019639941,140.7103119,0.000385727,275
albendazole,0.042459488,0.469060093,0.810931319,0.029544559,0.614493578,0.861399307,1.42E-05,0.815440647,0.001802808,0.029544559,142.6569498,0.000872881,293
alectinib,0.001849367,0.975246677,0.997209811,0.016274015,0.784804711,0.921571147,2.05E-07,0.962275404,3.42E-06,0.015529367,140.2870651,0.000264844,284
alexidine,-0.050774565,0.373738739,0.749548052,-0.026892431,0.637715657,0.867515877,-6.48E-06,0.897048084,0.002578056,-0.026892431,159.1683268,0.000723203,309
alfacalcidol,-0.064297107,0.264532644,0.671842302,-0.084017787,0.144558284,0.450151387,-2.64E-05,1.001605528,0.004134118,-0.084017787,164.7707036,0.007058988,303
alisertib,0.003671698,0.947836005,0.991283607,0.049199455,0.380381362,0.743309327,1.68E-06,0.777105638,1.35E-05,0.049199455,152.6034875,0.002420586,320
almorexant,-0.012294394,0.832056964,0.968554607,0.031920355,0.581833147,0.851593868,-5.17E-06,1.318688649,0.000151152,0.031920355,145.6959866,0.001018909,300
alogliptin,0.090966862,0.15072557,0.527916299,0.074061089,0.242364248,0.585589952,4.07E-05,1.217070929,0.00827497,0.074061089,116.6683028,0.005485045,251
alpelisib,-0.176102579,0.002852172,0.055065941,-0.204531563,0.000511774,0.012350802,-2.97E-05,0.933149574,0.031012118,-0.200829156,171.7185693,0.04183316,285
altretamine,0.022991064,0.810705848,0.966471328,0.007028782,0.941634688,0.983047605,1.26E-05,1.156963838,0.000528589,0.007028782,55.60638821,4.94E-05,111
alvespimycin,-0.122245588,0.035537154,0.274973033,-0.098316195,0.091328415,0.357849972,-2.47E-05,0.843332611,0.014943984,-0.09826506,163.0923614,0.009666074,296
alvocidib,-0.006553843,0.911209599,0.982928907,-0.021452857,0.715069448,0.890301429,-1.47E-06,0.694350079,4.30E-05,-0.02145264,149.6428117,0.000460225,292
AM.251,0.067105596,0.240301348,0.651985807,0.087117841,0.127110224,0.417359648,1.94E-05,0.993117294,0.004503161,0.087117841,141.0402936,0.007589518,308
AM.404,0.015852821,0.840327177,0.968554607,0.054858324,0.485376441,0.80148042,7.44E-06,1.04922707,0.000251312,0.054858324,77.97418824,0.003009436,164
AM.580,-0.0423583,0.490695931,0.822370033,-0.100257351,0.102121689,0.379159503,-1.28E-05,0.962336573,0.001794226,-0.100257351,147.4344851,0.010051537,267
ambazone,0.032098066,0.58879049,0.890741544,0.009725063,0.86992847,0.949967138,1.33E-05,1.147775393,0.001030286,0.009725063,142.1044534,9.46E-05,286
amfenac,-0.113780352,0.047468411,0.315294763,-0.042747247,0.457728269,0.780055397,-3.68E-05,0.971278154,0.012945969,-0.042747247,159.0189552,0.001827327,304
AMG.208,0.019461869,0.743561088,0.945030788,0.020342963,0.732384892,0.900249001,1.13E-05,1.302074905,0.000378764,0.020342963,140.0909563,0.000413836,285
AMG.232,0.209286935,0.000332643,0.011468256,0.2386077,4.04E-05,0.00146208,9.85E-05,1.031904808,0.043801021,0.2386077,110.7825796,0.056933635,290
AMG458,0.124251416,0.029776998,0.258186185,0.139313794,0.01473094,0.135862423,4.67E-05,1.072718419,0.015438414,0.139313794,132.1153327,0.019408333,306
AMG900,0.127578527,0.025392436,0.236701813,0.173586936,0.002271052,0.038238172,5.80E-05,0.658342614,0.01627628,0.173586936,127.2676119,0.030132424,307
aminoglutethimide,-0.053882277,0.368195153,0.745494862,-0.064894792,0.278307594,0.627717407,-4.64E-06,0.967754705,0.0029033,-0.060930621,149.5912176,0.004211334,281
aminopurvalanol.a,-0.011022496,0.845504046,0.968806385,-0.001494646,0.978920834,0.99263121,-3.60E-06,0.93630678,0.000121495,-0.001494646,158.2361541,2.23E-06,315
amisulpride,0.16040699,0.008519469,0.12094305,0.162096248,0.007841184,0.097879611,5.70E-05,1.141667282,0.025730403,0.162096248,112.6980547,0.026275194,268
amonafide,0.073213572,0.200057124,0.594831038,0.130649655,0.021824542,0.164593424,4.57E-05,1.088307474,0.005360227,0.130649655,134.3146284,0.017069332,308
amoxicillin,-0.017280891,0.770668179,0.958207038,-0.016095185,0.78600854,0.921571147,-5.91E-06,1.143384044,0.000298629,-0.016095185,146.3177067,0.000259055,287
amprolium,0.034757173,0.572500145,0.881695603,0.051791233,0.40019322,0.748370253,1.30E-05,1.393654571,0.001208061,0.051791233,126.5858703,0.002682332,266
amsacrine,0.121783372,0.040631374,0.294171148,0.148441661,0.012419741,0.122338675,2.80E-05,0.65868406,0.01483119,0.148441661,120.9212841,0.022034927,283
anagrelide,0.196772058,0.000837758,0.022464323,0.162192655,0.006064241,0.080559827,4.40E-05,0.90552838,0.038719243,0.161314519,119.9320237,0.026306457,285
anastrozole,0.070099236,0.2744112,0.678200622,0.040772263,0.52530625,0.822783941,3.23E-05,1.288235008,0.004913903,0.040772263,117.9850117,0.001662377,245
anguidine,0.084822033,0.136836743,0.512886083,0.096353224,0.090873722,0.357568341,1.41E-05,0.604576708,0.007194777,0.096353224,140.0652503,0.009283944,309
anisomycin,0.095428052,0.091392065,0.426023598,0.127238723,0.024142363,0.174720774,1.51E-05,0.705746434,0.009106513,0.127238723,137.4599011,0.016189693,314
AP26113,-0.084395803,0.142753809,0.521238853,-0.069333676,0.228843129,0.568171577,-3.62E-05,0.940216048,0.007122652,-0.069333676,162.5387188,0.004807159,303
apatinib,-0.001119957,0.984588023,0.998406863,-0.039264881,0.498082516,0.807044664,-4.42E-07,1.034840871,1.25E-06,-0.039264881,156.4093645,0.001541731,300
aphidicolin,0.060801244,0.320471136,0.711721173,0.113076501,0.064040207,0.289781934,1.34E-05,0.751975655,0.003696791,0.113076501,119.7346724,0.012786295,269
AR.12,-0.078397115,0.177101165,0.569350531,-0.045064005,0.438310272,0.770385419,-1.84E-05,0.819981671,0.006146108,-0.045064005,156.2370687,0.002030765,298
AR.42,0.014776773,0.794235147,0.96273554,0.089667923,0.112789536,0.393829487,3.71E-06,0.764792427,0.000218353,0.089667923,143.377302,0.008040337,314
arctigenin,0.057544812,0.30708608,0.700252983,0.055552374,0.324164423,0.680275484,2.02E-05,0.966299572,0.003311405,0.055552374,150.1671725,0.003086066,317
arcyriaflavin.a,-0.041039137,0.475911094,0.810931319,-0.03076013,0.593176762,0.852764886,-1.78E-05,1.051928027,0.001684211,-0.03076013,157.1909197,0.000946186,304
aripiprazole,0.155996392,0.523647595,0.851635135,0.133333333,0.58632445,0.852764886,1.41E-05,0.910512042,0.024334874,0.133333333,8.666666667,0.017777778,19
ARRY.334543,-0.242024054,2.41E-05,0.00120167,-0.26635943,3.11E-06,0.00018472,-5.10E-05,0.864940002,0.058575643,-0.26628091,189.308996,0.070947346,298
artemisinin,-0.012290428,0.830176393,0.968554607,-0.011984184,0.834346132,0.937244291,-4.34E-06,1.015552372,0.000151055,-0.011984184,155.8455643,0.000143621,307
artesunate,0.040801766,0.48140146,0.816450839,0.091042345,0.115583145,0.39552715,2.14E-05,1.157632824,0.001664784,0.091042345,136.7981271,0.008288709,300
AS.1949490,-0.018692621,0.751679941,0.948938583,-0.034397745,0.560297449,0.843358323,-6.90E-06,1.067165165,0.000349414,-0.034397745,149.987673,0.001183205,289
AS.703026,-0.090909239,0.11429512,0.471508071,-0.090485052,0.116001693,0.39552715,-3.62E-05,0.817700445,0.00826449,-0.089444739,165.5956003,0.008187545,303
aspirin,-0.068014823,0.258377912,0.667491442,-0.035291488,0.557903762,0.843261637,-2.88E-05,1.039649102,0.004626016,-0.035291483,144.4231618,0.001245489,278
AST.1306,-0.198064766,0.00615683,0.091908139,-0.273403404,0.000135241,0.004351747,-6.12E-05,0.922989954,0.039229652,-0.273403404,121.6100251,0.074749421,190
astemizole,-0.070885286,0.226395466,0.634082464,-0.04345978,0.458643792,0.780055397,-2.78E-05,1.155862464,0.005024724,-0.04345978,153.3885876,0.001888752,293
asymmetrical.dimethylarginine,-0.062903748,0.279076777,0.678614401,-0.074151993,0.20180001,0.533562324,-2.12E-05,0.870552656,0.003956882,-0.074151993,160.585723,0.005498518,298
AT.7519,-0.257530759,4.68E-06,0.000332851,-0.227770588,5.48E-05,0.001934506,-5.42E-05,0.780668539,0.066322092,-0.227734569,189.6849909,0.051879441,308
AT.9283,0.095388585,0.118579325,0.478873774,0.114991338,0.059636992,0.27589254,3.18E-05,0.784412355,0.009098982,0.114991338,119.4761693,0.013223008,269
AT13387,-0.030726685,0.60737906,0.897433549,-0.028682196,0.631500966,0.865921779,-9.42E-06,0.727929431,0.000944129,-0.028674429,145.5574317,0.000822668,282
AT7867,0.039267137,0.55351611,0.86647711,0.054215046,0.41316639,0.755017302,2.00E-05,1.169731687,0.001541908,0.054215046,109.2381621,0.002939271,230
atenolol....,0.010256653,0.86926591,0.97497834,-0.002791803,0.964267005,0.988809252,6.17E-06,1.44705578,0.000105199,-0.002791803,130.8643303,7.79E-06,260
atenolol......,-0.080431598,0.181955361,0.574494137,-0.048728558,0.419195679,0.756804834,-2.36E-05,1.02352773,0.006469242,-0.048728558,145.7732695,0.002374472,277
atipamezole,0.069341347,0.228018631,0.634360768,0.017779069,0.757522343,0.913171478,2.73E-05,1.030516909,0.004808222,0.017779069,149.788692,0.000316095,304
atiprimod,-0.009682806,0.867800812,0.974845288,0.012209295,0.833755756,0.937244291,-1.96E-06,0.866350999,9.38E-05,0.012189639,147.677649,0.000149067,298
atorvastatin,0.135560569,0.01963849,0.207565934,0.178720323,0.002023923,0.034478119,7.24E-05,1.120405142,0.018376668,0.178720323,121.9600321,0.031940954,296
aurora.a.inhibitor.i,-0.065149192,0.255095879,0.663157689,-0.014845447,0.79558398,0.924887702,-1.09E-05,0.880710998,0.004244417,-0.014845441,156.2861979,0.000220387,307
AV.412,-0.205606025,0.000261855,0.009778859,-0.303628733,4.70E-08,4.53E-06,-2.78E-05,0.88089881,0.042273837,-0.303628733,203.3660824,0.092190408,311
avanafil,-0.001373073,0.982217666,0.998406863,-0.004929538,0.936221199,0.980932197,-3.99E-07,1.099067389,1.89E-06,-0.004929538,134.1580933,2.43E-05,266
AVL.292,0.020018593,0.730290996,0.940066163,0.047235322,0.415754818,0.756804834,3.13E-06,0.922325321,0.000400744,0.046956746,142.9564881,0.002231176,299
AVN.944,0.02034514,0.726510024,0.940066163,0.025109662,0.665954869,0.871569628,4.22E-06,0.896294499,0.000413925,0.024795326,145.7930988,0.000630495,298
axitinib,0.092863367,0.113315091,0.468800721,0.068157581,0.24562879,0.585958158,1.82E-05,0.904743821,0.008623605,0.067644849,136.5900297,0.004645456,292
AZ.628,0.006684177,0.910390579,0.982928907,-0.062291154,0.293789211,0.64651486,1.65E-06,0.907603392,4.47E-05,-0.059222677,151.9984542,0.003880188,286
AZ20,0.036196463,0.526818638,0.851635135,0.06290329,0.271092651,0.62506713,6.80E-06,0.829304661,0.001310184,0.06290329,144.7814417,0.003956824,308
AZ3146,-0.009868086,0.863501431,0.973199264,0.04129866,0.471659248,0.791335943,-3.58E-06,0.955762055,9.74E-05,0.04129866,147.1606557,0.001705579,306
AZ960,0.072461024,0.205475319,0.607200533,0.085684259,0.134148516,0.428801438,2.07E-05,0.816772604,0.0052506,0.085684259,140.8046241,0.007341792,307
azacitidine,-0.182748397,0.00165139,0.038267356,-0.117768174,0.04361961,0.241548835,-2.67E-05,0.943140583,0.033396977,-0.115054724,164.4705718,0.013869343,294
azalomycin.b,0.001040157,0.98530622,0.998406863,-0.004392825,0.938003464,0.982088948,1.39E-07,0.734036557,1.08E-06,-0.004392825,159.1962628,1.93E-05,316
azathioprine,0.044326711,0.445847242,0.79902916,0.089449409,0.123380903,0.412599416,2.10E-05,1.083476461,0.001964857,0.089449409,136.1273134,0.008001197,298
AZD1480,-0.006497861,0.915837129,0.984519027,-0.027519327,0.654409744,0.86934432,-2.02E-06,1.007253793,4.22E-05,-0.027519327,137.6875898,0.000757313,267
AZD2014,0.051895809,0.370406042,0.745963767,0.061838036,0.285693363,0.636436906,1.35E-05,0.846926217,0.002693175,0.061602462,141.2288294,0.003823943,300
AZD2461,0.023268294,0.687636489,0.918540255,0.03422807,0.55416043,0.840024399,1.13E-05,1.057073781,0.000541414,0.03422807,145.8315615,0.001171561,301
AZD2858,0.084430632,0.143924248,0.521238853,0.147478823,0.010405923,0.109186787,2.65E-05,0.870904298,0.007128532,0.147478823,128.7306977,0.021750003,301
AZD3463,0.012563877,0.825339343,0.967685318,0.030624815,0.590559113,0.852764886,2.53E-06,0.729225677,0.000157851,0.030624815,151.2225288,0.000937879,311
AZD4547,0.068461669,0.294927458,0.691027443,0.027204463,0.677570362,0.876784526,3.96E-05,1.266515978,0.004687,0.027204463,115.2762712,0.000740083,236
AZD5363,-0.073238499,0.196984479,0.589325465,-0.09417413,0.096821519,0.367576014,-3.36E-05,0.984500253,0.005363878,-0.09417413,171.2382513,0.008868767,312
AZD5438,0.05353313,0.351468152,0.735442029,0.048183018,0.401743124,0.74866923,4.93E-06,0.820305903,0.002865796,0.048183018,145.6279983,0.002321603,305
AZD6482,0.006924081,0.901653658,0.982928907,0.025651956,0.647042229,0.867515877,1.14E-06,0.770657941,4.79E-05,0.025651956,156.870035,0.000658023,321
AZD7762,0.041069529,0.468355419,0.810931319,0.042674675,0.451134714,0.777529999,8.71E-06,0.543638463,0.001686706,0.042674675,150.7787387,0.001821128,314
AZD8055,0.044077531,0.443085663,0.796014937,0.050859852,0.376073057,0.73787776,8.69E-06,0.625777105,0.001942829,0.050859852,145.2184426,0.002586725,305
AZD8330,-0.072749955,0.195691706,0.589109334,-0.051877603,0.35648257,0.719859246,-3.16E-05,0.540183707,0.005292556,-0.051877603,167.7744777,0.002691286,318
AZD8931,-0.411245542,4.24E-13,2.05E-10,-0.412036053,3.79E-13,2.74E-10,-0.000122327,0.887419492,0.169122895,-0.397682164,200.5673905,0.169773709,286
AZD9668,0.049307529,0.394778298,0.759415563,0.047240525,0.414918166,0.756676957,2.40E-05,1.032336138,0.002431232,0.047240525,143.390301,0.002231667,300
azilsartan,-0.046278305,0.427627355,0.787791871,-0.014501404,0.803787018,0.928167627,-1.17E-05,0.952637479,0.002141682,-0.014501404,150.6534585,0.000210291,296
azithromycin,-0.084506155,0.153311256,0.531087795,-0.029117732,0.623258788,0.863616005,-1.52E-05,0.88317682,0.00714129,-0.029117732,148.1929534,0.000847842,287
azodicarbonamide,0.119151716,0.038831389,0.289834287,0.1400022,0.015064504,0.136789324,4.85E-05,1.215889219,0.014197132,0.1400022,129.8596678,0.019600616,301
azomycin..2.nitroimidazole.,0.062799988,0.302084744,0.69389952,0.055655274,0.360521398,0.721042797,2.13E-05,1.150783352,0.003943839,0.055655274,128.9030551,0.003097509,272
aztreonam,-0.033617678,0.566547064,0.878215747,-0.012922435,0.825668574,0.93703324,-1.13E-05,1.047621136,0.001130148,-0.012922435,148.8995979,0.000166989,293
bafetinib,0.12154952,0.032403844,0.27279222,0.149682535,0.008298589,0.100638545,3.12E-05,0.961461492,0.014774286,0.149682535,132.2243658,0.022404861,310
baicalein,0.094809673,0.102369833,0.455772502,0.109917609,0.058060087,0.272701526,4.18E-05,1.174977723,0.008988874,0.109917609,133.0673175,0.012081881,298
baicalin,0.100129626,0.10063296,0.455243117,0.142479952,0.019166082,0.154180486,3.74E-05,1.000022398,0.010025942,0.14247993,116.1939694,0.020300537,270
balapiravir,-0.032498946,0.572445704,0.881695603,-0.011905962,0.836213165,0.937244291,-1.66E-05,1.017939231,0.001056181,-0.011905962,154.3156592,0.000141752,304
BAM7,-0.0932413,0.107014682,0.462240173,-0.081398682,0.159630479,0.474630254,-5.69E-05,1.172942441,0.00869394,-0.081398682,162.7505017,0.006625745,300
BAN.ORL.24,0.101067794,0.088552048,0.419030607,0.107314405,0.070460186,0.303649848,3.95E-05,1.46048584,0.010214699,0.107314405,127.65404,0.011516382,285
barasertib,0.089435794,0.126658446,0.494343477,0.092505341,0.114093705,0.394994181,1.91E-05,0.912733427,0.007998761,0.090024817,133.7663519,0.008557238,293
barasertib.HQPA,0.011073136,0.847775009,0.968806385,0.064775304,0.260988686,0.613492886,5.22E-06,0.816415554,0.000122614,0.064775304,142.1541538,0.00419584,303
bardoxolone,-0.054487438,0.433290219,0.789299837,-0.038648194,0.578493103,0.851593868,-1.59E-05,0.729996245,0.002968881,-0.038648194,109.0580604,0.001493683,209
bardoxolone.methyl,-0.064775528,0.269898622,0.676147414,-0.074266934,0.205735622,0.538282325,-1.35E-05,0.7647004,0.004195869,-0.074266183,157.3799958,0.005515578,292
baricitinib,-0.095058873,0.100317217,0.455243117,-0.036621296,0.527476111,0.82393248,-3.76E-05,0.937096117,0.009036189,-0.036621296,156.011505,0.001341119,300
batimastat,-0.204272205,0.000361191,0.0121629,-0.184250272,0.001323405,0.024886886,-3.39E-05,0.927571569,0.041727134,-0.181237156,178.3668106,0.033948163,301
BAY.11.7082,0.051096106,0.379443152,0.751559229,0.044452294,0.444558301,0.774473175,6.09E-06,0.910892418,0.002610812,0.044452289,142.8543828,0.001976006,298
BAY.11.7085,0.005094857,0.929156991,0.988281974,0.084576087,0.139274564,0.440326569,1.37E-06,0.849184847,2.60E-05,0.084576087,140.9752826,0.007153114,307
BAY.87.2243,0.05026196,0.377811588,0.7514714,0.054469433,0.339138487,0.699533518,1.69E-05,0.569526592,0.002526265,0.054469433,147.0300031,0.002966919,310
BAY.K.8644..s.....,0.019076488,0.75237234,0.94898532,0.03735449,0.536589413,0.830996224,7.52E-06,1.294095964,0.000363912,0.03735449,133.3264032,0.001395358,276
beclomethasone.dipropionate,0.030863734,0.612959721,0.900457258,-0.032781637,0.591057775,0.852764886,1.87E-05,1.011745436,0.00095257,-0.032781637,140.4583026,0.001074636,271
bekanamycin,-0.019696504,0.73360595,0.940886993,0.017351433,0.764325027,0.915799049,-9.82E-06,1.196505899,0.000387952,0.017351433,148.3799336,0.000301072,301
belinostat,0.012732748,0.829356191,0.968554607,0.025579597,0.664986144,0.871569628,2.82E-06,0.861031652,0.000162123,0.025534443,141.2975058,0.000654316,289
bendamustine,0.017355884,0.760093097,0.951524754,0.051493174,0.364670442,0.726331225,6.16E-06,1.07656468,0.000301227,0.051493174,148.4413183,0.002651547,312
bendroflumethiazide,0.065210849,0.288378637,0.684300111,0.040219196,0.512874395,0.813009585,2.98E-05,1.386195678,0.004252455,0.040219196,128.6106277,0.001617584,267
benfotiamine,0.131476169,0.03409204,0.274973033,0.115320777,0.063349409,0.287554684,5.79E-05,1.378644735,0.017285983,0.115320777,115.4506386,0.013298882,260
bentazepam,-0.023639741,0.690564509,0.919559736,-0.015502598,0.794061482,0.924887702,-4.82E-06,0.959423272,0.000558837,-0.015502598,145.7246227,0.000240331,286
benzethonium,-0.084810621,0.179578958,0.571495234,-0.124197357,0.048907017,0.251370829,-2.91E-05,0.731514725,0.007192841,-0.124197357,142.2109657,0.015424983,252
benzocaine,0.017569288,0.797847132,0.96273554,0.027227173,0.691385894,0.882192196,7.10E-06,1.214493541,0.00030868,0.027227173,105.0594653,0.000741319,215
benzydamine,0.063683839,0.278902262,0.678614401,0.036157955,0.53898098,0.831144258,3.17E-05,1.157108839,0.004055631,0.036157955,140.7209385,0.001307398,291
benzyldimethylhexadecylammonium,-0.074650075,0.194281037,0.587304681,-0.074552576,0.194865856,0.531385612,-2.45E-05,1.03803583,0.005572634,-0.074552576,163.8692678,0.005558087,304
bephenium.hydroxynaphthoate,0.009026338,0.883507108,0.981877745,0.026716037,0.664469414,0.871569628,3.11E-06,1.218006799,8.15E-05,0.026716037,129.933409,0.000713747,266
berberine,-0.029035307,0.60883321,0.897749987,-0.022611543,0.690269435,0.882192196,-6.37E-06,0.822656517,0.000843049,-0.022611543,160.5500123,0.000511282,313
beta.lapachone,-0.059745393,0.289693348,0.684300111,-0.051682154,0.359827751,0.721042797,-5.89E-06,0.774471926,0.003569512,-0.051682154,166.6916215,0.002671045,316
betamethasone,-0.036294824,0.551155665,0.865446511,-0.034785217,0.567848247,0.849425891,-1.90E-05,1.105493015,0.001317314,-0.034785217,141.2481821,0.001210011,272
betamethasone.dipropionate,-0.107777485,0.060107566,0.351958244,-0.11273537,0.049179839,0.251370829,-6.12E-05,1.079009703,0.011615986,-0.11273537,170.2485116,0.012709264,305
betulinic.acid,-0.015677638,0.80022721,0.963199501,0.048598486,0.432544587,0.765741306,-5.28E-06,0.944166543,0.000245788,0.048598486,125.5849999,0.002361813,263
bexarotene,0.095270409,0.105431278,0.460392572,0.119058483,0.04277014,0.240977288,1.37E-05,0.933189095,0.009076451,0.117939079,128.339864,0.014174922,290
BF2.649,-0.028038701,0.622878651,0.901928286,-0.023966212,0.674248458,0.874831333,-1.84E-05,1.212548616,0.000786169,-0.023966212,159.226746,0.000574379,310
BGT226,0.064378534,0.266324227,0.671842302,0.045601396,0.431310264,0.765364292,1.00E-05,0.411228543,0.004144596,0.045601396,143.63699,0.002079487,300
BI.2536,-0.030569564,0.588239151,0.890741544,-0.000511121,0.992779341,0.996266588,-1.23E-05,0.551329952,0.000934498,-0.000511121,158.5810127,2.61E-07,316
BI.78D3,-0.002492971,0.965817473,0.996917934,0.023301634,0.688705494,0.881737892,-3.10E-07,0.856901335,6.21E-06,0.023301634,146.0164057,0.000542966,298
BI.D1870,0.029456338,0.613733567,0.900457258,0.028747854,0.622291096,0.863616005,1.44E-05,1.215850443,0.000867676,0.028747854,144.2309437,0.000826439,296
BIBR.1532,0.009187854,0.870563866,0.975253954,-0.036848696,0.513303375,0.813009585,3.01E-06,0.918620425,8.44E-05,-0.036848696,164.8589426,0.001357826,317
BIBU.1361,-0.186271954,0.001021416,0.026410905,-0.191507206,0.000728569,0.016230285,-8.36E-05,1.008501345,0.034697241,-0.191507206,184.0878633,0.03667501,308
BIBX.1382,-0.19552187,0.000749471,0.021279107,-0.215798117,0.000192678,0.005579943,-6.80E-05,0.980981055,0.038228802,-0.215798117,179.3302222,0.046568827,294
bicalutamide,0.075463998,0.227059325,0.634360768,0.091354964,0.143381404,0.447448865,2.50E-05,1.138834701,0.005694815,0.091354964,117.6695322,0.008345729,258
bifemelane,-0.040746115,0.487950959,0.820619035,-3.52E-05,0.999522333,0.999683903,-1.40E-05,1.076431159,0.001660246,-3.52E-05,146.5051546,1.24E-09,292
BIIB021,-0.032985941,0.566058853,0.878215747,-0.017409933,0.762022547,0.915417744,-8.17E-06,0.818047776,0.001088072,-0.017378064,155.6588438,0.000303106,305
bindarit,-0.027820461,0.647204708,0.907326986,-0.036547662,0.547642443,0.837171687,-8.31E-06,1.11060488,0.000773978,-0.036547662,142.0070297,0.001335732,273
birinapant,-0.013174059,0.818759893,0.966471328,-0.026967551,0.638984204,0.867515877,-8.31E-06,0.955080473,0.000173556,-0.026967551,157.1260354,0.000727249,305
